Clk-Cyc_cyt	Per-Tim_cyt	Per_cyt	Clk_cyt	Tim_cyt	Clk-Cyc_nuc	Per-Tim_nuc	Tim_mRNA	Clk_mRNA	Per_mRNA
0.3	0.9	0.6	0.2	0.8	0.4	1.0	0.7	0.1	0.5
0.06350127468929789	0.36700726823388535	0.5308102306800752	0.12465894437748144	0.7826275122008387	0.23985021311997606	0.8900672877538284	0.4839935023590042	0.7369405464859169	0.35650616344091013
0.06576191246098512	0.16875519301171446	0.31834527059462786	0.18804049974639225	0.5695300022407788	0.11004745554827226	0.6467340474144471	0.2701570053125737	1.2420487924426264	0.20959855289502158
0.10057574369885328	0.06605559986648964	0.15637978356617185	0.28787251055012	0.35058163562858696	0.06573394720794179	0.3779110350823463	0.12152708098745102	1.6298906265316235	0.10534247218187108
0.14558894837307648	0.022362961762357365	0.06563296731026924	0.3874710427426041	0.1675109532409359	0.06910832156653934	0.16337810589470628	0.07979112166835589	1.889397092705286	0.07730121871886908
0.1908279009410628	0.006426352304367082	0.033613817271135334	0.4716789061541473	0.06496205362268058	0.0902800285322242	0.047808793439679136	0.09100343032224587	2.041675644999669	0.0906453300479497
0.23085988973976768	0.0016200615708002353	0.028895302745532227	0.5384214031004048	0.03545274262960441	0.11706010459087539	0.01028202862087773	0.11868232256026347	2.138636775061573	0.11861957190023174
0.2657699318274922	0.0006162877661033697	0.034135051472125456	0.5937895055337773	0.03541589210864469	0.14508579070259525	0.0020619959836868144	0.15223926477777203	2.217995869857511	0.15222531364303296
0.2978056206769348	0.0006067999807741441	0.04316670286260121	0.6435612869154834	0.04343851364131038	0.17333834158124636	0.000565564705590928	0.1888151422335238	2.292091435664904	0.18881129748328096
0.3288154689936312	0.0008933052578920694	0.0542407985253482	0.6909989223516934	0.05430595557634694	0.2020993045112522	0.00040072762444663034	0.22804172606424142	2.363553513133846	0.22804045335047388
0.35989208274441614	0.0013654260049601366	0.0671358385114037	0.7377214642230498	0.06715363316188826	0.23197997058342024	0.0005358636880823969	0.2704711394355464	2.432793888466198	0.27047064682153726
0.3916214758729963	0.002054385935078527	0.08215384522254611	0.7845017167218521	0.08215939456859013	0.2635746443513651	0.0007996886324420176	0.316973777320465	2.4997088086351273	0.3169735591039723
0.4242887222415575	0.00304692129202144	0.0998093636975415	0.8316619767529044	0.09981134177037077	0.29737212595058543	0.0011921176150645845	0.36850178106264897	2.563965085248876	0.36850167234127995
0.45797939458204023	0.004479449596336602	0.12072534441679313	0.8792380290548154	0.12072615024046225	0.3337433467612528	0.0017608834417874272	0.42599550080607196	2.6249978560406877	0.42599544077596146
0.49261154458006373	0.006550954209962069	0.14557284505631404	0.927026601938541	0.1455732194231474	0.37293846953957316	0.0025851314263473577	0.49033641071730927	2.6819398043626137	0.4903363744620432
0.5279249322150789	0.009541058735666108	0.1749982288973915	0.9745704551174709	0.17499842619022254	0.4150724828244703	0.0037803729284653998	0.5623061829052649	2.733528154967499	0.5623061592370672
0.5634423722079327	0.013826783747945586	0.20951972417157796	1.0211077932751675	0.2095198410577499	0.460093391518222	0.00550822328134473	0.6425369816098857	2.7780155192194855	0.6425369650891223
0.5984146612596803	0.01989065517897256	0.24940319845748762	1.0655064678479753	0.249403275338713	0.5077322389301359	0.007986231746992823	0.7314497651479213	2.813126271649971	0.7314497529396242
