Ca_Cyt	Oc	S2a	S4	IP3_Cyt	O_o	Ca_ER	Values[h]	S2	Orai1
0.0	0.0	0.05999999999999999	0.0	0.0	0.0	0.0	0.0	0.54	0.001
0.01494823167952961	0.00012931296860886393	0.23999157771263951	0.15056339579469574	0.0013950734716730588	1.1919411541536606e-05	0.009707645964578687	0.18095934137715547	0.3600070652279094	0.000435070479398398
0.040388652144151105	0.00019911269290513628	0.23980263226806586	0.21711526839273163	0.02988774469798473	2.638737330764069e-05	0.21618954203139387	0.3258249649189775	0.35952522930328545	9.799973514889215e-05
0.05035886252261497	0.0002095882959891425	0.2376966266019958	0.24678465702440314	0.08966198368111693	3.383343939548144e-05	0.6870856521154878	0.4398264043041025	0.35558862703295013	2.6313058461504335e-05
0.05231953838274179	0.00020849550011172325	0.23201679218307034	0.25931397043784216	0.15486967992226083	3.4919260028588155e-05	1.2552475554191982	0.529932216780411	0.34616581091459436	2.6340959438754486e-05
0.05246479943454019	0.00020872917423677762	0.22310996255261858	0.2634624463390905	0.21505341079562426	3.4686692961422e-05	1.835953515570857	0.6016322836109887	0.3321117395761252	2.633653120720156e-05
0.05224809665279486	0.00020932722783515307	0.2119231217449385	0.2631749560987097	0.26895240355550204	3.409189074359446e-05	2.4105971958853223	0.658840334862364	0.31488522342970865	2.632352568500993e-05
0.0519303650423675	0.00021011068600451953	0.19942136204274571	0.2602471126994112	0.31692803054059066	3.331273726527049e-05	2.9735978666451426	0.7045531304707472	0.2959157800427836	2.630630692084012e-05
0.05158444204661349	0.0002110190481172737	0.18644141795242217	0.2555232764593876	0.3595804977989312	3.2409377865528005e-05	3.5218984453826003	0.7411263201193679	0.27641504911669035	2.628629606879333e-05
0.05124450407531542	0.00021201100956557537	0.1736216561986213	0.24944046809695658	0.39752081595319816	3.142289327274217e-05	4.0534132743319295	0.7704217789147687	0.25728741592916876	2.6264388646729834e-05
0.05093047424846047	0.00021305145446658493	0.16139096857984261	0.24227279265650453	0.43131776806101096	3.0388189302112032e-05	4.566767836047553	0.7939130078419901	0.23912632591907448	2.624142492521219e-05
0.05065407866318393	0.00021411091948168415	0.1499976363131805	0.2342370107565055	0.4614818529097792	2.9334567753873626e-05	5.061191160353337	0.8127671928035107	0.22226441361733673	2.621805105776896e-05
0.050421736051144174	0.00021516596812362667	0.13955412565117292	0.22553316993662886	0.4884622787357413	2.828533385242508e-05	5.536409743510796	0.8279099117065548	0.20684218775241694	2.6194792095793036e-05
0.0502364413707512	0.00021619903364732352	0.13008114894196637	0.2163552618098706	0.5126499339144891	2.7257956256884258e-05	5.992537611891097	0.8400761011172955	0.1928726561195471	2.6172040383169014e-05
0.05009905097952432	0.00021719776097294202	0.1215433399043619	0.20688912012875293	0.5343829892214322	2.6264720366927216e-05	6.429973122764083	0.8498501288570453	0.1802923633729082	2.6150074640523104e-05
0.050009151159055756	0.00021815411521164927	0.1138749426263653	0.1973062673874429	0.5539533387806556	2.5313621087870417e-05	6.849309848438103	0.8576972846383325	0.16899752147551073	2.6129054801921312e-05
0.04996563835187309	0.00021906343028351845	0.10699680475780939	0.18775799051869402	0.571612951392391	2.440929335790677e-05	7.251264329989481	0.8639885384494981	0.15886758603482484	2.6109105434299167e-05
0.049967103436805195	0.00021992357473807158	0.10082682683838766	0.17837144893400547	0.5875796952722676	2.355386003245813e-05	7.636620354819397	0.8690200229831648	0.14977956451161514	2.609026091788126e-05
0.05001208428403646	0.0002207342195842011	0.09528590684767742	0.16924822322056773	0.6020424750647851	2.274764454851068e-05	8.006187740107157	0.8730283903353445	0.1416160266955546	2.607254346915296e-05
0.05009923060714931	0.00022149625274563574	0.0903009753149444	0.16046498523185554	0.6151656562194033	2.1989736733558873e-05	8.360772999868189	0.876202929588508	0.13426908921834335	2.6056042083221564e-05
0.050227412075088615	0.0002222115170163176	0.08580624988894447	0.15207568394181487	0.6270928240753819	2.127842208809727e-05	8.701159262078496	0.8786951443444488	0.12764195942826806	2.6040243582340677e-05
0.0503957897393829	0.0002228820930632883	0.08174345816997101	0.14411460971136342	0.637949953455675	2.0611502910972242e-05	9.028093110214805	0.8806263332838945	0.12164908036901695	2.6025616102957875e-05
0.050603868966200394	0.00022351049012447058	0.07806150296822185	0.1365998019573465	0.6478480718451839	1.9986521621835713e-05	9.342276430789944	0.8820935971115779	0.11621553148909333	2.6011953014774998e-05
0.050851542335170835	0.0002240992979667178	0.07471585856946861	0.12953641221467588	0.6568854951743348	1.9400920931671468e-05	9.644361751392015	0.8831746001383829	0.11127608085612688	2.5999124406442904e-05
0.051139133201217636	0.0002246510994661659	0.07166786700977379	0.12291978133838057	0.665149709497094	1.885215092175632e-05	9.934949905947164	0.8839313456096601	0.10677411870222953	2.5986998448311095e-05
0.0514674470032014	0.00022516828670121378	0.06888402857921344	0.11673810629555087	0.6727189620500446	1.8337740201477583e-05	10.214589144470544	0.8844131653973317	0.10266059932184571	2.5975892389234578e-05
0.05183783887063772	0.00022565330801881586	0.06633533574407388	0.11097465678451435	0.6796636164245224	1.7855337732136007e-05	10.48377501070436	0.8846590801148354	0.09889305646734267	2.596541699619254e-05
