NADPH	PGA	NADP	Values[J]	Values[Gamma]	Values[Vj]	Values[phi]	Values[Vc]	Values[Vp]	Values[Cst]
0.21	2.4	0.29000000000000004	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.1225551091087068	3.294318399639643	0.3774448908912932	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.12027921982635148	4.133977415237314	0.3797207801736485	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.12021998626355701	4.863583710934121	0.379780013736443	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.12021844462107505	5.495656034590697	0.37978155537892494	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.12021840449554581	6.043171661237051	0.3797815955044542	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.1202184034521179	6.517440474238348	0.3797815965478821	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.12021840342428917	6.928261398192428	0.37978159657571087	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.12021840342185765	7.2841225198557895	0.37978159657814237	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.12021840340969274	7.592376385467089	0.37978159659030725	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.12021840345982589	7.859391914741602	0.3797815965401741	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.12021840343105863	8.090685990462225	0.3797815965689414	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.1202184034240417	8.291037444765797	0.37978159657595834	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.12021840342344038	8.464585792318188	0.37978159657655963	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.12021840342744236	8.614916767028468	0.3797815965725576	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.12021840342448802	8.745136398517564	0.37978159657551197	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.12021840342396749	8.857935191841834	0.3797815965760325	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.12021840342431865	8.955643711775815	0.37978159657568134	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.12021840342882632	9.040280743849523	0.37978159657117366	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.12021840342399741	9.113594997094932	0.3797815965760026	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.12021840342823761	9.177101237323509	0.37978159657176236	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.12021840341654853	9.23211158464029	0.37978159658345145	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.12021840342740654	9.27976262430458	0.3797815965725935	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.12021840342380964	9.321038887426377	0.3797815965761904	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.12021840342374257	9.356793195006045	0.37978159657625743	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.1202184034372809	9.387764273894804	0.3797815965627191	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.12021840342397691	9.414592028986759	0.37978159657602306	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.1202184034239053	9.437830755150546	0.37978159657609467	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.12021840342516034	9.45796059423636	0.37978159657483973	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.1202184034268487	9.475397454698593	0.3797815965731513	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
0.12021840343259253	9.490501604387884	0.37978159656740745	3.6486379050982123	4.290408627488547	0.6755548690491996	0.025590660664217075	0.8224898849060918	0.9420546551909671	0.9991367128469524
