SosInactive	Raf1Inactive	MekInactive	boundEGFReceptor	freeNGFReceptor	RasInactive	BRafInactive	ErkInactive	PI3KInactive	Rap1Inactive	P90RskInactive	AktInactive	C3GInactive	BRafActive	ErkActive	PI3KActive	Rap1Active	MekActive	SosActive	boundNGFReceptor	RasActive	Raf1Active	NGF	AktActive	EGF	C3GActive	P90RskActive	freeEGFReceptor
120000.0	120000.0	600000.0	0.0	10000.0	120000.0	120000.0	600000.0	120000.0	120000.0	120000.0	120000.0	120000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	456000.0	0.0	10002000.0	0.0	0.0	80000.0
45.383231411848165	116894.53535566408	567703.4064123911	79995.53498411842	9391.7963505487	97242.9422725894	119877.52109740539	561603.917311558	2274.585891057171	116071.93863492167	119970.89989355125	119250.72837833846	80010.21663442437	122.47890259450726	38396.08268844286	117725.41410894282	3928.0613650783625	32296.593587607575	119954.61676858815	608.2036494513216	22757.057727410418	3105.4646443359675	455391.7963505484	749.2716216614659	9922004.465015875	39989.783365575604	29.100106448762013	4.465015881560158
338.95114083181085	116090.66520478662	503952.3477619963	79995.53498411842	8825.548173432542	97295.64499652675	119426.5416271799	397238.81231764716	22.594459170589587	106167.35598327847	119647.91724277759	118210.82057563828	1329.2509140279085	573.4583728199823	202761.1876823539	119977.40554082942	13832.644016721628	96047.65223800238	119661.04885916822	1174.4518265674785	22704.355003473083	3909.334795213392	454825.5481734322	1789.1794243616566	9922004.465015875	118670.74908597209	352.08275722241547	4.465015881560159
1062.9129872379472	116126.42790351987	443767.46845251403	79995.53498411842	8298.278676187949	97426.12545713886	119316.99019871808	203513.6578943652	0.22175413048791803	105544.66351426799	118768.05517125226	117174.42801555006	0.0001064313348183427	683.0098012817994	396486.3421056357	119999.77824586957	14455.336485732085	156232.53154748425	118937.0870127621	1701.7213238120717	22573.874542860947	3873.572096480255	454298.2786761878	2825.571984450027	9922004.465015875	119999.99989356873	1231.944828747846	4.465015881560159
2347.2863670169963	116498.50066483079	410644.7622043288	79995.53498411842	7807.233068073536	97658.2590154838	119315.90206025577	108518.42500618348	0.0021762830938349656	105544.624393009	117472.69338252486	116145.7105119994	4.656629666549037e-14	684.0979397440635	491481.5749938169	119999.99782371699	14455.375606991094	189355.23779566976	117652.71363298301	2192.7669319264705	22341.740984516007	3501.4993351694898	453807.2330680734	3854.2894880007843	9922004.465015875	120000.00000000007	2527.306617475176	4.465015881560153
4259.574819595668	116937.55520409819	395680.9750192765	79995.53498411842	7349.860604857944	98004.70170473731	119315.89387735407	81268.04588816503	2.135990642627438e-05	105544.62439152903	116032.42692698656	115124.67214919868	-8.270599736185974e-19	684.106122645705	518731.9541118357	119999.99997864017	14455.375608471028	204319.02498072208	115740.42518040433	2650.1393951420537	21995.298295262466	3062.444795902127	453349.8606048579	4875.327850801611	9922004.465015875	120000.00000000007	3967.5730730134746	4.465015881560158
6853.187264973689	117334.92547613411	391230.754799293	79995.53498411842	6923.798263416559	98475.84700647608	119315.89381591232	74728.68574259554	2.0975952467807768e-07	105544.624391529	114566.72599966395	114111.27617505533	-5.688340872998107e-21	684.106184087479	525271.314257405	119999.99999979035	14455.375608471082	208769.24520070574	113146.81273502632	3076.201736583437	21524.152993523723	2665.0745238662303	452923.7982634164	5888.723824944939	9922004.465015875	120000.00000000007	5433.274000336076	4.465015881560149
10062.80455200589	117673.14268598135	392565.7464885046	79995.53498411842	6526.855876435323	99060.87044661934	119315.89381545076	73717.15669778523	2.0906696455263166e-09	105544.624391529	113108.25194035812	113105.4853447154	-2.242763847082936e-22	684.1061845490316	526282.8433022154	119999.99999999799	14455.375608471082	207434.25351149435	109937.19544799412	3473.1441235646735	20939.129553380455	2326.857314018982	452526.8558764351	6894.514655284868	9922004.465015875	120000.00000000007	6891.748059641911	4.465015881560859
13651.088741341026	117957.49773100144	396920.17709137464	79995.53498411842	6157.002577749971	99717.38531366283	119315.89381544724	74598.35424632614	2.938703415251225e-11	105544.624391529	111666.17679337632	112107.26231742043	2.1205537895822783e-22	684.1061845525551	525401.6457536744	120000.00000000007	14455.375608471082	203079.8229086243	106348.91125865898	3842.9974222500255	20282.614686336947	2042.502268998885	452157.0025777498	7892.737682579824	9922004.465015875	120000.00000000007	8333.823206623743	4.465015881560177
17339.49019156815	118192.89643020582	402659.28547569166	79995.53498411842	5812.354426396972	100394.7286007189	119315.89381544718	76337.23921155221	-7.672943139417605e-13	105544.62439152898	110243.8347697351	111116.5696642333	1.0351638036407815e-22	684.1061845526043	523662.76078844845	120000.0000000001	14455.375608471088	197340.71452430717	102660.50980843185	4187.645573603026	19605.271399280886	1807.103569794504	451812.3544263968	8883.430335766963	9922004.465015875	120000.00000000007	9756.165230264973	4.4650158815601575
