Hsp90	Proteasome	Hsp70	Hsf1	MisP	Hsp90_dam	Hsp70_dam	Hsf1_Hsf1_Hsf1	AggP	Hsf1_Hsf1_Hsf1_P	ROS	Mkp1	Akt_Hsp90	NatP	CellDeath	Hsf1_Hsf1	Akt	SeqAggP	Hsp90_MisP	Hsp70_Proteasome	HSEHsp70	Jnk	p38	Hsp90_Proteasome	Hsp70_MisP	Akt_Proteasome	Hsp90_Hsp90Client	Hsp70_Ppx	Hsp70Client	MisP_Proteasome	Hsf1_Hsp90	Mkp1_P	Akt_CHIP_Hsp90	HSEHsp90_Hsf1_Hsf1_Hsf1	HSEHsp70_Hsf1_Hsf1_Hsf1	p38Death	JNKDeath	Mkp1_Proteasome	AggP_Proteasome	HSEHsp90	HSEHsp70_Hsf1_Hsf1_Hsf1_P	CHIP	Ppx	PIDeath	Hsp70_Hsp70Client	HSEHsp90_Hsf1_Hsf1_Hsf1_P	p38_P	Hsp90Client	Jnk_P	Values[tot_Hsp90]	Values[tot_Hsp70]	Values[tot_MisP]
1850.0	500.0	1400.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	30.0	17600.0	0.0	0.0	340.0	0.0	470.0	0.0	2.0	100.0	100.0	0.0	410.0	0.0	10.0	100.0	490.0	0.0	95.0	100.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	255.0	0.0	0.0	10.0	0.0	0.0	590.0	0.0	2535.0	1920.0	880.0
1813.7637238002026	499.9363984475684	1385.7901785052452	1.3595965105056418	0.4170228627774165	0.0001819408814676111	0.00013886320147624834	9.623634109235147e-08	-7.547243125462368e-10	1.080790398553239e-07	10.000311011868595	0.036068625953337895	32.37137465532135	17600.012582419586	9.334330464688165e-07	2.340543168844446e-05	337.62848642437405	-8.519196805758312e-19	469.7696671125076	0.008303430251613515	1.9999999856733395	96.17368722924041	96.1736872292404	0.009066050809852233	409.7987412440024	0.0023918536452292288	40.45436105838216	98.22794440410269	473.8173341932522	0.043840051679812704	98.64035597972467	99.96394120746649	79.99923908477325	5.504101455779098e-09	5.504101455779098e-09	4.6671652323441237e-07	4.667165232344122e-07	1.6604576893783317e-07	-1.382092841016174e-12	1.9999999856733395	8.822558539159215e-09	255.00076091522703	1.7720555958971305	-7.285618886232913e-21	26.18266580674745	8.822558539159215e-09	3.8263127707598206	559.5456389416183	3.82631277075982	2535.007969682603	1920.007972253551	879.9854312192874
1813.8571182643918	499.873293387521	1385.9075793285892	1.3595432246962906	0.8234906259713562	0.0003633257971658932	0.0002774514592356603	1.5953954391740987e-07	-1.8581942338499759e-09	2.5041605193207094e-07	10.000694866888724	0.036067423567807046	32.369674193655655	17600.024995281325	2.086506635194274e-06	2.9350078435264504e-05	337.6300368627493	-9.612734273235304e-18	469.54542125871046	0.01653397864930738	1.9999999396824952	96.1524002531391	96.15240025313909	0.018042787065375113	409.6021469904321	0.0047674891712162	40.58637337894416	98.2280900474292	473.73873836023785	0.08736202013633983	98.64039648337463	99.96395223675472	79.9984895990825	1.7504709590924532e-08	1.7504709590924532e-08	1.0432533175971845e-06	1.0432533175971845e-06	3.374639612468128e-07	-8.119284854181549e-12	1.9999999396824952	4.281279305455302e-08	255.00151040091777	1.7719099525705242	-9.287963392926384e-20	26.261261639761866	4.281279305455302e-08	3.84759974686116	559.4136266210568	3.847599746861161	2535.015879291022	1920.015889436321	879.971058875114
1814.066455352105	499.8106343396097	1386.095197556735	1.3593884082898438	1.2196639174976471	0.0005447358287478349	0.00041606183901078225	2.1130300832690053e-07	-1.67247989903463e-09	3.8178593917862497e-07	10.001078756602883	0.03606392872433702	32.373062200128956	17600.037242002363	3.2408363032579982e-06	3.2921749213222886e-05	337.6264987044018	-2.9384942897148424e-17	469.32711274227324	0.02470985184091371	1.9999998651741804	96.15214184541482	96.15214184541482	0.02695969107259616	409.4101023110146	0.007127016558988472	40.591310815986596	98.22832565046853	473.7349994912493	0.13056859322833303	98.64054315998955	99.96396555853781	79.99774056629798	3.410274515134964e-08	3.410274515134964e-08	1.6204181516291764e-06	1.6204181516291768e-06	5.077065616441996e-07	-1.780372330085424e-11	1.9999998651741804	1.0072307170463608e-07	255.0022594337022	1.7716743495312532	-3.534496781060077e-19	26.265000508750443	1.0072307170463608e-07	3.847858154585403	559.4086891840146	3.847858154585404	2535.0237292636825	1920.0237519406485	879.9568789707855
1814.2707200286902	499.74841762566257	1386.2788109096325	1.359237312918667	1.6058011833740349	0.0007261726138107425	0.0005546952813166613	2.5249337854998006e-07	1.3093573716574307e-09	4.94232069882493e-07	10.001462278994298	0.036060535581595034	32.37638699556221	17600.04932639306	4.395215123238219e-06	3.506858703000991e-05	337.6230235806365	-3.513891728800375e-17	469.1145924907153	0.03283147641057668	1.9999997685021043	96.15199978184813	96.15199978184813	0.03581724969586121	409.222493457027	0.009470544984019742	40.595596111755206	98.22855617209392	473.73168657669873	0.17346242648640706	98.64068892074314	99.96397877865822	79.99699203214173	5.3871011124202215e-08	5.3871011124202215e-08	2.1976075616194883e-06	2.197607561619489e-06	6.767799558314566e-07	-2.017309139577001e-11	1.9999997685021043	1.776268816216876e-07	255.00300796785842	1.7714438279058644	-7.578638948544351e-19	26.26831342330091	1.776268816216876e-07	3.8480002181520785	559.4044038882458	3.848000218152079	2535.0315200019177	1920.0315601337463	879.9428871311163
1814.4695490096829	499.6866397955822	1386.4581829600024	1.3590902698442475	1.9821546332356816	0.0009076356056601814	0.0006933513591748368	2.8509502024390633e-07	8.471064700896293e-09	5.880264858631319e-07	10.001845432195392	0.03605725236295928	32.379622982635674	17600.061252171225	5.549636385556428e-06	3.635938188582451e-05	337.6196370931073	4.7704490355347204e-17	468.9077150247365	0.0408991945423797	1.999999655979265	96.15185849387527	96.15185849387527	0.04461583799044414	409.03920942930506	0.011798182879648962	40.59976509468695	98.22878131095588	473.72845186675954	0.21604614430967906	98.64083232790263	99.96399188889197	79.99624399014422	7.5642583871333e-08	7.5642583871333e-08	2.7748181927787143e-06	2.7748181927787147e-06	8.446925915875271e-07	2.250579078525498e-12	1.999999655979265	2.6837814854739317e-07	255.0037560098559	1.7712186890439006	-9.965556114217903e-19	26.271548133240135	2.6837814854739317e-07	3.848141506124942	559.4002349053145	3.8481415061249415	2535.039251903385	1920.0393143794051	879.9290790872772
1814.6630775119597	499.6252974349541	1386.6334183289073	1.3589471768835362	2.348970255549642	0.0010891242622805533	0.0008320296499141925	3.1118623704036343e-07	2.1080584988757188e-08	6.662319052839552e-07	10.002228216549607	0.03605407628498403	32.382772291107536	17600.073022961707	6.704100013443482e-06	3.713527414926584e-05	337.61633711653474	3.6098647488500264e-16	468.70633845599053	0.048913346363334755	1.999999532854108	96.15171734238999	96.15171734239001	0.053355828707350755	408.8601419652629	0.014110037942050005	40.60382289911964	98.22900120236405	473.72529183436416	0.25832234050590974	98.64097281743798	99.9640048920219	79.99549643370798	9.854074131443812e-08	9.854074131443812e-08	3.3520500067219145e-06	3.352050006721915e-06	1.0114528552487244e-06	7.356049759655258e-11	1.999999532854108	3.6860514809359316e-07	255.00450356629207	1.7709987976357229	-3.4327757269150176e-19	26.274708165635456	3.6860514809359316e-07	3.848282657610203	559.3961771008818	3.848282657610202	2535.046925362293	1920.0470150381832	879.9154506768032
1814.8514392380134	499.56438716368655	1386.8046206133208	1.3588079327940572	2.7064879641796225	0.0012706380551147371	0.000970729741282617	3.3253700635867253e-07	4.0297047137889796e-08	7.32387921470573e-07	10.002610632412257	0.03605100458528841	32.38583711064679	17600.08464229869	7.858605966822317e-06	3.76011307701236e-05	337.61312146561636	1.1282289541203581e-15	468.5103244023869	0.05687427032124908	1.9999994031275539	96.15157632390408	96.15157632390411	0.06203759274465964	408.68518547440874	0.01640621713529858	40.60777234245027	98.22921598015598	473.7222046003473	0.30029357881848934	98.64111008893454	99.96401779080969	79.99474935636431	1.2194248882796085e-07	1.2194248882796085e-07	3.929302983409924e-06	3.929302983409925e-06	1.1770690626916915e-06	2.2390103372069547e-10	1.9999994031275539	4.7492995453851774e-07	255.00525064363578	1.7707840198437839	2.4715037980658947e-18	26.277795399652398	4.7492995453851774e-07	3.8484236760961075	559.3922276575512	3.848423676096106	2535.0545407695963	1920.0546624676003	879.9019978409754
1815.0347644480821	499.5039056354957	1386.9718908573875	1.3586724389924696	3.0549417428342265	0.0014521764687510205	0.0011094512312191317	3.505178165457817e-07	6.717737937683755e-08	7.896197782153888e-07	10.002992680138368	0.03604803457197099	32.38881957457115	17600.096113627922	9.013154205821018e-06	3.7880136888467273e-05	337.6099880112911	2.6661313783482775e-15	468.3195379045999	0.06478230318227084	1.9999992696946598	96.15143543830551	96.15143543830553	0.07066149914426346	408.51423697481886	0.018686826696404243	40.61161616007382	98.2294257747508	473.7191883390246	0.3419623934421518	98.64124399848852	99.9640305879466	79.99400275177102	1.4542342847522226e-07	1.4542342847522226e-07	4.506577102905823e-06	4.506577102905823e-06	1.341549460119777e-06	4.889379987988073e-10	1.9999992696946598	5.848819088797757e-07	255.00599724822905	1.7705742252489711	9.3762801631014e-18	26.280811660975072	5.848819088797757e-07	3.848564561694694	559.3883838399277	3.848564561694693	2535.062098513199	1920.0622570223459	879.888716622253
1815.2131800910513	499.4438495374051	1387.1353276063764	1.3585405994664879	3.3945597863656825	0.0016337390005874244	0.0012481937276026334	3.66133512628434e-07	1.0268256438028497e-07	8.403937375174725e-07	10.003374360082626	0.036045163622026956	32.391721761717925	17600.107440308908	1.0167744690579754e-05	3.8046438180687685e-05	337.60693467887046	5.39348005810476e-15	468.13384734440297	0.07263778002707023	1.999999134576936	96.15129468549848	96.1512946854985	0.07922791508752389	408.3471960309968	0.020951972140306356	40.615357017630004	98.22963071322795	473.7162412699075	0.383331289527634	98.64137449553661	99.96404328605496	79.99325661370963	1.6870520212241552e-07	1.6870520212241552e-07	5.083872345278349e-06	5.083872345278349e-06	1.5049022248801892e-06	9.093614726324758e-10	1.999999134576936	6.967178587570938e-07	255.00674338629045	1.7703692867718264	2.306389227097701e-17	26.283758730092206	6.967178587570938e-07	3.8487053145017183	559.3846429823715	3.848705314501718	2535.0695989781366	1920.0697990544481	879.8756031617654
