cLc	cP7c	cP9c	cTc	cXc	cYc	cLm	cPn	cP7m	cP9m	cTm	cXm	cYm	cP7n	cTn	cP9n	cXn	cLn	cYn
6.7846	20.0554	6.0091	0.1724	13.0372	7.075	0.8539	0.0	4.28	1.1006	0.37170000000000003	8.487	0.1937	2.091	8.0398	3.7528	31.899499999999996	6.8104	1.07
7.150497753743065	23.393477705639892	6.43881068131826	0.13924035868205803	13.934953316525812	6.031981177106374	0.8153138279850343	0.3401863338521094	4.672951549667815	1.2720701939649537	0.2809757568837711	8.480420289345682	0.16143761855045202	2.441587281817342	6.854634113497538	4.0186416684825845	34.156265944028675	7.209181493403926	0.9121036285965161
7.228373270464835	26.948362007018183	6.943569316688596	0.1152450420752299	14.551856145608802	5.122105382586549	0.7405826060035169	0.5200940403546604	4.973783695724729	1.4005135230762167	0.21363695912987848	8.2405507029187	0.13850981838980397	2.815874933401729	5.781398970091802	4.332932770312499	35.74742559389697	7.320021362859089	0.7743569077379986
6.995339104320627	30.56800856182147	7.485294286368682	0.09502211728667467	14.741531491975298	4.347327285442367	0.639636101671444	0.6297594819513337	5.167651543122952	1.4687302877817798	0.16421399384811658	7.746040959073439	0.12634506381553584	3.197931907166307	4.835452138911739	4.672137646354542	36.311414534834206	7.11511593506974	0.657030152280473
6.479129181384403	34.08463295695962	8.018611701845614	0.0781829700423129	14.390783580301285	3.71362503930072	0.5281764000834126	0.7008387201905503	5.239929943872662	1.4656282241048861	0.12844878846160973	7.0430074210390305	0.12931390223064887	3.5700712804305064	4.017443489086342	5.0079955139488215	35.55671240984791	6.617224556698005	0.5609687146992445
5.757181813282821	37.31286371768486	8.496602831460384	0.06435710917423086	13.474451756968518	3.239550284683137	0.42219528908363857	0.7484663736854051	5.178013374182099	1.390273833882685	0.10343911029488616	6.228717280871939	0.15723774484407024	3.9126847507650835	3.32163250277045	5.310994942511864	33.40122613362538	5.900920314518926	0.48887134646543895
4.934341445117517	40.054906052899774	8.87831341902791	0.053271320649292686	12.070883997417255	2.9702371860526084	0.3325643382735997	0.7810258603573653	4.975353542983042	1.2538883292860523	0.0879348304340927	5.398999249716641	0.22923427576433	4.204772974826629	2.739156580805504	5.555046132273957	30.02012971078287	5.071597666541483	0.44737373347367515
4.111751536679098	42.11562108811379	9.135863619976197	0.04485709803502183	10.33674291852407	2.9971239817308106	0.26319276175250095	0.8035704087380158	4.637104104007674	1.0777579205615921	0.08297557292543732	4.616728518395656	0.3768443053817723	4.425524472295459	2.2612413745279265	5.722013280082416	25.789302125700967	4.233787510088227	0.45000592853110605
3.363318905828372	43.32802446961369	9.25843874902233	0.03943700525398481	8.467684759683205	3.473180114532209	0.2125280073715624	0.8193127693182659	4.185051323891196	0.8872427799160193	0.09334722280852636	3.9121684086069584	0.6382351501522203	4.5570105048509735	1.8829021437129518	5.804390753078872	21.188665107107486	3.465876615228722	0.5195649707518915
2.7270874373204324	43.583938240048035	9.251624241005786	0.03804918241987777	6.659014243349692	4.591635901932243	0.17607009886898092	0.8303682751059743	3.6578895439102976	0.7047010619076844	0.13026869641150324	3.294640691023895	1.0313659847394294	4.587457988484288	1.6082366576614187	5.805079294079338	16.70416344901066	2.8098992697417247	0.6851890683532469
2.2089877000066487	42.85798168163357	9.132810215293476	0.042779362025574946	5.0677251895834035	6.494737380678799	0.1484192670082246	0.8381628480562823	3.1039491320219685	0.5447334608882648	0.21354383038581304	2.7626157069541444	1.515536047393945	4.513857697935314	1.4578214884096008	5.734625021685463	12.73322253062773	2.2744921931019646	0.9689651229793795
1.793472495571469	41.2122050462413	8.925027104443052	0.056545247443029946	3.7819927768537314	9.142740949038155	0.12495685698124068	0.8436733301323754	2.5684323761622805	0.4132690578515753	0.3675386769265305	2.310023181823767	1.980726917888557	4.342540610350959	1.4743928115049847	5.607364919045085	9.507066572472459	1.845321462464917	1.3661751960937825
1.4569400405838895	38.77799042067191	8.65160893198214	0.08176526469663649	2.813383523987978	12.22016774080465	0.1033061025301931	0.8475764777296477	2.082430455026085	0.3096613601086929	0.6067984370578802	1.9306199497045697	2.27403719675891	4.087317048442868	1.7172165395360661	5.438009754105705	7.0665776863599525	1.4986103968083095	1.8306650818053134
1.1793104644013304	35.72558807091381	8.332976361537945	0.118154443184811	2.1199582413015947	15.152420308386258	0.08351057805968305	0.8503448377040893	1.6602218374149913	0.22989823689130282	0.9162850557109989	1.6245872263555643	2.283694796445193	3.766243137281028	2.2371114841759754	5.2395300319660505	5.314392203663565	1.2132653269593536	2.2763174841119906
0.9488041092471214	32.237024928153424	7.9855489772376	0.16142341371044502	1.6488941823693255	17.381830523327782	0.06672300601291621	0.852310191676763	1.3041509492903822	0.16924209674162713	1.2457304431065628	1.416341764395048	2.0698305297510493	3.398695533535677	3.0387611831588575	5.022397579720871	4.117935755242712	0.9764502353735548	2.6176128307504056
0.7608915408984752	28.490501097745	7.621999083675953	0.20502198534089494	1.38102326542442	18.690798860416862	0.054354837815324956	0.8537063976722927	1.011168368836039	0.12357938856421569	1.5344927233407155	1.384248059788371	1.7788233099462427	3.0036572815700286	4.060355894263939	4.794707254465591	3.4198356592690367	0.7828657449593308	2.819759608525232
0.6176964395524884	24.654512153364937	7.252000686402319	0.24300472875951254	1.3497185351614995	19.148009027784457	0.048880492766860746	0.8546987458391491	0.7774073901850489	0.08978502317265238	1.7391797206819821	1.6349262489258047	1.4939375353066995	2.5990515503391847	5.190543792506546	4.5626381306766834	3.292960888458901	0.6338397906266261	2.892224890300506
0.5313552950976939	20.88758975626027	6.883034813255041	0.2712899530603445	1.5924534113666236	18.920832719776577	0.05528562720541886	0.8554042907468656	0.6015431480767163	0.0657565347213401	1.8400374508262507	2.174437717039527	1.2413950240729088	2.2016833405153946	6.301520907393217	4.330959802721575	3.834898198378237	0.5403085962834012	2.8601738051199344
0.5287280949265969	17.341933166324136	6.52118929735433	0.2877542445425246	2.08937546066334	18.183127403357204	0.08131318897115393	0.8559060425292436	0.48840126674491574	0.05052230732535822	1.8366283200310254	2.8846209994224767	1.0256039906158676	1.8275969972668025	7.275479613304333	4.103533452972796	5.00964462372432	0.5276557910157036	2.750037817876745
0.6496546217081689	14.170099041923184	6.172088002895746	0.2920150482002651	2.7782210692011926	17.088546553568086	0.13425126059022302	0.8562629263229222	0.45276797376445116	0.04467898954483551	1.742357492938175	3.640271413071784	0.8443122887352488	1.4927629070072044	8.020806562323637	3.8838857076535906	6.66952268120223	0.6350440082027662	2.5852611238031638
0.931984344312353	11.531425331724185	5.8422376029091225	0.28510270312004077	3.595329556507908	15.765517206551996	0.2154459096043463	0.8565167996802184	0.5204774074677408	0.05133742930932033	1.579313992812213	4.365497759269715	0.6934799733682762	1.2137620035986432	8.480552473584412	3.6760314266350047	8.657031446828022	0.9017206820217976	2.3854659625104575
1.3924028181323342	9.587399430347554	5.540918240794739	0.2690518394935515	4.49045632081204	14.31809374785367	0.31858639395989535	0.8566974108695499	0.7193988498131738	0.07682888225429173	1.3734429954030714	5.022576822868965	0.5688448237344046	1.0073750687307501	8.634778029539874	3.485643813969277	10.846460296885924	1.3474980230986364	2.166556985557247
2.018977181816259	8.472875941415301	5.281855973676046	0.24647045831517603	5.423567892730544	12.828276181202128	0.43298421575366325	0.8568259095398987	1.0599727142726023	0.12954076392788252	1.1504539807543386	5.591835362158479	0.46645686845362533	0.8876928841887333	8.497824819386961	3.3211363657701525	13.138114568669536	1.9636671966285668	1.9410654212878962
2.77681872605895	8.25509938534214	5.083282005435352	0.22011047754216886	6.357297564417103	11.358654121807849	0.5475213583474381	0.8569173358990854	1.5230142937333682	0.21675580898781158	0.9324583874618001	6.058343329267193	0.38286893289295265	0.8618853448399507	8.111575125028514	3.193784519066939	15.440121612759388	2.717500792410187	1.7185500401295144
3.617543677806816	8.916554754128482	4.965760980526925	0.19246155378480584	7.249256600108805	9.95512652832648	0.652586912437183	0.8569823874363321	2.066923061631513	0.34137951500616903	0.7354028959245917	6.403929445819643	0.31521190869862753	0.9283471650547401	7.535687011609559	3.116448422703252	17.649518259765735	3.5615586067871066	1.5060128551229346
