Values[Metabolic rate]	Values[Temperature]	Values[Bound Receptor]	Values[Slow Effect]	Values[Fast Effect]	Values[Priming]	Values[circadian rhythm]	Values[tprime]	Values[heat conductance]	Values[f2_drug]	Values[T_day]	Values[T_night]	Values[heat conductance baselinevalue]	Values[M_day]	Values[M_night]	Values[M_night_baseline]	Values[gNsTs1]	Values[gNsTs2]	Values[gNsTs3]	Values[gNfTf1]	Values[gNfTf2]	Values[gNfTf3]	Values[X1]	Values[X2]	Values[X3]	Values[Kf]	Values[Ks]
3.5	38.785	0.0	0.0	0.0	2.034194780919687e-07	3.498729016764704	0.0	0.19672358823529404	0.0	38.785	37.215	0.17647058823529413	3.498729016764704	2.533068389669517	2.5330681932352963	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-3.0	-5.0	10.869565217391305	1.6326530612244896
3.499136519402028	38.7851958581436	0.0	0.0	0.0	2.5421663335206085e-07	3.498729016764704	3600.0	0.19672864137539908	0.0	38.785	37.215	0.17647058823529413	3.498729016764704	2.53306843872234	2.5330681932352963	0.0	0.0	0.0	0.0	0.0	0.0	-0.9583333333333334	-2.9583333333333335	-4.958333333333333	10.869565217391305	1.6326530612244896
3.4988596702976253	38.785224936312105	0.0	0.0	0.0	3.176986612061977e-07	3.498729016764704	7200.0	0.19672939159214642	0.0	38.785	37.215	0.17647058823529413	3.498729016764704	2.5330685000244473	2.5330681932352963	0.0	0.0	0.0	0.0	0.0	0.0	-0.9166666666666666	-2.9166666666666665	-4.916666666666667	10.869565217391305	1.6326530612244896
3.498770906795717	38.785206346238404	0.0	0.0	0.0	3.9703317757496696e-07	3.498729016764704	10800.0	0.19672891196824493	0.0	38.785	37.215	0.17647058823529413	3.498729016764704	2.533068576634682	2.5330681932352963	0.0	0.0	0.0	0.0	0.0	0.0	-0.875	-2.875	-4.875	10.869565217391305	1.6326530612244896
3.498742447499289	38.785177278117246	0.0	0.0	0.0	4.961788015531842e-07	3.498729016764704	14400.0	0.19672816201071908	0.0	38.785	37.215	0.17647058823529413	3.498729016764704	2.5330686723757263	2.5330681932352963	0.0	0.0	0.0	0.0	0.0	0.0	-0.8333333333333334	-2.8333333333333335	-4.833333333333333	10.869565217391305	1.6326530612244896
3.4987333229127096	38.78514882864948	0.0	0.0	0.0	6.200826805435999e-07	3.498729016764704	18000.0	0.19672742801445078	0.0	38.785	37.215	0.17647058823529413	3.498729016764704	2.533068792024848	2.5330681932352963	0.0	0.0	0.0	0.0	0.0	0.0	-0.7916666666666666	-2.7916666666666665	-4.791666666666667	10.869565217391305	1.6326530612244896
3.498730397431922	38.785123870787785	0.0	0.0	0.0	7.749273399220364e-07	3.498729016764704	21600.0	0.19672678410161898	0.0	38.785	37.215	0.17647058823529413	3.498729016764704	2.5330689415522696	2.5330681932352963	0.0	0.0	0.0	0.0	0.0	0.0	-0.75	-2.75	-4.75	10.869565217391305	1.6326530612244896
3.243369047907987	38.77483988282192	0.0	0.0	0.0	9.684391739695855e-07	2.5330691284190667	25200.0	0.19646145721209973	0.0	38.785	37.215	0.17647058823529413	3.498729016764704	2.5330691284190667	2.5330681932352963	0.0	0.0	0.0	0.0	0.0	0.0	-0.7083333333333334	-2.7083333333333335	-4.708333333333333	10.869565217391305	1.6326530612244896
2.7608052739903584	38.632416078501905	0.0	0.0	0.0	1.2102739702696429e-06	2.533069361949455	28800.0	0.19278692306064327	0.0	38.785	37.215	0.17647058823529413	3.498729016764704	2.533069361949455	2.5330681932352963	0.0	0.0	0.0	0.0	0.0	0.0	-0.6666666666666666	-2.6666666666666665	-4.666666666666667	10.869565217391305	1.6326530612244896
2.606086065919089	38.43974875610042	0.0	0.0	0.0	1.5124987030946767e-06	2.5330696537960393	32400.0	0.18781610614268499	0.0	38.785	37.215	0.17647058823529413	3.498729016764704	2.5330696537960393	2.5330681932352963	0.0	0.0	0.0	0.0	0.0	0.0	-0.625	-2.625	-4.625	10.869565217391305	1.6326530612244896
2.556480286726889	38.25551433626571	0.0	0.0	0.0	1.8901936341763219e-06	2.533070018521238	36000.0	0.1830628581109495	0.0	38.785	37.215	0.17647058823529413	3.498729016764704	2.533070018521238	2.5330681932352963	0.0	0.0	0.0	0.0	0.0	0.0	-0.5833333333333334	-2.5833333333333335	-4.583333333333333	10.869565217391305	1.6326530612244896
2.540575986536912	38.09411921435243	0.0	0.0	0.0	2.362204761163257e-06	2.533070474323891	39600.0	0.17889886396558688	0.0	38.785	37.215	0.17647058823529413	3.498729016764704	2.533070474323891	2.5330681932352963	0.0	0.0	0.0	0.0	0.0	0.0	-0.5416666666666666	-2.5416666666666665	-4.541666666666667	10.869565217391305	1.6326530612244896
2.5354771107583876	37.9566712915799	0.0	0.0	0.0	2.952084154269501e-06	2.533071043947312	43200.0	0.1753527075580556	0.0	38.785	37.215	0.17647058823529413	3.498729016764704	2.533071043947312	2.5330681932352963	0.0	0.0	0.0	0.0	0.0	0.0	-0.5	-2.5	-4.5	10.869565217391305	1.6326530612244896
2.533842753994128	37.84068996819733	0.0	0.0	0.0	3.689265093973594e-06	2.533071755814065	46800.0	0.1723603894147853	0.0	38.785	37.215	0.17647058823529413	3.498729016764704	2.533071755814065	2.5330681932352963	0.0	0.0	0.0	0.0	0.0	0.0	-0.4583333333333333	-2.4583333333333335	-4.458333333333333	10.869565217391305	1.6326530612244896
