LHY protein in cytoplasm	TOC1 protein in cytoplasm	X protein in cytoplasm	Y protein in cytoplasm	LHY mRNA	light sensitive protein P	X mRNA	Y mRNA	TOC1 mRNA	LHY protein in nucleus	X protein in nucleus	Y protein in nucleus	TOC1 protein in nucleus
0.015	8.7	1.34	0.004	0.539	0.835	0.08	0.037	0.456	0.08550000000000002	0.4	0.013	0.4
0.03762500701015803	6.724584855643158	1.2810732663126865	0.016656826312124166	1.303378937935766	0.14371539042312143	0.057082802226193864	0.11710919877217449	0.5185552821476066	0.20518472504115817	0.3852983823908447	0.029863157936291716	0.27454661524555224
0.03321941045725897	5.61170951214305	1.1943032823008723	0.010277677270541486	1.1315114087753715	0.020440355632938306	0.040259029225455094	0.039767769540832665	0.6329391211567531	0.22462201188360237	0.3616602073450292	0.040332938910136784	0.20727000904403006
0.02493981454618251	5.172847132518978	1.0941062384766327	0.006990808934203697	0.8472561403279226	0.0027866258452153097	0.031201952858215094	0.027788750195098508	0.7228541063373245	0.17595279420787038	0.33281656931119735	0.037704501707341055	0.18217706552477728
0.017465393163748174	5.160333473348653	0.9926455464158925	0.006387382160583214	0.593670705822314	0.0003775072943490708	0.02777878145849151	0.0321574864946121	0.8014928176601598	0.12213876050234944	0.302662121122275	0.03335492331933873	0.1792017559749794
0.01167927249763736	5.43229406468624	0.8974221828475494	0.006857513720116132	0.39742690641510736	5.109700403549406e-05	0.02788042246406708	0.04144346856879534	0.880998938046935	0.08024925604368344	0.27379570555418625	0.03086910728698542	0.19001330998372923
0.007599337463141984	5.935178993898657	0.8128742361753791	0.00790422750338145	0.25893026583755235	6.915359835961877e-06	0.030421996286702082	0.052940254942903595	0.974032960279451	0.05131615947355659	0.2477583847438948	0.030788817585224476	0.2123008189060097
0.004918090302578041	6.683676957812548	0.7420450096941935	0.009285953690775929	0.16786105490387115	9.35898342572912e-07	0.03515822640834927	0.0648363413944077	1.0914496526254682	0.03262692382456754	0.2255451458650094	0.03288716733075846	0.24793212663510167
0.0032428404409244895	7.7262581023583685	0.6876997201911973	0.010766183156604528	0.11094765925664475	1.2666079928600908e-07	0.04238478555027054	0.07535753443944718	1.2360140700839093	0.021078254733145205	0.20798399054882188	0.036629379059588324	0.30200898751777944
0.0022364072684916	9.106213724107082	0.6527928064306034	0.012122845403700238	0.0767719837059768	1.714176748073768e-08	0.05251673421293705	0.08318275367018436	1.400727146618183	0.014166400708935552	0.19593287805045073	0.04130325127369127	0.3818798348250715
0.0016627623520463501	10.83782613680535	0.6401369219754289	0.01317335301354725	0.05734477398961137	2.3199051948303245e-09	0.0655410738001591	0.08735585977983976	1.5727094794095655	0.010181933415817804	0.19025104193612835	0.04614662632106974	0.49612366030907534
0.0013781466595922502	12.90201699674919	0.6513687830694125	0.013719752546058955	0.04781205320598208	3.139657057601158e-10	0.08058899727232686	0.08640132236093748	1.7376311339520245	0.008083769608173905	0.19154537151924336	0.05039349497697335	0.653146887764782
0.001307659855550804	15.248337730862099	0.6858300289389123	0.013454573146749572	0.04566488033315882	0.001906220317075926	0.09601772406802579	0.0775079829654851	1.8807234220339792	0.007308149684639935	0.19982965181051573	0.053151561523079385	0.8585287239014334
0.0014243664828273081	17.764227416948188	0.739952136761667	0.0104254951713537	0.05002965515508527	0.3410829594550072	0.10972273413260047	0.042201686309946564	1.978166984137063	0.007614246968016625	0.21429830836213015	0.051758655326433374	1.098959171660387
0.0017318322008384197	20.23797962337829	0.808568295344055	0.007902212838293907	0.061068387172269145	0.5206183751155429	0.12105004204582089	0.026838730091322073	1.987029258913828	0.008969777629683297	0.23350087840808398	0.045914714012593456	1.3768039977774522
0.002251792504716155	22.35553031693674	0.8863327736852065	0.005931986198966269	0.07955533053012534	0.630091299294139	0.12943640971969383	0.016438230403665505	1.89595743208553	0.011470659564796978	0.2558773651997944	0.03865924485705723	1.6464224961254488
0.00301103840883334	23.81131811706704	0.9681316431790671	0.0044391207151372	0.10641411667045182	0.701057691944999	0.13499324415345412	0.01046134006588198	1.716047304532315	0.015272786081557478	0.2798713994412123	0.03141879471030029	1.8612081013075732
0.004029394294107036	24.368588957618243	1.0498681326544026	0.003387197922255916	0.14230356788780038	0.7486151160125396	0.13817772391035893	0.007539660974088196	1.4727876798323625	0.02052269612976856	0.3041780730290224	0.025002711015321366	1.9792519208584616
0.005312614418751852	23.90843521256911	1.1284392349661558	0.0026803345220689505	0.18737631372343325	0.7811284454218745	0.13936934368698511	0.006481857618920548	1.202930364927508	0.02731107932484078	0.3277992867871295	0.019752762754557954	1.9732054114422997
0.006847474933704787	22.458075441705585	1.2012880287738381	0.0022490592620887638	0.24111024076732174	0.803641812795968	0.13866866507667147	0.006810075807018965	0.9452110363164518	0.035641717424593045	0.34994019857799075	0.015716870919357518	1.83731127011682
