glucose{cell}	G6P	G1P	UDPG	glycogen	T6P	trehalose	Values[glucose transport into cell]	Values[hexokinase/glucokinase]	Values[phosphofructokinase]	Values[G6P dehydrogenase]	Values[phoshpoglucomutase]	Values[phoshpoglucomutase_2]	Values[UDPG pyrophosphorylase]	Values[glycogen synthase]	Values[glycogen phosphorylase]	Values[glycogen phosphorylase_2]	Values[glycogen use]	Values[alpha,alpha-T6P synthase]	Values[alpha,alpha--T6P phosphatase]	Values[trehalase]	Values[flux_to_glucose]	Values[flux_from_glucose]	Values[flux_to_G6P]	Values[flux_from_G6P]	Values[flux_to_G1P]	Values[flux_from_G1P]	Values[flux_to_UDPG]	Values[flux_from_UDPG]	Values[flux_to_glycogen]	Values[flux_from_glucogen]	Values[flux_to_T6P]	Values[flux_from_T6P]	Values[flux_to_trehalose]	Values[flux_from_trehalose]
0.029927932574915	0.9984995309289637	0.09984934824747069	0.699383013976032	0.9970352954624524	0.019896861583909638	0.0498323213472979	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.00790644744713	31.007906447493493	44.993405524637815	44.993405525036806	19.50594483054293	19.505944830634274	3.4980034871411254	3.498003489151047	4.996592473468237	4.99659252051389	0.49972898286129325	0.4997289829245452	0.4997289829245452	0.49972898309665437
0.02992793254592899	0.9984995306947738	0.09984934819351098	0.6993830127892736	0.9970352676525	0.019896861546548655	0.04983232124573078	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448246246	31.00790644825932	44.993405522865686	44.99340552299334	19.50594482623942	19.505944826268202	3.4980034861959446	3.4980034868296594	4.996592471200725	4.996592486057861	0.4997289827169395	0.4997289827368737	0.4997289827368737	0.49972898279109346
0.029927932536802683	0.9984995306209387	0.09984934817649775	0.6993830124154973	0.9970352588840792	0.019896861534780763	0.04983232121375899	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448498503	31.00790644850338	44.993405522309494	44.993405522349164	19.505944824882437	19.505944824891575	3.498003485897934	3.4980034860984532	4.996592470486251	4.99659247519383	0.49972898267144816	0.4997289826777613	0.4997289826777613	0.4997289826949075
0.029927932533932285	0.9984995305976915	0.09984934817114038	0.6993830122979711	0.9970352561230386	0.019896861531080244	0.049832321203712816	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448578044	31.007906448579693	44.99340552213379	44.99340552214641	19.50594482445513	19.50594482445806	3.4980034858040927	3.498003485868522	4.996592470261468	4.996592471772862	0.4997289826571437	0.49972898265917287	0.49972898265917287	0.49972898266468396
0.029927932533051014	0.9984995305905638	0.09984934816949771	0.699383012261895	0.9970352552763319	0.019896861529944403	0.04983232120062784	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448602405	31.007906448602945	44.99340552207977	44.99340552208426	19.5059448243241	19.50594482432513	3.498003485775319	3.4980034857979483	4.996592470192498	4.996592470723793	0.4997289826527549	0.4997289826534673	0.4997289826534673	0.49972898265540294
0.029927932532729757	0.9984995305879641	0.09984934816889872	0.6993830122487416	0.9970352549676306	0.019896861529530276	0.04983232119950268	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448611283	31.007906448611465	44.9934055220601	44.99340552206158	19.505944824276323	19.505944824276664	3.498003485764827	3.498003485772216	4.99659247016735	4.996592470341311	0.49972898265115423	0.4997289826513871	0.4997289826513871	0.49972898265201793
0.029927932532627433	0.9984995305871326	0.09984934816870696	0.6993830122445522	0.9970352548687856	0.019896861529398315	0.04983232119914538	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448614143	31.00790644861421	44.99340552205384	44.99340552205434	19.505944824261018	19.50594482426114	3.4980034857614677	3.4980034857640185	4.9965924701593245	4.996592470218837	0.499728982650644	0.49972898265072424	0.49972898265072424	0.49972898265094295
0.029927932532624525	0.9984995305871138	0.09984934816870272	0.6993830122444329	0.9970352548666083	0.019896861529394627	0.04983232119913428	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448614186	31.00790644861425	44.993405522053685	44.993405522054154	19.505944824260688	19.5059448242608	3.4980034857613935	3.498003485763788	4.996592470159116	4.996592470216145	0.49972898265063015	0.4997289826507057	0.4997289826507057	0.49972898265090965
0.029927932532620705	0.9984995305870844	0.0998493481686961	0.6993830122442775	0.9970352548632826	0.019896861529389746	0.04983232119912034	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448614282	31.007906448614325	44.99340552205345	44.993405522053884	19.505944824260176	19.505944824260272	3.498003485761277	3.4980034857634856	4.996592470158827	4.996592470212031	0.4997289826506115	0.49972898265068116	0.49972898265068116	0.4997289826508677
0.02992793253258984	0.9984995305868307	0.09984934816863744	0.6993830122430127	0.9970352548329778	0.019896861529349878	0.049832321199013103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448615163	31.007906448615195	44.99340552205154	44.993405522051695	19.505944824255486	19.50594482425552	3.49800348576025	3.498003485761008	4.996592470156391	4.996592470174473	0.49972898265045695	0.4997289826504809	0.4997289826504809	0.49972898265054505
0.02992793253257005	0.9984995305866674	0.09984934816859976	0.6993830122422033	0.9970352548135744	0.019896861529324364	0.04983232119894464	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.00790644861574	31.007906448615724	44.99340552205029	44.993405522050274	19.505944824252474	19.505944824252463	3.49800348575959	3.498003485759423	4.996592470154829	4.9965924701504285	0.49972898265035803	0.49972898265035276	0.49972898265035276	0.4997289826503391
0.029927932532575162	0.9984995305867116	0.09984934816860981	0.699383012242412	0.9970352548187205	0.019896861529330935	0.04983232119896208	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.00790644861557	31.007906448615596	44.99340552205065	44.993405522050665	19.50594482425328	19.505944824253277	3.4980034857597655	3.498003485759832	4.996592470155238	4.9965924701568065	0.49972898265038385	0.49972898265038573	0.49972898265038573	0.49972898265039156
0.029927932532589487	0.9984995305868314	0.09984934816863743	0.6993830122429979	0.9970352548328992	0.01989686152934941	0.04983232119901134	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448615152	31.007906448615213	44.99340552205155	44.9934055220517	19.505944824255476	19.50594482425551	3.49800348576025	3.498003485760981	4.996592470156374	4.996592470174379	0.4997289826504557	0.49972898265047855	0.49972898265047855	0.4997289826505398
0.029927932532608247	0.9984995305869869	0.09984934816867333	0.6993830122437656	0.9970352548514019	0.019896861529373616	0.04983232119907604	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448614598	31.0079064486147	44.99340552205274	44.99340552205306	19.505944824258343	19.505944824258417	3.4980034857608784	3.498003485762487	4.996592470157857	4.996592470197311	0.4997289826505496	0.4997289826506002	0.4997289826506002	0.4997289826507344
0.029927932532610047	0.9984995305869996	0.09984934816867645	0.6993830122438406	0.9970352548530909	0.01989686152937599	0.049832321199082555	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448614563	31.007906448614616	44.99340552205281	44.993405522053166	19.5059448242586	19.505944824258677	3.4980034857609335	3.498003485762632	4.996592470157996	4.996592470199403	0.4997289826505585	0.49972898265061205	0.49972898265061205	0.49972898265075394
0.029927932532597287	0.9984995305868929	0.09984934816865183	0.6993830122433178	0.9970352548403872	0.019896861529359496	0.04983232119903867	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.00790644861495	31.007906448614985	44.99340552205201	44.99340552205224	19.505944824256634	19.505944824256684	3.498003485760502	3.498003485761606	4.996592470156982	4.996592470183659	0.4997289826504943	0.49972898265052923	0.49972898265052923	0.499728982650622
0.029927932532583693	0.9984995305867802	0.0998493481686258	0.6993830122427608	0.9970352548269702	0.01989686152934194	0.049832321198991725	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448615337	31.007906448615365	44.99340552205116	44.99340552205126	19.505944824254556	19.50594482425458	3.4980034857600457	3.4980034857605147	4.996592470155906	4.9965924701670295	0.4997289826504262	0.4997289826504411	0.4997289826504411	0.4997289826504807
0.029927932532572803	0.9984995305866898	0.09984934816860508	0.6993830122423154	0.9970352548163339	0.01989686152932791	0.049832321198954026	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448615664	31.007906448615653	44.99340552205047	44.99340552205045	19.505944824252907	19.505944824252904	3.4980034857596833	3.4980034857596407	4.996592470155047	4.99659247015385	0.49972898265037163	0.4997289826503706	0.4997289826503706	0.49972898265036736
0.029927932532570166	0.9984995305866694	0.09984934816860026	0.6993830122422073	0.9970352548138253	0.01989686152932451	0.04983232119894475	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448615724	31.00790644861572	44.99340552205033	44.99340552205029	19.50594482425252	19.505944824252513	3.4980034857595985	3.498003485759432	4.996592470154842	4.996592470150742	0.49972898265035864	0.4997289826503535	0.4997289826503535	0.49972898265033944
0.029927932532571002	0.9984995305866771	0.099849348168602	0.6993830122422416	0.9970352548147011	0.019896861529325585	0.04983232119894751	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.0079064486157	31.007906448615692	44.99340552205037	44.99340552205036	19.505944824252655	19.50594482425265	3.498003485759629	3.4980034857594995	4.996592470154911	4.996592470151827	0.499728982650363	0.4997289826503589	0.4997289826503589	0.4997289826503477
0.029927932532577018	0.9984995305867272	0.09984934816861357	0.6993830122424881	0.9970352548206418	0.019896861529333353	0.04983232119896826	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448615522	31.007906448615536	44.993405522050764	44.99340552205079	19.505944824253575	19.505944824253586	3.498003485759832	3.4980034857599813	4.996592470155388	4.996592470159188	0.4997289826503932	0.4997289826503979	0.4997289826503979	0.4997289826504101
0.029927932532586875	0.9984995305868094	0.09984934816863246	0.6993830122428919	0.9970352548303465	0.019896861529346072	0.0498323211990023	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.00790644861523	31.00790644861526	44.99340552205138	44.99340552205151	19.505944824255078	19.505944824255113	3.4980034857601625	3.4980034857607736	4.996592470156168	4.996592470171215	0.49972898265044263	0.4997289826504618	0.4997289826504618	0.4997289826505126
0.029927932532590764	0.9984995305868407	0.09984934816863972	0.6993830122430512	0.9970352548341131	0.01989686152935109	0.049832321199015886	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.00790644861512	31.007906448615152	44.99340552205162	44.99340552205178	19.50594482425566	19.5059448242557	3.49800348576029	3.498003485761085	4.996592470156473	4.996592470175884	0.4997289826504621	0.499728982650487	0.499728982650487	0.49972898265055343
0.029927932532592842	0.9984995305868564	0.09984934816864342	0.6993830122431366	0.9970352548360463	0.019896861529353774	0.049832321199023345	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448615078	31.007906448615103	44.99340552205174	44.99340552205191	19.50594482425596	19.505944824256	3.4980034857603544	3.4980034857612523	4.996592470156633	4.996592470178278	0.49972898265047233	0.49972898265050053	0.49972898265050053	0.49972898265057586
0.02992793253260261	0.9984995305869369	0.09984934816866185	0.6993830122435356	0.9970352548455065	0.019896861529366334	0.04983232119905724	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.00790644861479	31.007906448614857	44.99340552205236	44.99340552205262	19.505944824257423	19.505944824257487	3.4980034857606777	3.498003485762033	4.996592470157401	4.99659247019	0.49972898265052107	0.49972898265056354	0.49972898265056354	0.49972898265067783
0.029927932532602633	0.9984995305869364	0.09984934816866177	0.6993830122435364	0.9970352548454764	0.019896861529366365	0.04983232119905742	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448614797	31.007906448614857	44.99340552205235	44.99340552205261	19.505944824257416	19.505944824257483	3.4980034857606763	3.498003485762034	4.9965924701574	4.996592470189961	0.49972898265052096	0.4997289826505637	0.4997289826505637	0.4997289826506784
0.029927932532596443	0.9984995305868851	0.0998493481686499	0.6993830122432831	0.9970352548394057	0.019896861529358396	0.049832321199036037	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.00790644861498	31.00790644861502	44.99340552205195	44.99340552205218	19.50594482425648	19.505944824256524	3.498003485760468	3.4980034857615387	4.9965924701569095	4.99659247018244	0.49972898265049004	0.4997289826505237	0.4997289826505237	0.49972898265061405
0.029927932532597533	0.9984995305868947	0.09984934816865201	0.6993830122433271	0.9970352548404565	0.019896861529359783	0.04983232119903975	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.00790644861494	31.007906448614996	44.99340552205203	44.99340552205228	19.505944824256648	19.505944824256694	3.498003485760505	3.4980034857616245	4.996592470156996	4.996592470183741	0.4997289826504954	0.4997289826505307	0.4997289826505307	0.49972898265062526
0.02992793253259316	0.9984995305868586	0.09984934816864374	0.6993830122431484	0.9970352548362142	0.019896861529354153	0.04983232119902458	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.00790644861507	31.007906448615113	44.99340552205176	44.993405522051944	19.505944824255984	19.505944824256026	3.4980034857603606	3.4980034857612736	4.996592470156652	4.996592470178484	0.49972898265047355	0.4997289826505024	0.4997289826505024	0.4997289826505795
0.029927932532585046	0.9984995305867915	0.09984934816862841	0.6993830122428171	0.9970352548283536	0.01989686152934372	0.04983232119899646	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448615305	31.007906448615305	44.993405522051226	44.99340552205135	19.505944824254776	19.50594482425479	3.498003485760092	3.4980034857606253	4.996592470156015	4.9965924701687445	0.4997289826504331	0.49972898265044996	0.49972898265044996	0.499728982650495
0.029927932532580623	0.9984995305867556	0.09984934816862016	0.6993830122426362	0.9970352548240982	0.019896861529338023	0.04983232119898102	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448615426	31.007906448615415	44.99340552205096	44.99340552205104	19.505944824254108	19.505944824254126	3.4980034857599476	3.4980034857602704	4.996592470155669	4.996592470163471	0.4997289826504112	0.49972898265042137	0.49972898265042137	0.4997289826504485
0.029927932532576907	0.9984995305867254	0.09984934816861321	0.6993830122424841	0.9970352548204932	0.019896861529333225	0.04983232119896807	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.00790644861553	31.00790644861553	44.99340552205075	44.993405522050764	19.50594482425355	19.50594482425356	3.4980034857598254	3.4980034857599738	4.9965924701553766	4.996592470159003	0.4997289826503927	0.4997289826503973	0.4997289826503973	0.49972898265040955
0.02992793253257434	0.998499530586704	0.09984934816860837	0.6993830122423789	0.9970352548179724	0.019896861529329908	0.049832321198959154	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448615604	31.0079064486156	44.99340552205058	44.993405522050594	19.50594482425316	19.505944824253167	3.4980034857597406	3.4980034857597664	4.996592470155175	4.99659247015588	0.4997289826503798	0.49972898265038057	0.49972898265038057	0.49972898265038274
0.029927932532572803	0.9984995305866916	0.09984934816860547	0.6993830122423157	0.9970352548164738	0.019896861529327917	0.04983232119895379	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448615646	31.007906448615646	44.993405522050494	44.99340552205048	19.505944824252925	19.505944824252936	3.49800348575969	3.4980034857596434	4.996592470155054	4.996592470154024	0.49972898265037197	0.4997289826503706	0.4997289826503706	0.4997289826503666
0.029927932532572598	0.9984995305866898	0.09984934816860504	0.6993830122423076	0.9970352548162703	0.01989686152932765	0.04983232119895312	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448615657	31.00790644861565	44.99340552205047	44.99340552205047	19.50594482425289	19.5059448242529	3.498003485759682	3.498003485759628	4.996592470155037	4.9965924701537725	0.49972898265037097	0.49972898265036925	0.49972898265036925	0.4997289826503646
0.02992793253257349	0.998499530586697	0.09984934816860665	0.6993830122423442	0.9970352548171266	0.0198968615293288	0.049832321198956274	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.00790644861563	31.007906448615625	44.99340552205053	44.99340552205052	19.505944824253028	19.505944824253028	3.4980034857597104	3.498003485759699	4.996592470155106	4.996592470154833	0.4997289826503755	0.4997289826503751	0.4997289826503751	0.4997289826503741
0.029927932532574853	0.9984995305867079	0.09984934816860914	0.6993830122424002	0.9970352548184364	0.01989686152933056	0.04983232119896106	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448615596	31.00790644861559	44.993405522050615	44.99340552205063	19.505944824253234	19.505944824253227	3.498003485759754	3.498003485759809	4.996592470155212	4.996592470156456	0.49972898265038235	0.49972898265038385	0.49972898265038385	0.4997289826503885
0.02992793253257557	0.9984995305867138	0.09984934816861046	0.6993830122424294	0.9970352548191218	0.019896861529331483	0.04983232119896356	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448615575	31.007906448615575	44.99340552205065	44.99340552205068	19.505944824253344	19.505944824253334	3.4980034857597775	3.498003485759865	4.996592470155268	4.996592470157305	0.4997289826503858	0.4997289826503885	0.4997289826503885	0.499728982650396
0.02992793253258409	0.9984995305867825	0.09984934816862617	0.6993830122427785	0.9970352548273264	0.019896861529342474	0.04983232119899345	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448615334	31.007906448615337	44.993405522051155	44.9934055220513	19.505944824254623	19.505944824254602	3.498003485760053	3.4980034857605484	4.996592470155934	4.99659247016747	0.49972898265042837	0.49972898265044374	0.49972898265044374	0.49972898265048593
0.02992793253260637	0.9984995305869624	0.09984934816866722	0.6993830122436925	0.9970352548487891	0.019896861529371226	0.04983232119907169	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448614726	31.00790644861473	44.99340552205246	44.99340552205289	19.505944824257988	19.50594482425791	3.498003485760772	3.4980034857623363	4.996592470157672	4.996592470194064	0.4997289826505396	0.4997289826505881	0.4997289826505881	0.4997289826507213
0.02992793253263193	0.9984995305871687	0.09984934816871434	0.6993830122447409	0.9970352548734135	0.01989686152940421	0.04983232119916145	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.00790644861402	31.007906448614033	44.99340552205397	44.99340552205472	19.50594482426184	19.5059448242617	3.498003485761597	3.4980034857643867	4.996592470159665	4.996592470224573	0.49972898265066723	0.49972898265075383	0.49972898265075383	0.49972898265099136
0.02992793253265912	0.9984995305873883	0.09984934816876447	0.6993830122458562	0.9970352548996049	0.019896861529439296	0.04983232119925693	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448613276	31.007906448613284	44.99340552205556	44.99340552205668	19.50594482426594	19.505944824265743	3.498003485762475	3.498003485766568	4.9965924701617865	4.996592470257024	0.499728982650803	0.4997289826509301	0.4997289826509301	0.4997289826512786
0.02992793253268565	0.9984995305876024	0.0998493481688134	0.6993830122469444	0.997035254925162	0.019896861529473533	0.049832321199350105	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.007906448612548	31.00790644861256	44.993405522057124	44.99340552205857	19.505944824269935	19.50594482426969	3.4980034857633324	3.498003485768697	4.996592470163858	4.9965924702886895	0.49972898265093574	0.49972898265110205	0.49972898265110205	0.4997289826515589
0.029927932532708545	0.9984995305877875	0.09984934816885567	0.6993830122478835	0.9970352549472143	0.01989686152950308	0.0498323211994305	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.00790644861192	31.007906448611937	44.99340552205847	44.99340552206023	19.50594482427338	19.5059448242731	3.4980034857640727	3.4980034857705333	4.996592470165645	4.996592470316014	0.4997289826510501	0.49972898265125043	0.49972898265125043	0.49972898265180077
0.029927932532724067	0.9984995305879129	0.09984934816888438	0.6993830122485198	0.9970352549621593	0.019896861529523108	0.04983232119948498	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.00790644861149	31.007906448611507	44.99340552205939	44.99340552206133	19.50594482427572	19.505944824275417	3.4980034857645754	3.498003485771779	4.996592470166855	4.996592470334529	0.4997289826511276	0.4997289826513511	0.4997289826513511	0.49972898265196464
