ssDNA	G2Moff	Utelo	ExoXI	Exo1I	RPAssDNA1	G1	G1cyclin	Scyclin	G2cyclin	Mcyclin	SG2off	RPAssDNA	Rad17Utelo	G1Soff	MG1off	G2	Rad9I	Rad53I	Chk1I	Dun1I	RPAssDNA2	M	Mec1	ATP	SCdkI	S	Exo1A	RPA	G1Son	MG1on	budscar	SG2on	G1CdkI	ADP	G2CdkI	Dun1A	Ctelo	Mec1RPAssDNA	MCdkI	SCdkA	G2CdkA	Rad9A	ExoXA	Rad17	MCdkA	Rad53A	G1CdkA	G2Mon	Cdc13	Chk1A
0.00017216748687104886	1.0	0.1273787225404105	69.99997701923382	471.90500860950596	0.0027303699291086137	1.0	1.590438285075929	0.0	0.0	0.0	1.0	9.894923920299619e-08	3.875577208481046e-05	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	9.53822892053719e-05	0.0	3999.9999978244755	9999.99996124423	1.0	0.0	198.0949913904941	3999.997171973306	0.0	0.0	0.0	0.0	1.0	1000.0000387557722	1.0	0.0	63.87258252168748	2.175524405640888e-06	1.0	0.0	0.0	0.0	2.298076619131956e-05	69.99996124422809	0.0	0.0	0.0	0.0	300.1274174783123	0.0
0.00019139136885783957	1.0	0.13245663769217209	69.99997276589242	455.6512491405587	0.003402157168310094	1.0	1.7484349421799776	0.0	0.0	0.0	1.0	1.725989029231318e-07	4.512485536410353e-05	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.00014896936009701733	0.0	3999.9999956928536	9999.999954875146	1.0	0.0	214.34875085944128	3999.996444393725	0.0	0.0	0.0	0.0	1.0	1000.0000451248552	1.0	0.0	63.86749823745243	4.307146018829145e-06	1.0	0.0	0.0	0.0	2.7234107581954898e-05	69.99995487514482	0.0	0.0	0.0	0.0	300.1325017625473	0.0
0.00020916198366266337	1.0	0.13682476242049618	69.99996832221623	439.9573156790852	0.004128285556448539	1.0	1.9062421170076047	0.0	0.0	0.0	1.0	2.8061877972290196e-07	5.172492973369621e-05	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.00022076669486849795	0.0	3999.999992117975	9999.99994827507	1.0	0.0	230.04268432091487	3999.995642785104	0.0	0.0	0.0	0.0	1.0	1000.0000517249296	1.0	0.0	63.86312351264974	7.882024550159274e-06	1.0	0.0	0.0	0.0	3.1677783755431955e-05	69.99994827507045	0.0	0.0	0.0	0.0	300.13687648735004	0.0
0.00022539640961769967	1.0	0.140582294138083	69.99996371480091	424.80392621482906	0.004899750665078319	1.0	2.0638600368011697	0.0	0.0	0.0	1.0	4.3035114758839114e-07	5.852370670707443e-05	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.0003131585814207942	0.0	3999.999986490455	9999.999941476293	1.0	0.0	245.19607378517088	3999.994773150855	0.0	0.0	0.0	0.0	1.0	1000.0000585237067	1.0	0.0	63.859359182155174	1.35095455255837e-05	1.0	0.0	0.0	0.0	3.6285199075177664e-05	69.99994147629346	0.0	0.0	0.0	0.0	300.1406408178446	0.0
0.00024007655185071612	1.0	0.14381457120572178	69.99995896653101	410.1724628649394	0.005707669189963621	1.0	2.221288928530505	0.0	0.0	0.0	1.0	6.283532404197335e-07	6.549341039037422e-05	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.0004281007677104315	0.0	3999.999978089091	9999.99993450659	1.0	0.0	259.8275371350605	3999.993841690778	0.0	0.0	0.0	0.0	1.0	1000.0000654934103	1.0	0.0	63.85611993538386	2.191090900419228e-05	1.0	0.0	0.0	0.0	4.1033468990741606e-05	69.99993450658975	0.0	0.0	0.0	0.0	300.1438800646159	0.0
0.00025323312304911675	1.0	0.1465950079626927	69.99995409709481	396.04494899984473	0.006543575320164355	1.0	2.3785290188932406	0.0	0.0	0.0	1.0	8.800056701586446e-07	7.261014703249903e-05	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.0005670670232743593	0.0	3999.999966096762	9999.999927389854	1.0	0.0	273.95505100015515	3999.992854574411	0.0	0.0	0.0	0.0	1.0	1000.0000726101468	1.0	0.0	63.85333238189023	3.3903237827372607e-05	1.0	0.0	0.0	0.0	4.590290518020878e-05	69.99992738985311	0.0	0.0	0.0	0.0	300.14666761810963	0.0
0.00026493162487141843	1.0	0.1489867600324075	69.9999491234297	382.40402715660645	0.007399623059521194	1.0	2.5355805343151343	0.0	0.0	0.0	1.0	1.1892745044101925e-06	7.985336255584992e-05	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.0007310344549184001	0.0	3999.999949621352	9999.99992014664	1.0	0.0	287.59597284339344	3999.991817774561	0.0	0.0	0.0	0.0	1.0	1000.0000798533622	1.0	0.0	63.850933386605	5.037864766656503e-05	1.0	0.0	0.0	0.0	5.087657028902045e-05	69.99992014663758	0.0	0.0	0.0	0.0	300.1490666133949	0.0
0.00027526060175282416	1.0	0.15104415723792894	69.99994406010599	369.23293771304174	0.00826870836023198	1.0	2.692443700950396	0.0	0.0	0.0	1.0	1.5586192326286629e-06	8.720537586305786e-05	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.0009204999120395633	0.0	3999.999927719309	9999.999912794628	1.0	0.0	300.76706228695815	3999.990736952415	0.0	0.0	0.0	0.0	1.0	1000.0000872053754	1.0	0.0	63.848868637386175	7.228069077495135e-05	1.0	0.0	0.0	0.0	5.5939894022054515e-05	69.99991279462427	0.0	0.0	0.0	0.0	300.15113136261374	0.0
0.00028432219650156957	1.0	0.15281393655162573	69.99993891965745	356.515498296283	0.009144526854619566	1.0	2.849118744682012	0.0	0.0	0.0	1.0	1.9890250225853737e-06	9.46509773274286e-05	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.0011355187512023066	0.0	3999.999899419636	9999.999905349026	1.0	0.0	313.4845017037169	3999.9896173850025	0.0	0.0	0.0	0.0	1.0	1000.0000946509768	1.0	0.0	63.84709141247102	0.00010058036405884362	1.0	0.0	0.0	0.0	6.108034254342017e-05	69.99990534902281	0.0	0.0	0.0	0.0	300.15290858752894	0.0
0.0002922248662958338	1.0	0.15433630291234673	69.99993371286607	344.2360839005809	0.010021582759000317	1.0	3.005605891122073	0.0	0.0	0.0	1.0	2.480127144179262e-06	0.00010217708337958601	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.001375757645821154	0.0	3999.9998637465847	9999.999897822921	1.0	0.0	325.76391609941896	3999.9884639260504	0.0	0.0	0.0	0.0	1.0	1000.0001021770828	1.0	0.0	63.84556152000425	0.00013625341510349766	1.0	0.0	0.0	0.0	6.628713394639358e-05	69.99989782291675	0.0	0.0	0.0	0.0	300.15443847999575	0.0
0.00029907799585857385	1.0	0.15564584185371974	69.99992844900655	332.37960769023147	0.010895162995694685	1.0	3.161905365612097	0.0	0.0	0.0	1.0	3.0303929307963637e-06	0.0001097724393765846	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.0016405543705617415	0.0	3999.999819739856	9999.999890227566	1.0	0.0	337.6203923097684	3999.987280992095	0.0	0.0	0.0	0.0	1.0	1000.0001097724387	1.0	0.0	63.84424438570689	0.0001802601438381914	1.0	0.0	0.0	0.0	7.155099344882435e-05	69.99989022756074	0.0	0.0	0.0	0.0	300.1557556142931	0.0
0.0003049881053218592	1.0	0.15677230473846274	69.99992313605723	320.9315024634825	0.011761288393217124	1.0	3.3180173932233528	0.0	0.0	0.0	1.0	3.6373324834173544e-06	0.00011742736397019602	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.001928979063292624	0.0	3999.999766471618	9999.99988257264	1.0	0.0	349.0684975365174	3999.9860725668273	0.0	0.0	0.0	0.0	1.0	1000.0001174273632	1.0	0.0	63.843110267897565	0.00023352838128319048	1.0	0.0	0.0	0.0	7.686394276034292e-05	69.99988257263614	0.0	0.0	0.0	0.0	300.1568897321025	0.0
0.00031005633222874616	1.0	0.15774128437012702	69.99991778088115	309.87770275454704	0.012616651326833084	1.0	3.473942198757188	0.0	0.0	0.0	1.0	4.297714182038694e-06	0.0001251335291793928	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.002239893090706054	0.0	3999.999703060096	9999.999874866477	1.0	0.0	360.12229724545284	3999.984842217964	0.0	0.0	0.0	0.0	1.0	1000.0001251335284	1.0	0.0	63.84213358210069	0.00029693990251590774	1.0	0.0	0.0	0.0	8.221911886018325e-05	69.99987486647093	0.0	0.0	0.0	0.0	300.15786641789936	0.0
0.0003143769082819315	1.0	0.15857479615016215	69.99991238938189	299.2046275524325	0.013458546892422776	1.0	3.629680006745349	0.0	0.0	0.0	1.0	5.00776902999047e-06	0.00013288377122245404	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.0025720030159557816	0.0	3999.9996286797814	9999.999867116234	1.0	0.0	370.7953724475674	3999.9835931221046	0.0	0.0	0.0	0.0	1.0	1000.0001328837702	1.0	0.0	63.84129232007861	0.0003713202169562116	1.0	0.0	0.0	0.0	8.761061811691401e-05	69.99986711622887	0.0	0.0	0.0	0.0	300.1587076799214	0.0
0.0003180363684130841	1.0	0.159291778020928	69.9999069666378	288.8991636152174	0.014284802703833649	1.0	3.785231041450308	0.0	0.0	0.0	1.0	5.763373718249146e-06	0.00014067192779359898	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.002923908300234613	0.0	3999.999542568529	9999.999859328076	1.0	0.0	381.1008363847825	3999.9823280941523	0.0	0.0	0.0	0.0	1.0	1000.0001406719266	1.0	0.0	63.840567550051276	0.000457431469015133	1.0	0.0	0.0	0.0	9.303336219692996e-05	69.9998593280723	0.0	0.0	0.0	0.0	300.1594324499488	0.0
0.0003211132906424612	1.0	0.15990852061759406	69.99990151701732	278.94864935862273	0.015093710754690645	1.0	3.9405955268655806	0.0	0.0	0.0	1.0	6.5602071166060346e-06	0.0001484926980622813	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.0032941422134894946	0.0	3999.9994440319406	9999.999851507308	1.0	0.0	391.05135064137716	3999.9810496187665	0.0	0.0	0.0	0.0	1.0	1000.0001484926968	1.0	0.0	63.83994298668434	0.0005559680576175791	1.0	0.0	0.0	0.0	9.84829826959716e-05	69.99985150730204	0.0	0.0	0.0	0.0	300.1600570133157	0.0
0.00032367840039214195	1.0	0.16043903728416814	69.99989604427809	269.3408592996819	0.015883963502934348	1.0	4.095773686716054	0.0	0.0	0.0	1.0	7.39387883689575e-06	0.0001563415222498206	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.003681205997044773	0.0	3999.999332445456	9999.999843658483	1.0	0.0	400.659140700318	3999.9797598820783	0.0	0.0	0.0	0.0	1.0	1000.0001563415211	1.0	0.0	63.83940462119358	0.0006675545422438269	1.0	0.0	0.0	0.0	0.00010395572190248674	69.99984365847784	0.0	0.0	0.0	0.0	300.1605953788064	0.0
0.0003257949099770787	1.0	0.16089538244725507	69.99989055165258	260.06398903560614	0.016654595387973287	1.0	4.2507657444583025	0.0	0.0	0.0	1.0	8.260035217581801e-06	0.00016421447801696023	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.004083596702257352	0.0	3999.999207254607	9999.999835785527	1.0	0.0	409.93601096439374	3999.978460802483	0.0	0.0	0.0	0.0	1.0	1000.0001642144767	1.0	0.0	63.83894040307472	0.0007927453908657556	1.0	0.0	0.0	0.0	0.00010944834741359	69.99983578552207	0.0	0.0	0.0	0.0	300.1610595969252	0.0
0.0003275190133576846	1.0	0.16128792535462178	69.99988504192127	251.10664074122334	0.01740493034038656	1.0	4.4055719232809185	0.0	0.0	0.0	1.0	9.154428808879407e-06	0.00017210819138038864	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.004499829299901622	0.0	3999.9990679738135	9999.999827891812	1.0	0.0	418.8933592587766	3999.9771540597453	0.0	0.0	0.0	0.0	1.0	1000.00017210819	1.0	0.0	63.83853996645399	0.0009320261849440584	1.0	0.0	0.0	0.0	0.0001149580787234265	69.99982789180872	0.0	0.0	0.0	0.0	300.161460033546	0.0
0.00032890043823695326	1.0	0.1616255856620547	69.99987951747596	242.4578091652883	0.018134535349488164	1.0	4.560192446104826	0.0	0.0	0.0	1.0	1.0072985850211325e-05	0.00018001976004710832	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.004928453807553146	0.0	3999.9989141841183	9999.999819980245	1.0	0.0	427.54219083471173	3999.9758411219764	0.0	0.0	0.0	0.0	1.0	1000.0001800197585	1.0	0.0	63.83819439457789	0.001085815879873666	1.0	0.0	0.0	0.0	0.00012048252404443885	69.99981998024006	0.0	0.0	0.0	0.0	300.16180560542205	0.0
0.0003299830468146639	1.0	0.16191603608159116	69.99987398037405	234.1068681088357	0.01884317984949735	1.0	4.714627535583603	0.0	0.0	0.0	1.0	1.101183964277122e-05	0.00018794668746933822	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.0053680681481195	0.0	3999.998745530144	9999.999812053316	1.0	0.0	435.8931318911643	3999.974523270308	0.0	0.0	0.0	0.0	1.0	1000.000187946686	1.0	0.0	63.83789601723093	0.0012544698540220508	1.0	0.0	0.0	0.0	0.00012601962596296324	69.99981205331262	0.0	0.0	0.0	0.0	300.16210398276894	0.0
0.00033080541969727914	1.0	0.1621658766686935	69.99986843238528	226.04355737001546	0.01953080056928603	1.0	4.868877414103806	0.0	0.0	0.0	1.0	1.1967357073430972e-05	0.00019588682612969464	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.005817327433028691	0.0	3999.9985617165325	9999.999804113178	1.0	0.0	443.95644262998456	3999.973201621174	0.0	0.0	0.0	0.0	1.0	1000.0001958868247	1.0	0.0	63.837638236505164	0.0014382834655504845	1.0	0.0	0.0	0.0	0.0001315676147011719	69.99980411317395	0.0	0.0	0.0	0.0	300.1623617634947	0.0
0.0003314014245126908	1.0	0.16238078484951493	69.99986287503211	218.2579701366419	0.020197471300384212	1.0	5.022942303785286	0.0	0.0	0.0	1.0	1.2936153885943011e-05	0.0002038383287216197	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.006274950321566994	0.0	3999.998362504078	9999.999796161677	1.0	0.0	451.742029863358	3999.9718771463035	0.0	0.0	0.0	0.0	1.0	1000.0002038383271	1.0	0.0	63.837415376821745	0.001637495920109183	1.0	0.0	0.0	0.0	0.00013712496788526098	69.99979616167136	0.0	0.0	0.0	0.0	300.16258462317813	0.0
0.00033180074324920495	1.0	0.16256564429916043	69.99985730962402	210.74054081620147	0.020843377134728107	1.0	5.176822426481512	0.0	0.0	0.0	1.0	1.3915098548535936e-05	0.00021179960621241434	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.0067397229835038	0.0	3999.9981477057045	9999.999788200399	1.0	0.0	459.25945918379847	3999.9705506904884	0.0	0.0	0.0	0.0	1.0	1000.0002117996046	1.0	0.0	63.83722255609461	0.0018522942941467681	1.0	0.0	0.0	0.0	0.00014269037598543178	69.99978820039388	0.0	0.0	0.0	0.0	300.1627774439053	0.0
0.0003320293595759481	1.0	0.16272465594969826	69.99985173728746	203.48203328260544	0.021468792568917726	1.0	5.330518003779886	0.0	0.0	0.0	1.0	1.4901311459012366e-05	0.00021976929172169756	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.007210501190310674	0.0	3999.997917182415	9999.999780230713	1.0	0.0	466.5179667173945	3999.9692229873444	0.0	0.0	0.0	0.0	1.0	1000.00021976929	1.0	0.0	63.837055574758566	0.0020828175836085376	1.0	0.0	0.0	0.0	0.0001482627125482568	69.99978023070837	0.0	0.0	0.0	0.0	300.16294442524134	0.0
0.0003321100107869655	1.0	0.16286143341940854	69.99984615899139	196.47352952877347	0.02207406303269722	1.0	5.484029257002067	0.0	0.0	0.0	1.0	1.5892160807731348e-05	0.0002277462094694697	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.007686210915809804	0.0	3999.997670839312	9999.999772253796	1.0	0.0	473.5264704712264	3999.9678946732024	0.0	0.0	0.0	0.0	1.0	1000.0002277462079	1.0	0.0	63.83691082037111	0.0023291606871293164	1.0	0.0	0.0	0.0	0.00015384100860683252	69.99977225379061	0.0	0.0	0.0	0.0	300.1630891796288	0.0
0.0003320625403588077	1.0	0.16297908518151163	69.99984057556935	189.70641870804468	0.022659589335913475	1.0	5.637356407204286	0.0	0.0	0.0	1.0	1.6885245333448454e-05	0.00023572934803929466	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.008165847817067763	0.0	3999.997408621712	9999.999764270658	1.0	0.0	480.29358129195515	3999.9665662993134	0.0	0.0	0.0	0.0	1.0	1000.0002357293465	1.0	0.0	63.83678518547044	0.0025913782870949633	1.0	0.0	0.0	0.0	0.00015942443064697383	69.99976427065204	0.0	0.0	0.0	0.0	300.1632148145294	0.0
0.00033190434589607404	1.0	0.16308028509510153	69.9998349877383	183.17238655684585	0.02322581467638671	1.0	5.790499675177665	0.0	0.0	0.0	1.0	1.7878397750758234e-05	0.00024371783742848277	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.008648475815298883	0.0	3999.9971305114873	9999.99975628217	1.0	0.0	486.82761344315395	3999.9652383425973	0.0	0.0	0.0	0.0	1.0	1000.0002437178357	1.0	0.0	63.836675997067466	0.002869488511949503	1.0	0.0	0.0	0.0	0.00016501226169424453	69.99975628216266	0.0	0.0	0.0	0.0	300.1633240029323	0.0
0.00033165058105517203	1.0	0.16316733321026908	69.99982939611498	176.86340517856783	0.023773213833407806	1.0	5.943459281448537	0.0	0.0	0.0	1.0	1.886965459452607e-05	0.0002517109292630578	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.009133225103136385	0.0	3999.996836523545	9999.999748289078	1.0	0.0	493.13659482143197	3999.9639112149534	0.0	0.0	0.0	0.0	1.0	1000.0002517109275	1.0	0.0	63.83658095586046	0.00316347645392876	1.0	0.0	0.0	0.0	0.00017060388500906876	69.99974828907085	0.0	0.0	0.0	0.0	300.16341904413935	0.0
0.00033131451381181355	1.0	0.16324220800652972	69.9998238012299	170.77172318111369	0.024302284115430742	1.0	6.0962354462787625	0.0	0.0	0.0	1.0	1.9857254815686885e-05	0.0002597079798002947	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.009619289657100027	0.0	3999.9965267025577	9999.999740292029	1.0	0.0	499.228276818886	3999.96258527153	0.0	0.0	0.0	0.0	1.0	1000.0002597079781	1.0	0.0	63.83649808401367	0.0034732974412597295	1.0	0.0	0.0	0.0	0.00017619877007906984	69.99974029202033	0.0	0.0	0.0	0.0	300.16350191598616	0.0
0.00033090773086732464	1.0	0.16330661138599947	69.99981820353942	164.88985615137753	0.02481353796505752	1.0	6.248828389666043	0.0	0.0	0.0	1.0	2.0839619146974008e-05	0.00026770843528881	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.010105924482891953	0.0	3999.9962011199063	9999.999732291573	1.0	0.0	505.1101438486223	3999.961260817838	0.0	0.0	0.0	0.0	1.0	1000.0002677084337	1.0	0.0	63.83642568017871	0.0037988800927152267	1.0	0.0	0.0	0.0	0.00018179646055426445	69.99973229156484	0.0	0.0	0.0	0.0	300.1635743198212	0.0
0.00033044036004613845	1.0	0.16336200732706677	69.9998126034361	159.21057746047336	0.025307496814875874	1.0	6.401238331344244	0.0	0.0	0.0	1.0	2.1815341038358276e-05	0.00027571181939146136	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.010592442656929149	0.0	3999.995859870841	9999.99972428819	1.0	0.0	510.78942253952647	3999.9599381160274	0.0	0.0	0.0	0.0	1.0	1000.0002757118178	1.0	0.0	63.83636228085356	0.004140129158160178	1.0	0.0	0.0	0.0	0.000187396563882217	69.99972428818074	0.0	0.0	0.0	0.0	300.1636377191464	0.0
0.00032992126409602906	1.0	0.16340965511058844	69.99980700125757	153.72690938651206	0.02578468609155759	1.0	6.553465490783709	0.0	0.0	0.0	1.0	2.2783168858825253e-05	0.000283717722374277	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.011078212274476877	0.0	3999.9955030718615	9999.999716282286	1.0	0.0	516.2730906134877	3999.958617390326	0.0	0.0	0.0	0.0	1.0	1000.0002837177207	1.0	0.0	63.836306627167055	0.004496928137569109	1.0	0.0	0.0	0.0	0.00019299874239858236	69.99971628227776	0.0	0.0	0.0	0.0	300.1636933728329	0.0
0.00032935819536868865	1.0	0.1634506379762251	69.99980139729433	148.43211453960075	0.02624563114226966	1.0	6.7055100871915725	0.0	0.0	0.0	1.0	2.374199283056259e-05	0.00029172579178234694	1.0	1.0	0.0	20.0	6900.0	60.0	3000.0	0.01156265337579463	0.0	3999.9951308583095	9999.999708274214	1.0	0.0	521.5678854603991	3999.9572988317977	0.0	0.0	0.0	0.0	1.0	1000.00029172579	1.0	0.0	63.836257636232006	0.004869141689997632	1.0	0.0	0.0	0.0	0.00019860270564305644	69.99970827420834	0.0	0.0	0.0	0.0	300.1637423637679	0.0
