M_P	MKK_P	P3_c	M_P_n	M	MKKK	PreP3_mRNA	M_PP	P3_n	P3mRNA	MKK_PP	M_n	MKKK_P	MKK	M_PP_n
0.0	0.0	0.0	0.0	999.9999036887529	999.9999036887529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3999.9998073775005	0.0
6.462840616078114e-08	0.2426671243810246	5.230127114548154e-85	8.458400720008236e-08	216.66809537101125	994.3646362767075	4.54979743382269e-77	1.2843408782200594e-17	2.0673537395802434e-85	2.5002795351782203e-80	8.076447248156254e-06	783.3318081685304	5.635267412045881	3999.7571321766727	1.07055743119551e-17
1.2444509958996914e-06	0.8154580435651237	5.128897047362825e-73	2.4727726737259163e-06	216.66664455736537	989.2141732686249	1.1758970221588953e-65	4.7197727877594544e-15	3.300171208170964e-73	1.3703736589653488e-68	9.853193730571743e-05	783.3332554141651	10.785730420128278	3999.184250802001	6.6359139438040785e-15
6.619495924701365e-06	1.570317265095968	2.3823047513729957e-66	1.5764801952229606e-05	216.66663920737818	984.4679925420558	2.6061193169729726e-59	1.3022123227868793e-13	2.1551946896796775e-66	4.748353260284789e-62	0.0003890312692534177	783.3332420970776	15.531911146698125	3998.429101081138	2.3512770785880704e-13
2.0921408597283454e-05	2.4306625340300885	-6.263294120290854e-60	5.512851401385394e-05	216.66662487741885	980.065383625158	5.554821125713434e-55	1.2745102428553154e-12	6.447089852863456e-60	1.3897145589372007e-57	0.0009802210005802406	783.3332027614086	19.934520063596214	3997.5681646224734	2.671537540548416e-12
4.9872482042083454e-05	3.3571439141917674	-4.554895031951128e-52	0.00014010703282129513	216.66659592466908	975.9592370604265	9.900712983000813e-52	7.139691156323256e-12	4.55490044653531e-52	3.184732177641683e-54	0.001946913623917423	783.3331177845462	24.040666628327607	3996.640716549688	1.6523933970926357e-11
9.970166388253576e-05	4.329377665532621	-3.292668729701962e-44	0.00029264388391734804	216.66654609887001	972.1121321595219	3.797624693760179e-49	2.8271822053987165e-11	3.2926687297333146e-44	1.501553868409639e-51	0.003344784233253088	783.3329652442375	27.88777152923164	3995.6670849277375	7.019274549438619e-11
0.00017685455621123164	5.336712803850781	1.0144845810767534e-37	0.0005358026196346066	216.66646894471452	968.493762054476	5.158730734320112e-47	8.847967107539308e-11	-1.0144845810767521e-37	2.4293243043202045e-49	0.0052178604492760915	783.3327220865435	31.50614163427784	3994.657876713203	2.3143516928314648e-10
0.0002878401948271986	6.373589534452421	9.336541669534857e-31	0.0008930515879440476	216.66635795956853	965.0791765784363	3.3329082766569295e-45	2.337884380948201e-10	-9.336541669535282e-31	1.8267936951433614e-47	0.007603900056338362	783.3323648365323	34.92072711031741	3993.6186139429956	6.36516978803818e-10
0.0004391619037483764	7.43717093631653	-4.7306674775520227e-32	0.001387915453789273	216.66620663676002	961.8475463472569	1.2345119692034626e-43	5.440097429808474e-10	4.730667477544769e-32	7.733725667631594e-46	0.010537782087355096	783.3318699725638	38.15235734149646	3992.5520986591027	1.5287216290786752e-09
0.0006372962999739966	8.526106400841952	-5.9018228093014935e-33	0.002043843187432968	216.66600850178347	958.781270736435	2.974422001695838e-42	1.147013354281024e-09	5.901822809226489e-33	2.099342128979625e-44	0.014053528489569084	783.3312140430298	41.218632952318515	3991.4596474481764	3.3065119402092365e-09
0.0008886983380186291	9.639869355772559	-1.8081639853659714e-33	0.0028841961718502557	216.66575709865657	955.8653195856389	5.090296469390608e-41	2.235824004928113e-09	1.8081639852911097e-33	4.000107041814055e-43	0.018185472508329865	783.33037368677	44.13458410311438	3990.3417525492287	6.581741185080337e-09
0.001199819424945452	10.778393559697973	1.7773739286935987e-33	0.003932298760713748	216.66544597571678	953.0867379147978	6.60259691933844e-40	4.088713761823799e-09	-1.7773739287659914e-33	5.717755102840806e-42	0.022968917607152296	783.3293255785143	46.91316577395547	3989.198444900203	1.2248468747294202e-08
0.0015771312221369807	11.941868603681526	4.1859947133717443e-32	0.005211518025142338	216.6650686609154	950.4342668762041	6.812814082617145e-39	7.092507299983525e-09	-4.1859947133760303e-32	6.448310764273682e-41	0.028440498197186994	783.3280463499354	49.56563681254903	3988.029498275629	2.1563109415074276e-08
0.002027151038920531	13.130622461394688	5.922046896087471e-32	0.006745354025495606	216.66461863642172	947.8980492586408	5.803010413356724e-38	1.1769358285445498e-08	-5.922046896062561e-32	5.962086891637969e-40	0.034638367383114425	783.3265124992615	52.10185443011231	3986.834546548731	3.623679799767619e-08
0.002556466622015422	14.34505276882428	2.2546530694402056e-31	0.008557530443749012	216.6640893138007	945.4693975866048	4.200334420772109e-37	1.8807291961525005e-08	-2.2546530694137587e-31	4.654643467329486e-39	0.04160228469846903	783.3247003005391	54.53050610214849	3985.613152323985	5.8540991244637205e-08
0.0031717592253787687	15.585585976331606	8.763571884275018e-30	0.010672080278202718	216.66347401090994	943.1406092875864	2.644079225055235e-36	2.9094840080971653e-08	-8.763571884255443e-30	3.1431759437252526e-38	0.049373646006304936	783.322585717818	56.859294401166736	3984.36484775517	9.142744734846913e-08
0.0038798244525516785	16.85265276461962	-3.763623078681232e-29	0.013113424055417891	216.66276593101665	940.9048177565211	1.474273785046377e-35	4.376012115093439e-08	3.763623078693882e-29	1.871455324085337e-37	0.05799547978230356	783.3201443268053	59.095085932232145	3983.0891591331083	1.3866382597529897e-07
0.004687590697025952	18.14667312521244	8.848332802578064e-30	0.015906439538643444	216.66195814431802	938.7558711586321	7.394729623813579e-35	6.421474539745198e-08	-8.848332801867502e-30	9.983611851147422e-37	0.06751242363258579	783.3173512449993	61.24403253012112	3981.785621828665	2.049862487088026e-07
0.005602135188192107	19.468047272270937	6.699842601434102e-31	0.019076522752391627	216.66104357183883	936.6882328932624	3.3776589477912955e-34	9.220293657907904e-08	-6.6998425649098755e-31	4.830155092533123e-36	0.07797068894210563	783.3141810705013	63.31167079549089	3980.4537894162963	2.962702180326217e-07
