NADPH	PGA	NADP	Values[phi]	Values[v_c]	Values[Vj]	Values[Vp]	Values[Vc]
0.21	2.4	0.29000000000000004	0.2862921040003139	0.0059382096181941485	0.005938209618194143	0.1106772284049837	0.008929444915419662
0.20374287581277709	2.4048725731519642	0.29625712418722294	0.2862921040003139	0.0059382096181941485	0.005938209618194143	0.1106772284049837	0.008929444915419662
0.19767533819207117	2.4100104286337447	0.30232466180792883	0.2862921040003139	0.0059382096181941485	0.005938209618194143	0.1106772284049837	0.008929444915419662
0.1917916427559227	2.4154051160653647	0.3082083572440773	0.2862921040003139	0.0059382096181941485	0.005938209618194143	0.1106772284049837	0.008929444915419662
0.18608621921789784	2.421048511498111	0.3139137807821022	0.2862921040003139	0.0059382096181941485	0.005938209618194143	0.1106772284049837	0.008929444915419662
0.18055366606560724	2.4269328015224954	0.31944633393439276	0.2862921040003139	0.0059382096181941485	0.005938209618194143	0.1106772284049837	0.008929444915419662
0.17518874542521554	2.4330504682593137	0.32481125457478444	0.2862921040003139	0.0059382096181941485	0.005938209618194143	0.1106772284049837	0.008929444915419662
0.16998637816160958	2.4393942756980413	0.33001362183839045	0.2862921040003139	0.0059382096181941485	0.005938209618194143	0.1106772284049837	0.008929444915419662
0.16494163901443637	2.4459572561332545	0.33505836098556363	0.2862921040003139	0.0059382096181941485	0.005938209618194143	0.1106772284049837	0.008929444915419662
0.1600497519759276	2.4527326979644744	0.33995024802407237	0.2862921040003139	0.0059382096181941485	0.005938209618194143	0.1106772284049837	0.008929444915419662
0.15530608572450527	2.459714133624324	0.34469391427549473	0.2862921040003139	0.0059382096181941485	0.005938209618194143	0.1106772284049837	0.008929444915419662
0.15070614927312823	2.466895328692251	0.3492938507268718	0.2862921040003139	0.0059382096181941485	0.005938209618194143	0.1106772284049837	0.008929444915419662
0.14624558770870075	2.4742702713238476	0.3537544122912992	0.2862921040003139	0.0059382096181941485	0.005938209618194143	0.1106772284049837	0.008929444915419662
0.14192017806772877	2.4818331623201444	0.3580798219322712	0.2862921040003139	0.0059382096181941485	0.005938209618194143	0.1106772284049837	0.008929444915419662
0.13772582534194325	2.4895784057776895	0.36227417465805684	0.2862921040003139	0.0059382096181941485	0.005938209618194143	0.1106772284049837	0.008929444915419662
0.1336585585964694	2.4975006001593694	0.3663414414035306	0.2862921040003139	0.0059382096181941485	0.005938209618194143	0.1106772284049837	0.008929444915419662
0.12971452721178586	2.505594529906274	0.3702854727882141	0.2862921040003139	0.0059382096181941485	0.005938209618194143	0.1106772284049837	0.008929444915419662
0.12588999724325328	2.51385515751787	0.3741100027567467	0.2862921040003139	0.0059382096181941485	0.005938209618194143	0.1106772284049837	0.008929444915419662
