Po1	Po2	Pc1	Pc2	Values[Open_probability]
0.0	0.0	0.963	0.037	0.0
0.16315503538925602	0.4627946526673552	0.004776454138730219	0.36927385780466815	0.6259496880566112
0.1137644216970953	0.3226389671365374	0.00333028358001482	0.5602663275863622	0.4364033888336327
0.08534114606645615	0.24198227180020432	0.002498042363991871	0.6701785397693574	0.32732341786666047
0.06898402971015047	0.19556570223652442	0.002019101562660524	0.7334311664906743	0.26454973194667486
0.0595708300982366	0.16885387693141374	0.0017434805261029658	0.7698318124442564	0.22842470702965034
0.05415369839543195	0.15348168876632146	0.0015848654412597407	0.7907797473969965	0.2076353871617534
0.0510362393697805	0.14463527900896564	0.0014935853958415023	0.802834896225422	0.19567151837874613
0.04924219922735305	0.13954433343583267	0.00144105541410866	0.8097724119227153	0.18878653266318574
0.04820976933182328	0.13661460835360453	0.0014108255868733742	0.8137647967277085	0.1848243776854278
0.04761561519699903	0.13492857787149984	0.001393428592759931	0.816062378338751	0.18254419306849887
0.04727369323580802	0.13395830633464278	0.0013834170249972019	0.8173845834045618	0.1812319995704508
0.04707691441589171	0.13339990731049547	0.001377655287819889	0.8181455229858027	0.18047682172638718
0.04696367419933049	0.13307856568357096	0.0013743395835665252	0.8185834205335419	0.18004223988290144
0.046898510749446815	0.13289365144075568	0.0013724315800607964	0.8188354062297466	0.1797921621902025
0.046860999028582324	0.1327872044764717	0.0013713332266728898	0.8189804632682829	0.179648203505054
0.04683941688434408	0.13272596088925698	0.0013707012947607776	0.819063920931648	0.17956537777360104
0.046826994233278504	0.1326907091092405	0.0013703375570627448	0.819111959100428	0.17951770334251899
0.046819837853321465	0.1326704014551353	0.001370128016381378	0.8191396326751716	0.17949023930845678
0.04681572128411467	0.1326587198718179	0.0013700074821240337	0.8191555513619532	0.17947444115593258
0.04681335751082407	0.13265201219555572	0.0013699382701849213	0.819164692023445	0.1794653697063798
0.04681199254883999	0.13264813884446772	0.0013698983037320062	0.81916997030297	0.17946013139330771
0.04681120227140988	0.13264589627514836	0.001369875164194555	0.8191730262892569	0.17945709854655822
0.04681074682041507	0.1326446038424033	0.0013698618284660063	0.8191747875087254	0.17945535066281837
0.04681048911089625	0.1326438725404086	0.0013698542826614736	0.8191757840660435	0.17945436165130485
0.0468103429128028	0.13264345767425456	0.0013698500019415898	0.8191763494110108	0.17945380058705737
0.046810256594099854	0.13264321272777385	0.0013698474745065753	0.8191766832036295	0.1794534693218737
0.046810203129826145	0.132643061012268	0.001369845909058132	0.8191768899488575	0.17945326414209414
0.04681017001628759	0.13264296704601944	0.0013698449394847613	0.819177017998218	0.17945313706230703
0.0468101509497697	0.1326429129409844	0.001369844381211949	0.8191770917280436	0.1794530638907541
0.0468101410923253	0.13264288496852614	0.0013698440925833018	0.819177129846575	0.17945302606085145
0.046810139551014054	0.13264288059474866	0.0013698440474532712	0.8191771358067937	0.1794530201457627
0.04681013795720047	0.13264287607198616	0.0013698440007859991	0.8191771419700371	0.17945301402918662
0.04681013922974	0.13264287968307015	0.0013698440380463047	0.8191771370491533	0.17945301891281015
0.04681013656867484	0.1326428721317687	0.001369843960129592	0.8191771473394366	0.17945300870044353
0.046810133235469835	0.13264286267313682	0.0013698438625324451	0.8191771602288707	0.17945299590860667
0.046810129473608235	0.1326428519981066	0.0013698437523841187	0.8191771747759107	0.17945298147171485
0.04681012597161959	0.13264284206051763	0.0013698436498449421	0.8191771883180275	0.17945296803213723
0.04681012476235716	0.13264283862899512	0.0013698436144374102	0.8191771929942201	0.17945296339135228
0.04681012473315099	0.13264283854611683	0.0013698436135822457	0.8191771931071596	0.17945296327926782
0.04681012558405748	0.13264284096073314	0.0013698436384970182	0.8191771898167222	0.17945296654479062
0.04681012663444743	0.13264284394142342	0.0013698436692527207	0.8191771857548863	0.17945297057587084
0.04681012881398412	0.13264285012629204	0.0013698437330701457	0.8191771773266635	0.17945297894027618
0.046810131983331525	0.13264285911994536	0.0013698438258694966	0.8191771650708635	0.1794529911032769
0.04681013277245916	0.13264286135925193	0.001369843848975368	0.8191771620193233	0.1794529941317111
0.0468101328567696	0.13264286159849975	0.001369843851443999	0.8191771616932965	0.17945299445526935
0.046810133557333815	0.13264286358649036	0.001369843871956704	0.8191771589842289	0.17945299714382418
0.046810132495849976	0.1326428605743196	0.0013698438408761596	0.819177163088964	0.17945299307016957
0.046810130592133604	0.1326428551721465	0.0013698437851348193	0.8191771704505949	0.1794529857642801
0.04681012903331742	0.13264285074869572	0.001369843739492258	0.8191771764785044	0.17945297978201313
0.046810127538284056	0.1326428465062407	0.001369843695717285	0.8191771822597678	0.17945297404452476
0.04681012617689547	0.13264284264302906	0.001369843655855471	0.81917718752423	0.17945296881992454
0.046810124981026	0.1326428392495112	0.0013698436208400958	0.8191771921486326	0.1794529642305372
0.04681012444305794	0.13264283772291977	0.0013698436050882468	0.819177194228944	0.1794529621659777
0.04681012447014233	0.13264283779977723	0.001369843605881283	0.8191771941242091	0.17945296226991955
0.04681012441325804	0.1326428376383567	0.0013698436042156963	0.8191771943441795	0.17945296205161473
0.046810124618656655	0.13264283822121611	0.0013698436102298232	0.8191771935499074	0.17945296283987278
0.04681012518344969	0.13264283982392877	0.0013698436267671143	0.8191771913658643	0.17945296500737845
0.0468101260682578	0.1326428423347479	0.0013698436526745322	0.8191771879443297	0.1794529684030057
0.04681012689229809	0.13264284467312623	0.0013698436768026518	0.819177184757783	0.17945297156542434
0.04681012748244124	0.1326428463477748	0.0013698436940822014	0.8191771824757117	0.17945297383021602
0.04681012766555794	0.1326428468674047	0.001369843699443908	0.8191771817676033	0.17945297453296266
0.046810127268518874	0.13264284574072713	0.0013698436878185	0.8191771833029454	0.179452973009246
0.04681012728384974	0.13264284578423136	0.0013698436882673927	0.8191771832436614	0.1794529730680811
0.04681012759962038	0.13264284668029339	0.0013698436975132418	0.8191771820225828	0.17945297427991377
0.04681012775940484	0.1326428471337136	0.0013698437021917736	0.8191771814046996	0.17945297489311846
0.04681012771521062	0.13264284700830378	0.0013698437008977553	0.8191771815755977	0.1794529747235144
0.04681012741904523	0.13264284616787564	0.001369843692225954	0.819177182720863	0.17945297358692086
0.04681012682291617	0.13264284447624095	0.0013698436747711362	0.8191771850260816	0.1794529712991571
0.04681012654173602	0.13264284367833634	0.0013698436665381059	0.8191771861133994	0.17945297022007237
0.046810126342028954	0.13264284311162786	0.001369843660690629	0.8191771868856624	0.1794529694536568
0.04681012613285062	0.1326428425180427	0.0013698436545658305	0.8191771876945507	0.17945296865089333
0.0468101259227089	0.13264284192172374	0.0013698436484128231	0.8191771885071644	0.17945296784443265
0.04681012572011168	0.13264284134681378	0.0013698436424807205	0.8191771892906037	0.17945296706692546
0.04681012553356686	0.13264284081745562	0.0013698436370186355	0.8191771900119688	0.17945296635102248
0.04681012536227113	0.13264284033136994	0.00136984363200305	0.8191771906743658	0.17945296569364108
0.046810125219506116	0.13264283992624581	0.0013698436278228516	0.8191771912264351	0.17945296514575193
0.04681012511321281	0.13264283962461745	0.0013698436247105551	0.819177191637469	0.17945296473783026
0.04681012505124797	0.13264283944877997	0.0013698436228962087	0.8191771918770857	0.17945296450002796
0.04681012504146836	0.13264283942102847	0.00136984362260986	0.8191771919149031	0.17945296446249684
0.04681012498365996	0.13264283925698575	0.0013698436209172154	0.819177192138447	0.17945296424064572
0.04681012427441798	0.13264283724437018	0.0013698436001504122	0.8191771948810713	0.17945296151878815
0.04681012356028409	0.13264283521787287	0.0013698435792403728	0.8191771976426125	0.17945295877815698
0.04681012284652565	0.13264283319244097	0.0013698435583413264	0.8191772004027019	0.1794529560389666
0.04681012213841001	0.13264283118302164	0.001369843537607503	0.8191772031409708	0.17945295332143166
0.04681012144120452	0.13264282920456202	0.0013698435171931318	0.8191772058370502	0.17945295064576655
0.04681012076017654	0.13264282727200932	0.0013698434972524425	0.8191772084705716	0.17945294803218587
0.04681012010059342	0.13264282540031067	0.0013698434779396646	0.8191772110211661	0.17945294550090407
0.046810119467722504	0.13264282360441326	0.001369843459409028	0.8191772134684652	0.17945294307213577
0.04681011886683115	0.13264282189926424	0.0013698434418147616	0.8191772157920998	0.1794529407660954
0.046810118303186724	0.13264282029981075	0.0013698434253110953	0.8191772179717013	0.1794529386029975
0.04681011778205656	0.132642818821	0.001369843410052259	0.8191772199869011	0.17945293660305656
0.046810117308708016	0.13264281747777915	0.0013698433961924817	0.8191772218173302	0.17945293478648716
0.04681011688840845	0.13264281628509533	0.0013698433838859935	0.8191772234426201	0.17945293317350378
0.04681011652642521	0.13264281525789573	0.0013698433732870234	0.819177224842402	0.17945293178432092
0.04681011622802565	0.13264281441112752	0.0013698433645498015	0.8191772259963069	0.17945293063915319
0.04681011599847713	0.13264281375973783	0.001369843357828557	0.8191772268839664	0.17945292975821495
0.046810115843046986	0.13264281331867384	0.0013698433532775198	0.8191772274850115	0.17945292916172081
0.046810115767002586	0.13264281310288273	0.001369843351050919	0.8191772277790736	0.17945292886988531
0.046810115775611276	0.13264281312731166	0.0013698433513029845	0.8191772277457839	0.17945292890292294
0.04681011587414041	0.13264281340690778	0.0013698433541879458	0.8191772273647737	0.1794529292810482
