C4b	C2a	C4BP	C4b/C2a	MASP	C1	PC/CRP	GlcNac/LF/CRP	C3b	PC/CRP/LF	GlcNac/LF	GlcNac/HF	dC4b/C2a	C4a	PC/CRP/LF/C1	CRP	PC/CRP/LF/MASP	LF	C3	C4b/C2a/C4BP	iC4b/C2a	C4BP/GlcNac/LF/CRP	dC3b	PC/CRP/C1	C4BP/C4b	GlcNac/HF/MASP	GlcNac	dC4b/C2a/C4BP	GlcNac/LF/MASP	C4BP/PC/CRP	GlcNac/LF/CRP/C1	C2b	GlcNac/LF/CRP/MASP	C4BP/PC/CRP/LF	HF	C3a	PC/CRP/LF/C1/MASP	PC	C4	C2	X	Values[mC3]
5.442982842329445e-05	0.007836660146406021	257.2216298018341	9.542171951589618e-10	6.799999773629555	2469.999553324836	8.530198782969284e-06	-1.0163934724435566e-34	3.813627307872713e-09	5.902931170654208e-09	-6.583194630068872e-29	-7.654146008615091e-29	4.0647075850829404e-11	0.00823567744155204	1.187506934613539e-07	1.973230275137339	8.91389767283788e-10	19.999999648975937	4649.999999984067	1.3442143931734324e-07	9.165532477524445e-08	-2.3712911850442437e-31	1.381617130303251e-09	0.0004463309354191123	0.008181014682393324	-2.287773327827794e-28	-1.8355422992132436e-30	5.586093942710203e-09	-1.6827826038831679e-28	0.026314512704381482	-3.281836284959118e-33	0.007836893077141442	-1.8949370560352857e-34	0.0	-1.0094450099909814e-28	1.593666183911592e-08	2.254790603495292e-07	0.006009875137341695	769.9917643225591	309.9921631069226	0.0005	1.381617130303251e-09
5.799300105686094e-05	0.008362954886516588	257.1327537674477	1.0873830408642936e-09	6.799999765061974	2469.9995382047937	8.547290603833747e-06	-1.0449601076899726e-34	4.384887462388625e-09	5.917060154317542e-09	-6.64631648752424e-29	-7.701183951920008e-29	4.75927749166103e-11	0.008788985832822359	1.2224245606800685e-07	1.972911840418027	8.981491966572785e-10	19.999999636902466	4649.999999981264	1.5372346230881706e-07	1.0774487795972861e-07	-2.461534099835594e-31	1.5953442688451779e-09	0.0004614389254016724	0.008730723339942058	-2.398051019701314e-28	-1.8456324633568362e-30	6.567475463719373e-09	-1.8016704396338407e-28	0.02661781026841844	-3.4664785672074565e-33	0.008363224378340027	-1.96005606262076e-34	0.0	-1.0482838999913641e-28	1.8739673823158853e-08	2.340398808324494e-07	0.005691440418029818	769.9912110141678	309.9916367756214	0.0005	1.5953442688451779e-09
6.167299222886209e-05	0.0089067731847357	257.04390676709147	1.2342067221956758e-09	6.7999997564743815	2469.999523070983	8.563439665937318e-06	-1.0837942348319413e-34	5.019363295502535e-09	5.930529590525082e-09	-6.88532423390261e-29	-7.737709491869281e-29	5.546483767323591e-11	0.009360729727305414	1.2573836074341855e-07	1.9726103291167805	9.04832433735792e-10	19.999999624805497	4649.999999978077	1.7505920970631393e-07	1.260358542863403e-07	-2.553639236919595e-31	1.8335068193753818e-09	0.00047656066009709645	0.00929874629142691	-2.3052189663438904e-28	-1.8860381920574976e-30	7.683274475160974e-09	-2.078128705125225e-28	0.026904171588941206	-3.656906864667113e-33	0.008907083628385338	-2.0268766254385946e-34	0.0	-1.0875159051039165e-28	2.192730374466143e-08	2.426207894672577e-07	0.00538992911678354	769.9906392702734	309.9910929163713	0.0005	1.8335068193753816e-09
6.54700042539598e-05	0.009468129555749	256.9550878697561	1.3956126976958602e-09	6.799999747867877	2469.9995079250966	8.578694124858655e-06	-1.1335031932981782e-34	5.721704979856595e-09	5.943373122459684e-09	-7.296930821203916e-29	-7.669079169952299e-29	6.435418375514787e-11	0.009950924976845327	1.2923817450743852e-07	1.9723248370736133	9.114433131208162e-10	19.999999612686338	4649.999999974465	1.9856957148980002e-07	1.4674933157340972e-07	-2.6502862395742863e-31	2.097963537429813e-09	0.0004916944465293381	0.009885098809209217	-2.219792764788924e-28	-1.9768513429492312e-30	8.947011127110508e-09	-2.259289117473359e-28	0.027174502472055436	-3.855238787725542e-33	0.009468485719131146	-2.0979073165204425e-34	0.0	-1.1266237615425024e-28	2.5538358405496392e-08	2.5122068307329814e-07	0.0051044370736163655	769.9900490750239	309.9905315142806	0.0005	2.097963537429813e-09
6.938422774075704e-05	0.010047036578884616	256.8662961956391	1.5725572541302114e-09	6.799999739243502	2469.9994927687426	8.593099768322077e-06	-1.184334859893066e-34	6.496739030833363e-09	5.955622738293741e-09	-7.699361669912056e-29	-7.547529180440087e-29	7.435763387995578e-11	0.010559585420412528	1.3274167430261826e-07	1.972054508924556	9.179854871228996e-10	19.99999960054621	4649.9999999703905	2.2440033269428322e-07	1.7012098001478446e-07	-2.752726575597748e-31	2.3906462595441297e-09	0.0005068386793756105	0.01048979414401829	-2.0884982995964113e-28	-2.089688200887509e-30	1.0373100503192757e-08	-2.34722078904867e-28	0.027429659842497962	-4.062719600747456e-33	0.01004744362753809	-2.1744974423156256e-34	0.0	-1.1652002982194715e-28	2.9614229549338496e-08	2.598385167883028e-07	0.004834108924558806	769.9894404145804	309.9899525563722	0.0005	2.3906462595441297e-09
7.34158421836435e-05	0.010643504996727239	256.7775309133372	1.7660285465082393e-09	6.799999730602241	2469.999477603443	8.606700123005108e-06	-1.237368407365891e-34	7.349468668839498e-09	5.967308852348502e-09	-8.114429898245243e-29	-7.340105804084901e-29	8.557810577356548e-11	0.011186722988424479	1.3624864716726167e-07	1.9717985354181682	9.244624275551839e-10	19.99999958838629	4649.999999965805	2.527021722339057e-07	1.9640154363277398e-07	-2.8606553065018533e-31	2.7135600754721186e-09	0.0005219918366464195	0.01111284362816856	-1.9981622727869846e-28	-2.2018807761595865e-30	1.1976882372027762e-08	-2.5276741879361106e-28	0.02767045443134012	-4.279382359085781e-33	0.010643968514799509	-2.2560776501443202e-34	0.0	-1.2029592575491103e-28	3.41989814076469e-08	2.684733005432753e-07	0.004578135418171481	769.9888132770124	309.9893560314849	0.0005	2.7135600754721186e-09
7.75650165249548e-05	0.011257543808847095	256.6887912371967	1.9770466330001423e-09	6.7999997219450306	2469.9994624306437	8.619536555180569e-06	-1.3024024652451612e-34	8.285074135668152e-09	5.97846037588311e-09	-8.714142991593248e-29	-7.187934164454148e-29	9.812481035782143e-11	0.011832347801917565	1.397588902044709e-07	1.9715561508844943	9.308774380961773e-10	19.999999576207685	4649.999999960664	2.836306606148715e-07	2.2585732144636864e-07	-2.9752170515456476e-31	3.0687834796719758e-09	0.0005371524755623923	0.011754256773658923	-2.0742584641324303e-28	-2.3407733305910103e-30	1.3774650934884257e-08	-2.9013008679788788e-28	0.027897653311061123	-4.506391475974428e-33	0.011258069820580774	-2.3436880225414797e-34	0.0	-1.2397280673645555e-28	3.933943834543344e-08	2.7712409588983147e-07	0.00433575088449741	769.988167652199	309.98874193017906	0.0005	3.0687834796719758e-09
8.183190969645854e-05	0.011889160360868819	256.6000764248136	2.206663483705585e-09	6.799999713272757	2469.9994472517114	8.631648411873813e-06	-1.37707128039187e-34	9.308912968557635e-09	5.989104784412197e-09	-9.438321609631465e-29	-7.174729869783972e-29	1.1211344969796799e-10	0.012496468266809	1.432722104058678e-07	1.9713266308473	9.372336603405453e-10	19.999999564011446	4649.999999954919	3.1734625662096964e-07	2.58770648261258e-07	-3.0991138919490774e-31	3.458468503630657e-09	0.0005523192286199871	0.01241404136538425	-2.2138199618803427e-28	-2.5276081446958704e-30	1.578368456227943e-08	-3.075805387021524e-28	0.02811198228710248	-4.746164878127204e-33	0.011889755352597103	-2.439887645193118e-34	0.0	-1.2760338642596501e-28	4.508527259063846e-08	2.857900131253417e-07	0.004106230847303697	769.9875035317342	309.9881102446471	0.0005	3.458468503630657e-09
8.621667113714005e-05	0.012538360429089294	256.51138577467447	2.455962960560742e-09	6.799999704586261	2469.9994320679434	8.64307318796016e-06	-1.4490436153252813e-34	1.0426520235221654e-08	5.9992681866538014e-09	-1.0050889111167854e-28	-7.237443590296264e-29	1.2766641585752844e-10	0.013179091163470158	1.4678842437844374e-07	1.9711092897712696	9.435340803334033e-10	19.999999551798574	4649.999999948515	3.540143031468713e-07	2.954403750063077e-07	-3.232477587993774e-31	3.8848408304436846e-09	0.0005674907998427801	0.01309220354968336	-2.195210793776501e-28	-2.7138523506811697e-30	1.8022275514870243e-08	-3.0553322019888947e-28	0.02831412815426106	-4.999275166705055e-33	0.01253903137173894	-2.5444874299406693e-34	0.0	-1.312591403604508e-28	5.1489092031995745e-08	2.9447020865312363e-07	0.0038888897712729127	769.9868209088374	309.98746096862794	0.0005	3.884840830443684e-09
9.071944117659994e-05	0.013205148300832784	256.4227186239284	2.726061154995916e-09	6.799999695886339	2469.9994168805697	8.653845981753973e-06	-1.5118638093994418e-34	1.1643608730318285e-08	6.008975387214096e-09	-1.0485926529303748e-28	-7.223125702451923e-29	1.449129680985407e-10	0.013880221731810319	1.5030735801130508e-07	1.97090347893648	9.49781536446557e-10	19.99999953957001	4649.999999941398	3.9380502164299853e-07	3.3618234845487303e-07	-3.3729306893787046e-31	4.350199893116955e-09	0.0005826659612004647	0.01378874791853346	-2.1446773936146927e-28	-2.8588769290621533e-30	2.050975966531861e-08	-3.0079840327380653e-28	0.028504740826337065	-5.2642722364935825e-33	0.013205902672933032	-2.6551045101668064e-34	0.0	-1.349335136525762e-28	5.860652806926733e-08	3.0316388253426844e-07	0.0036830789364832575	769.9861197782689	309.9867940973268	0.0005	4.350199893116955e-09
9.53403516922788e-05	0.013889526850761684	256.3340743462868	3.0181057894520976e-09	6.799999687173749	2469.9994016907535	8.664000835470297e-06	-1.5700290500356832e-34	1.296606914346369e-08	6.018249950426904e-09	-1.0803093898545781e-28	-7.183093623024941e-29	1.6398947013298258e-10	0.014599863752101882	1.5382884611495144e-07	1.970708584432217	9.55978726097429e-10	19.999999527326658	4649.999999933509	4.368935069862612e-07	3.813298904530328e-07	-3.5183845409971075e-31	4.856918957445643e-09	0.0005978435492099594	0.01450367758921324	-2.123840066988116e-28	-2.9659267954735622e-30	2.3266546136806197e-08	-2.981514193098667e-28	0.028684435344383072	-5.540012985890083e-33	0.013890372661958033	-2.7695605075891257e-34	0.0	-1.3858658296199375e-28	6.649632350849198e-08	3.1187027620484787e-07	0.003488184432220514	769.9854001362485	309.9861096273378	0.0005	4.856918957445643e-09
0.00010007952635916768	0.01459149761334185	256.24545235003666	3.333276769004781e-09	6.799999678449205	2469.9993864995986	8.673569680746618e-06	-1.6243651360855913e-34	1.4399970192251237e-08	6.027114254235236e-09	-1.1031461285847944e-28	-7.142877361844931e-29	1.8503955052548672e-10	0.015338019621755974	1.573527320417998e-07	1.9705240252631129	9.621282121443073e-10	19.999999515069362	4649.999999924785	4.834597201284046e-07	4.312342763226119e-07	-3.667562545654063e-31	5.407445191411419e-09	0.0006130224616879313	0.015236994280325836	-2.0877920842656694e-28	-3.044510337723003e-30	2.6314146988110493e-08	-2.9541515619256487e-28	0.02885379377487015	-5.8257668851272185e-33	0.014592443428412807	-2.8865451112853757e-34	0.0	-1.4221955378975567e-28	7.522042048267007e-08	3.2058867033646095e-07	0.0033036252631163383	769.9846619803789	309.9854075565714	0.0005	5.407445191411419e-09
0.00010493708114572435	0.01531106085165077	256.1568520761659	3.67278596265973e-09	6.799999669713389	2469.9993713081503	8.682582906608889e-06	-1.6730936544940201e-34	1.5951558728428642e-08	6.035589551954029e-09	-1.1146248060691673e-28	-7.080458799725446e-29	2.0821431688532746e-10	0.016094690428247713	1.6087886729343277e-07	1.9703492515603322	9.682324289575429e-10	19.999999502798936	4649.9999999151605	5.336884810187334e-07	4.862652125760278e-07	-3.8191416795567805e-31	6.004299721875605e-09	0.0006282016546583363	0.015988698383726414	-2.073216255193836e-28	-3.094983882817119e-30	2.9675206812900503e-08	-2.7867522704392806e-28	0.029013367001027173	-6.120703299780858e-33	0.01531211581502633	-3.0048275766578756e-34	0.0	-1.4582907869122884e-28	8.484404839225632e-08	3.2931838281973625e-07	0.003128851560335793	769.9839053095723	309.9846878841848	0.0005	6.004299721875605e-09
0.00010991312469472834	0.016048215622685633	256.0682729965919	4.03787722702549e-09	6.799999660966944	2469.9993561173965	8.691069380922567e-06	-1.7030289375264641e-34	1.7627259818590844e-08	6.043696024269521e-09	-1.0924121437767465e-28	-7.052048219601316e-29	2.336725514634958e-10	0.016869876018356364	1.6440711114052968e-07	1.9701837428925788	9.74293688983519e-10	19.999999490516142	4649.9999999045685	5.877694607347146e-07	5.468113138180185e-07	-3.970201251864475e-31	6.650077679024401e-09	0.0006433801394137464	0.016758789032881163	-2.1206236132838353e-28	-3.0843559221601908e-30	3.337353232086788e-08	-2.283562290412286e-28	0.029163676414755414	-6.422648488276059e-33	0.016049389483466094	-3.1214402267258845e-34	0.0	-1.494083731449773e-28	9.54358118533632e-08	3.3805876686081896e-07	0.0029633428925822094	769.9831301239822	309.98395061051633	0.0005	6.650077679024401e-09
0.00011500775869961739	0.01680295983930019	255.97971461249026	4.429826402696575e-09	6.799999652210482	2469.999340928276	8.699056536606837e-06	-1.7123034646501195e-34	1.943367680074743e-08	6.051452829625425e-09	-1.0356091394512388e-28	-7.076239677691121e-29	2.6158090994969016e-10	0.017663575063855946	1.679373302456386e-07	1.9700270066722387	9.803141882819779e-10	19.9999994782217	4649.999999892936	6.458971728856482e-07	6.132805787596204e-07	-4.115520639239765e-31	7.3474482302337965e-09	0.0006585569797162583	0.017547264167682878	-2.2089093870119157e-28	-2.973486081953313e-30	3.743412187567313e-08	-1.948158682986666e-28	0.029305215513198264	-6.727715102159879e-33	0.016804262976773635	-3.2313906691749165e-34	0.0	-1.5298619116230824e-28	1.0706777864582266e-07	3.468092091831572e-07	0.0028066066722424354	769.9823364249366	309.98319573702304	0.0005	7.3474482302337965e-09
0.00012022107824527541	0.017575290329029294	255.8911764527135	4.849941322548171e-09	6.799999643444581	2469.9993257416745	8.706570394184184e-06	-1.7170281597429125e-34	2.1377591318730256e-08	6.058878156102137e-09	-9.745293095492708e-29	-7.163190851478091e-29	2.9211411714706377e-10	0.018475785123929205	1.714693982952764e-07	1.9698785766483098	9.862960120471618e-10	19.999999465916304	4649.999999880189	7.082709646427274e-07	6.861008653375339e-07	-4.2522831977555415e-31	8.099154604156058e-09	0.0006737312891343201	0.018354120596026795	-2.2098580165289595e-28	-2.8106791145884616e-30	4.188319499365114e-08	-1.8232372218018386e-28	0.029438451408456728	-7.033407125681169e-33	0.017576733778686415	-3.332154371576898e-34	0.0	-1.5659551936178367e-28	1.1981556765123213e-07	3.55569128321344e-07	0.0026581766483139966	769.9815242148766	309.9824232662212	0.0005	8.099154604156058e-09
0.0001255531720600251	0.018365202889868256	255.80265807229762	5.299561928371536e-09	6.799999634669791	2469.9993105584326	8.713635288086083e-06	-1.7147366699395526e-34	2.346596333726113e-08	6.065989271525105e-09	-9.084119685953497e-29	-7.190235864324132e-29	3.254551492310247e-10	0.019306502704375714	1.750031956480342e-07	1.9697380114835175	9.922411401378012e-10	19.99999945360061	4649.999999866245	7.750950073738044e-07	7.657203648748799e-07	-4.380326764558651e-31	8.908014105423948e-09	0.000688902228515443	0.01917935405227065	-2.1860832781822013e-28	-2.6390789427779846e-30	4.674822180988531e-08	-1.5141780821502677e-28	0.029563826253276342	-7.339225067625071e-33	0.018366798369913284	-3.4238667038076614e-34	0.0	-1.6023653450787047e-28	1.3375843677400282e-07	3.6433797300359803e-07	0.002517611483521078	769.9806934972962	309.98163320162996	0.0005	8.908014105423948e-09
0.00013100412295101788	0.019172692343247727	255.7141590510503	5.780060146968375e-09	6.799999625886633	2469.999295379345	8.720274377657585e-06	-1.7022590967400008e-34	2.5705931138124025e-08	6.07280256477265e-09	-8.349162552815473e-29	-7.197107394737984e-29	3.6179545454884355e-10	0.020155723313866804	1.7853860899552446e-07	1.969604893408362	9.981514521289385e-10	19.999999441275225	4649.999999851025	8.4657828669583e-07	8.526080752556074e-07	-4.498614365933738e-31	9.776918121228544e-09	0.0007040690035711331	0.02002295925255999	-2.1629232956326307e-28	-2.443195510806877e-30	5.2057952458607474e-08	-1.3762989031696009e-28	0.02968175858890188	-7.643902540521016e-33	0.019174452281603513	-3.505675414215962e-34	0.0	-1.6388690720640127e-28	1.4897937083829736e-07	3.731152206154331e-07	0.0023844934083657094	769.9798442766867	309.9808255477182	0.0005	9.776918121228544e-09
0.00013657400881497502	0.019997752584189746	255.62567899222236	6.292838652442932e-09	6.799999617095601	2469.9992802051634	8.726512728114895e-06	-1.7040057905502707e-34	2.8104811294648353e-08	6.079333557506783e-09	-7.68538481783563e-29	-7.196981425559036e-29	4.0133528789566916e-10	0.02102344151723061	1.8207553103756055e-07	1.969478826951842	1.0040287321481531e-09	19.99999942894074	4649.999999834438	9.229345913094525e-07	9.47254272948143e-07	-4.607090323575515e-31	1.0708832120031718e-08	0.0007192308625478764	0.020884929946611803	-2.159682585031465e-28	-2.2469971997419433e-30	5.784244628685018e-08	-1.2581008344657857e-28	0.029792644613609642	-7.94687029103514e-33	0.01999969014599357	-3.5780206175653423e-34	0.0	-1.675357820044167e-28	1.6556516944945081e-07	3.819003757433846e-07	0.0022584269518452996	769.9789765584833	309.9800003098538	0.0005	1.0708832120031718e-08
0.00014226290278845517	0.020840376628984577	255.53721752124466	6.839330348575083e-09	6.799999608297162	2469.9992650366007	8.732377164633022e-06	-1.7492679152586353e-34	3.067009863880647e-08	6.085596937330198e-09	-7.022242598531253e-29	-7.133734187496986e-29	4.4428388231807043e-10	0.021909650986127828	1.8561386017265367e-07	1.9693594377389374	1.0098746736603682e-09	19.999999416597706	4649.999999816398	1.0043825018368756e-06	1.0501709840397459e-06	-4.706300945236818e-31	1.1706795643585064e-08	0.0007343870940380347	0.021765258967749654	-2.065429697021106e-28	-2.0613951121755878e-30	6.41331011823777e-08	-1.050340098628369e-28	0.029896859387555957	-8.247982628516736e-33	0.02084250574457428	-3.641598431815995e-34	0.0	-1.7117503484346678e-28	1.8360653482736793e-07	3.9069296878845726e-07	0.002139037738940807	769.9780903490145	309.9791574942553	0.0005	1.1706795643585064e-08
0.0001480708623722503	0.02170055666034806	255.44877428447916	7.421020546286844e-09	6.79999959949176	2469.99924987433	8.737847758197035e-06	-1.6066771408590908e-34	3.340946641421218e-08	6.09160729499986e-09	-6.34898769888981e-29	-7.033506178149075e-29	4.908575147239703e-10	0.02281434454713768	1.8915350027020556e-07	1.9692463713564505	1.0156908901889753e-09	19.99999940424665	4649.999999796806	1.091145412961121e-06	1.1618924579797381e-06	-4.796486569383253e-31	1.2773922304651611e-08	0.0007495370259197224	0.02266393829131619	-1.9726224763826913e-28	-1.8764422585985808e-30	7.096268502826863e-08	-9.405978891760144e-29	0.029994758016514914	-8.547371775731037e-33	0.021702892053797284	-3.6972404967330648e-34	0.0	-1.7476810761431944e-28	2.031981598291266e-07	3.994925546594687e-07	0.002025971356454053	769.9771856554535	309.978297107946	0.0005	1.2773922304651611e-08
0.0001539979638560035	0.022578284070628358	255.36034894826795	8.039382423192968e-09	6.799999590679815	2469.9992347189886	8.743004119285753e-06	-1.6345366228946492e-34	3.6330765511995164e-08	6.097376796923247e-09	-5.808856786716513e-29	-6.897795120596798e-29	5.412862396552766e-10	0.02373751422752512	1.9269436033721205e-07	1.9691392922792228	1.0214789044512974e-09	19.99999939188808	4649.999999775566	1.1834514058182107e-06	1.282975625130874e-06	-4.877834939409461e-31	1.3913399773139487e-08	0.0007646800202870505	0.023580959045719625	-1.9391569393887935e-28	-1.703094976018435e-30	7.836535814103942e-08	-1.012591134441942e-28	0.030086676584440225	-8.84425869633258e-33	0.022580841288577846	-3.7446462923892657e-34	0.0	-1.7829952475389382e-28	2.2443881503263502e-07	4.082987115546581e-07	0.0019188922792258473	769.9762624857732	309.9774191587112	0.0005	1.3913399773139487e-08
0.00016004425747318305	0.0234735495011646	255.27194119763914	8.695958671333565e-09	6.799999581861725	2469.999219571179	8.747836573005944e-06	-1.6769655020391366e-34	3.9442025236460406e-08	6.1029188305881116e-09	-5.461747588757463e-29	-6.770577978234873e-29	5.958054740361937e-10	0.024679151297435503	1.9623635373516464e-07	1.9690378828558086	1.0272401316408344e-09	19.999999379522457	4649.999999752574	1.2815334006661471e-06	1.4140005762676953e-06	-4.9529720317884295e-31	1.5128489612009976e-08	0.0007798154753877954	0.02451631159872861	-1.9286397716058378e-28	-1.5794488296657403e-30	8.637671116307277e-08	-1.0651789327596913e-28	0.030172933354675063	-9.140238076710071e-33	0.023476344942398295	-3.786768395537139e-34	0.0	-1.8176364254172864e-28	2.4743143690574626e-07	4.1711103964458537e-07	0.0018174828558117976	769.9753208487033	309.97652365505735	0.0005	1.5128489612009976e-08
0.0001662097947621009	0.024386342881884727	255.1835507354309	9.392316940116356e-09	6.799999573037868	2469.9992044314713	8.752353445389145e-06	-1.678605409717715e-34	4.275145296762032e-08	6.108245294605936e-09	-5.212047910633069e-29	-6.698122369177075e-29	6.546613603139189e-10	0.025639246311914728	1.997793991493978e-07	1.9689418423495317	1.032975996407604e-09	19.99999936715023	4649.999999727722	1.3856290551995779e-06	1.5555710266118641e-06	-5.024249993218604e-31	1.642252747508468e-08	0.0007949428221184727	0.025469985571782806	-1.9917108509355844e-28	-1.4968423493840268e-30	9.503378905549028e-08	-1.0735750908359863e-28	0.030253829625120635	-9.436913449587998e-33	0.024389393827254538	-3.8262828352503e-34	0.0	-1.8516990030711334e-28	2.7228321565302086e-07	4.2592916001361534e-07	0.0017214423495350427	769.9743607536889	309.97561060617255	0.0005	1.642252747508468e-08
0.00017249462660648223	0.025316653467821672	255.095177281335	1.0130048969579728e-08	6.799999564208602	2469.9991893004044	8.756580232215857e-06	-1.6900865207919175e-34	4.626743372830306e-08	6.113367284968568e-09	-5.002075106785395e-29	-6.727780578469028e-29	7.181105742782899e-10	0.0266177891498057	2.0332341933691277e-07	1.9688508860306881	1.0386877714155282e-09	19.99999935477182	4649.999999700899	1.49598072925246e-06	1.7083147769454559e-06	-5.09232915775404e-31	1.7798922968192892e-08	0.0008100615218371819	0.026441969880393167	-2.0966975368857077e-28	-1.4289930951415225e-30	1.0437512034026223e-07	-1.0577580633556678e-28	0.030329650639050736	-9.734603507994594e-33	0.025319978110627712	-3.863847500019058e-34	0.0	-1.8856172840113642e-28	2.991056823342786e-07	4.347527137224763e-07	0.00163048603069175	769.9733822108509	309.9746800218891	0.0005	1.7798922968192892e-08
0.00017889879757356476	0.026264469873135184	255.0068205709634	1.091078166920104e-08	6.799999555374267	2469.999174178487	8.76053116902855e-06	-1.7048498825438712e-34	4.999853052554451e-08	6.118295757746094e-09	-4.8303462640193594e-29	-6.78932971366888e-29	7.864193862038559e-10	0.02761476905013228	2.0686834105843557e-07	1.9687647443203105	1.0443766921558403e-09	19.999999342387635	4649.999999671989	1.6128355369270197e-06	1.8728841819832375e-06	-5.157639557552022e-31	1.9261159555031356e-08	0.0008251710656939233	0.02743225277562554	-2.084034944967981e-28	-1.3734618908017709e-30	1.1444074728590522e-07	-1.0569403920045106e-28	0.030400666470448395	-1.0033364439545867e-32	0.02626808735006835	-3.899620892283227e-34	0.0	-1.9198579781805184e-28	3.280147966740147e-07	4.435813606060361e-07	0.0015443443203145381	769.9723852309506	309.97373191264967	0.0005	1.9261159555031356e-08
0.00018542234853175004	0.027229780104226338	254.91848035500624	1.1736173971066494e-08	6.799999546535182	2469.9991590662007	8.764219418887529e-06	-1.7157781399374103e-34	5.395348401736171e-08	6.12304092624561e-09	-4.7127463647056635e-29	-6.812982592701962e-29	8.598643266420189e-10	0.02863017464739864	2.1041409516748424e-07	1.968683161976601	1.0500439458189457e-09	19.999999329998055	4649.999999640873	1.7364452987523702e-06	2.0499566115792034e-06	-5.220903674798744e-31	2.0812794578516164e-08	0.0008402709727432189	0.02844082187634156	-2.058090900432797e-28	-1.3336796096410638e-30	1.252722542909676e-07	-1.0940950872531763e-28	0.030467132829274497	-1.0333605567505698e-32	0.027233710526751654	-3.934446163237177e-34	0.0	-1.9543336648439657e-28	3.5913103439736476e-07	4.5241477836275253e-07	0.001462761976604988	769.9713698253533	309.972766289473	0.0005	2.0812794578516164e-08
0.00019206531611860265	0.028212571590879743	254.8301563984218	1.2607917727248366e-08	6.799999537691653	2469.9991439640007	8.767652669687885e-06	-1.6877448108065953e-34	5.814121237694125e-08	6.1276123977421775e-09	-4.6515464236472247e-29	-6.859754824658129e-29	9.38732247291118e-10	0.02966399400485019	2.1396061626683492e-07	1.9686058973294411	1.0556906444428026e-09	19.999999317603432	4649.999999607425	1.8670665241767434e-06	2.2402349124231363e-06	-5.282988968334436e-31	2.2457459233732817e-08	0.0008553607884915788	0.029467664202515988	-2.179475598234064e-28	-1.3092050464301653e-30	1.3691279686205913e-07	-1.1016010145706708e-28	0.03052929183281218	-1.0636052903106011e-32	0.028216836077095343	-3.969152453182466e-34	0.0	-1.9889116670448883e-28	3.9257947466353796e-07	4.612526616878705e-07	0.001385497329445553	769.9703360059959	309.9717831639227	0.0005	2.2457459233732817e-08
0.000198827739540954	0.029212831215539452	254.74184847971816	1.3527730487246965e-08	6.799999528843965	2469.9991288723168	8.770871221310561e-06	-1.774694243980671e-34	6.257081109372128e-08	6.132019141304846e-09	-4.587866321277496e-29	-7.00384383917114e-29	1.0233217888937672e-09	0.030716214645771834	2.1750784231802016e-07	1.9685327215546302	1.061317829278352e-09	19.999999305204106	4649.999999571514	2.004960404362942e-06	2.4444478676458346e-06	-5.344141251952579e-31	2.4198858454033378e-08	0.0008704400831543837	0.030512766199259262	-2.2558191107195336e-28	-1.2911953868435677e-30	1.4940712903672436e-07	-1.0879192901200108e-28	0.030587372695089016	-1.0940698050474433e-32	0.029217451922511076	-4.003656930956461e-34	0.0	-2.0239632643945107e-28	4.2848988718410135e-07	4.700947213651108e-07	0.0013123215546346283	769.9692837853551	309.9707825480773	0.0005	2.4198858454033378e-08
0.00020570965331316061	0.0302305453411562	254.6535563901854	1.4497359894488269e-08	6.799999519992395	2469.999113791555	8.773909085129761e-06	-2.1021939778192914e-34	6.725155293831536e-08	6.136269625905501e-09	-4.5358784859607036e-29	-7.105559355094659e-29	1.1139421476501756e-09	0.03178682358329382	2.2105571463932955e-07	1.968463417986796	1.0669265037790157e-09	19.999999292800414	4649.999999533008	2.15039280422047e-06	2.6633506564782267e-06	-5.40421742998431e-31	2.6040770871338638e-08	0.0008855084507295392	0.03157611377339861	-2.1992150251125974e-28	-1.2750718163390564e-30	1.6280163354002244e-07	-1.059989249857747e-28	0.0306415924537905	-1.124718966202004e-32	0.030235545497738263	-4.037823775337563e-34	0.0	-2.059728881821149e-28	4.6699681955373507e-07	4.789406834017546e-07	0.0012430179868006574	769.9682131764175	309.96976445450207	0.0005	2.6040770871338638e-08
0.00021271105818185563	0.03126569983687094	254.56527993301415	1.5518625796783963e-08	6.799999511137199	2469.9990987220986	8.776621876721204e-06	-1.7659708436463984e-34	7.219288805403356e-08	6.140373580515835e-09	-4.470733671416482e-29	-7.129978787145885e-29	1.2109077024923326e-09	0.03287580734798697	2.2460417740169253e-07	1.9683977814699458	1.0725175993857644e-09	19.99999928039265	4649.999999491764	2.303634278178637e-06	2.8977253129652607e-06	-5.464150499551106e-31	2.7987048666640724e-08	0.000900565509466109	0.03265769234960163	-2.1478827712520974e-28	-1.2588587402936865e-30	1.7714435597080908e-07	-1.0148269995647607e-28	0.030692156791350126	-1.1556295650257607e-32	0.03127110377707444	-4.0726577261513234e-34	0.0	-2.095807658104469e-28	5.082396844044933e-07	4.877902881887087e-07	0.0011773814699502835	769.9671241926528	309.96872889622273	0.0005	2.7987048666640724e-08
