NADPH	PGA	NADP	Values[jp]	Values[j]	Values[phi]
0.21	2.4	0.29000000000000004	385.0	5.923076923076923	0.2672727272727273
0.1650060971970112	3.259841092785448	0.3349939028029888	385.0	5.923076923076923	0.2672727272727273
0.16488565073197511	3.8992927470594165	0.33511434926802486	385.0	5.923076923076923	0.2672727272727273
0.16488532830370534	4.352349196795801	0.33511467169629466	385.0	5.923076923076923	0.2672727272727273
0.1648853274479473	4.6732671504755645	0.33511467255205274	385.0	5.923076923076923	0.2672727272727273
0.16488532743905507	4.900585897257187	0.33511467256094496	385.0	5.923076923076923	0.2672727272727273
0.16488532743850076	5.06160466201434	0.33511467256149924	385.0	5.923076923076923	0.2672727272727273
0.16488532744011067	5.175660554490482	0.33511467255988936	385.0	5.923076923076923	0.2672727272727273
0.16488532744383386	5.256450806590555	0.3351146725561661	385.0	5.923076923076923	0.2672727272727273
0.16488532743866166	5.313677704130703	0.3351146725613383	385.0	5.923076923076923	0.2672727272727273
0.16488532743956708	5.354213754952774	0.3351146725604329	385.0	5.923076923076923	0.2672727272727273
0.16488532744049192	5.3829270261554605	0.3351146725595081	385.0	5.923076923076923	0.2672727272727273
0.16488532743856127	5.403265760239366	0.33511467256143873	385.0	5.923076923076923	0.2672727272727273
0.16488532743811407	5.417672480623941	0.33511467256188593	385.0	5.923076923076923	0.2672727272727273
0.16488532739773845	5.427877324397793	0.3351146726022616	385.0	5.923076923076923	0.2672727272727273
0.16488532743795428	5.435105815260326	0.33511467256204575	385.0	5.923076923076923	0.2672727272727273
0.16488532743892745	5.440226039018723	0.3351146725610726	385.0	5.923076923076923	0.2672727272727273
0.1648853274449099	5.443852892756338	0.3351146725550901	385.0	5.923076923076923	0.2672727272727273
0.16488532744074258	5.446421935396238	0.3351146725592575	385.0	5.923076923076923	0.2672727272727273
0.16488532743864362	5.448241688789835	0.3351146725613564	385.0	5.923076923076923	0.2672727272727273
0.16488532740252854	5.449530691032119	0.33511467259747146	385.0	5.923076923076923	0.2672727272727273
0.16488532743826137	5.450443742075065	0.33511467256173866	385.0	5.923076923076923	0.2672727272727273
0.16488532743945414	5.451090492537523	0.33511467256054583	385.0	5.923076923076923	0.2672727272727273
0.16488532745598036	5.451548610111999	0.3351146725440196	385.0	5.923076923076923	0.2672727272727273
0.16488532746131154	5.451873113097671	0.33511467253868843	385.0	5.923076923076923	0.2672727272727273
0.16488532744392453	5.452102971314598	0.33511467255607547	385.0	5.923076923076923	0.2672727272727273
0.1648853274560946	5.452265788902768	0.33511467254390537	385.0	5.923076923076923	0.2672727272727273
0.16488532746652734	5.452381119042947	0.33511467253347266	385.0	5.923076923076923	0.2672727272727273
0.16488532745145484	5.452462811875249	0.33511467254854516	385.0	5.923076923076923	0.2672727272727273
0.1648853274385177	5.4525206781180495	0.3351146725614823	385.0	5.923076923076923	0.2672727272727273
0.164885327435175	5.452561667026506	0.335114672564825	385.0	5.923076923076923	0.2672727272727273
0.16488532744076703	5.4525907011056445	0.335114672559233	385.0	5.923076923076923	0.2672727272727273
0.16488532743852186	5.452611267042967	0.33511467256147814	385.0	5.923076923076923	0.2672727272727273
0.16488532743781847	5.45262583472798	0.3351146725621815	385.0	5.923076923076923	0.2672727272727273
0.1648853274385611	5.452636153406185	0.3351146725614389	385.0	5.923076923076923	0.2672727272727273
0.16488532743842843	5.452643462545374	0.33511467256157157	385.0	5.923076923076923	0.2672727272727273
0.16488532743861734	5.452648639985239	0.3351146725613827	385.0	5.923076923076923	0.2672727272727273
0.1648853274389301	5.452652307247223	0.33511467256106986	385.0	5.923076923076923	0.2672727272727273
0.16488532743805556	5.45265490493644	0.33511467256194444	385.0	5.923076923076923	0.2672727272727273
0.16488532743793682	5.452656745089825	0.3351146725620632	385.0	5.923076923076923	0.2672727272727273
0.1648853274393828	5.4526580485123	0.3351146725606172	385.0	5.923076923076923	0.2672727272727273
0.16488532743830814	5.452658971738471	0.33511467256169186	385.0	5.923076923076923	0.2672727272727273
0.16488532743861428	5.452659625752141	0.3351146725613857	385.0	5.923076923076923	0.2672727272727273
0.16488532743859624	5.452660089094671	0.33511467256140376	385.0	5.923076923076923	0.2672727272727273
0.1648853274383557	5.452660417272879	0.3351146725616443	385.0	5.923076923076923	0.2672727272727273
0.16488532743854484	5.4526606496707215	0.33511467256145516	385.0	5.923076923076923	0.2672727272727273
0.16488532743834214	5.452660814265639	0.33511467256165783	385.0	5.923076923076923	0.2672727272727273
0.16488532743873646	5.452660930913242	0.33511467256126354	385.0	5.923076923076923	0.2672727272727273
