pTrkA	pAkt	TrkA	S6	NGF_TrkA	Akt	pS6	pTrkA_Akt	pAkt_S6	NGF	Values[pTrkA_total]	Values[pAkt_total]	Values[pS6_total]
0.0	0.0	8.52065090518276	3.552336039555	0.0	1.15594897919397	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.5335422325553935e-07	1.0692779920659597e-12	8.520555717826854	3.552336039529455	9.495815481255051e-05	1.1559489726520102	2.465520187485248e-14	6.5153701277943725e-09	2.551962543680481e-11	0.008333333333333333	2.2057301650348036e-07	6.444650614764614e-11	1.2964758373197144e-14
1.93507734426817e-06	2.4874051366861994e-11	8.520271979162626	3.552336038769284	0.0003771031438789917	1.1559488786359469	1.5009059275471767e-12	9.974893428953737e-08	7.842139988958033e-10	0.016666666666666666	1.7271269196160196e-06	1.9610774150475895e-09	7.892404527985604e-13
6.2427055117943676e-06	1.624992350919848e-10	8.519802391327751	3.5523360337943304	0.0008423965730770872	1.1559484883619542	1.6532375835136873e-11	4.849253798876015e-07	5.744135967611676e-09	0.025	5.7103019263640435e-06	1.431657393924768e-08	8.69342944849505e-12
1.4160336551248648e-05	6.201428849450989e-10	8.519149612262053	3.552336016129858	0.0014868746843745041	1.1559474823054328	8.990924437986316e-11	1.4729331611957373e-06	2.3335232559251046e-08	0.03333333333333333	1.3269260991222625e-05	5.8063329123878996e-08	4.727812146168581e-11
2.6494231942984686e-05	1.7539621909690432e-09	8.51831625664036	3.552335970568597	0.0023066467954949922	1.155945450130443	3.319982816994617e-10	3.45865516032484e-06	6.865440407354357e-08	0.041666666666666664	2.5423515600070553e-05	1.7065665086378267e-07	1.7457887890751305e-10
4.3903186668481375e-05	4.096441888548342e-09	8.517304896658247	3.5523358738306974	0.003297893952387336	1.1559419077998603	9.607770310780633e-10	6.902534142380805e-06	1.6476352475644e-07	0.05	4.31230562567395e-05	4.0928483220790495e-07	5.0521760566681e-10
6.69225643392897e-05	8.37418985844109e-09	8.516118062791133	3.5523356936327835	0.004456867634658984	1.1559363111730738	2.3489769380665322e-09	1.2316073466582141e-05	3.435732390238607e-07	0.058333333333333334	6.725644634648044e-05	8.530544405409053e-07	1.2351924182501662e-09
9.598532494895037e-05	1.552086239845832e-08	8.514758244552489	3.552335387986244	0.005779888458760859	1.1559280679548654	5.076011660757515e-09	2.0249225497540798e-05	6.464927439626201e-07	0.06666666666666667	9.86579656362089e-05	1.604596596708411e-06	2.669183769627767e-09
0.00013143940065966236	2.6684954143376627e-08	8.513227891242558	3.5523349047402393	0.007263344899968149	1.155916547622516	9.983018840143744e-09	3.128005475802781e-05	1.1248317412349092e-06	0.075	0.00013811358480997783	2.7910601122133456e-06	5.249497763372617e-09
0.0001735616980577974	4.323307011285905e-08	8.511529412674541	3.5523341813416796	0.008903692052979617	1.1559010894814092	1.822932451473978e-08	4.600649549444051e-05	1.8399839956686508e-06	0.08333333333333333	0.0001863658543098454	4.564564331579681e-06	9.585757554930367e-09
0.00022257014045028633	6.675052684334607e-08	8.5096651798912	3.552333144723719	0.010697450408500429	1.1558810096329677	3.134944764532915e-08	6.503932864189503e-05	2.8634818329809886e-06	0.09166666666666666	0.00024411816460207493	7.102332681625404e-06	1.648487876586565e-08
0.0002786336731119027	9.903930073130765e-08	8.507637525870535	3.552331711322608	0.012641204649088505	1.155855606808804	5.1310157121699836e-08	8.899642362970621e-05	4.276922235024584e-06	0.1	0.00031203835100533737	1.0606508567394963e-05	2.6981072495379813e-08
0.0003418805201080271	1.4211384046547759e-07	8.505448746217235	3.5523297871989308	0.014731602469640547	1.1558241672285283	8.056678131771521e-08	0.0001184980623123411	6.1717892881345555e-06	0.10833333333333334	0.0003907617329752951	1.5303714870434793e-05	4.236545528981362e-08
0.0004124050419998847	1.9819525484894915e-07	8.503101099841249	3.5523272682391873	0.016965353419971425	1.155785968673591	1.2211820854872197e-07	0.00015416312751862917	8.649197604914292e-06	0.11666666666666667	0.0004808936997150376	2.1444417963783172e-05	6.421497073267632e-08
0.0004902735367888973	2.6970436356625443e-07	8.50059680962536	3.5523240404144776	0.01933922776638558	1.155740283966299	1.7956029769545663e-07	0.00019660594308221332	1.1819580224810716e-05	0.125	0.0005830119517908521	2.9302154397969807e-05	9.442047503230481e-08
0.0005755290146144025	3.592537136425805e-07	8.497938063080248	3.5523199800918293	0.021850055374865295	1.155686383869434	2.571373439867139e-07	0.00024643374499488794	1.5802325826668633e-05	0.13333333333333333	0.0006976684073734877	3.917263222180854e-05	1.3521379992891948e-07
0.0006681952193290761	4.696389341705015e-07	8.495127012988206	3.552314954380268	0.02449472461381217	1.15562353955795	3.5979146022943197e-07	0.000304244613813388	2.0725383271916892e-05	0.14166666666666666	0.0008253908607459675	5.1372751514864535e-05	1.891937194548834e-07
0.0007682799208364352	6.038295207856393e-07	8.492165778034485	3.5523088215078165	0.027270181278076674	1.1555510246743415	4.93209477940117e-07	0.0003706258524013262	2.672483770573206e-05	0.15	0.0009666843998394189	6.623955459962149e-05	2.593506125531403e-07
0.0008757776945657221	7.649593239396825e-07	8.489056443427671	3.552301431216082	0.030173427531876826	1.1554681170883412	6.638674316261201e-07	0.00044615267481776607	3.394447148643095e-05	0.15833333333333333	0.001122032652555711	8.412913876218666e-05	3.490898548126011e-07
0.0009906722594334057	9.563168262027853e-07	8.485801061509383	3.552292625167875	0.03320152087012894	1.1553741004006535	8.790726307016823e-07	0.0005313871619950918	4.2535314494647926e-05	0.16666666666666666	0.0012918988847871761	0.00010541554272023633	4.622539416788397e-07
0.0011129384208036165	1.181335347674694e-06	8.482401652352845	3.5522822373638574	0.03635157309886432	1.15526826521585	1.1470031384527037e-06	0.000626877454767366	5.265518800438359e-05	0.175	0.0014767269646251233	0.0001304896173118965	6.031432481802411e-07
0.0012425436667902652	1.4435830737451818e-06	8.478860204350148	3.552270094564176	0.03962074933514337	1.1551499102107783	1.4767445341701329e-06	0.0007331571538272752	6.446824629005934e-05	0.18333333333333332	0.0016769422079680708	0.00015975789026653495	7.765353600281524e-07
0.001379449493278075	1.7467534627751547e-06	8.475178674788902	3.552256016711555	0.04300626702513666	1.1550183430409715	1.8783240931713987e-06	0.000850744880183083	7.814451935191949e-05	0.19166666666666668	0.0018929521301008256	0.00019364143460707433	9.877030469322626e-07
0.0015236125426308805	2.0946553373490984e-06	8.471358990418798	3.5522398173498586	0.04650539497958878	1.1548728811325575	2.3627424282606642e-06	0.0009801439433610702	9.385946271336061e-05	0.2	0.0021251471305869865	0.00023257475342636412	1.2424309010320722e-06
0.0016749855456665986	2.491203560775939e-06	8.467403048007753	3.5522213040394606	0.050115452427141605	1.1547128523537147	2.942002566409361e-06	0.0011218421237204554	0.00011179351297358546	0.20833333333333334	0.0023739011080342316	0.00027700468003191063	1.5470306266576238e-06
0.0018335181168257172	2.940409592334072e-06	8.463312714889033	3.5522002787676246	0.05383380808311775	1.1545375955948987	3.629136801072679e-06	0.0012763115389029765	0.0001321316505752582	0.21666666666666667	0.002639572021664808	0.00032738929528451275	1.9083551604245962e-06
0.001999157399100192	3.446372494261729e-06	8.459089829497177	3.552176538351046	0.05765787923754086	1.1543464612535812	4.438230769986144e-06	0.0014440085947088708	0.0001550629731848207	0.225	0.002922502397024861	0.0003841968717549402	2.3338113323683077e-06
0.002171848600487726	4.013269812794237e-06	8.45473620189408	3.5521498748295413	0.06158513085998771	1.1541388116482625	5.384445121416876e-06	0.0016253739955558737	0.0001807802803379734	0.23333333333333334	0.0032230197901953897	0.0004479048448799676	2.831371258984171e-06
0.0023515354501863913	4.6453496565716345e-06	8.450253614285879	3.552120075851383	0.06561307472022467	1.1539140213781816	6.484034940084195e-06	0.001820832797453717	0.00020947966867745704	0.24166666666666667	0.0035414372199665803	0.000518998812694356	3.409582558206589e-06
0.002538160586086618	5.346920620802631e-06	8.445643821530735	3.5520869250465403	0.06973926852438181	1.1536714776354406	7.754366998863424e-06	0.00203079449644667	0.00024136014146105975	0.25	0.0038780535718031723	0.0005979715649296977	4.077577421091779e-06
0.0027316658687929047	6.122347095435272e-06	8.440908551635921	3.5520502023931457	0.07396131506949606	1.1534105804652977	9.213934477124724e-06	0.0022556531541986138	0.0002766232273774664	0.25833333333333336	0.004233153970975431	0.0006853221477235431	4.845080351349075e-06
0.002931992671860259	6.976038237201987e-06	8.436049506250635	3.552009684572639	0.07827686140529225	1.1531307430090227	1.088237070482987e-05	0.0024957875350526885	0.0003154726116563461	0.26666666666666666	0.004607010145241006	0.0007815549427698719	5.7224153925741295e-06
0.003139082084352716	7.91243976784784e-06	8.431068361144035	3.5519651453103296	0.08268359802127832	1.1528313916830877	1.2780459468116894e-05	0.00275156128591044	0.0003581137852029862	0.275	0.004999880749451705	0.000887178797007816	6.720511547365565e-06
0.003352875095439863	8.936032211590383e-06	8.42596676667639	3.551916355713122	0.08717925804557473	1.1525119663417538	1.4930143803732481e-05	0.003023323121928965	0.0004047536980748023	0.2833333333333333	0.005412011679852632	0.0010027061784417624	7.850907401813205e-06
0.003573312752251467	1.005131754381396e-05	8.420746348262108	3.551863084585183	0.09176161645764465	1.152171920417079	1.7354533010286678e-05	0.0033114070225386447	0.0004556004368074706	0.2916666666666667	0.005843636374443215	0.001128652361679467	9.125754812315309e-06
0.003800336291812956	1.1262816554041808e-05	8.415408706824325	3.551805098743393	0.09642848931538398	1.1518107210365516	2.007790784894771e-05	0.0036161324371045494	0.0005108629037587564	0.3	0.006294976099523849	0.0012655346443300837	1.0557821640326074e-05
0.0040338872496662875	1.2575060946709006e-05	8.409955419240681	3.551742163316074	0.10117773299729096	1.1514278491196326	2.3125723883394944e-05	0.003937804498346132	0.0005707505150436084	0.30833333333333335	0.0067662402230386125	0.001413871595709346	1.2160493508645574e-05
0.00427390754979169	1.3992587580280346e-05	8.404388038780587	3.5516740420327437	0.10600724345912958	1.151022799456245	2.6524613078943947e-05	0.0042767142409657925	0.0006354729091778723	0.31666666666666665	0.007257626476467664	0.001574182336683373	1.394777464230804e-05
