pTrkA	pAkt	TrkA	S6	NGF_TrkA	Akt	pS6	pTrkA_Akt	pAkt_S6	NGF	Values[pTrkA_total]	Values[pAkt_total]	Values[pS6_total]
0.004520339589601391	1.5519932397640963e-05	8.398708095540014	3.551600497510373	0.11091495549478866	1.1505950807803402	3.0302384908025197e-05	0.004633138821511525	0.0007052396597197052	0.325	0.007769321213584298	0.0017469858284538595	1.593428844988977e-05
0.004773126284138215	1.716162501476802e-05	8.392917096856593	3.551521291514664	0.11589884203072241	1.1501442158032267	3.448802347784777e-05	0.005007341748868739	0.0007802600168588754	0.3333333333333333	0.008301499643607631	0.0019328002331030472	1.8135276013112016e-05
0.005032211133288923	1.8922183332366967e-05	8.387016527728603	3.5514361852261906	0.1209569134137732	1.149669741263964	3.911168563266581e-05	0.005399573103494903	0.0008607426431775029	0.3416666666666667	0.00885432607433492	0.0021321422600670253	2.0566595088931612e-05
0.005297538260883915	2.0806108222421805e-05	8.381007851223963	3.5513449394938745	0.12608721671599127	1.1491712079549192	4.420469697520776e-05	0.005810069766676083	0.0009468953641512278	0.35	0.009427954139917899	0.0023455265485186378	2.3244718017438515e-05
0.005569052434787911	2.281787862666089e-05	8.374892508869145	3.5512473150628363	0.13128783507361624	1.148648180720306	4.979954420445599e-05	0.006239055647076475	0.0010389249479599628	0.35833333333333334	0.010022527010206925	0.0025734651217897203	2.6186727692733006e-05
0.005846699106633948	2.496194811164264e-05	8.368671921046166	3.5511430728145297	0.13655688701230667	1.1481002384732892	5.592986920949656e-05	0.006686741901306182	0.0011370368712617814	0.36666666666666664	0.010638177611690813	0.0028164668113011895	2.94103144572196e-05
0.006130424437662752	2.7242738484574173e-05	8.36234748738446	3.551031973997206	0.14189252578107217	1.1475269742005618	6.263046205692148e-05	0.007153327159184921	0.0012414350957376712	0.375	0.011275028840628986	0.0030750366994754526	3.29337724140836e-05
0.006420175307372781	2.966463387856796e-05	8.355920587125723	3.5509137804227935	0.14729293873214477	1.1469279949365423	6.993724938164407e-05	0.007638997740722385	0.0013523218828257648	0.38333333333333336	0.011933193754562834	0.003349675656350767	3.6775993322685864e-05
0.006715899330046376	3.2231986529052185e-05	8.349392579495957	3.550788254685155	0.15275634668866042	1.1463029217482752	7.788728422823823e-05	0.008143927873547101	0.001469897585617645	0.39166666666666666	0.012612775770892858	0.0036408798491779164	4.095646125670506e-05
0.007017544876232125	3.494910252834732e-05	8.342764804087592	3.5506551603706127	0.15828100329509912	1.1456513897302916	8.651873743807392e-05	0.008668279914198803	0.0015943604469501613	0.4	0.01331386887294185	0.003949140218504481	4.549524807512555e-05
0.007325061060334133	3.7820234461353016e-05	8.33603858118932	3.5505142622109953	0.16386519445660117	1.1449730479416393	9.587088051895557e-05	0.009212204554381407	0.0017259064634867838	0.4083333333333333	0.014036557774485002	0.004274942130883869	5.041300441436151e-05
0.007638397759061616	4.084959253394647e-05	8.329215212154741	3.550365326303639	0.16950723771233817	1.1442675593900187	0.00010598407513721074	0.00977584103519176	0.0018647291762245951	0.4166666666666667	0.014780918117243419	0.0046187648980767675	5.5730954162748246e-05
0.007957505607920206	4.404133527799599e-05	8.322295979742972	3.550208120276144	0.17520548165651095	1.1435346009822236	0.00011689975786403793	0.010359317355474814	0.0020110195209926103	0.425	0.01554701664475444	0.004981081392157862	6.147088643952029e-05
0.00828233599813497	4.739955922418423e-05	8.315282148440861	3.5500424134297797	0.18095830539046354	1.1427738634638207	0.00012866042267952772	0.010962750468382684	0.0021649657025415415	0.43333333333333335	0.01633491136659602	0.005362357715301949	6.765514639467828e-05
0.008612841083364953	5.0928304241534836e-05	8.308174964819996	3.549867976939026	0.1867641179158492	1.1419850513874712	0.00014130960840575272	0.011586246494687225	0.0023267530075693804	0.44166666666666665	0.017144651745142132	0.005763052759535082	7.430662860077084e-05
0.008948973769214398	5.463154900983323e-05	8.300975657836892	3.5496845839754676	0.19262135762404248	1.1411678830339276	0.00015489187816794493	0.01222990090966653	0.002496563701365289	0.45	0.017976278845286187	0.006183617945244787	8.144876625270428e-05
0.009290687712135898	5.851320681069371e-05	8.293685439161806	3.5494920098660785	0.1985284917370704	1.1403220903580755	0.00016945280311520813	0.012893798743275602	0.002674576885807393	0.4583333333333333	0.018829825503411668	0.006624496866791728	8.91055226073977e-05
0.009637937316055065	6.257712397502422e-05	8.286305503501863	3.54929003224667	0.20448401575815178	1.1394474189291626	0.00018503894510767804	0.013578014777608269	0.0028609683632234593	0.4666666666666667	0.01970531649212957	0.007086124958770519	9.730138187995224e-05
0.009990677719636921	6.682707783952995e-05	8.27883702888398	3.5490784311712167	0.21048645299030033	1.1385436278416146	0.00020169783455864802	0.014282613725289411	0.0030559105492257792	0.475	0.020602768660886728	0.007568929279784797	0.00010606133759209427
0.010348864794786413	7.126677404774797e-05	8.271281176981693	3.548856989268965	0.2165343539805944	1.1376104896592383	0.00021947795378692058	0.015007650428434613	0.0032595723322487082	0.48333333333333334	0.021522191103566707	0.008073328165450838	0.00011541088381813056
0.010712455133562863	7.589984493919747e-05	8.263639093392824	3.548625491848953	0.22262629604762543	1.1366477903231045	0.00023842871436065142	0.015753170034238283	0.003472118991687106	0.49166666666666664	0.022463585296419338	0.008599731026076108	0.0001253760032713738
0.011081406040244914	8.072984759839602e-05	8.255911907929834	3.5483837270193335	0.22876088278744852	1.1356553290711973	0.00025860043637164444	0.016519208175877414	0.003693712099296002	0.5	0.02342694524487367	0.00914853810294177	0.00013598315640568135
0.01145567552346608	8.576026167242623e-05	8.248100734922724	3.5481314858185655	0.23493674355834604	1.1346329183642347	0.00028004432877160523	0.017305791160398154	0.003924509407663885	0.5083333333333333	0.024412257636337795	0.009720140192693074	0.0001472592710754175
0.0118352222822833	9.099448833430157e-05	8.240206673471073	3.547868562296037	0.24115253305151976	1.1335803837806764	0.00030281246460468183	0.0181129361305993	0.004164664794359086	0.5166666666666667	0.025419501965778062	0.010314918509448084	0.0001592317295116653
0.012220005697829243	9.643584823477474e-05	8.232230807739622	3.547594753636541	0.2474069307881793	1.13249756393882	0.00032695776077895606	0.01894065124923325	0.004414328157681097	0.525	0.02644865068498047	0.010933244427154034	0.00017192835768521251
0.012609985820521028	0.000102087580275915	8.22417420721816	3.547309860249163	0.2536986406769594	1.1313843103970647	0.000352533954223908	0.01978893586501423	0.004673645351614202	0.5333333333333333	0.02749966933259862	0.01157547931895452	0.00018537741276912812
0.013005123357239735	0.00010795284040941477	8.216037926978549	3.5470136858545382	0.26002639057609467	1.1302404875536045	0.0003795955781238936	0.02065778067761616	0.004942758122338823	0.5416666666666666	0.02857251666331942	0.012241974400392264	0.00019960757064130938
0.013405379660811734	0.00011403470000330323	8.207823007952552	3.5467060375914374	0.2663889318205139	1.1290659725575352	0.0004081979398387375	0.021547167912705948	0.005221804023724521	0.55	0.02966714478750032	0.012933070520621238	0.00021464791427418646
0.01381071671465133	0.00012033614518483684	8.199530477163092	3.546386726079894	0.27278503882749655	1.1278606551944572	0.0004383970950061159	0.022457071474226535	0.005510916380100529	0.5583333333333333	0.030783499287389635	0.013649098070576737	0.00023052792011664893
0.014221097120984464	0.00012686007551013795	8.191161347986654	3.546055565513961	0.27921350864973576	1.1266244377897987	0.0004702498243788377	0.023387457111999715	0.005810224216660753	0.5666666666666667	0.03192151934938944	0.014390376811065602	0.00024727744591409884
0.014636484087033661	0.0001336093030105544	8.182716620398354	3.545712373737926	0.28567316055768427	1.125357235102206	0.0005038136091241994	0.02433828258080189	0.006119852207950644	0.575	0.033081137887350565	0.015157215745596673	0.0002649267177197964
0.015056841410218208	0.00014058655157768272	8.174197281198214	3.54535697230657	0.29216283565351303	1.1240589742085028	0.0005391466051050035	0.025309497790562845	0.006439920643325927	0.5833333333333334	0.03426228165749687	0.015949913035168607	0.0002835063163707205
0.015482133465253624	0.00014779445581497453	8.165604304265363	3.5449891865699836	0.29868139643803787	1.1227295944021152	0.0005763076189565337	0.026301044969978194	0.0067705453660608875	0.5916666666666667	0.035464871386347116	0.016768755847896343	0.0003030471649078207
0.015912325188480132	0.00015523556064926008	8.156938650772025	3.5446088457232445	0.3052277264453354	1.1213690470722446	0.0006153560816561792	0.02731285881097505	0.007111837750100297	0.6	0.03668882188003327	0.017614020301720535	0.00032358051467779633
0.01634738206346937	0.00016291232061528275	8.148201269413713	3.5442157828707983	0.3118007298500792	1.1199772955913163	0.0006563520233074338	0.028344866621142575	0.00746390466089543	0.6083333333333333	0.03793404214146424	0.018485971367747264	0.00034513793207344623
0.01678727010668562	0.00017082709910421135	8.139393096642612	3.5438098350929845	0.3183993310695249	1.1185543152033606	0.0006993560478867553	0.02939698847737491	0.007826848414129799	0.6166666666666667	0.039200435488564986	0.019384862768385504	0.00036775128525448847
0.017231955851146265	0.00017898216823199688	8.13051505686464	3.543390843482592	0.3250224744265392	1.1171000928966601	0.0007444293063764561	0.030469137363044522	0.008200766766032737	0.625	0.0404878996568382	0.02031093695354999	0.0003914527300196867
0.01768140633202257	0.00018737970812832445	8.12156806266949	3.5429586532090025	0.3316691237571782	1.1156146272910397	0.0007916334715108119	0.03156121932031376	0.008585752874487734	0.6333333333333333	0.04179632691642206	0.021264425004671694	0.00041627469652727515
0.01813558907074569	0.00019602180668091255	8.112553015034528	3.542513113560553	0.3383382620622359	1.114097928513641	0.0008410307112820304	0.032673133590481865	0.008981895283165777	0.6416666666666667	0.04312560417772388	0.02224554659562023	0.0004422498753632653
0.01859447205921998	0.00020491045933794367	8.10347080352455	3.5420540779843335	0.34502889116571217	1.1125500180737549	0.0008926836626148543	0.03380477275282396	0.009389277908052657	0.65	0.04447561309586487	0.023254509959569743	0.0004694112036984274
0.019058023744686403	0.00021404756858141782	8.094322306511494	3.5415814041413585	0.35174003133977594	1.1109709287451968	0.0009466554054735543	0.03495602287202179	0.009807980008169442	0.6583333333333333	0.045846230182969225	0.02429151181675431	0.0004977918516726416
0.019526213012475358	0.00022343494419956972	8.08510839133979	3.5410949539192718	0.3584707210210105	1.109360704427478	0.001003009435607993	0.0361267636221702	0.010238076200121649	0.6666666666666666	0.04723732689877965	0.025356737410392693	0.0005274252080636137
0.019999009171536204	0.00023307430257666503	8.075829914561501	3.5405945934997085	0.3652200164094579	1.1077194000343185	0.001061809639078283	0.03731686844085974	0.010679636416214658	0.675	0.04864876976915786	0.026450360403446598	0.0005583448668908526
0.0204763819364085	0.00024296726729253326	8.066487722080607	3.540080193355186	0.37198699122008744	1.1060470813469399	0.001123120264729904	0.038526204644651584	0.011132725935085441	0.6833333333333333	0.05008042046879521	0.027572542954319358	0.0005905846129419105
0.02095830141260331	0.00025311536847200567	8.057082649381965	3.539551628311377	0.37877073629235	1.1043438249001734	0.0011870058985024043	0.03975463358020187	0.011597405345122373	0.6916666666666667	0.05153213593707649	0.02872343562661559	0.0006241784082628009
0.021444738079086062	0.00026352004337437587	8.047615521677882	3.539008777546682	0.38557035933781075	1.1026097178375578	0.0012535314363939533	0.04100201074111163	0.012073730571925897	0.7	0.05300376846239193	0.029903177457129445	0.0006591603779416059
0.02193566277265641	0.00027418263597246635	8.03808715411644	3.538451524638379	0.3923849845842442	1.1008448577891892	0.0013227620582654503	0.04226818591045083	0.012561752858357199	0.7083333333333334	0.05449516578985113	0.031111895906466066	0.0006955647963335565
0.022431046670995925	0.0002851043973462403	8.028498351936749	3.537879757569237	0.39921375250873403	1.0990493527306284	0.0013947632012195825	0.04355300328144982	0.013061518784545314	0.7166666666666667	0.05600617120933512	0.03234970690848911	0.0007334260730626052
0.022930861276325574	0.00029628648575882535	8.018849910651962	3.5372933687549666	0.40605581952417535	1.0972233208516213	0.0014696005332496599	0.04485630158980417	0.013573070266785314	0.725	0.05753662365392329	0.03361671486783441	0.0007727787391648569
0.023435078398818664	0.0003077299668043584	8.009142616219178	3.536692255061733	0.4129103576878004	1.0953668904202356	0.0015473399267365126	0.04617791424039762	0.014096444566532054	0.7333333333333333	0.059086357793374907	0.03491301268206749	0.0008136574331521059
0.02394367013969014	0.00031943581381482935	7.999377245190044	3.5360763178101524	0.4197765544419585	1.0934801996406476	0.0016280474323630537	0.04751766942702076	0.014631674312486371	0.7416666666666667	0.060655204121390804	0.036238681796202474	0.0008560968872949982
0.02445660887499301	0.00033140490780122014	7.989554564901736	3.535445462808055	0.4266536122873702	1.0915633965243974	0.0017117892524459006	0.048875390267270606	0.015178787494500497	0.75	0.062242989056360595	0.037593792187787266	0.0009001319135996593
0.02497386723844333	0.0003436380381885132	7.979675333600204	3.5347996003352007	0.43354074856971464	1.0896166387393638	0.001798631715399222	0.050250894912015384	0.01573780750440192	0.7583333333333333	0.06384953501969673	0.03897840246763446	0.0009457973903796937
0.02549541810513474	0.00035613590271907553	7.9697403006329335	3.5341386451771726	0.4404371951498594	1.0876400934814427	0.0018886412489477506	0.05164399668092663	0.016308753128881335	0.7666666666666667	0.065474660537049	0.04039255986234891	0.0009931282481704428
0.026021234574591805	0.00036889910820223147	7.959750206568434	3.5334625166078775	0.4473421981967589	1.0856339373227673	0.0019818843550258596	0.05305450417090196	0.016891638592098256	0.775	0.06711818031594807	0.04183630031941246	0.0010421594565298473
0.02655128995424569	0.00038192817059648027	7.949705783376062	3.5327711384141827	0.45425501787934486	1.0835983560790268	0.0020784275831449515	0.054482221386672906	0.017486473557673594	0.7833333333333333	0.06877990534263755	0.04330964851221301	0.0010929260100338823
0.02708555774267137	0.00039522351570615567	7.939607754549128	3.532064438881258	0.4611749281533306	1.0815335446591097	0.0021783375054794823	0.055926947850890175	0.018093263168263787	0.7916666666666666	0.07045964296128462	0.04481261793765319	0.0011454629151757241
0.02762401161297571	0.0004087854794428318	7.9294568352667	3.5313423508046666	0.4681012164832678	1.0794397069267625	0.0022816806907753825	0.05738847872820482	0.018712008059559557	0.8	0.07215719696519819	0.04634521095071443	0.0011998051766456842
0.028166625396115107	0.00042261430841896433	7.919253732526044	3.5306048114822524	0.4750331836137387	1.0773170555532012	0.0023885236792520197	0.05886660493885242	0.019342704393497213	0.8083333333333333	0.07387236767907752	0.04790741884639372	0.0012559877841335889
0.028713373064365832	0.0004367101604649893	7.90899914528055	3.5298517627099932	0.48197014333131616	1.0751658118715794	0.00249893295757598	0.06036111327449349	0.01998534388743196	0.8166666666666667	0.07560495204330553	0.04949922193166762	0.001314045699168924
0.029264228714612237	0.0004510731050588916	7.898693764587346	3.5290831507842264	0.48891142221039585	1.072986205734191	0.0026129749331182646	0.06187178651706372	0.020639913837656326	0.825	0.07735474370064226	0.05112058958353769	0.0013740138415841694
0.02981916655207511	0.0004657031240909802	7.888338273719861	3.528298926480446	0.49585635941756206	1.0707784753595022	0.0027307159103748145	0.06339840354619673	0.021306397164179928	0.8333333333333334	0.0791215330735924	0.0527714803594219	0.0014359270771157036
