ADP_g	ADP_c	DHAP_g	GA3P_g	Glc_c	_2PGA_c	Glc6P_g	_3PGA_g	Gly3P_g	Pyr_c	DHAP_c	Fru6P_g	NAD_g	_3PGA_c	Glc_g	PEP_c	_13BPGA_g	ATP_g	AMP_c	Fru16BP_g	Gly3P_c	AMP_g	ATP_c	NADH_g
1.519	1.3165	8.483130623	2.5	0.1	0.1	0.5	0.1	10.51686938	10.0	2.23132912	0.5	2.0	0.1	0.1	1.0	0.5	0.2405	2.2418	10.0	2.76867088	4.2405	0.3417	2.0
1.520133748525609	0.9624604546885197	2.8032709164818916	0.11101849953783226	0.0084286876478024	0.5386704989584948	0.39370073513349335	11.085049877430674	1.2741044001307376	3.0880141672038914	3.5078036329125952	0.13224108247456123	3.9260753276612337	10.377902195469218	0.00805945912598185	1.3345301194145434	0.013804505116625369	4.216834964899368	0.16020047221985462	15.15902809290027	1.492196367087413	0.26303128657503666	2.777339073091646	0.07392467233876304
1.6829288380845457	0.8963128638875529	2.8371022273359214	0.11258790940274518	0.008842643878730261	0.6057942124171136	0.4015407236237519	15.02147189188319	1.2531722058148311	4.102465600043346	3.5374111230626735	0.13526288957869514	3.926776522920945	14.315152671640798	0.008473559058178868	1.4270384558182498	0.015933242307307492	3.9750734499393086	0.1344211790565541	15.305662533486787	1.4625888769373396	0.34199771197615353	2.869265957055916	0.07322347707905057
1.7595795043604932	0.8724897425891446	2.854475632347396	0.11339406158597332	0.00906230678004338	0.6361228266793717	0.4056732242914851	17.28419399283928	1.2433550795387165	4.8053645443922814	3.5517392589490715	0.13685618354341622	3.927132250800323	16.578539436421085	0.008693299369655781	1.467392293276513	0.017041800001254166	3.8549039232117663	0.12594053305866132	15.379908335453848	1.4482607410509385	0.38551657242774895	2.9015697243522176	0.07286774919966697
1.8038799260681988	0.8602296452959383	2.8650094431188733	0.11388285818463921	0.009198090014794798	0.6533503564796481	0.4082184018990289	18.736897887940085	1.2376330733457137	5.267794935476943	3.5602027174891546	0.13783761986757026	3.9273461163600794	18.031707439403483	0.008829130719161315	1.4900473340401412	0.017718156264057715	3.7832750306748433	0.12173056350537748	15.424635231451099	1.439797282510851	0.4128450432569673	2.9180397911987086	0.07265388363991315
1.8319496158239932	0.8529530529972087	2.8718889217959807	0.11420208290989459	0.009287884349384181	0.6641773879678502	0.40989765185575655	19.718854060978074	1.2339789808020791	5.58406036272787	3.56564807250279	0.13848520234186928	3.927485003670899	19.013988532360028	0.008918956961189922	1.50422243890103	0.018161476753449646	3.7369818655729867	0.1192800957827142	15.453736169785481	1.4343519274972176	0.4310685186030302	2.9277668512201007	0.07251499632909367
1.850670277840832	0.8482945448111131	2.8765710493223655	0.11441934353203762	0.009349518760141702	0.6713687332484448	0.41104848591040083	20.402270912342512	1.2315268890955737	5.8060247503624876	3.5693192687913364	0.13892903102878282	3.927579166527033	19.697635617361755	0.008980613308734679	1.5136218130684924	0.018463896640746227	3.705690986637159	0.11772986444646505	15.473494528177458	1.4306807312086731	0.443638735522019	2.9339755907424463	0.07242083347296045
1.8635570421809948	0.8451734301901624	2.879839643444149	0.1145710122159104	0.009392801216459756	0.6763084020238261	0.41185577860135414	20.88664725907016	1.2298310751747312	5.964364104354706	3.571866015670272	0.13924038122404056	3.927644725538417	20.182176832314653	0.009023911185890165	1.5200746161996423	0.018675344896973183	3.683949296425235	0.1166992700877801	15.48726556620568	1.4281339843297405	0.4524936613937791	2.9381272997220824	0.07235527446157808
1.8726135869740963	0.8430202954729993	2.8821596271031047	0.11467866310412612	0.00942365155893814	0.6797758680921367	0.4124307497181962	21.234092920452138	1.2286351595729286	6.0785143436380284	3.5736658075355816	0.13946213697033816	3.9276911696860464	20.529741507711428	0.009054772527336408	1.524603881134571	0.01882558877518086	3.6685682076247192	0.11599203644201814	15.497029037766296	1.4263341924644313	0.458818205401194	2.9409876680850076	0.07230883031394761
1.8790685386781776	0.8415054908617388	2.8838249428605818	0.11475593607384608	0.009445863218113972	0.6822456867760939	0.41284449038576126	21.485364098395017	1.2277805947674947	6.161388780969085	3.5749537793650035	0.1396217118982852	3.9277244625564283	20.781099111010477	0.009076992109255269	1.5278303294587965	0.018933518170077424	3.6575532856944695	0.11549629182415753	15.504031849388415	1.4250462206350105	0.46337817562736205	2.9429982173141265	0.07227553744356549
