Y	Z
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.23865121862227326	0.0
0.08779487694756676	0.0
0.03229793023391864	0.0
0.011881744498946698	0.0
0.004371049515807394	0.0
0.0016080192490210414	0.0
0.0005915572200486331	0.0
0.6323381804397151	0.2646763607934609
0.8647447752817932	0.7294895505319604
0.9502423835454388	0.9004847670792433
0.9816951958956273	0.9633903917869745
0.9932660389116271	0.9865320778216796
0.36540215539237103	0.3629248695493038
0.13442394070098118	0.13351259816959876
0.049451804141486144	0.04911653996062138
0.01819230203696518	0.018068965237704696
0.006692573890901393	0.006647200818222587
0.0024620603363832514	0.0024453685158066863
0.000905741378470068	0.0008996008008592031
0.0003332036395358856	0.0003309446472259076
0.00012257878236570304	0.00012174774544450891
4.5094219130682586e-05	4.478849769743964e-05
1.6589240235282198e-05	1.647677157746058e-05
6.102831947805341e-06	6.061457098303747e-06
2.245101894031638e-06	2.229880968111384e-06
8.259251756746462e-07	8.203257211696921e-07
3.0384814564921037e-07	3.017881722786352e-07
1.1178406360460352e-07	1.1102621071796447e-07
4.112089686075629e-08	4.0842113021788515e-08
1.512714439543723e-08	1.5024588184140084e-08
5.558495981129227e-09	5.520811519777293e-09
2.048793904382671e-09	2.034903871004955e-09
7.604148004990863e-10	7.552594811000745e-10
2.741827019814005e-10	2.7232384889033704e-10
9.848833833396e-11	9.782062534250294e-11
3.7978175516589286e-11	3.772069811760752e-11
1.4556547032900892e-11	1.4457859251900203e-11
5.51904473981915e-12	5.481627742684787e-12
8.54210013422173e-14	8.484187986132566e-14
-2.9046227931654103e-12	-2.8849305696284388e-12
-2.719618958642075e-12	-2.7011809898309988e-12
-2.867514861821308e-12	-2.8480742157634388e-12
-2.707772448751959e-12	-2.6894147947143344e-12
-1.6736589452456928e-12	-1.6623121823716342e-12
-1.3014644065084591e-12	-1.2926409792199009e-12
-8.660359545888542e-13	-8.60164564456132e-13
-4.352679677476889e-13	-4.323170186130083e-13
-4.2077302684165797e-13	-4.179203478221561e-13
-4.0627808593562705e-13	-4.035236770313038e-13
-3.9178314502959607e-13	-3.8912700624045144e-13
-3.7728820412356515e-13	-3.7473033544959915e-13
-3.627932632175342e-13	-3.603336646587469e-13
-3.482983223115033e-13	-3.459369938678946e-13
-3.3380338140547233e-13	-3.315403230770423e-13
-3.1930844049944145e-13	-3.1714365228619003e-13
-3.048134995934105e-13	-3.0274698149533773e-13
-2.9031855868737955e-13	-2.8835031070448544e-13
-2.758236177813486e-13	-2.7395363991363315e-13
-2.613286768753177e-13	-2.595569691227809e-13
-2.4683373596928673e-13	-2.451602983319286e-13
-2.3233879506325576e-13	-2.307636275410763e-13
-2.1784385415722486e-13	-2.16366956750224e-13
-2.0334891325119394e-13	-2.0197028595937173e-13
-1.8885397234516299e-13	-1.8757361516851943e-13
-1.7435903143913206e-13	-1.7317694437766714e-13
-1.5986409053310111e-13	-1.5878027358681485e-13
-1.453691496270702e-13	-1.4438360279596258e-13
-1.3087420872103924e-13	-1.2998693200511026e-13
-1.1637926781500832e-13	-1.15590261214258e-13
-1.0188432690897737e-13	-1.011935904234057e-13
-8.738938600294643e-14	-8.67969196325534e-14
-7.289444509691551e-14	-7.240024884170112e-14
-5.839950419088456e-14	-5.800357805084883e-14
-4.390456328485363e-14	-4.360690725999655e-14
-2.9409622378822685e-14	-2.9210236469144256e-14
-1.4914681472791754e-14	-1.4813565678291972e-14
-1.402639275245656e-14	-1.3931299213267616e-14
-1.35438718906639e-14	-1.3452049657026602e-14
-1.3061351028871244e-14	-1.2972800100785588e-14
-1.2578830167078585e-14	-1.2493550544544574e-14
-1.2096309305285927e-14	-1.201430098830356e-14
-1.161378844349327e-14	-1.1535051432062546e-14
-1.1131267581700613e-14	-1.1055801875821534e-14
-1.0648746719907956e-14	-1.0576552319580521e-14
-1.0166225858115298e-14	-1.0097302763339507e-14
-9.68370499632264e-15	-9.618053207098493e-15
-9.201184134529981e-15	-9.138803650857478e-15
-8.718663272737324e-15	-8.659554094616465e-15
-8.236142410944666e-15	-8.180304538375451e-15
-7.753621549152009e-15	-7.701054982134437e-15
-7.27110068735935e-15	-7.221805425893425e-15
-6.788579825566692e-15	-6.74255586965241e-15
-6.306058963774034e-15	-6.263306313411396e-15
-5.823538101981377e-15	-5.784056757170382e-15
-5.341017240188719e-15	-5.304807200929369e-15
-4.8584963783960614e-15	-4.825557644688355e-15
-4.375975516603403e-15	-4.346308088447342e-15
