Z1	Z2	Z3	Z4	E1	E2	E3	E4
0.5	10.0	10.0	100.0	0.0005005005005005005	0.0	0.0	0.0
0.500255591824455	9.999797186106578	9.999950687829237	99.99991951285672	0.00024490867604549623	0.00020281389341848504	4.931217075869915e-05	8.048714330740287e-05
0.5003078585465879	9.999793575467178	9.99993352045658	99.9998703024767	0.0001926419539122655	0.00020642453282428445	6.64795434168708e-05	0.00012969752333227675
0.5003252361446778	9.999809178661678	9.999934700735501	99.9998681806883	0.00017526435582251393	0.00019082133831871891	6.529926449623436e-05	0.00013181931176659136
0.500338175298446	9.999823844993761	9.999939132142655	99.99987643089376	0.00016232520205416257	0.00017615500623023784	6.086785733673615e-05	0.0001235691063047324
0.5003501265274303	9.999837027553442	9.999943636268618	99.99988550589237	0.00015037397307003167	0.0001629724465441925	5.636373137116219e-05	0.00011449410765863672
0.5003612579993555	9.999849130436006	9.999947823828112	99.99989401211253	0.00013924250114491233	0.00015086956397995373	5.217617187845061e-05	0.00010598788748786053
0.5003715798740374	9.99986031947291	9.99995169518596	99.99990187791344	0.00012892062646284943	0.00013968052707150503	4.8304814032516345e-05	9.812208661311472e-05
0.500381137917203	9.999870676398402	9.999955277365764	99.99990915497447	0.00011936258329717864	0.00012932360158086575	4.472263422385966e-05	9.084502556511673e-05
0.5003899866799971	9.999880264447237	9.999958593288115	99.99991589079511	0.00011051382050293968	0.00011973555274905035	4.140671187569898e-05	8.410920495037609e-05
0.5003981787204026	9.999889140830044	9.999961663025287	99.99992212645522	0.00010232178009744569	0.00011085916994416965	3.833697470541747e-05	7.787354481909918e-05
0.5004057628837448	9.999897358460098	9.999964504924082	99.99992789927825	9.473761675523373e-05	0.00010264153988859067	3.549507591148886e-05	7.21007217896956e-05
0.5004127843703213	9.999904966322653	9.999967135932728	99.99993324370041	8.771613017864133e-05	9.503367733311238e-05	3.2864067265985326e-05	6.675629961185774e-05
0.5004192850027953	9.999912009751723	9.999969571732118	99.99993819157783	8.121549770471673e-05	8.799024826443161e-05	3.042826787640668e-05	6.180842219768565e-05
0.5004253034833714	9.999918530699157	9.999971826833036	99.9999427723891	7.519701712850676e-05	8.14693008314468e-05	2.817316695984171e-05	5.722761090274332e-05
0.5004308756290347	9.999924567987918	9.999973914663776	99.99994701341363	6.962487146538501e-05	7.54320120694006e-05	2.6085336218965804e-05	5.298658638544592e-05
0.5004360345880952	9.99993015754692	9.999975847651461	99.9999509398967	6.446591240491398e-05	6.984245306722768e-05	2.4152348532031556e-05	4.906010332626779e-05
0.5004408110402043	9.999935332628072	9.999977637297084	99.99995457520201	5.968946029571968e-05	6.466737191968886e-05	2.2362702909978402e-05	4.542479801730322e-05
0.5004452333811487	9.999940124006885	9.999979294244959	99.99995794095283	5.5267119351392076e-05	5.9875993103477477e-05	2.0705755035095073e-05	4.205904718727753e-05
0.500449327893744	9.999944560167926	9.999980828346883	99.99996105716235	5.117260675611644e-05	5.543983206275563e-05	1.9171653110359187e-05	3.894283765866633e-05
0.5004531189057253	9.999948667476122	9.999982248721436	99.99996394235417	4.7381594774753977e-05	5.1332523868017165e-05	1.7751278559023792e-05	3.605764585066087e-05
0.5004566289358251	9.999952470335245	9.999983563808797	99.99996661367365	4.387156467502684e-05	4.7529664746998026e-05	1.6436191194377126e-05	3.33863263710285e-05
