PGA	GAP	DPGA	RuBP	Ru5P	Pi
2.4	0.02	0.0011000000000000003	2.0	0.0501	6.347699999999999
0.16183580760712352	1.9957441226759696	1.5722516745584894	0.8335677965579401	0.03151289859925808	5.8192682288847895
0.12472527534709096	3.139180496566953	0.7922356473992455	0.6478755950073547	0.03652900459511784	6.639342738677637
0.12215190333319514	3.4497417419820984	0.531469217468884	0.6360353851523405	0.03747146346028309	6.875625685981974
0.12259787979280058	3.501019484673269	0.5036319866921525	0.6387356710667939	0.03761326517738487	6.874034054838654
0.12294741551114624	3.525855454565434	0.5032906795647407	0.6407451204340167	0.03767792910143363	6.845447600824471
0.12320934268340455	3.5496293721413386	0.5046691479699368	0.6422741517863387	0.037738790642362234	6.815535895020343
0.12344703320104662	3.5734822350190596	0.5059963024788752	0.6436724509298185	0.037799242045852686	6.785933982916654
0.12367707724532011	3.597262616063786	0.5072656689992205	0.6450287724281124	0.037858909753089025	6.756612514083139
0.12390281762589231	3.6209111802857388	0.5085068607284202	0.6463608334421419	0.03791765488888868	6.727532958858356
0.12412491177413253	3.644415555079429	0.5097281649369899	0.6476721180761813	0.03797546399919162	6.698683503120905
0.12434353472768939	3.6677742467963674	0.5109315462676388	0.6489635669637248	0.03803235212686762	6.670059639886348
0.12455877862347016	3.6909878385753143	0.5121176505371366	0.6502356847335029	0.038088339203186	6.641658373056751
0.12477072035736417	3.7140572784998818	0.513286875571138	0.6514888958600457	0.03814344550589072	6.613477012774497
0.12497943267403214	3.736983576548504	0.5144395695662592	0.6527236028855168	0.03819769088036509	6.585512954993547
0.12518498598571376	3.759767753314049	0.5155760654137691	0.6539401959509907	0.038251094626968	6.5577636433437485
0.12538744871382992	3.782410831093557	0.5166966866264615	0.6551390545774936	0.038303675498753444	6.530226562285951
0.12558688739239063	3.804913832069226	0.5178017484344105	0.6563205481991106	0.038355451716842806	6.502899235554498
0.12578336673959414	3.827277777418333	0.5188915582615959	0.6574850365300356	0.03840644098737173	6.475779225271437
0.12597694971194232	3.8495036869303916	0.5199664158680024	0.658632869841039	0.03845666051900271	6.448864131420579
0.1261676975621471	3.8715925784909158	0.5210266135971512	0.6597643892565808	0.03850612703933705	6.422151591200136
0.12635566989518252	3.893545467580533	0.5220724366311921	0.6608799270433382	0.038554856810712315	6.395639278364511
0.12654092471833162	3.915363366933702	0.5231041631487994	0.6619798068675168	0.0386028656456395	6.369324902669693
0.12672351849259217	3.937047286133698	0.524122064537208	0.6630643440601978	0.038650168921763796	6.343206209257134
0.12690350618017268	3.958598231287855	0.5251264055650939	0.6641338458635875	0.038696781595644866	6.317280978078965
0.12708094129332242	3.980017204646494	0.5261174446037559	0.6651886116820833	0.03874271821765351	6.291547023270852
0.12725587593727491	4.001305204347533	0.5270954337745499	0.6662289333116395	0.03878799294133177	6.266002192601482
0.12742836085771586	4.022463224083192	0.5280606191538987	0.6672550951631959	0.038832619549634816	6.240644366875267
0.12759844547577384	4.043492252900404	0.5290132409017498	0.6682673745084314	0.03887661143112423	6.215471459372335
0.12776617793564488	4.064393274879088	0.5299535334482148	0.6692660416265903	0.038919981648815084	6.1904814153868415
