P	O	C
12.03	0.14	0.14
12.030172031569139	0.139673641575652	0.139673641575652
12.030340376881725	0.13937786816208847	0.13937786816208847
12.030505114678636	0.1391097875374307	0.1391097875374307
12.030666322030148	0.1388667813965374	0.1388667813965374
12.030824074369994	0.13864647958365636	0.13864647958365636
12.030978445529778	0.13844673647077818	0.13844673647077818
12.031129507772551	0.13826560972641386	0.13826560972641386
12.031277331825764	0.13810134102051388	0.13810134102051388
12.031421986913537	0.13795233854094466	0.13795233854094466
12.031563540788198	0.13781716139546465	0.13781716139546465
12.031702059761301	0.13769450505530928	0.13769450505530928
12.031837608733886	0.13758318860702737	0.13758318860702737
12.031970251226197	0.1374821429570929	0.1374821429570929
12.032100049406734	0.13739040026020755	0.13739040026020755
12.032227064120756	0.13730708431559316	0.13730708431559316
12.032351354918145	0.13723140187777852	0.13723140187777852
12.032472980080728	0.13716263479875748	0.13716263479875748
12.03259199664903	0.13710013291031387	0.13710013291031387
12.032708460448466	0.13704330757635005	0.13704330757635005
12.032822426114988	0.1369916258618168	0.1369916258618168
12.032933947120213	0.13694460525265947	0.13694460525265947
12.03304307579602	0.13690180887982217	0.13690180887982217
12.033149863358638	0.13686284119283287	0.13686284119283287
12.033254359932233	0.13682734404379163	0.13682734404379163
12.033356614572016	0.1367949931399348	0.1367949931399348
12.03345667528685	0.13676549483648867	0.13676549483648867
12.033554589061396	0.13673858325106017	0.13673858325106017
12.03365040187781	0.1367140175935936	0.1367140175935936
12.033744158736962	0.1366915798177836	0.1366915798177836
12.033835903679238	0.13667107245971966	0.13667107245971966
12.033925679804891	0.13665231669614095	0.13665231669614095
12.03401352929397	0.13663515056626213	0.13663515056626213
12.03409949342584	0.13661942737954258	0.13661942737954258
12.034183612598271	0.13660501426943347	0.13660501426943347
12.034265926346176	0.13659179088547754	0.13659179088547754
12.034346473359896	0.13657964820584131	0.13657964820584131
12.034425291503142	0.13656848746581524	0.13656848746581524
12.034502417830549	0.13655821918748218	0.13655821918748218
12.034577888604865	0.13654876230177956	0.13654876230177956
12.034651739313775	0.13654004334601547	0.13654004334601547
12.034724004686367	0.13653199575543515	0.13653199575543515
12.034794718709266	0.13652455920000287	0.13652455920000287
12.034863914642422	0.13651767900355377	0.13651767900355377
12.034931625034556	0.13651130560086394	0.13651130560086394
12.0349978817383	0.13650539406209922	0.13650539406209922
12.035062715925008	0.13649990364753015	0.13649990364753015
12.035126158099246	0.13649479741845008	0.13649479741845008
12.03518823811299	0.1364900418725007	0.1364900418725007
12.035248985179534	0.13648560662356643	0.13648560662356643
12.035308427887063	0.13648146410323647	0.13648146410323647
12.035366594212007	0.13647758929939027	0.13647758929939027
12.035423511532032	0.1364739595111827	0.1364739595111827
12.035479206638836	0.13647055413439194	0.13647055413439194
12.035533705750614	0.13646735446092845	0.13646735446092845
12.035587034524292	0.13646434350279282	0.13646434350279282
12.03563921806749	0.136461505827695	0.136461505827695
12.03569028095024	0.13645882741504517	0.13645882741504517
12.035740247216456	0.13645629552122535	0.13645629552122535
12.03578914039514	0.1364538985612151	0.1364538985612151
12.035836983511388	0.1364516259982674	0.1364516259982674
12.035883799097128	0.13644946824704665	0.13644946824704665
12.035929609201657	0.13644741658312595	0.13644741658312595
12.035974435401931	0.1364454630635234	0.1364454630635234
12.036018298812657	0.13644360045257686	0.13644360045257686
12.03606122009616	0.13644182215672235	0.13644182215672235
12.036103219472048	0.13644012216372178	0.13644012216372178
12.036144316726663	0.1364384949892661	0.1364384949892661
12.036184531222332	0.136436935627141	0.136436935627141
12.036223881906436	0.13643543950536283	0.13643543950536283
12.03626238732027	0.13643400244539708	0.13643400244539708
12.036300065607723	0.13643262062641145	0.13643262062641145
12.036336934523765	0.1364312905506579	0.1364312905506579
12.036373011442773	0.13643000901491692	0.13643000901491692
12.036408313366659	0.13642877308388818	0.13642877308388818
12.03644285693282	0.1364275800642474	0.1364275800642474
12.036476658421973	0.13642642748280295	0.13642642748280295
12.036509733765723	0.1364253130680433	0.1364253130680433
12.036542098554083	0.136424234728997	0.136424234728997
12.036573768042768	0.13642319054000032	0.13642319054000032
12.036604757160305	0.1364221787270977	0.1364221787270977
12.036635080515111	0.13642119765118177	0.13642119765118177
12.036664752402258	0.13642024579974066	0.13642024579974066
12.036693786810243	0.1364193217723186	0.1364193217723186
12.036722197427515	0.13641842427222797	0.13641842427222797
12.036749997648899	0.13641755209743625	0.13641755209743625
12.036777200581911	0.13641670413053525	0.13641670413053525
12.036803819052853	0.1364158793336327	0.1364158793336327
12.036829865612892	0.13641507673936262	0.13641507673936262
12.036855352543911	0.13641429544619046	0.13641429544619046
12.036880291864286	0.13641353461221126	0.13641353461221126
12.036904695334547	0.13641279344960308	0.13641279344960308
12.036928574462868	0.13641207122111113	0.13641207122111113
12.036951940510486	0.1364113672346111	0.1364113672346111
12.03697480449701	0.13641068084018515	0.13641068084018515
12.036997177205569	0.1364100114260242	0.1364100114260242
12.03701906918788	0.13640935841577748	0.13640935841577748
12.037040490769208	0.13640872126652617	0.13640872126652617
12.037061452053067	0.1364080994643314	0.1364080994643314
12.037081962926315	0.13640749252228393	0.13640749252228393
12.037102033064013	0.1364068999783906	0.1364068999783906
