Osteoclasts	Osteoblasts	BoneMass	Tumour	Values[y1]	Values[y2]	Values[C_bar]	Values[B_bar]	Values[gamma]
15.000000000000002	316.00000000000006	100.0	1.0	10.006190038426393	0.09851132758132053	4.993809961573606	315.9014886724187	-0.37340000000000007
15.194461493203187	368.9102665857738	99.25975263324291	1.0232341865441432	10.200651531629578	53.00877791335512	4.993809961573606	315.9014886724187	-0.37340000000000007
15.168231462185116	421.05283874005147	98.54711591103056	1.0468882670606174	10.174421500611508	105.15135006763279	4.993809961573606	315.9014886724187	-0.37340000000000007
14.962315211551719	471.6628700231202	97.87629663587742	1.070967078396239	9.968505249978111	155.76138135070153	4.993809961573606	315.9014886724187	-0.37340000000000007
14.613705630542093	520.1442258611246	97.25814557712884	1.0954754602833758	9.619895668968486	204.24273718870592	4.993809961573606	315.9014886724187	-0.37340000000000007
14.154922758574864	566.0490564157753	96.70057980039775	1.1204182543921875	9.161112797001259	250.14756774335666	4.993809961573606	315.9014886724187	-0.37340000000000007
13.61399387318735	609.0569882624072	96.20900817390297	1.1458003033769608	8.620183911613744	293.15549958998855	4.993809961573606	315.9014886724187	-0.37340000000000007
13.014681676184233	648.9552441705217	95.78673509711754	1.17162644991703	8.020871714610625	333.05375549810304	4.993809961573606	315.9014886724187	-0.37340000000000007
12.376841985508918	685.6203800856641	95.43532952339245	1.1979015357526317	7.3830320239353115	369.71889141324533	4.993809961573606	315.9014886724187	-0.37340000000000007
11.716838001584437	719.0019491581403	95.1549536891642	1.2246304007160436	6.723028040010829	403.1004604857215	4.993809961573606	315.9014886724187	-0.37340000000000007
11.04796686296848	749.108173557398	94.94465038121108	1.2518178817583476	6.0541569013948715	433.2066848849793	4.993809961573606	315.9014886724187	-0.37340000000000007
10.380872387467495	775.9935698050747	94.80259016057437	1.279468811972172	5.387062425893887	460.0920811326559	4.993809961573606	315.9014886724187	-0.37340000000000007
9.723929462133729	799.7483980391023	94.72628138777597	1.3075880196107612	4.730119500560122	483.8469093666835	4.993809961573606	315.9014886724187	-0.37340000000000007
9.083592883585222	820.4897679308581	94.71274658910193	1.3361803271037294	4.089782922011616	504.5882792584394	4.993809961573606	315.9014886724187	-0.37340000000000007
8.464708058067526	838.3542197650179	94.7586689441425	1.365250550069844	3.4708980964939196	522.4527310925992	4.993809961573606	315.9014886724187	-0.37340000000000007
7.87078379175852	853.4915994099177	94.8605126371187	1.394803496327202	2.8769738301849133	537.5901107374989	4.993809961573606	315.9014886724187	-0.37340000000000007
7.304229066814768	866.0600545310118	95.0146206162924	1.4248439649011495	2.310419105241161	550.1585658585932	4.993809961573606	315.9014886724187	-0.37340000000000007
6.766556600766338	876.2219926962921	95.21729301973211	1.4553767450303003	1.7727466391927305	560.3205040238734	4.993809961573606	315.9014886724187	-0.37340000000000007
6.258556405041307	884.1408574390882	95.46484920150635	1.4864066151710125	1.2647464434677005	568.2393687666695	4.993809961573606	315.9014886724187	-0.37340000000000007
5.7804426660423855	889.9785943622835	95.75367595939062	1.5179383420006758	0.7866327044687793	574.0771056898648	4.993809961573606	315.9014886724187	-0.37340000000000007
5.331977189991583	893.8936950263077	96.08026424193233	1.549976679420171	0.3381672284179764	577.9922063538891	4.993809961573606	315.9014886724187	-0.37340000000000007
4.91257245958362	896.0397210762349	96.44062989641876	1.5825263675591603	0.0	580.1382324038161	4.993809961573606	315.9014886724187	-0.37340000000000007
4.521377097755048	896.56422467473	96.81187859930381	1.6155921317647608	0.0	580.6627360023112	4.993809961573606	315.9014886724187	-0.37340000000000007
4.157346259195754	895.6079932092892	97.18298194411388	1.6491786816233533	0.0	579.7065045368706	4.993809961573606	315.9014886724187	-0.37340000000000007
3.8192991856150296	893.3045575070856	97.55303609326322	1.6832907099501788	0.0	577.4030688346668	4.993809961573606	315.9014886724187	-0.37340000000000007
3.5059658937632605	889.7799117981479	97.92122020235256	1.7179328917962284	0.0	573.8784231257291	4.993809961573606	315.9014886724187	-0.37340000000000007
