V	h1	x1	n1	c	Values[i_Na]	Values[Vs]	Values[m_infinity]	Values[alpha_m]	Values[beta_m]	Values[h_infinity]	Values[alpha_h]	Values[beta_h]	Values[tau_h]	Values[x_infinity]	Values[i_Ca]	Values[n_infinity]	Values[i_K]	Values[alpha_n]	Values[beta_n]	Values[tau_n]	Values[i_K_Ca]	Values[i_L]
-54.91677832000487	0.9006458810369604	0.2721741347557515	0.030158636451168477	0.40014746520952676	0.0003951849633618109	12.31961501111411	0.010890912813217956	0.0890893324259457	8.091063603682477	0.9052277328214817	0.1319620645479367	0.013815688125003884	85.74696598625958	0.32354740109821145	0.23112150665493275	0.031236772811460346	-4.984268679033709e-06	0.006064149682118427	0.188070811657216	64.38819630303924	-0.26783112409100013	0.0447503349600146
-54.90833702539751	0.9006982399332375	0.2723928685725369	0.03017546645080496	0.40016275092801845	0.00039674397087303157	12.329820536294406	0.010905365649087258	0.08915829761532493	8.086477484279541	0.9050975325039111	0.1318947446166494	0.013829599865617152	85.77839237781677	0.3238245879248079	0.23128425488071777	0.031264730546456475	-4.9975035090538534e-06	0.006068978160887719	0.18804682116992	64.39455233985248	-0.26794938309811694	0.044725011076192527
-54.899875144892796	0.9007484614461138	0.27261185229883694	0.03019246696764612	0.4001781349518355	0.00039831186588313737	12.340050949824615	0.010919872246613926	0.08922748026023541	8.081882789633571	0.9049668552111856	0.13182729498006748	0.013843559395371375	85.80989006753288	0.32410257487630684	0.23144712223189212	0.03129277948236831	-5.01088469274954e-06	0.006073822016480315	0.18802277524815592	64.40092292270937	-0.2680679578130238	0.04469962543467837
-54.89139292519814	0.9007965663462545	0.2728310882574565	0.030209636737806494	0.40019361735253955	0.0003998886684929805	12.350305953435438	0.01093443233972735	0.08929687873204335	8.077279671164098	0.904835703454001	0.13175971783734286	0.01385756642142436	85.84145806336454	0.32438135460850837	0.23161011115473154	0.03132091898465308	-5.024412123879715e-06	0.006078681136237085	0.18799867461490083	64.40730785732951	-0.2681868450318375	0.044674178775594424
-54.882890605908365	0.9008425751666078	0.27305057872551813	0.030226974506819344	0.40020919820305884	0.0004014743998368536	12.360585257456776	0.01094904567309102	0.08936649145591656	8.072668276153886	0.9047040796467578	0.13169201532732952	0.013871620661521918	85.87309539971481	0.324660919996428	0.23177322403838124	0.031349148440337794	-5.0380857053721314e-06	0.006083555411255211	0.18797451997261508	64.41370695485612	-0.26830604164599653	0.0446486718177251
-54.87436842141259	0.9008865082241301	0.2732703259468229	0.03024447903140337	0.40022487757738173	0.0004030690817579077	12.37088857851218	0.010963711998880393	0.089436316895363	8.068048748791895	0.9045719861366032	0.1316241895438826	0.013885721840887502	85.90480113032577	0.32494126407201146	0.2319364632305015	0.031377467251758086	-5.0519053499738944e-06	0.006088444735305952	0.18795031200866977	64.42012003041802	-0.2684255446167203	0.04462310526423775
-54.86582659933842	0.9009283856018605	0.2734903321217618	0.030262149078044826	0.4002406555508072	0.00040467273710179086	12.381215641399848	0.010978431079507122	0.08950635356510676	8.06342122933731	0.9044394251789073	0.13155624252357317	0.01389986969483218	85.9365743340575	0.325222380075671	0.23209983102440915	0.0314058748417882	-5.065870979652405e-06	0.00609334900573669	0.18792605139093585	64.42654690429802	-0.2685453509958577	0.04459747979801524
-54.8572653614675	0.9009682271597164	0.2737105994132531	0.030279983423802857	0.40025653219979684	0.00040628538956886235	12.391566177985794	0.01099320268609797	0.08957660002373598	8.058785854624238	0.9043063989509842	0.13148817625308545	0.013914063967280885	85.96841411147074	0.32550426142657396	0.2322633296665675	0.031434370650867786	-5.079982525861087e-06	0.0060982681229564935	0.1879017387703943	64.43298740124132	-0.2686654579136271	0.044571796084402496
-54.84868492449796	0.9010060525442656	0.27393112995168767	0.03029798085688862	0.40027250760185346	0.0004079070635910262	12.401939926281969	0.011008026597226788	0.08964705486757686	8.054142758482014	0.9041729095635257	0.13141999267537732	0.013928304409544321	86.00031958198115	0.325786901697898	0.23242696136282442	0.03146295413452469	-5.094239929698338e-06	0.006103201990007531	0.18787737478330988	64.43944134987959	-0.26878586256840725	0.04454605477349386
-54.84008549894666	0.9010418811748374	0.27415192582780895	0.03031614017581044	0.4002885818356965	0.00040953778454474874	12.412336631773499	0.011022902600857011	0.08971771673983343	8.049492071148343	0.9040389590431237	0.13135169368105135	0.013942590782175768	86.03228988793194	0.3260702946533355	0.23259072826932192	0.0314916247670906	-5.1086431415767255e-06	0.006108150513205517	0.18785296004812252	64.44590858355423	-0.2689065622414485	0.04452025649683995
-54.83146728969683	0.901075732250217	0.27437298909626456	0.030334460189827675	0.4003047549811744	0.00041117757866770976	12.422756046756518	0.011037830493447772	0.08978858432623325	8.044833919573708	0.9039045493403401	0.13128328111281284	0.013956922854101543	86.06432419254583	0.3263544342294405	0.23275463249696113	0.031520382039942736	-5.1231921213575e-06	0.006113113601835151	0.1878284951670114	64.45238893990198	-0.26902755428954267	0.0444944018690905
-54.82283049629262	0.9011076247523483	0.27459432177751697	0.030352939719182945	0.40032102711921747	0.0004128264730200059	12.433197929982228	0.011052810079492674	0.08985965635273911	8.040168427588036	0.9037696823338758	0.1312147567679062	0.013971300402168343	86.09642167881996	0.3266393145262807	0.2329186761137875	0.031549225460583356	-5.137886838404521e-06	0.006118091167990287	0.18780398072673954	64.45888226063096	-0.2691488361410819	0.04446849148887783
-54.81417531321936	0.9011375774527476	0.27481592585966985	0.030371577594984846	0.4003373983317925	0.00041448449544826153	12.443662046317797	0.011067841171079656	0.08993093158336768	8.035495716059337	0.9036343598345498	0.13114612240043388	0.013985723210711301	86.12858154847362	0.3269249297985308	0.23308286114726726	0.031578154551761856	-5.152727271408482e-06	0.00612308312642149	0.18777941729945796	64.46538839130757	-0.269270405292307	0.044442525939658056
-54.80550193006698	0.9011656089120021	0.27503780329952066	0.03039037265963582	0.4003538687018766	0.0004161516745679945	12.454148166549018	0.011082923587651523	0.09000240881896497	8.030815902988644	0.903498583587471	0.13107737972274078	0.01400019107131536	86.16080302133186	0.32721127445040993	0.23324718958558882	0.031607168850985135	-5.167713408612612e-06	0.006128089394450688	0.18775480544317685	64.47190718123154	-0.26939225930512456	0.04441650579020092
-54.79681053174005	0.9011917374820331	0.27525995602392245	0.030409323767042102	0.40037043831342356	0.000417828039737774	12.46465606712627	0.011098057155683268	0.09007408689559157	8.02612910362997	0.9033623552749598	0.13100853040716595	0.014014703782496932	86.19308533453591	0.32749834302906095	0.23341166337935645	0.031636267909868655	-5.182845247884014e-06	0.006133109891858326	0.18773014570236923	64.47843848327592	-0.2695143958042958	0.04439043159522015
-54.7881012986887	0.9012159813096027	0.2754823859312833	0.030428429782725006	0.4003871072513266	0.0004195136210292423	12.475185529885351	0.011113241708320724	0.09014596468272904	8.021435430621109	0.9032256765198143	0.13093957608795484	0.014029261149349234	86.22542774167633	0.3277861302172249	0.233576284443461	0.031665451293415164	-5.198122796716251e-06	0.006138144540758132	0.18770543860863342	64.48498215371147	-0.2696368124743476	0.044364303896066104
-54.779374405925495	0.9012383583277861	0.275705094885185	0.030447689582587277	0.40040387560157636	0.0004212084494255042	12.48573634323607	0.011128477087137474	0.09021804109151023	8.016734993460371	0.9030885488695132	0.13087051835356173	0.01404386298521786	86.25782951643431	0.32807463086604	0.23374105464892317	0.03169471858336316	-5.213546071626805e-06	0.006143193266173917	0.18768068467791152	64.49153805294318	-0.2697595070727509	0.044338123217776484
-54.770630023196425	0.901258886258264	0.2759280847154922	0.03046710205303087	0.40042074345123363	0.00042291255680517164	12.496308301955523	0.01114376314188706	0.09029031507344423	8.012027898606272	0.9029509737984655	0.13080135874810306	0.014058509111452884	86.29028995193451	0.3283638399897515	0.23390597582426187	0.03172406937767719	-5.229115098178825e-06	0.0061482559959506605	0.1876558844109832	64.49810604537932	-0.2698824774276358	0.04431189006958926
-54.76186831641728	0.9012775826254767	0.27615135722767375	0.030486666092556396	0.40043771088819846	0.00042462597568481883	12.506901205451513	0.011159099728037011	0.09036278560866601	8.007314250257528	0.9028129527302219	0.1307320987828072	0.014073199355036987	86.32280835540219	0.32865375271852826	0.23407104976731982	0.03175350328578345	-5.244829911697663e-06	0.006153332659931788	0.18763103829754724	64.50468599835021	-0.2700057214185477	0.044285604949251815
-54.75308944717181	0.9012944647526091	0.27637491419954546	0.03050638061109304	0.4004547780012904	0.00042634873932590443	12.517514858369282	0.0111744867076829	0.09043545171018418	8.00259415008855	0.9026744870292633	0.13066273993211958	0.01408793354945373	86.35538405001788	0.32894436431532964	0.23423627824108514	0.03178301993030057	-5.260690556938108e-06	0.006158423190257001	0.18760614681480486	64.51127778248342	-0.2701292369831762	0.04425926834151543
-54.744293572736844	0.9013095497629597	0.27659875738143797	0.03052624452989719	0.40047194488024507	0.0004280808817431989	12.528149070561156	0.011189923949544428	0.09050831242378188	7.997867697269001	0.9025355780010522	0.13059328363398073	0.014102711534675638	86.38801637481474	0.32923567017536337	0.2344016629738679	0.031812618947005815	-5.276697088005813e-06	0.0061635275213556395	0.18758121042753767	64.51788127168282	-0.27025302211702434	0.04423288071821051
-54.735480845967565	0.9013228545805985	0.27682288849546693	0.030546256781222875	0.40048921161573203	0.0004298224377405583	12.538803657225202	0.011205411329207472	0.09058136682907673	7.9931349884083085	0.9023962268898704	0.13052373128900183	0.014117533157387658	86.42070468509392	0.32952766583017323	0.23456720565833053	0.03184229998527237	-5.292849568158687e-06	0.006168645590021306	0.18755622958778978	64.52449634321266	-0.2703770748749489	0.0442064425379027
-54.726651415791984	0.9013343959341307	0.27704730923871895	0.03056641630898697	0.4005065782992756	0.00043157344282829734	12.549478438307489	0.011220948728295654	0.09065461403553153	7.98839611782723	0.9022564348862907	0.13045408426444607	0.014132398270186001	86.45344835058103	0.32982034693154666	0.23473290795552063	0.03187206270645484	-5.309148070139742e-06	0.006173777335132652	0.18753120473627613	64.53112287732439	-0.27050139336454015	0.044179954247375954
-54.71780542720039	0.9013441903578855	0.2772720212831911	0.030586722068609722	0.40052404502325656	0.00043333393323764373	12.560173238514736	0.01123653603452571	0.0907280531826409	7.983651177557795	0.9021162031266942	0.13038434389421968	0.014147306731623649	86.4862467554557	0.3301137092521254	0.23489877149475946	0.031901906783971166	-5.325592676075486e-06	0.006178922697666787	0.1875061363023593	64.53776075726273	-0.2706259757462661	0.044153416281601146
-54.70894302132379	0.9013522541936275	0.2774970262763014	0.03060717302699259	0.4005416118808995	0.00043510394591795236	12.570887887219541	0.011252173141606502	0.09080168343938051	7.978900257390916	0.9019755326941945	0.130314511479563	0.014162258406106167	86.51909929805187	0.3304077486830677	0.23506479787426005	0.03193183190308462	-5.3421834774478555e-06	0.006184081620660965	0.1874810247042781	64.54440986920483	-0.27075082023242575	0.04412682906397135
-54.70006433532917	0.9013586035919285	0.27772232584021256	0.03062776816212839	0.4005592789662894	0.0004368835185703134	12.581622218587029	0.011267859949461181	0.09087550400517798	7.974143444825789	0.9018344246166554	0.13024458828829846	0.014177253164096515	86.55200539123655	0.33070246123778757	0.23523098866023254	0.0319618377613045	-5.358920574859265e-06	0.006189254049280914	0.1874558703488571	64.55107010233712	-0.27087592508855796	0.0441001930059875
-54.69116950274144	0.9013632545144137	0.2779479215739186	0.03064850646355825	0.4005770463743203	0.00043867268959640817	12.592376071185598	0.011283596363695836	0.0909495141073365	7.969380825247947	0.9016928798714875	0.13017457555743928	0.0141922908815995	86.58496446120706	0.33099784304152985	0.23539734538951426	0.03199192406734486	-5.3758040782778395e-06	0.006194439930640628	0.18743067363242527	64.55774134861183	-0.27100128862913	0.044073508508224314
-54.68225865353027	0.9013662227355262	0.27817381505380906	0.03066938693236198	0.40059491420068094	0.0004404714980933007	12.603149287881905	0.011299382295480748	0.09102371300040622	7.964612481980948	0.9015508993867316	0.1301044744939415	0.014207371440041134	86.61797594716022	0.33129389032873147	0.2355638695702595	0.03202209054087444	-5.392834107022847e-06	0.006199639213758567	0.18740543494106804	64.56442350268004	-0.27112690921637844	0.044046775960590784
-54.673331914178824	0.9013675238442559	0.2784000078341159	0.030690408581112296	0.4006128825418441	0.0004422799838516747	12.613941715757804	0.01131521766146302	0.09109809996570405	7.959838496328226	0.9014084840418605	0.1300342862753115	0.01422249472617819	86.65103930102887	0.3315905994409762	0.2357305626824808	0.0320523369123271	-5.410010789731517e-06	0.006204851849524313	0.18738015465082763	64.57111646183856	-0.271252785259391	0.044019995742536455
-54.66438940760784	0.9013671732456371	0.2786265014464188	0.030711570433523506	0.4006309514950784	0.0004440981873832812	12.624753206202115	0.011331102383935665	0.09117267431203864	7.9550589475375695	0.9012656346662742	0.12996401204907598	0.014237660632252661	86.68415398775406	0.33188796682975874	0.2358974261773901	0.03208266292320197	-5.427334264150317e-06	0.006210077790749635	0.1873548331274942	64.5778201260849	-0.2713789152151292	0.04399316822282351
-54.6554312533428	0.9013651861626528	0.2788532974007312	0.030732871524608085	0.400649121158422	0.00044592614989944087	12.635583614708551	0.011347036390575577	0.09124743537440971	7.950273912895558	0.9011223520416722	0.12989365293416294	0.01425286905573442	86.71731948465656	0.33218598905116453	0.2360644614787555	0.032113068325540076	-5.444804677220219e-06	0.006215316992077614	0.18732947072708486	64.58453439799041	-0.27150529758619146	0.04396629376002839
-54.646457567710165	0.9013615776381881	0.27908039718677624	0.030754310900894356	0.40066739163065046	0.0004477639132829515	12.646432800638408	0.011363019614127485	0.09132238251245844	7.945483467837266	0.9009786369049125	0.12982321002250694	0.014268119899012869	86.75053528070148	0.3324846627595685	0.2362316699845015	0.03214355288129948	-5.462422185200928e-06	0.006220569409874336	0.18730406779640502	64.5912591825513	-0.2716319309181864	0.043939372703130496
-54.63746846386501	0.9013563625367008	0.2793078022741648	0.03077588762029132	0.4006857630112726	0.0004496115200938642	12.657300627187198	0.011379051992386539	0.09139751511032163	7.940687685965621	0.9008344899481824	0.12975268437932713	0.014283413069373729	86.78380087638749	0.3327839847069338	0.2363990530669106	0.03217411636230082	-5.480186953593206e-06	0.006225835002218887	0.18727862467313205	64.59799438716647	-0.27175881379936623	0.043912405391595015
-54.628464051790125	0.9013495555455843	0.2795355141123942	0.030797600751934863	0.40070423540053063	0.0004514690135810568	12.668186961385743	0.01139513346823177	0.09147283257672444	7.935886639055569	0.9006899118187144	0.1296820770431813	0.014298748479024556	86.81711578374129	0.3330839517430572	0.23656661207259416	0.032204758550270274	-5.498099157056408e-06	0.0062311137289101405	0.18725314168581791	64.60473992163652	-0.27188594486064255	0.04388539215537036
-54.619444438296505	0.9013411711765368	0.279763534130854	0.030819449376036017	0.40072280889939976	0.0004533364376936875	12.679091674099524	0.01141126398965728	0.0915483343450612	7.931080397059015	0.9005449031185216	0.12961138902603134	0.014314126045117812	86.8504795263068	0.33338456081577117	0.23673434832247264	0.03223547923687742	-5.516158979327932e-06	0.006236405551472657	0.18722761915389619	64.61149569816176	-0.2720133227755843	0.043858333314889496
-54.61040972734309	0.901331223768372	0.279991863740894	0.030841432584255073	0.4007414836095374	0.00045521383702693566	12.6900146396422	0.011427443509231913	0.09162401987080296	7.926269028279685	0.900399464409271	0.12954062131580843	0.014329545689229405	86.88389163795364	0.3336858089604982	0.2369022631143946	0.032266278222685484	-5.534366613434173e-06	0.006241710432975262	0.18720205738859197	64.61826163110106	-0.27214094625613416	0.043831229182029266
-54.60136002002418	0.9013197274883296	0.28022050433574575	0.03086354947952841	0.4007602596332844	0.0004571012568351898	12.700955735790771	0.011443671984150711	0.09169988863167979	7.921452599370647	0.9002535962118361	0.12946977487636982	0.01434500733740171	86.9173516629156	0.3339876933008667	0.23707035772301166	0.03229715531722992	-5.552722261603151e-06	0.006247028338044007	0.1871764566928911	64.62503763697991	-0.2722688140527818	0.043804080060072526
-54.592295414651126	0.9013066963338097	0.2804494572910541	0.030885799176050558	0.4007791370736527	0.0004589987430258442	12.711914843686799	0.011459949376117506	0.09177594012707292	7.916631175381976	0.9001072990073682	0.12939885064819392	0.014360510920025823	86.95085915548	0.3342902110461783	0.2372386334004343	0.0323281103387758	-5.571226135263946e-06	0.006252359232819844	0.18715081736177627	64.63182363442765	-0.2723969249534714	0.04377688624395336
-54.58321600675679	0.9012921441337615	0.28067872396490684	0.03090818079912677	0.40079811603432425	0.0004609063421689954	12.722891847831036	0.011476275651365615	0.0918521738780535	7.911804819767231	0.8999605732371254	0.12932784954846918	0.014376056371855328	86.98441367996307	0.33459335949145136	0.2374070913762458	0.03235914311433799	-5.589878454975407e-06	0.006257703084961534	0.18712513968224428	64.63861954417277	-0.2725252777835457	0.04374964802027036
-54.57412188887883	0.9012760845490703	0.2809083056964307	0.03093069348465467	0.40081719661968573	0.00046282410155371387	12.733886636345503	0.011492650781077368	0.09192858942928123	7.906973594272455	0.8998134192987182	0.12925677246945472	0.014391643632399745	87.01801481150217	0.3348971360248532	0.23757573285568367	0.03239025348045893	-5.6086794501471525e-06	0.006263059863779028	0.18709942393269813	64.64542528920357	-0.27265387140865593	0.04372236566663647
-54.565013151090255	0.9012585310763207	0.28113820380923266	0.030953336379858833	0.4008363789347433	0.0004647520690880709	12.744899100331878	0.011509074740458505	0.09200518634462439	7.902137559222343	0.899665837554445	0.129185620282684	0.014407272645037153	87.05166213408621	0.3352015381101718	0.23774455902401648	0.03242144128142982	-5.627629359463435e-06	0.006268429539926588	0.1870736703844523	64.65224079436953	-0.27278270472765104	0.043695039453270766
-54.55588988094583	0.901239497048921	0.28136841961105274	0.030976108643045806	0.40085566308513143	0.0004666902933202693	12.75592913393649	0.011525547508860907	0.09208196420767982	7.897296773495381	0.8995178283302028	0.1291143938385936	0.014422943357125854	87.08535524074618	0.3355065632887792	0.2379135710460793	0.03245270636950684	-5.6467284307622116e-06	0.0062738120854395375	0.18704787930158534	64.65906598642019	-0.2729117766733002	0.043667669642837484
-54.54675216352841	0.90121899563868	0.2815989543940664	0.03099900944352697	0.40087504917710537	0.00046863882343891656	12.766976634294153	0.011542069069725156	0.09215892262145181	7.89245129455223	0.8993693919160194	0.1290430939669349	0.014438655719944137	87.11909373337596	0.3358122091782515	0.23808277006663875	0.03248404860478409	-5.665976921008976e-06	0.006279207473711883	0.1870220509410755	64.66590079396897	-0.27304108621167406	0.043640256490585234
-54.53760008149956	0.9011970398573681	0.2818298094352131	0.03102203796155262	0.4008945373175328	0.0004705977092723093	12.77804150146703	0.011558639410515152	0.0922360612079947	7.887601178466209	0.8992205285666557	0.12897172147721725	0.014454409688622872	87.15287722253733	0.336118473470847	0.2382521572107927	0.032515467855052535	-5.685375096278809e-06	0.006284615679471526	0.18699618555294772	64.6727451474542	-0.2731706323414702	0.043612800244498665
-54.52843371489766	0.9011736425567786	0.2820609859948861	0.031045193387868836	0.4009141276139266	0.00047256700134150955	12.789123638688721	0.01157525852311032	0.09231337961018463	7.882746479820033	0.899071238498099	0.12890027715718277	0.014470205222512793	87.18670532819715	0.33642535394043155	0.2384217335822741	0.03254696399652548	-5.704923231532695e-06	0.006290036678904649	0.18697028337970775	64.67959897928853	-0.2733004140967232	0.04358530114469298
-54.51925314150365	0.9011488164321627	0.2822924853193074	0.031068474924122437	0.40093382017438584	0.0004745467507929384	12.80022295192208	0.01159192640316975	0.09239087748870581	7.877887251903318	0.89892152189329	0.12882876177570704	0.014486042284574611	87.2205776783688	0.3367328484304095	0.23859150026646742	0.03257853691261546	-5.724621610858285e-06	0.00629547044944467	0.18694434465737986	64.6864622235842	-0.2734304305419042	0.04355775942451094
-54.5100584368949	0.9011225740238128	0.2825243086408781	0.031091881782800035	0.40095361510758715	0.00047653700939633356	12.811339349794054	0.011608643050058511	0.09246855452165897	7.8730235467444665	0.8987713789028007	0.12875717608326334	0.01450192084130396	87.25449390890577	0.3370409548520714	0.23876145833083934	0.032610186493778316	-5.744470527458895e-06	0.006300916969744959	0.1869183696156632	64.69333481611145	-0.27356068077120066	0.043530175310684704
-54.50084967445887	0.9010949277184026	0.28275645717826703	0.031115413187106884	0.40097351252278257	0.000478537829551263	12.822472743579226	0.011625408466846746	0.09254641040450876	7.868155415121185	0.8986208096448575	0.1286855208120724	0.014517840862725673	87.28845366344383	0.3373496711842893	0.2389316088250331	0.032641912637495614	-5.764470283610423e-06	0.006306376219675363	0.186892358477974	64.7002166942871	-0.27369116390833714	0.04350254902337659
-54.491626925455385	0.9010658897506164	0.2829889321368162	0.03113906837091903	0.40099351252978954	0.0004805492642831295	12.833623047124433	0.01164222266021988	0.09262444484961851	7.863282906596723	0.8984698142061626	0.12861379667663086	0.014533802322303545	87.32245659316332	0.337658995471575	0.2391019527813689	0.032673715248088576	-5.7846211906596545e-06	0.006311848180289741	0.18686631146162566	64.70710779712685	-0.2738218791057423	0.04347488077636616
-54.482390258861045	0.9010354722031955	0.28322173470752804	0.031162846578447426	0.40101361523901585	0.0004825713672863451	12.844790177036998	0.011659085640786425	0.0927026575876301	7.858406069440912	0.8983183926391455	0.1285420043725439	0.014549805197227676	87.3565023573554	0.33796892582945215	0.2392724912135299	0.03270559423728442	-5.804923568870863e-06	0.006317332833922961	0.18684022877739287	64.71400806536019	-0.2739528255466399	0.04344717077658312
-54.47313974156474	0.9010036870095325	0.28345486606833725	0.031186747064366183	0.40103382076142824	0.0004846041928918495	12.855974052448232	0.0116759974227457	0.09278104836587198	7.853524950736841	0.8981665449649634	0.1284701445780905	0.014565849468093894	87.39059062269263	0.3382794604380456	0.2394432251181717	0.03273754952357117	-5.8253777475183435e-06	0.006322830164079431	0.1868141106300679	64.72091744128315	-0.27408400244242886	0.04341941922469421
-54.463875438539716	0.9009705459560946	0.28368832738522914	0.03121076909390964	0.40105412920852473	0.00048664779603889126	12.867174594805476	0.011692958023596076	0.09285961694696088	7.848639596474712	0.8980142711761356	0.1283982179556005	0.01458193511862231	87.42472106258757	0.338590597536448	0.23961415547633663	0.03276958103163118	-5.8459840649649495e-06	0.006328340155335224	0.18678795721895	64.72783586862856	-0.27421540903037894	0.04339162631561915
-54.454597412817996	0.9009360606834143	0.2839221198120728	0.031234911942708415	0.4010745406923387	0.000488702232289464	12.87839172790305	0.011709967464203237	0.09293836310907418	7.843750051541259	0.8978615712359461	0.1283262251512944	0.014598062135717653	87.45889335727973	0.3389023354237091	0.2397852832532248	0.032801688692455665	-5.866742868603319e-06	0.0063338627933573815	0.18676176873777656	64.73476329258413	-0.2743470445739764	0.04336379223845397
-54.44530572554792	0.9009002426876813	0.28415624449099547	0.03125917489673522	0.40109505532543	0.0004907675578246345	12.889625377812564	0.011727025768716183	0.09301728664551695	7.838856359753064	0.8977084450792127	0.1282541667957694	0.014614230509385075	87.49310719361601	0.33921467245703374	0.23995660939865646	0.03283387244317135	-5.887654514856198e-06	0.006339398064873694	0.1867355453748891	64.74169965974824	-0.27447890836215505	0.043335917176643736
-54.43600043592463	0.9008631033212599	0.2843907025519281	0.03128355725210179	0.4011156732208953	0.0004928438294688267	12.900875472967115	0.011744132964716677	0.09309638736536929	7.8339585638227796	0.8975548926109608	0.12818204350349763	0.014630440232867324	87.52736226529944	0.33952760705424956	0.24012813484647508	0.032866132227307776	-5.908719369101846e-06	0.006344945957718276	0.1867092873130404	64.7486449181808	-0.2746109997102318	0.0433080013077739
