LIPID	Xa_l	IIa_f	Va_l	TF_VIIa_l	Xa_f	mIIa_l	V_l	Xa_Va_l	APC_l	VII_l	AT_f	APC_PS_l	IIa_TM_l	VIIa_l	Xa_Va_mIIa_l	TF_VIIa_Xa_l	X_l	Vai_l	II_l	PC_l	PS_l	alpha2M_l	TF_VII_l	TFPI_Xa_l	VII_Xa_l	V_Xa_l	V_IIa_l	mIIa_f	TF_VII_Xa_l	Va_f	V_mIIa_l	VIIa_f	IIa_AT_f	APC_f	TF_VIIa_X_l	PC_f	II_f	V_f	alpha2M_Xa_l	TFPI_f	X_f	VII_f	alpha2M_IIa_l	APC_PS_Va_l	Vai_f	TM_l	Xa_Va_II_l	IIa_TM_PC_l	mIIa_AT_l	TF_l	TFPI_Xa_TF_VIIa_l	Xa_AT_f	PS_f
170000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4721.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	364.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	66.0	1174.5	1.75	0.0	12.3	142.85	7.6	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0182	0.0	0.0	116.0
58488.8553783802	2.944432707690453e-05	1.0132289198840238e-13	9.821109065807516e-09	0.0005721449337570795	4.832287458749185e-06	4.448314535825239e-13	1.7413744109430518	-8.790473150622765e-12	-3.005344099190433e-18	7.431817487956358	4720.999999987269	-3.669282489074288e-18	-4.998717932926091e-16	0.0983880717384624	-1.2285596714676728e-12	0.0001001871065793047	108.03327441258082	-2.4948901883415837e-30	835.2099633544875	47.381885083730026	115.21294456923057	363.99999999940263	0.0006399116850831567	2.308154498029538e-07	1.742644749807232e-07	1.0943265296369282e-06	-8.564965395282345e-17	-1.2307151683575181e-15	1.477387370832613e-11	4.361107558476617e-11	-3.797213551083676e-16	0.0007630716332134782	-1.579342230495653e-17	-3.1196648974556757e-19	0.00017720166418270275	18.61811491626996	339.29003664550277	0.008624484865713523	5.977186452619098e-10	12.299999769184335	34.81641240927881	0.1675417490029068	-4.457208360486821e-19	-1.718306959544707e-28	-6.411271381479614e-33	0.9999999999999998	1.0003188443890972e-11	1.0965920016705178e-17	2.111412226562596e-19	0.016710554595408558	2.1532044224445155e-13	1.2735887688076861e-08	0.7870554307691909
58158.547309548645	0.0001779684383018801	2.1608275576497085e-12	2.313878811196171e-07	0.0010240515617698468	3.2017539530144365e-05	1.068464660193935e-11	1.741305313747168	-5.105818695047329e-11	1.4870526409517254e-14	7.430122363212852	4720.999999811264	2.6623843754715004e-14	2.148229787445318e-13	0.09761671220789926	-7.246641899990845e-12	0.000285734804091773	107.67513650324553	2.492810592343506e-24	838.9630811357719	47.29595647351624	115.2076380132457	363.99999999114243	0.0012301947811432143	3.420386118903495e-06	1.079647471060838e-06	1.1740846308049993e-05	2.1938112458599423e-14	1.033274439519271e-13	1.7741613414511175e-10	1.1125006769086076e-09	1.0592385165490724e-13	0.0007622075583955122	9.772940699790739e-15	1.5073544501185085e-15	0.0003204161720029841	18.7040435264836	335.5369188641556	0.008682712897060003	8.858104173919405e-09	12.299996579601395	35.17403092111951	0.16863723986448065	2.7581123427862926e-16	5.801250079098348e-23	9.955067382952603e-27	0.9999999999997173	6.725800965901716e-11	6.84072647148288e-14	6.986306637726312e-16	0.015339602491094907	1.2481147834413128e-11	1.8874401991938147e-07	0.7923619867538642
58155.74930144092	0.000464704605281392	4.911751108575089e-11	1.2733504161138295e-06	0.0014157304166605034	8.590863574257998e-05	2.7585050144658275e-10	1.7412753195024167	1.077784329182052e-10	9.74133536370473e-13	7.429556280544171	4720.999999194722	2.6992313215712923e-12	1.040884256708893e-11	0.0969415539272561	1.2198575179221543e-11	0.0004787478901922751	107.67129140872187	3.296157263905839e-21	838.9950391417124	47.29522616285092	115.20759282185934	363.99999996220686	0.0017689825165496235	1.4592031127124951e-05	2.8409161457860934e-06	4.033492905702874e-05	8.518989884850477e-13	4.097291182750047e-12	6.731803179452994e-10	6.2709466736567475e-09	4.40091062757556e-12	0.0007569555299529549	5.046355575517154e-13	1.0512820140320445e-13	0.0004448779332555286	18.704773837141563	335.50496085784914	0.008683065743329978	3.7793535084091295e-08	12.299985407853438	35.17717574027081	0.16863402953721462	1.4241788656039228e-14	4.708907790910699e-20	1.4406210026008436e-23	0.9999999999858531	7.860077984857973e-11	3.7368182590527955e-12	4.066902754355565e-14	0.01409166045473357	1.1542820392264255e-10	8.052856004511248e-07	0.7924071781376144
58155.71724925303	0.0008792309958669565	4.974454008948693e-10	3.978145306576712e-06	0.001767432729604772	0.00016465764938214145	3.0138262042900086e-09	1.741223556429091	8.337188208783494e-10	1.5767240586513723e-11	7.42901240815713	4720.999997855561	5.852952611086096e-11	1.3939343491444194e-10	0.09636264741702814	9.57908445847429e-11	0.0006604540459186128	107.6706028024626	3.966743294447508e-19	838.9952800762936	47.29521804197291	115.20759232515505	363.99999989935776	0.0022608822934496184	3.885449769056472e-05	5.3945332417456604e-06	8.962699888026131e-05	9.42067311871222e-12	4.5943596904150777e-11	1.6360803248416089e-09	1.9820415805820475e-08	5.213055196858127e-11	0.0007524102549698575	7.1329524413514725e-12	1.754417033675364e-12	0.0005565816816231401	18.70478195789723	335.5047199191823	0.008682817005589677	1.0064245136398666e-07	12.299961144974594	35.17700014835051	0.16862178672325293	2.0130567426597124e-13	4.0412278668507284e-18	1.8109202474915257e-21	0.9999999998068048	6.096529090666328e-10	5.380040032275445e-11	6.339831872633714e-13	0.012954647085615936	5.277076196840175e-10	2.1444386372614927e-06	0.7924076747860348
58155.70922754422	0.0014065741643431015	2.744344888805746e-09	9.22421680768047e-06	0.0020867643400869764	0.00026538241045102255	1.7826705168119046e-08	1.7411491896620634	3.7664671151455484e-09	1.2333735469845536e-10	7.428466434982494	4720.999995539342	5.695218443652794e-10	9.527964274853098e-10	0.09588465366874717	4.3647773388348393e-10	0.0008274017577844462	107.66983043333974	1.3805237738002412e-17	838.9952497446176	47.29521618358793	115.20759221534769	363.9999997906545	0.002710034101544077	8.081311471893662e-05	8.647698611681988e-06	0.0001590813113001033	5.4866768734411055e-11	2.7596183615081787e-10	3.1465475218010896e-09	4.62694702907488e-08	3.2409657301336595e-10	0.0007486512125016436	5.112219712098212e-11	1.3972283484728599e-11	0.0006579828638080557	18.704783815320788	335.5047502295624	0.008682451194305774	2.0934456997663057e-07	12.299919185224853	35.17675900161177	0.1686094245674615	1.4427669954975867e-12	1.078260149370798e-16	6.469028003336951e-20	0.9999999986627542	2.764141877227367e-09	3.8444763018593685e-10	4.9274096026554316e-12	0.011917812129810704	1.6604182403967472e-09	4.460608602348958e-06	0.7924077840823909
58155.702013421476	0.0020323950807900008	1.0445990746748713e-08	1.7832426572037297e-05	0.0023779135693360277	0.00038529718741604795	7.231790422169994e-08	1.7410531650885357	1.22515951692903e-08	6.198562567277955e-10	7.427904980495292	4720.999992022678	3.3968175697328562e-09	4.306594926813217e-09	0.09551161780018033	1.4276887022570798e-09	0.000979936059974357	107.66895623937869	2.2405147082933715e-16	838.9952191946112	47.29521451318815	115.20759211457164	363.99999962561543	0.00312017769969623	0.00014450711022924881	1.2511341253630457e-05	0.0002469113281690908	2.1656779768148115e-10	1.1308274831090328e-09	5.244572739969527e-09	8.984001959786708e-08	1.359511472104927e-09	0.0007457105214843308	2.4139629933453803e-10	7.104591622957505e-11	0.0007504247501082215	18.704785480933946	335.5047807031096	0.008681977049239434	3.743783084056514e-07	12.299855488743423	35.176483394238176	0.16859671837176665	6.812669118359484e-12	1.4080053164120358e-15	1.0679702646862062e-18	0.9999999939032203	9.012096897809604e-09	1.7901829947344828e-09	2.4956699307170122e-11	0.010971538529971049	4.146341398066448e-09	7.977064334413546e-06	0.7924078820311683
58155.69566503084	0.0027437958227302848	3.102940194913585e-08	3.053519316665217e-05	0.0026439564818815536	0.0005218924415316043	2.2767471233869914e-07	1.7409368213215306	3.198143322506578e-08	2.3192332314803487e-09	7.427316342108963	4720.9999871107575	1.4603381587024338e-08	1.474237442212911e-08	0.09524694913704765	3.741250023931131e-09	0.0011192307382568438	107.66798887629666	2.1878465056973882e-15	838.9951917884947	47.29521303172353	115.20759201707776	363.9999993951048	0.003494695243091456	0.00023345242848863456	1.6905289605254683e-05	0.00035102363951112413	6.601191817999247e-10	3.585369626982684e-09	7.940723559648554e-09	1.543025794010022e-07	4.3834762110313144e-09	0.0007436149606930058	8.613052007418065e-10	2.680002515888627e-10	0.0008348879793434477	18.704786944826463	335.5048078948872	0.008681401213871877	6.048713621499049e-07	12.299766538719707	35.17617636611982	0.16858340126860172	2.430769386474463e-11	1.1418140364272578e-14	1.0555367250979401e-17	0.9999999789982449	2.356304565036697e-08	6.259378489951377e-09	9.474400042501346e-11	0.01010721276490481	8.851798350713238e-09	1.2888294168218165e-05	0.792407968318509
58155.69040774008	0.0035292849006470354	7.728550953562916e-08	4.797250593359272e-05	0.002887466614332721	0.0006729319339628374	5.979535239787123e-07	1.7408015358146514	7.137585175170073e-08	7.03648149103681e-09	7.426690247902486	4720.999980634155	4.972299284700502e-08	4.138214292010806e-08	0.095093483327481	8.373315100001712e-09	0.0012465507295668266	107.66693634152244	1.4870069040410335e-14	838.995168397675	47.29521177566635	115.20759191049633	363.99999909118606	0.003836648874406379	0.00035069690389344	2.1758081770251395e-05	0.00046937240214964374	1.675926008356345e-09	9.465595996905258e-09	1.1224358718905432e-08	2.4295327836255903e-07	1.1719115672580539e-08	0.0007423868106051257	2.515929461906614e-09	8.17984419309985e-10	0.0009121911626903397	18.704788148906907	335.50483078109266	0.008680730529861198	9.087432910824836e-07	12.299649286219646	35.17584044007539	0.16856923839585455	7.100438162497899e-11	6.598376741531911e-14	7.238580429110726e-17	0.9999999407686384	5.2649834497703714e-08	1.7849216505493384e-08	2.9256873074476854e-10	0.009317114518191187	1.687645385110255e-08	1.9363044092703383e-05	0.7924080397802766
58155.68643822385	0.0043786244412743125	1.6888472104357152e-07	7.069793576496702e-05	0.0031106942857289685	0.0008364234830569231	1.3714497906902606e-06	1.7406486068251978	1.4174939190267832e-07	1.8266498618271996e-08	7.426017701956585	4720.999972445772	1.4229260141553713e-07	1.0017249950956949e-07	0.09505354295239014	1.666479326051721e-08	0.0013630780618173887	107.6658058378021	7.702056671111101e-14	838.9951496819367	47.295210758328935	115.20759176418848	363.9999987069842	0.004148814105218368	0.0004988713499846977	2.700601833158625e-05	0.0006000711017883082	3.7163339325782674e-09	2.1796645149750567e-08	1.5069831021229366e-08	3.58643780259953e-07	2.7249365348109986e-08	0.0007420443312935986	6.329800220542327e-09	2.133162606445448e-09	0.0009830496234149463	18.704789035244634	335.5048484524601	0.008679971459140871	1.2928375441527429e-06	12.29950109910495	35.17547789046641	0.16855402405033598	1.786391699347145e-10	2.9620278692796496e-13	3.7749202437905117e-16	0.9999998560936355	1.0465406768366234e-07	4.373386305918155e-08	7.739567365797727e-10	0.008594319308930894	2.9545058438019103e-08	2.754713086664747e-05	0.7924080935182697
