LIPID	Xa_l	IIa_f	Va_l	TF_VIIa_l	Xa_f	mIIa_l	V_l	Xa_Va_l	APC_l	VII_l	AT_f	APC_PS_l	IIa_TM_l	VIIa_l	Xa_Va_mIIa_l	TF_VIIa_Xa_l	X_l	Vai_l	II_l	PC_l	PS_l	alpha2M_l	TF_VII_l	TFPI_Xa_l	VII_Xa_l	V_Xa_l	V_IIa_l	mIIa_f	TF_VII_Xa_l	Va_f	V_mIIa_l	VIIa_f	IIa_AT_f	APC_f	TF_VIIa_X_l	PC_f	II_f	V_f	alpha2M_Xa_l	TFPI_f	X_f	VII_f	alpha2M_IIa_l	APC_PS_Va_l	Vai_f	TM_l	Xa_Va_II_l	IIa_TM_PC_l	mIIa_AT_l	TF_l	TFPI_Xa_TF_VIIa_l	Xa_AT_f	PS_f
58155.6839259989	0.005282684385637636	3.3372134968690187e-07	9.918804132926927e-05	0.0033156338136237002	0.00101059056900441	2.8326288959571816e-06	1.7404792207054978	2.5729467532157014e-07	4.205476760023187e-08	7.425290847964073	4720.999962418065	3.561342734306916e-07	2.1630195382664557e-07	0.09512899090195653	3.029978358383425e-08	0.0014698798073250472	107.66460385901573	3.237147747781362e-13	838.9951360927253	47.295209959843376	115.20759151706528	363.9999982365614	0.004433709471414229	0.0006802348273879199	3.259225674441189e-05	0.0007414154977110783	7.428813229986076e-09	4.516068052079378e-08	1.9441230072144727e-08	5.038292354357995e-07	5.6894517226292445e-08	0.0007426021809820332	1.4190961314636922e-08	4.9287468599954936e-09	0.0010480971935717526	18.704789541694883	335.5048600829948	0.008679129912159984	1.7630384247294213e-06	12.299319716778617	35.17509077194941	0.1685375785751023	4.004962973574616e-10	1.0952582522436508e-12	1.5951063047753512e-15	0.9999996883551938	1.9009485401837845e-07	9.534285078626526e-08	1.8161233051059538e-09	0.007932611878851104	4.8393984120136607e-08	3.7565934257111144e-05	0.7924081267990073
58155.68301550078	0.006233316878802673	6.090447616846318e-07	0.00013385275776823263	0.0035040603212704385	0.0011938478385244095	5.383383906808434e-06	1.7402944474591115	4.34927599621681e-07	8.804470074598907e-08	7.424502848373742	4720.999950440494	8.015798012701393e-07	4.2662822185700206e-07	0.09532127723116102	5.128742042994799e-08	0.0015679102907940339	107.66333626675649	1.1533487800176193e-12	838.9951278649678	47.29520931431799	115.20759106150048	363.9999976748062	0.00469362289908681	0.0008967147078915013	3.846603235738673e-05	0.0008918774430125442	1.3684020493648985e-08	8.604439749614655e-08	2.429601216892041e-08	6.806214860754809e-07	1.0907759694000619e-07	0.0007440717833693865	2.9034985923487944e-08	1.034836891769068e-08	0.0011078980185470053	18.704789596194363	335.50486491112906	0.008678211222721045	2.3243745925704037e-06	12.299103210137476	35.17468094387604	0.16851974559904345	8.19423300977621e-10	3.4743163527165827e-12	5.707715083734773e-15	0.9999993838604787	3.215146269103332e-07	1.8951129784995564e-07	3.873834258983148e-09	0.007326409019667345	7.515462222444588e-08	4.952660240712534e-05	0.7924081369158963
58155.68382793699	0.0072232476512204625	1.0423687975609535e-06	0.00017504594254650694	0.003677556455057008	0.0013847799379320433	9.562746599854998e-06	1.7400952447796099	6.940403645958705e-07	1.7068026326670674e-07	7.423647776988572	4720.999936417187	1.6555849791148857e-06	7.819873674215427e-07	0.09563148063743468	8.193262326939191e-08	0.0016580211504111163	107.66200835820374	3.5946335073112245e-12	838.9951250076973	47.295208694071235	115.2075902233774	363.9999970173324	0.004930635152422684	0.0011499422543512392	4.458198606604956e-05	0.0010500902290157786	2.359843836092691e-08	1.531616920948408e-07	2.958776182890233e-08	8.908431542428679e-07	1.951575001520353e-07	0.0007464616527036019	5.516186713968114e-08	2.010823811844292e-08	0.0011629550705425265	18.70478910996594	335.5048622241104	0.008677220167157914	2.981110964438173e-06	12.298849946010527	35.17425009180338	0.1685003895839245	1.556774279710266e-09	9.736875173759622e-12	1.785235824519609e-14	0.9999988684330348	5.132962375204687e-07	3.495795961281253e-07	7.646098281607356e-09	0.006770690848694065	1.1173511079583441e-07	6.352001000758645e-05	0.792408121027529
58155.686462885074	0.008245980957087864	1.6921720019483278e-06	0.00022307577339104865	0.0038375346980663153	0.0015821230002575997	1.60645098667489e-05	1.7398824637013377	1.0562040381527774e-06	3.1053985124021025e-07	7.422720523311936	4720.999920264771	3.1854955687302413e-06	1.3492951220600197e-06	0.0960603454391542	1.248007367818902e-07	0.0017409722419458747	107.66062492629256	1.0033182075379105e-11	838.9951272947069	47.29520789115622	115.20758873850514	363.9999962603876	0.005146640695588029	0.0014412843020516018	5.0899576829062795e-05	0.00121483260120906	3.855183931490827e-08	2.5774247004769716e-07	3.526827264555424e-08	1.1360809995657098e-06	3.298171603846607e-07	0.0007497776835376907	9.857880975521871e-08	3.665719936888696e-08	0.0012137172432595937	18.704787969728205	335.50485134505095	0.008676160992228604	3.7368305287008123e-06	12.298558555496513	35.17379974653564	0.168479393639993	2.782084139942086e-09	2.4643499238405552e-11	4.9976227332440655e-14	0.9999980443065625	7.814423299631083e-07	6.063983137765125e-07	1.4152736476423327e-08	0.006260939651442369	1.6020142519598304e-07	7.962250156145635e-05	0.7924080759742833
58155.690999570674	0.009295715714629204	2.6284141419215706e-06	0.00027821488143801187	0.003985256814631127	0.0017847483195026204	2.5752512020419505e-05	1.739656853794747	1.5448553256008564e-06	5.357771260511184e-07	7.421716707236331	4720.999901910377	5.776097492032595e-06	2.2133879926142945e-06	0.09660831470472687	1.8268021069143486e-07	0.0018174418503968646	107.65919031295341	2.5533922577712543e-11	838.9951342566343	47.295206596460176	115.20758622576801	363.9999954007696	0.005343366263072807	0.001771871514461575	5.7382564071019454e-05	0.001385013582918122	6.020015996424394e-08	4.1378337628655104e-07	4.128909470327229e-08	1.4177379313558492e-06	5.314005646082788e-07	0.0007540234102914954	1.6736256054710433e-07	6.334976302853388e-08	0.001260585530548708	18.704786029046314	335.50483162152835	0.008675037440975718	4.594507297809948e-06	12.298227905726977	35.173331301090705	0.1684566575782939	4.723294255456744e-09	5.728058114919722e-11	1.2750497648596503e-13	0.9999967874001482	1.1433427838908068e-06	9.992118578249476e-07	2.4819656210300562e-08	0.0057930854937061505	2.2275854966517367e-07	9.789744581832699e-05	0.7924079980768401
58155.69749789299	0.010367271232619437	3.932901629134525e-06	0.0003407101635374437	0.004121851011552405	0.0019916478935013545	3.96735682486811e-05	1.7394190673417689	2.1849948459994435e-06	8.836462009880156e-07	7.420632602877235	4720.999881289773	9.959515900666448e-06	3.478583563342459e-06	0.09727556003808227	2.585465915215744e-07	0.001888035897009173	107.65770845624439	6.00888612192861e-11	838.9951451741892	47.29520437673359	115.20758215744127	363.9999944357513	0.0055223873998923945	0.002142623611289663	6.399854970512211e-05	0.0015596586791896496	9.048456144974382e-08	6.382600863511862e-07	4.760266530407395e-08	1.7370833818112897e-06	8.221977206842391e-07	0.00075920024059774	2.7203586412743883e-07	1.0462937609621879e-07	0.0013039184788986155	18.704783098941295	335.5048024160244	0.008673852773578575	5.5565714284821875e-06	12.297857074656486	35.17284602579153	0.1684320961721589	7.677376778216752e-09	1.238869471580576e-10	3.00698120625233e-13	0.9999949450066774	1.6175505444144904e-06	1.5764097580024616e-06	4.157158691518055e-08	0.0053634578777697955	3.0173221233736e-07	0.00011839662332237207	0.7924078829185784
58155.705999246675	0.011456021302770018	5.699537908694481e-06	0.00041079224333671703	0.004248327136207145	0.0022019215963235477	5.906821624101685e-05	1.7391696624256374	3.0029172490649533e-06	1.402091486383561e-06	7.41946507051162	4720.999858345653	1.6447507138530355e-05	5.269965165948359e-06	0.0980620084323047	3.555302660153338e-07	0.0019532961437740497	107.65618293209184	1.3222803483613694e-10	838.995159072261	47.295200649902185	115.2075758271263	363.99999336301147	0.005685143203408683	0.002554271912533174	7.071857204605771e-05	0.0017378975146647565	1.3163754568272112e-07	9.513037972638578e-07	5.4163115665445945e-08	2.0953018816965614e-06	1.2286807995559284e-06	0.0007653076656665929	4.2595374722747685e-07	1.6621955023372667e-07	0.0013440370163807476	18.70477893788081	335.50476309823455	0.008672609782816618	6.624967399205734e-06	12.297445328535957	35.17234508167289	0.16840563760398958	1.2021236326728265e-08	2.519295621064407e-10	6.629190620325219e-13	0.999992333887912	2.223580979191563e-06	2.3961469208677867e-06	6.69310732179858e-08	0.004968742785618842	3.9955149489124417e-07	0.00014116146602929428	0.7924077251142467
58155.716527153716	0.01255783565085583	8.034495771251653e-06	0.0004886845654494725	0.004365590139216461	0.002414765783562715	8.53795737644753e-05	1.7389091050145056	4.0259874526991705e-06	2.1513862157218046e-06	7.418211495709035	4720.99983302602	2.6165706614291687e-05	7.734415436559938e-06	0.09896736653661203	4.768896721680354e-07	0.002013707481533775	107.65461699124008	2.7455487592546885e-10	838.9951747148875	47.295194658982055	115.20756631573951	363.99999218057127	0.005832949471686227	0.0030073794992333336	7.751674526074263e-05	0.0019189528068657424	1.8618702491676044e-07	1.3763467149485015e-06	6.092682665400395e-08	2.4935397560524556e-06	1.7816976525022657e-06	0.0007723434503787059	6.45696518998291e-07	2.5532090696583974e-07	0.001381228730445668	18.70477324127484	335.5047130388767	0.008671310804526579	7.801206023504821e-06	12.29699210176825	35.17182953240845	0.16837722207650874	1.8222801213608795e-08	4.857563320187953e-10	1.3786777743423685e-12	0.9999887387409276	2.981745401539402e-06	3.526843634475973e-06	1.0412264391194434e-07	0.004605944517787184	5.187325040549651e-07	0.00016622416557871556	0.7924075180677514
58155.72908772824	0.013669027882541889	1.1056347820588607e-05	0.0005746121186870599	0.004474451997538748	0.002629463162105717	0.00012026069501666427	1.738637770145391	5.28247224420177e-06	3.205807806309628e-06	7.416869734850859	4720.9998052826895	4.028944255542281e-05	1.104143710257777e-05	0.09999114263152979	6.259910910425077e-07	0.002069704393028823	107.6530135919579	5.419049676236931e-10	838.9951906008257	47.29518544487921	115.20755245594144	363.99999088673684	0.005967010439863795	0.003502359256057449	8.436993893059322e-05	0.002102130544441566	2.5695922787048596e-07	1.940242810090057e-06	6.785279135224302e-08	2.9329499175299026e-06	2.5166309441714515e-06	0.000780303805420292	9.514675574100514e-07	3.8081269641377254e-07	0.0014157516567640548	18.704765630580674	335.5046516047619	0.008669957723579827	9.086410985319042e-06	12.296496978880722	35.17130035492713	0.16834680057007545	2.6852249746393063e-08	8.941912504103788e-10	2.7250083369849304e-12	0.9999839109800093	3.913025651883197e-06	5.047582886666593e-06	1.5718125505178016e-07	0.004272351796807541	6.618632057097087e-07	0.00019360866484655816	0.7924072537214292
58155.74366999546	0.014786309169473684	1.4896189541847332e-05	0.0006688097953810922	0.004575642269787447	0.002845373777442829	0.00016558086705493008	1.7383559423110104	6.801432444480863e-06	4.655342520733799e-06	7.415438066327703	4720.9997750698985	6.028079268134249e-05	1.5383808426164914e-05	0.10113266656602718	8.062956482380458e-07	0.0021216766792040887	107.6513754289915	1.0229808668926994e-09	838.9952049593722	47.29517181829893	115.20753279532771	363.9999894800462	0.006088429265091724	0.004039490029817581	9.12574930055048e-05	0.002286811238915033	3.4708128345719456e-07	2.6733710206308807e-06	7.490282990374226e-08	3.41473479170922e-06	3.4735324003024387e-06	0.0007891835434508533	1.367495093673899e-06	5.534578647147183e-07	0.0014478376336311935	18.70475564210048	335.5045781549102	0.008668551975890268	1.0481360502603403e-05	12.295959678380706	35.170758448866536	0.16831433372981622	3.859334936059822e-08	1.580479795859304e-09	5.150529117066429e-12	0.9999775677645141	5.038993621074616e-06	7.048427058414511e-06	2.3106432365722146e-07	0.003965507659995392	8.315894602750338e-07	0.00022333154569201144	0.7924069222987258
58155.76024608034	0.015906747011556466	1.9697787003003864e-05	0.0007715304043176412	0.004669817436355979	0.003061926989206067	0.0002234313148266392	1.738063815136169	8.612677715715847e-06	6.607416194203915e-06	7.413915146787505	4720.999742342974	8.792664062889131e-05	2.0978125963002552e-05	0.10239110787666439	1.0213537800642184e-06	0.002169974529852536	107.6497049591956	1.8564875751448492e-09	838.9952157460743	47.29515233092714	115.2075055586222	363.99998795922045	0.006198217402063453	0.0046189311108947315	9.816096400933279e-05	0.002472442128929655	4.5998426429842324e-07	3.6097285368750135e-06	8.204169239781754e-08	3.940187462660096e-06	4.6972423073275484e-06	0.0007989762210294138	1.9224382795345964e-06	7.861112630941043e-07	0.0014776952703554962	18.704742715531058	335.50449203747417	0.008667094546885624	1.1986524655012576e-05	12.295380038286833	35.17020464499762	0.16827979086822323	5.42549166240645e-08	2.6950424140791746e-09	9.357411896504513e-12	0.999969391195348	6.381777277731897e-06	9.630678687443897e-06	3.317669084038182e-07	0.003683182717423392	1.0306022567708979e-06	0.00025540282431699043	0.7924065120417497
58155.77877127714	0.01702772848973007	2.5617778499152694e-05	0.0008830523646447477	0.004757569160620836	0.0032786143208996233	0.0002961307899572794	1.73776149041198	1.0746783784060874e-05	9.18865194681948e-06	7.41229997187969	4720.999707057101	0.00012537757564844742	2.806528952761449e-05	0.10376549228037017	1.2748071424696013e-06	0.0022149130112675657	107.64800442422496	3.2529874628553417e-09	838.9952206379556	47.2951252459779	115.20746860902779	363.9999863231188	0.006297302994776446	0.005240735220616895	0.0001050638988564475	0.0026585302285119603	5.994074046612732e-07	4.787021923428453e-06	8.923707784022239e-08	4.510731177584833e-06	6.237504568496794e-06	0.0008096742678019665	2.649798811767368e-06	1.0939310923825984e-06	0.0015055125728864898	18.7047261823007	335.5043925872415	0.008665585966784038	1.3602098849611774e-05	12.294758003153252	35.16963971274164	0.1682431490705459	7.478243407677458e-08	4.451556778654019e-09	1.6412478446157432e-11	0.9999590275992974	7.964073042510874e-06	1.2907111173221711e-05	4.664398425905817e-07	0.003423351397255491	1.261626115355463e-06	0.0002898266643366102	0.7924060089446316
58155.799184008654	0.018146927492334455	3.282595666149148e-05	0.0010036871171154786	0.0048394315924499024	0.0034949830831845544	0.00038623151031858536	1.7374489765382144	1.3235170237090637e-05	1.2546659727405768e-05	7.410591841005234	4720.999669166136	0.00017518756825280537	3.691098425208383e-05	0.10525471670826243	1.570397747143769e-06	0.0022567760359753094	107.6462758706245	5.5239168823883035e-09	838.9952170278732	47.29508850813396	115.20741940880136	363.99998457069637	0.006386538395601925	0.005904860166434211	0.00011195163307516326	0.0028446361228417483	7.694041374861431e-07	6.246763706521154e-06	9.645959117137682e-08	5.127957395691251e-06	8.149087447128732e-06	0.0008212691042628905	3.5883402894500366e-06	1.494594150634145e-06	0.0015314592651696525	18.704705253701576	335.50427912350443	0.008664026302928536	1.532803384365743e-05	12.294093612424941	35.16906436688654	0.16820439239177623	1.0126988530502861e-07	7.146969600340612e-09	2.7894783946973172e-11	0.9999460868203691	9.809203151238206e-06	1.7002195377137372e-05	6.43510873549949e-07	0.0031841708426010185	1.527408611044586e-06	0.0003266020164894343	0.7924053964830514
58155.82140568085	0.019262275457569932	4.150565482675265e-05	0.001133786297147886	0.004915887822119559	0.0037106306816489906	0.0004965258989860864	1.7371261864072978	1.611023599981779e-05	1.6851866173093924e-05	7.408790325638316	4720.999628621482	0.00024035444255138415	4.7806213012224974e-05	0.1068575630274127	1.91198398216739e-06	0.0022958198727274534	107.64452116761852	9.119463623832315e-09	838.9952020176279	47.29503971284076	115.20735497903122	363.99998270096546	0.00646670691010155	0.006611179308352492	0.00011881111060899578	0.0030303684258215845	9.743505260009553e-07	8.034381759468018e-06	1.0368265546168625e-07	5.7936626082381035e-06	1.0491919713680407e-05	0.0008337512492422297	4.782518289110967e-06	2.0085158906159875e-06	0.001555688840554508	18.704679008801133	335.50415094810825	0.008662415149348393	1.7164062695890367e-05	12.293386989980672	35.168479273598884	0.1681635111353119	1.3497189249534257e-07	1.1186138214624334e-08	4.6088358117562936e-11	0.9999301414396216	1.1941215861509241e-05	2.20523473647147e-05	8.728091037172364e-07	0.002963962160881067	1.8307109604255384e-06	0.00036572319290200907	0.792404655339721
