IKK[P]	NFkB	TNFa	IkBa	IkBb	IkBe	NFkB(nuc)	IkBb:NFkB	IkBa:NFkB	IkBe:NFkB	IRF3[P]	IkBa_mRNA	IKK[P]:IkBa	IKK[P]:IkBe	IKK[P]:IkBb:NFkB	TRAF6:IRAK1[P]	IkBb_mRNA	IkBe_mRNA	IKK	IkBb(nuc)	IkBe(nuc)	IKK[P]:IkBe:NFkB	IkBa(nuc)	LPS:LBP:CD14:TLR4:TIRAP:MyD88:IRAK4	LPS:LBP:CD14:TLR4:RIP1:TRAM:TRIF:TBK/IKKe	IkBa:NFkB(nuc)	TNFa:TNFR1:TRAF2:TRADD:RIP1	IkBe:NFkB(nuc)	IRF3	TAK1:TAB1:TAB2:TRAF6	IKK[P]:IkBb	IkBb:NFkB(nuc)	IKK[P]:IkBa:NFkB	IRF3[P](nuc)	IRAK1
0.0026484855681347436	0.004355332241814921	0.008158246066433191	0.0001544445251660583	4.142251195785997e-07	2.9552421304414325e-07	0.09563829805254549	2.7803622144234303e-08	6.207637565713667e-06	1.9826200563896583e-08	0.0018130843228816285	0.0032194110277402738	5.9032417299131246e-08	5.4621028083213336e-11	3.248246647197835e-11	5.8583875234671804e-05	6.199572477693657e-06	4.423290475657831e-06	0.09735143466550505	5.029229706146727e-10	3.5881299852235314e-10	3.304174675593101e-11	3.032344285732337e-07	0.003493882139585106	0.003493882139585106	9.345711538535586e-08	0.006966501742677072	1.4701762136945041e-10	0.9970019929470946	1.9020539881270843e-06	5.126480546899857e-11	2.0606110155596077e-10	2.0562532857468707e-08	0.0011849227300234405	0.9999395140707771
0.0027262967993872704	0.003987486837422269	0.008231019655126891	0.00016748162938945362	4.3888556948597965e-07	3.131166487488908e-07	0.0960057951196342	2.8674988033485158e-08	6.537987626350608e-06	2.044669965219137e-08	0.0018868201089060105	0.0033715380034982567	6.830496222101338e-08	6.164891811506598e-11	3.5906292052241665e-11	6.190622766279798e-05	6.375811922726168e-06	4.549034349360803e-06	0.09727361156899349	5.419293666773148e-10	3.8664119011665516e-10	3.649111379705542e-11	3.3618468643412354e-07	0.003593527769006638	0.003593527769006638	1.0733266134261879e-07	0.007083453660810952	1.6398559700749067e-10	0.9968649178391162	2.062949105485718e-06	5.786952201529343e-11	2.2984397545974285e-10	2.3134741182088842e-08	0.001248262051977499	0.9999360308232316
0.00280196068291706	0.0036513312759537658	0.00830106117591987	0.0001811380139576673	4.6428544747399486e-07	3.312364414068988e-07	0.0963416037413397	2.9518601290797895e-08	6.8653199696473806e-06	2.1047327942562357e-08	0.00196118245797422	0.0035247354898575545	7.862721187743123e-08	6.93001946659524e-11	3.9517184277910164e-11	6.531638759551524e-05	6.552002027622011e-06	4.6747430197078356e-06	0.0971979345916316	5.826891008154578e-10	4.1572010124603455e-10	4.0123653682620624e-11	3.7144345476039676e-07	0.0036931634343634404	0.0036931634343634404	1.2269514760163488e-07	0.007196068443435431	1.8228675036069497e-10	0.9967261963098886	2.2322920197884074e-06	6.506152945950214e-11	2.5549555316623617e-10	2.5884236911525948e-08	0.0013126212321370359	0.9999324513203844
0.002875481681047672	0.003344136469387206	0.00836847533101288	0.0001954182871781723	4.904246081334226e-07	3.498834770207007e-07	0.0966484536555686	3.0334194759762826e-08	7.188889289190562e-06	2.162789527754419e-08	0.002036147335309879	0.0036789107677159547	9.007049972467121e-08	7.760436023300506e-11	4.331242284415965e-11	6.88140786980511e-05	6.728142806194489e-06	4.800416496554492e-06	0.09712439920113508	6.252238403576244e-10	4.4606517192055387e-10	4.393598054830119e-11	4.090783898940696e-07	0.003792789136651868	0.003792789136651868	1.3964174810038207e-07	0.0073045039355306715	2.0197753285782466e-10	0.9965858909913465	2.410260369997747e-06	7.286881202091575e-11	2.83094973441126e-10	2.8809595960168155e-08	0.0013779616733434795	0.9999287756609319
0.0029468715084943575	0.0030634083424922144	0.00843336231114301	0.00021032661332992718	5.173027489743543e-07	3.690575295302065e-07	0.09692883950606272	3.112165949448983e-08	7.508030397575843e-06	2.2188324565827823e-08	0.002111691630201009	0.003833978516717643	1.0270724649404176e-07	8.659082317841854e-11	4.728874178457242e-11	7.239902747143661e-05	6.904234272253042e-06	4.926054789753572e-06	0.0970529936126157	6.695544261802929e-10	4.77691251935109e-10	4.7924158573782734e-11	4.491552390682061e-07	0.003892404876868179	0.003892404876868179	1.582714936759364e-07	0.007408912704145098	2.2311466472575684e-10	0.9964440621605435	2.597029206914857e-06	8.131928474322613e-11	3.127217530671718e-10	3.1908520441925726e-08	0.0014442462092553305	0.9999250039433214
0.00301614816004859	0.002806867592198909	0.008495818107668801	0.00022586674345183432	5.44919426003264e-07	3.887582719398983e-07	0.0971850410845416	3.188102920475143e-08	7.822156815324598e-06	2.272864066673753e-08	0.002187793115989599	0.003989860274931327	1.1661081192117452e-07	9.628885828762838e-11	5.144238593844502e-11	7.607096321557061e-05	7.0802764396032395e-06	5.051657909155116e-06	0.09698369976098446	7.157008814647108e-10	5.106126071455812e-10	5.20837625685253e-11	4.917378216006594e-07	0.00399201065600853	0.00399201065600853	1.7868513800404965e-07	0.007509442127901173	2.457551114662265e-10	0.9963007678298816	2.7927710273416874e-06	9.04407564778987e-11	3.4445575390360123e-10	3.517789928146309e-08	0.0015114390541284878	0.9999211362657571
0.0030833350391683834	0.0025724311856148035	0.008555934789630801	0.00024204204464273548	5.732740685241235e-07	4.0898528689120583e-07	0.09741914183486719	3.2612465470268325e-08	8.13075867925442e-06	2.324895982360835e-08	0.002264430412429299	0.004146483929871675	1.3185535225229217e-07	1.067275709804292e-10	5.5769166638649234e-11	7.982961799277016e-05	7.256269322046788e-06	5.177225864606413e-06	0.09691649417243763	7.636824214507923e-10	5.448429264568024e-10	5.640993750444859e-11	5.368880175185599e-07	0.004091606475068979	0.004091606475068979	2.009850269667704e-07	0.007606234498717555	2.699560613729481e-10	0.996156063833634	2.997655807793889e-06	1.0026089625409574e-10	3.783771514014638e-10	3.861387416965005e-08	0.001579505753936576	0.9999171727261995
0.003148460173438355	0.0023581954579432233	0.00861380072253496	0.00025885552786764695	6.023659931489026e-07	4.297380766696284e-07	0.09763304575784774	3.331624373963144e-08	8.433400101548965e-06	2.374947965728973e-08	0.0023415829511726927	0.004303783239193648	1.4851568400234127e-07	1.1793586507655096e-10	6.026451611383506e-11	8.367472659180044e-05	7.432212933381529e-06	5.302758665951986e-06	0.09685134874906336	8.135174641993814e-10	5.803953295302321e-10	6.08974564778638e-11	5.846657629725342e-07	0.004191192335045485	0.004191192335045485	2.2527497154139134e-07	0.00769942715040229	2.957749039780489e-10	0.9960100039105689	3.211851037770137e-06	1.1080720294598085e-10	4.14566404419301e-10	4.221190926356456e-08	0.0016484131382580667	0.9999131134223703
0.0032115555142784376	0.0021624206641040335	0.008669500769246614	0.0002763098742894194	6.321944169770632e-07	4.5101607261784607e-07	0.09782849286277161	3.3992740155131055e-08	8.729716089017536e-06	2.423046974940167e-08	0.0024192309429301156	0.004461697381829807	1.6666715432471196e-07	1.299424139357295e-10	6.492354006344303e-11	8.760602649237814e-05	7.608107287401443e-06	5.4282563230336105e-06	0.09678823146919022	8.652236424573759e-10	6.172823752785906e-10	6.55407765431944e-11	6.351290518376318e-07	0.004290768236933907	0.004290768236933907	2.5166012436927295e-07	0.007789152589532909	3.232692092814519e-10	0.995862639783341	3.435521752583767e-06	1.221069780721644e-10	4.531042261340142e-10	4.596686331609203e-08	0.0017181292737287117	0.9999089584517549
0.003272656314292779	0.001983516860620547	0.008723116483036565	0.00029440746014863626	6.627584699371458e-07	4.728186439499482e-07	0.09800707328900336	3.4642419211155994e-08	9.019409127635465e-06	2.4692262820941058e-08	0.0024973553459030295	0.004620170538279886	1.8638551821600363e-07	1.4277563479786745e-10	6.974106802425982e-11	9.162325783014166e-05	7.783952397896647e-06	5.5537188456903e-06	0.09672710701008795	9.188178166301421e-10	6.555160711504644e-10	7.033409203226158e-11	6.88333942971264e-07	0.004390334181730001	0.004390334181730001	2.802468600514044e-07	0.007875538622695894	3.52496707667749e-10	0.9957140212348887	3.6688305657624603e-06	1.3418730156703383e-10	4.940715559131748e-10	4.987306294671909e-08	0.0017886234192080934	0.999904707911604
0.003331800568392988	0.0018200310061669612	0.008774726259011465	0.00031315038020904924	6.940572063026423e-07	4.951451059755105e-07	0.09817024020916494	3.526582223454974e-08	9.302245516175077e-06	2.513524649803972e-08	0.002575937836635353	0.004779151499405886	2.0774682281558955e-07	1.5646366623201804e-10	7.471170128086083e-11	9.572616336208265e-05	7.959748278653396e-06	5.679146243758318e-06	0.09666793730688639	9.743160887719786e-10	6.951078831410834e-10	7.527138511319858e-11	7.44334572466547e-07	0.00448989017042943	0.00448989017042943	3.1114265927290595e-07	0.007958708501254077	3.835152704663206e-10	0.9955641961815045	3.91193770102168e-06	1.470750104411439e-10	5.375495320867998e-10	5.3924376036929354e-08	0.001859865981859796	0.9999003618989368
0.0033890285177371666	0.001670635171580561	0.008824405478859902	0.00033254046981798143	7.260896153777437e-07	5.179947277304389e-07	0.09831932162301256	3.5863556691966904e-08	9.578051534900017e-06	2.5559855668562366e-08	0.002654960782015013	0.004938593302254247	2.3082729883882324e-07	1.7103434848351628e-10	7.982985806343659e-11	9.9914488432432e-05	8.135494943454088e-06	5.804538527071171e-06	0.09661068204867242	1.03173381762764e-09	7.36068746552703e-10	8.034647333412389e-11	8.031831705555122e-07	0.004589436204027752	0.004589436204027752	3.4445599670887164e-07	0.008038781062302458	4.163828910574441e-10	0.995413210743146	4.1650010238174604e-06	1.6079668013619477e-10	5.836194654823348e-10	5.811428422174709e-08	0.0019318284748387404	0.9998959205105438
0.0034443822083151344	0.001534115765934503	0.008872226638203065	0.00035257932561580396	7.588546313775551e-07	5.413667390321787e-07	0.09845553113534997	3.643628630015545e-08	9.846709514011652e-06	2.5966565412417977e-08	0.0027344072127652073	0.005098452891839444	2.5570325915556333e-07	1.8651520655770492e-10	8.508981589919122e-11	0.000104187980938995	8.311192406077264e-06	5.929895705459618e-06	0.09655529911993531	1.0910856346201666e-09	7.784090774297355e-10	8.555305402539338e-11	8.649300826158237e-07	0.004688972283520427	0.004688972283520427	3.8029623274729426e-07	0.008115870872692903	4.5115766649921167e-10	0.9952611093109455	4.428176072484074e-06	1.753786084259036e-10	6.323628136875951e-10	6.243595369993157e-08	0.0020044834762891085	0.9998913838429886
0.003497905106233889	0.0014093636913776048	0.008918259497705295	0.00037326832493940416	7.92351142526628e-07	5.652603369764043e-07	0.09857997780521278	3.6984721915944316e-08	1.0108153861140112e-05	2.635588448906872e-08	0.0028142607969508667	0.005258690807534213	2.824510042700897e-07	2.0293343574476087e-10	9.048575097873196e-11	0.0001085463912999294	8.486840680297602e-06	6.055217788751656e-06	0.09650174498530749	1.1523854607052925e-09	8.221387846116238e-10	9.088474542905891e-11	9.29623793843712e-07	0.004788498409902817	0.004788498409902817	4.187735090175529e-07	0.008190088350930888	4.878977796431384e-10	0.9951079346125683	4.701616088962051e-06	1.9084680158905315e-10	6.838611559967006e-10	6.688230361940915e-08	0.0020778045904806027	0.9998867519926112
0.003549641746400375	0.0012953653451386008	0.008962571163831447	0.00039460864397091236	8.265779993979309e-07	5.896746918909227e-07	0.09869367514787493	3.750961318381009e-08	1.0362367100112529e-05	2.6728349366432844e-08	0.0028945058167582994	0.00541927089263963	3.1114673507684436e-07	2.2031588972092238e-10	9.601177461276409e-11	0.00011298947242096061	8.662439779885929e-06	6.18050478677254e-06	0.09644997504090319	1.215646524030094e-09	8.672672823589609e-10	9.633512464907271e-11	9.973109572349136e-07	0.004888014584170183	0.004888014584170183	4.59998647664762e-07	0.008261539925336093	5.266614817036085e-10	0.9949537277742524	4.985472049121937e-06	2.0722696298225258e-10	7.381961689902293e-10	7.14460715984736e-08	0.0021517664089892793	0.99988202505553
0.0035996374326162637	0.0011911943978504785	0.009005226217889179	0.00041660127468183913	8.615340225291012e-07	6.146089527732591e-07	0.09879754936048257	3.801174090502163e-08	1.0609375960745435e-05	2.7084518765542127e-08	0.00297512714435998	0.005580160025760292	3.4186647214088375e-07	2.386890706817216e-10	1.0166196665161869e-10	0.00011751697966302833	8.837989718609212e-06	6.3057567093447714e-06	0.09639994391424252	1.2808813782845422e-09	9.138035034732635e-10	1.0189776230161e-10	1.0680364244542421e-06	0.004987520807317688	0.004987520807317688	5.040830543448362e-07	0.008330328155363616	5.675070752736684e-10	0.9947985283812061	5.279892692689105e-06	2.245444835064283e-10	7.954496027391365e-10	7.611987579245584e-08	0.002226344474433943	0.9998772031276444
0.0036479379677153644	0.0010960042784575945	0.009046286804704986	0.00043924704062251477	8.972180093425119e-07	6.400622522308159e-07	0.09889244684101503	3.849191010178581e-08	1.0849247557614549e-05	2.742496870195879e-08	0.003056110219943076	0.005741327872723652	3.7468598176284206e-07	2.580791216199329e-10	1.0743040599084399e-10	0.00012212867081035886	9.01349051023057e-06	6.430973566288099e-06	0.09635160573412938	1.3481019216703583e-09	9.617559128564476e-10	1.075662540077587e-10	1.1418432792644712e-06	0.005087017080340391	0.005087017080340391	5.511386248873448e-07	0.008396551871093704	6.104928977672344e-10	0.9946423745352662	5.585024552774863e-06	2.4282443407329286e-10	8.557032576045738e-10	8.089627326849108e-08	0.002301515244790741	0.999872286304637
0.003694589421123205	0.0010090213077761723	0.009085812738806872	0.0004625466116142061	9.336287404115002e-07	6.660337109539332e-07	0.09897914105847738	3.895094373452751e-08	1.108208568306344e-05	2.7750287994077194e-08	0.0031374410298391207	0.005902746657592639	4.0968070830611985e-07	2.7851182040650384e-10	1.1331119819088324e-10	0.00012682430603895762	9.188942168509262e-06	6.556155367419526e-06	0.09630491436310527	1.4173194163711309e-09	1.0111325214271267e-09	1.1333424877084763e-10	1.2187728731669073e-06	0.0051865034042332565	0.0051865034042332565	6.012776555639881e-07	0.008460306295321122	6.556773052917232e-10	0.9944853029106714	5.901011985019069e-06	2.620915597543579e-10	9.190389616392905e-10	8.576781438449993e-08	0.0023772560594893756	0.9998672746819761
0.003739637922387432	0.0009295384225305924	0.009123861587254483	0.00048650051739452887	9.70764985103346e-07	6.925224417436789e-07	0.0990583388324775	3.938967704178571e-08	1.1308027239533783e-05	2.806107421650251e-08	0.0032191060861626	0.006064390951581505	4.4692571276685683e-07	3.000125756528645e-10	1.192985003326046e-10	0.0001316036478855162	9.364344707200698e-06	6.681302122553304e-06	0.09625982360392993	1.488544508444206e-09	1.061940900336992e-09	1.1919547437762901e-10	1.298864862957688e-06	0.005285979779991149	0.005285979779991149	6.54612756903441e-07	0.008521683173701486	7.031186569406006e-10	0.9943273488074856	6.227997196349313e-06	2.8237027559331516e-10	9.855385485759633e-10	9.072709305551164e-08	0.0024535451063516294	0.9998621683549184
0.0037831294838507014	0.0008569094402733257	0.009160488761806761	0.0005111091602718953	1.0086255066393262e-06	7.195275531232264e-07	0.09913068607176383	3.9808952462731836e-08	1.1527238827131118e-05	2.835793006994987e-08	0.0033010924067827375	0.006226237478591908	4.864956171267854e-07	3.226064240895712e-10	1.253865431913249e-10	0.00013646646121672856	9.539698140056438e-06	6.806413841500939e-06	0.09621628737691801	1.56178724802965e-09	1.1141881954125166e-09	1.2514375992127305e-10	1.38215724990304e-06	0.005385446208608829	0.005385446208608829	7.11256770985295e-07	0.008580770892941923	7.528752995115629e-10	0.9941685462031847	6.56612027336176e-06	3.0368466383558434e-10	1.055283836410532e-09	9.576679278373862e-08	0.002530361390032547	0.99985696741851
0.0038251098451332986	0.0007905438179358647	0.00919574759710449	0.0005363728268416644	1.0472090666071451e-06	7.470481525580293e-07	0.09919677301896336	4.020961510705731e-08	1.1739913500071262e-05	2.8641460142467454e-08	0.003383387496422198	0.0063882649362046	5.284645543654298e-07	3.463180294082723e-10	1.315696508812387e-10	0.00014141251319901103	9.715002480824192e-06	6.931490534071192e-06	0.09617425987546467	1.637057109790461e-09	1.1678811417607354e-09	1.3117305561599293e-10	1.4686864202703427e-06	0.005484902691080965	0.005484902691080965	7.713226921429873e-07	0.00863765460164027	8.050055526499281e-10	0.9940089278021681	6.915519210328614e-06	3.260584725263412e-10	1.1283566065800162e-09	1.0087972846355249e-07	0.0026076847014096603	0.9998516719675908
0.003865624340069498	0.0007299018618328575	0.009229689431606496	0.000562291698816658	1.0865144289631317e-06	7.750833493115269e-07	0.0992571390436889	4.059250873507193e-08	1.1946267700528076e-05	2.8912268035439124e-08	0.003465979328269699	0.006550453831012203	5.729061237301259e-07	3.7117168236337946e-10	1.3784225808485843e-10	0.00014644157326862067	9.890257743247821e-06	7.056532210070073e-06	0.0961336956991163	1.7143630134932981e-09	1.2230260784743288e-09	1.3727745003309152e-10	1.5584871869630408e-06	0.005584349228402118	0.005584349228402118	8.349235910063929e-07	0.008692416323610588	8.595676944225663e-10	0.9938485250834923	7.276329936837101e-06	3.495151152878682e-10	1.2048385837423548e-09	1.0605888397266879e-07	0.0026854955882377766	0.9998462820967947
0.0039047177823382977	0.0006744903504845657	0.009262363683606016	0.0005888658630230548	1.1265403635593743e-06	8.036322569615165e-07	0.099312277022645	4.095847221290217e-08	1.2146538375491937e-05	2.9170953829270308e-08	0.0035488563263530283	0.006712786327240874	6.198933510306417e-07	3.9719130203829783e-10	1.4419892502032946e-10	0.000151553413102167	1.0065463941067337e-05	7.181538879300851e-06	0.09609454996794595	1.7937133446488506e-09	1.2796289633782968e-09	1.434511849277055e-10	1.6515928320318675e-06	0.005683785821566756	0.005683785821566756	9.021725418106973e-07	0.008745135068615484	9.166199473257833e-10	0.9936873683467887	7.648686345064796e-06	3.740776721880667e-10	1.2848114161631212e-09	1.1129744564514715e-07	0.0027637753268581517	0.9998407979005529
0.00394243436760372	0.0006238585337308739	0.009293817922134927	0.0006160953206126937	1.1672856492313558e-06	8.326939956025958e-07	0.09936263734325639	4.130833640733007e-08	1.2340980279725153e-05	2.9418111863413524e-08	0.003632007348655731	0.00687524610764201	6.694986536666593e-07	4.2440043815442615e-10	1.506343502953324e-10	0.00015674780658751162	1.0240621088018904e-05	7.306510551564047e-06	0.09605677842041851	1.875115975132487e-09	1.3376953877615911e-09	1.4968866782068708e-10	1.748035149843485e-06	0.005783212471569243	0.005783212471569243	9.731825528965783e-07	0.008795886940802208	9.762204647314828e-10	0.99352548675643	8.032720316696178e-06	3.9976889158707316e-10	1.3683566567152524e-09	1.1658883174473452e-07	0.00284250589491412	0.999835219473096
0.003978817591235945	0.0005775944764085481	0.009324097937509298	0.0006439799955399844	1.2087490764803394e-06	8.62267693759167e-07	0.09940863156254748	4.1642921486118914e-08	1.2529863464380725e-05	2.9654328806323416e-08	0.00371542167078922	0.007037818245739445	7.21793810060857e-07	4.5282227428832693e-10	1.571433817879412e-10	0.00016202452979505072	1.0415729197834845e-05	7.431447236657443e-06	0.09602033749567455	1.9585782837113504e-09	1.3972305910410195e-09	1.5598448249018602e-10	1.8478444907111948e-06	0.005882629179403848	0.005882629179403848	1.0480665003294389e-06	0.008844745242072804	1.0384273177771305e-09	0.9933629083840753	8.428561749485056e-06	4.266111928368808e-10	1.4555557444995916e-09	1.219267180847817e-07	0.002921669945135482	0.9998295469084556
0.004013910179179298	0.0005353217170590842	0.009353247807578907	0.0006725197423498717	1.2509294497823865e-06	8.923524900317656e-07	0.09945063575080733	4.1963034591985266e-08	1.271347094959894e-05	2.988018199257759e-08	0.003799088970337932	0.00720048908856078	7.768499332491785e-07	4.82479631911543e-10	1.6372102570719674e-10	0.0001673833609493757	1.0590788284243634e-05	7.556348944376073e-06	0.09598518440266673	2.0441071764121042e-09	1.4582394753104824e-09	1.6233339753997207e-10	1.9510498048079994e-06	0.005982035946064735	0.005982035946064735	1.1269370645628015e-06	0.008891780572986977	1.1032984827028368e-09	0.9931996602495956	8.836338583467505e-06	4.5462666975454187e-10	1.5464899870909762e-09	1.2730505997811364e-07	0.003001250780066383	0.9998237803004673
0.004047754030865254	0.0004966962141950905	0.009381309962023314	0.0007017143533222958	1.2938255895552697e-06	9.229475344990659e-07	0.0994889935475154	4.226946785901352e-08	1.2892096577710762e-05	3.009623800485681e-08	0.003882999311774988	0.007363246149027813	8.347374483262902e-07	5.133949751419708e-10	1.7036245397569932e-10	0.00017282408040130646	1.0765798360969905e-05	7.681215684512232e-06	0.0959512771772508	2.1317091066680787e-09	1.520726619731845e-09	1.6873037319999265e-10	2.057678686194367e-06	0.006081432772545975	0.006081432772545975	1.2099066700700904e-06	0.00893706092991311	1.1708918286385115e-09	0.9930357683604759	9.25617682682997e-06	4.838370947656407e-10	1.641240543414068e-09	1.3271811070677248e-07	0.0030812323277487467	0.999817919742772
0.004080390172696758	0.00046140355546156865	0.009408325244117373	0.0007315635650163508	1.337436333813189e-06	9.540519898969294e-07	0.09952401895419664	4.256299674163535e-08	1.3066043041933483e-05	3.0303051479424006e-08	0.003967143131949599	0.00752607800724979	8.955260734796895e-07	5.455904161181627e-10	1.7706301007683875e-10	0.00017834647060029267	1.0940759441734448e-05	7.806047466855473e-06	0.0959185747287051	2.2213900951888987e-09	1.5846962947268419e-09	1.751705665142562e-10	2.1677574168081502e-06	0.006180819659841533	0.006180819659841533	1.2970874278705905e-06	0.008980651798941953	1.2412651058440836e-09	0.9928712577497384	9.688200581437028e-06	5.14263923635605e-10	1.7398884072531872e-09	1.3816043672197622e-07	0.0031615991183116476	0.9998119653288187
0.004111858720838443	0.0004291564070202209	0.009434332969810926	0.0007620670642553837	1.3817605395372569e-06	9.856650325944686e-07	0.09955599888688393	4.284437862824304e-08	1.3235620084599027e-05	3.0501164115131784e-08	0.004051511226133206	0.007688974220012077	9.592848043525891e-07	5.790877209135588e-10	1.8381821350369712e-10	0.0001839503160671787	1.111567154025421e-05	7.930844301192606e-06	0.09588703687694382	2.313155749503025e-09	1.6501524759346708e-09	1.816493350647048e-10	2.2813110102786272e-06	0.00628019660894528	0.00628019660894528	1.3885910808743298e-06	0.009022616246812963	1.3144759344039946e-09	0.9927061525124391	1.0132532068023321e-05	5.459283007116087e-10	1.8425143913979226e-09	1.436269297914959e-07	0.0032423362614275014	0.9998059171518651
0.004142198852367266	0.0003996921825140591	0.009459370984970317	0.000793224493592301	1.4267970837882886e-06	1.0177858533861008e-06	0.0995851955088372	4.3114351712913764e-08	1.340114285800993e-05	3.069110386699502e-08	0.004136094734576935	0.007851925237806388	1.0260819014739991e-06	6.139083159081321e-10	1.90623762939462e-10	0.00018963540336732615	1.1290534670242303e-05	8.055606197307705e-06	0.09585662438136953	2.4070112831284346e-09	1.717098857903334e-09	1.88162239371597e-10	2.3983632554393653e-06	0.006379563620850983	0.006379563620850983	1.4845289519713755e-06	0.00906301500847942	1.3905817933765565e-09	0.9925404758408036	1.058929165105405e-05	5.788510645982348e-10	1.949199112425394e-09	1.4911281631433516e-07	0.0033234294246190883	0.9997997753049819
0.004171448783670553	0.0003727709126747137	0.009483475720178106	0.0008250354562924269	1.4725448645868087e-06	1.0504136581173716e-06	0.0996118483624641	4.337363410035047e-08	1.356293044043566e-05	3.087338430652801e-08	0.004220885129584624	0.00801492232879443	1.0959848805207558e-06	6.500732945497447e-10	1.9747553829548134e-10	0.00019540152108409088	1.146534884540799e-05	8.180333164982102e-06	0.09582729896247823	2.5029615343322346e-09	1.7855388674867878e-09	1.9470504410652939e-10	2.518936759426789e-06	0.006478920696552314	0.006478920696552314	1.5850118947908355e-06	0.009101906571831683	1.4696400103974977e-09	0.9923742500580438	1.1058597863258427e-05	6.130527542038264e-10	2.060022976118291e-09	1.5461366402691943e-07	0.00340486481237107	0.9997935398810531
0.004199645755289511	0.00034817329831203053	0.009506682243576557	0.0008574995208692351	1.5190028015835774e-06	1.083547668161213e-06	0.09963617631771084	4.362292312073873e-08	1.3721304499310397e-05	3.1048504132185205e-08	0.0043058742030680375	0.008177957509143585	1.1690605051758035e-06	6.876034244373848e-10	2.043696017245309e-10	0.00020124845979264846	1.1640114079456709e-05	8.305025213994388e-06	0.09579902331701859	2.601010984445244e-09	1.8554756769236782e-09	2.012737182447301e-10	2.6430529902633003e-06	0.006578267837042844	0.006578267837042844	1.690150247055274e-06	0.00913934725942088	1.5517077517359518e-09	0.9922074966509069	1.1540567429840334e-05	6.485536150943018e-10	2.1750661635163083e-09	1.601253863207401e-07	0.0034866291460246223	0.9997872109727779
0.004226826022404853	0.0003256989308721852	0.009529024311761123	0.0008906162252064031	1.5661698365424445e-06	1.1171871207602027e-06	0.09965837935274473	4.386289483271847e-08	1.3876588093392544e-05	3.121694681431623e-08	0.004391054054568375	0.00834102347921461	1.2453747823629587e-06	7.265191546667411e-10	2.113021977210226e-10	0.00020717601203416424	1.1814830386090053e-05	8.429682354120425e-06	0.09577176112750896	2.7011637757023166e-09	1.9269122165768403e-09	2.0786443427668202e-10	2.7707323188344902e-06	0.006677605043316046	0.006677605043316046	1.800053786456417e-06	0.009175391307318032	1.6368420128000938e-09	0.9920402363010067	1.2035315292370495e-05	6.853736060989035e-10	2.2944086175971005e-09	1.6564424438883943e-07	0.003568709644424483	0.9997807886726741
0.004253024850163569	0.00030516466456767814	0.009550534418702704	0.0009243850803014729	1.614044933658502e-06	1.15133126925124e-06	0.09967864018293472	4.409420369149086e-08	1.4029104604243491e-05	3.137918035820338e-08	0.004476417079728045	0.008504113565069533	1.3249929596272527e-06	7.668406233784756e-10	2.1826975242436273e-10	0.00021318397229030264	1.1989497779005779e-05	8.554304595133331e-06	0.09574547706691297	2.8034237285806157e-09	1.999851187313764e-09	2.1447356660363688e-10	2.901994060171459e-06	0.006776932316365289	0.006776932316365289	1.9148316889703487e-06	0.009210090941272462	1.7250996090885215e-09	0.9918724889149866	1.2542954632364804e-05	7.235324061122241e-10	2.418130030581376e-09	1.711668474363449e-07	0.003651094005284871	0.9997742730730779
0.004278276513693969	0.00028640313637418594	0.009571243842838412	0.0009588055736394969	1.6626270797167087e-06	1.1859793831763364e-06	0.09969712574183753	4.431748237689683e-08	1.4179176794620187e-05	3.153565718148907e-08	0.004561955959203588	0.008667221665174791	1.4079795246031948e-06	8.085876654947357e-10	2.2526887215294738e-10	0.000219272136958075	1.2164116271897813e-05	8.67889194680349e-06	0.09572013679862672	2.9077943586308357e-09	2.0742950725244625e-09	2.2109768914639713e-10	3.036856514019255e-06	0.006876249657183847	0.006876249657183847	2.0345924895904236e-06	0.00924349645012138	1.8165371675856205e-09	0.9917042736535266	1.3063596894550082e-05	7.630494210790052e-10	2.546309831859656e-09	1.7669015101371224e-07	0.003733770387269054	0.999767664266148
0.004302614301214043	0.0002692614005649677	0.009591182692513613	0.000993877172268879	1.7119152841328633e-06	1.2211307483094302e-06	0.09971398854753659	4.4533341739556985e-08	1.4327125975203671e-05	3.168681407601404e-08	0.004647663647976607	0.008830342201177883	1.4943982060792627e-06	8.517798205229061e-10	2.3229634141454853e-10	0.00022544030432501325	1.2338685878456242e-05	8.803444418898548e-06	0.09569570697337232	3.014278892762413e-09	2.1502461497490124e-09	2.2773357243028989e-10	3.1753370045253196e-06	0.006975557066764893	0.006975557066764893	2.1594440452828154e-06	0.009275656256670865	1.9112111185812902e-09	0.9915356089593087	1.359735180982773e-05	8.039437910486939e-10	2.679027176513353e-09	1.8221145399032717e-07	0.003816727392714051	0.9997609623438658
