PTH_in_PTG	PTH_in_Plasma	Ca_in_Plasma	Values[k]	Values[lambda_Ca]	Values[m_Ca]	Values[A]	Values[B]	Values[S]
141.79691209195215	1.7400159724462876	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
148.7268082383305	1.8370910221524035	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
155.51909467735192	1.9322416075821793	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
162.17650397977326	2.0255045751047187	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
168.701714454606	2.1169166258074332	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
175.0973512266116	2.2065140671122183	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
181.36598729238534	2.29433267706241	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
187.51014455554525	2.3804076325445704	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
193.5322948413301	2.464773474635853	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
199.43486089464716	2.547464094216742	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
205.2202173461388	2.6285127296400335	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
210.8906916700126	2.7079519708370787	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
216.44856513091327	2.7858137672696714	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
221.89607368593082	2.862129437815576	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
227.23540889237844	2.9369296815397816	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
232.46871879430054	3.010244589257019	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
237.59810877888626	3.08210365494547	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
242.62564241648866	3.152535787176481	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
247.5533422954513	3.2215693206179847	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
252.38319089168047	3.289232028123028	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
257.1171312623155	3.3555511304796037	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
261.7570678939811	3.420553308132495	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
266.3048674563311	3.484264711670842	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
270.76235955179334	3.546710972511541	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
275.1313374516784	3.6079172131309534	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
279.41355881760586	3.6679080570638476	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
283.6107464086128	3.7267076388893225	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
287.7245887742295	3.784339614017981	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
291.75674093380525	3.840827168101415	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
295.7088250423592	3.8961930262973805	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
299.5824310430385	3.9504594625881087	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
303.3791173068546	4.003648308679853	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
307.10041126026783	4.055780962679768	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
310.7478099969425	4.10687839776796	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
314.3227808897051	4.156961170831798	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
317.8267621653246	4.206049430380256	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
321.26116348880663	4.25416292479417	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
324.6273665362875	4.301321010377784	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
327.9267255431777	4.347542658987651	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
331.1605678651206	4.392846465924827	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
334.33019450651466	4.4372506573258645	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
337.4368806163832	4.48077309711252	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
340.48187597564015	4.523431293817488	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
343.4664056642298	4.565242409929934	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
346.3916703622403	4.606223266114436	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
349.2588469197059	4.646390349193898	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
352.0690888103927	4.685759818507896	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
354.8235266079767	4.724347512581846	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
357.5232684385876	4.762168955466393	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
360.16940041978427	4.799239362886642	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
362.7629870970524	4.835573648358548	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
365.30507188019425	4.871186429302834	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
367.7966774877175	4.906092033269894	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
370.23880630724545	4.94030450299192	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
372.6324408089917	4.9738376021756805	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
374.9785439438011	5.006704821077883	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
377.2780595781886	5.038919382591238	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
379.53191281518	5.070494246744156	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
381.74101038322885	5.101442116144881	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
383.90624102224416	5.1317754413848125	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
386.02847581375346	5.1615064256618	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
388.1085685435957	5.190647029889014	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
390.1473560446343	5.219208977504267	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
392.145658529462	5.247203759124587	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
394.1042799262864	5.274642637252627	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
396.02400819849566	5.301536650770274	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
397.90561566180526	5.327896619338524	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
399.74985929573484	5.353733147520047	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
401.55748105011435	5.379056629180687	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
403.3292081384737	5.403877252342642	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
405.06575333654143	5.42820500257199	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
406.7678152651239	5.452049667016007	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
408.4360786733756	5.4754208384667855	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
410.07121471268505	5.498327919337385	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
411.67388120449084	5.520780125113516	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
413.2447229088623	5.542786488509216	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
414.78437178179325	5.56435586275014	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
416.293447234215	5.58549692534293	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
417.7725563775009	5.606218181480459	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
419.222294264243	5.626527967422533	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
420.64324412860793	5.646434453859656	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
422.03597762554944	5.665945649266556	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
423.40105505867973	5.685069403094782	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
424.7390256122863	5.7038134090213815	1.255	9.8436755	0.007557205876360078	15.0	0.04943742616216412	0.000494637774200846	1.1145698868684382
