iendIR	r1x2	r1x22	r11x2	r1	r2	r0	r12	r11x22	r1x22d	rendP	IRS	X	PI3K	PDK1	PKC	PKB	mTOR	GLUT4_C	r22	iend	rPbasal	r11	rend	PDK1_	X_P	GLUT4_M	PI3K_	mTOR_	PKB_P	PKC_P	IRSiP	Values[G_p]	Values[G_t]	Values[I_l]	Values[I_p]	Values[Q_sto1]	Values[Q_sto2]	Values[Q_gut]	Values[I_1]	Values[I_d]	Values[INS]	Values[I_po]	Values[Y]	Values[vglucoseuptake]	Values[KD]	Values[S2]	Values[S1]	Values[K4]	Values[K8]	Values[aa]	Values[cc]	Values[EGP]	Values[V_mmax]	Values[E]	Values[S]	Values[I]	Values[G]	Values[HE]	Values[m_3]	Values[Q_sto]	Values[Ra]	Values[k_empt]	Values[U_idm]	Values[U_id]	Values[U]	Values[S_po]
8.2715664447967e-05	1.707469871158573e-05	2.5906360813065026e-08	3.2556960712942343e-07	0.36608188746069653	0.029144709090098336	9.600348341645184	0.0005557022102283879	1.5353829865033212e-11	4.3824850856117884e-17	0.00025768289925225276	9.999785116346992	9.915115143071185	9.970692328301103	8.421308473889866	3.0609117590667236e-05	9.884768716502728	0.01718931836465983	9.992002345177168	2.2120174116437507e-05	1.4452341985061026e-05	3.729403939499884e-05	0.00348997254948463	4.5119089912768535e-05	1.5786915261101326	0.08488485692883231	0.007997654822838355	0.029307671698883462	9.982810681635376	0.11523128349730412	9.999969390882404	0.00021488365301372775	238.74255122939147	151.8497107029558	32.285473457592964	8.564126073500436	22853.603942833113	36138.60005777699	10791.980811472456	33.798702182760515	25.364046769753124	32.4650423340234	14.749915685264964	1.062960951375459	0.44683629962956833	7e-06	0.0	3.74650423340234e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.0588194321411253	3.22068559175928	0.0	7.374957842632482	171.2825214700087	126.99071873903802	0.42290128158397255	0.13923309987846827	58992.2040006101	7.097802764468424	0.0149619292885762	1.295730580290514	1.7425668799200822	2.742566879920082	7.309403546128123
9.07179117414243e-05	1.8881800296075748e-05	3.1529378997447495e-08	4.0010205919595837e-07	0.4050223746568284	0.03193470926693698	9.557683688928588	0.0006766796655974281	2.0616987214228823e-11	5.878472859151894e-17	0.00026213118513665896	9.99978142891798	9.913888091026614	9.970190903945753	8.398623910377308	3.0175520272361836e-05	9.883132283701574	0.016949033919491364	9.991888262131475	2.6677692909654176e-05	1.6076325709433962e-05	3.712830199233136e-05	0.004291009415627962	4.654278243750152e-05	1.601376089622691	0.08611190897340361	0.008111737868532816	0.029809096054236886	9.983050966080548	0.11686771629845653	9.999969824479725	0.00021857108202507876	242.30200412327463	153.63407976443517	33.085656261488424	8.865575695822814	21613.29915168318	36852.50179714239	10705.594673670666	34.90498432420517	25.434750868867987	36.27226355760113	14.673042381216062	1.1878991279461462	0.462666869963164	7e-06	0.0	4.127226355760113e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.0554590143621592	3.3638371097658024	0.0	7.336521190608031	177.31151391645628	128.8840447464227	0.42406975580551587	0.13990106339308597	58465.80094882556	7.040987266144939	0.01391921343055589	1.3627827092555673	1.8254495792187313	2.8254495792187315	7.250127384294358
9.875407924304875e-05	2.0732140049582385e-05	3.809232281379157e-08	4.845595545325923e-07	0.4446921624280297	0.03497919689746501	9.513909892554947	0.0008175360030113423	2.726016748821224e-11	7.770474991398036e-17	0.0002665331216790799	9.999777779832199	9.912606001034511	9.969694743045387	8.376297421414158	2.9760597353658698e-05	9.881522210848376	0.01671908734635973	9.991775714835358	3.2155350745829576e-05	1.7756964684514285e-05	3.69582559365217e-05	0.005196556611060794	4.800930634057769e-05	1.6237025785858408	0.0873939989655085	0.008224285164649943	0.03030525695460233	9.98328091265368	0.11847778915165141	9.999970239402646	0.00022222016780634228	245.709763981832	155.4199905106816	33.71625693104546	9.115797968018652	20440.307856418345	37524.43703942498	10599.378088123043	36.04593328427093	25.513745868088357	40.134914104979636	14.580301865312041	1.3166834378481338	0.4786355218138951	7e-06	0.0	4.5134914104979634e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.053323127549074	3.509072770347234	0.0	7.2901509326560205	182.31595936037303	130.6966829690596	0.425479411647257	0.14071051560530706	57964.74489584332	6.971129434880926	0.013054150305668984	1.43140618422542	1.9100417060393151	2.910041706039315	7.192451232580028
0.00010673895578533654	2.2607684749314866e-05	4.5662886210882405e-08	5.786163586228746e-07	0.48467981078810135	0.03827440939495563	9.469445250001483	0.0009795767313479401	3.549203328596959e-11	1.0121144748015177e-16	0.0002708473876073171	9.999774203355203	9.9112826739701	9.969208502421202	8.354532181865983	2.9366943569703284e-05	9.87995311732731	0.01650091815221876	9.991665785510436	3.868136820684512e-05	1.9478550896075142e-05	3.678552616960461e-05	0.006202157553742345	4.950459730351434e-05	1.6454678181340137	0.08871732602992141	0.008334214489571118	0.030791497578784657	9.983499081847818	0.12004688267271638	9.999970633056432	0.0002257966447982198	248.96508199200207	157.19652236548552	34.195967734887674	9.318026859215767	19330.97683666687	38153.867932801884	10478.499672839725	37.213451242026956	25.60120703600269	44.01881695625398	14.480058502667104	1.4486918637828292	0.4946027845190053	7e-06	0.0	4.9018816956253976e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.0518948490279443	3.65510751755515	0.0	7.240029251333552	186.36053718431532	132.42823510212878	0.42700311075946	0.14158993280370039	57484.84476946875	6.891628630983051	0.012332113233990426	1.5010199081226043	1.9956226926416096	2.99562269264161	7.1382835446496875
0.00011460100588227261	2.4491894800820638e-05	5.4297967300321176e-08	6.81709572955789e-07	0.5246111378366275	0.041814158181889806	9.42467606790919	0.0011638501854441955	4.551547712263172e-11	1.2992431153959068e-16	0.00027504214358539826	9.99977072589307	9.909931718904568	9.968735768737684	8.33347969986523	2.8995963834482643e-05	9.878435881735449	0.016295306558018034	9.991559294537177	4.638802400504165e-05	2.1226150578987386e-05	3.661161336061716e-05	0.007300755995657055	5.101551079092041e-05	1.6665203001347675	0.09006828109545527	0.008440705462827946	0.03126423126230293	9.983704693442016	0.12156411826457592	9.999971004036162	0.000229274106928039	252.0689879528646	158.95426082046774	34.54489034202657	9.47660718971425	18281.851138678532	38740.83086622485	10347.091558165086	38.40010694864339	25.69724705581192	47.89340370225329	14.37859930750279	1.5833332779478373	0.510447353702211	7e-06	0.0	5.2893403702253287e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.0507824645930048	3.8007919792047233	0.0	7.189299653751395	189.53214379428496	134.0792489110982	0.4285452905259576	0.14248479162044686	57022.682004903385	6.8052025247931915	0.011725931034104766	1.5710859350697994	2.08153328877201	3.08153328877201	7.088886984178678
0.00012228306771877207	2.6370118489202963e-05	6.404264380160121e-08	7.930853640455373e-07	0.5641577492792078	0.04559025547657492	9.379947182257343	0.0013711280336704394	5.752133193775365e-11	1.64436914182905e-16	0.000279094556857586	9.999767366385456	9.90856602036027	9.968279112528538	8.313243698588908	2.864810049396421e-05	9.876977928415787	0.016102499296538546	9.991456816041072	5.54096263909203e-05	2.298604474558893e-05	3.6437857079619174e-05	0.008483240780740581	5.253017652444974e-05	1.686756301411087	0.09143397963975411	0.008543183958933095	0.03172088747144624	9.983897500703495	0.12302207158424322	9.999971351899504	0.00023263361454356455	255.0238093700199	160.68521315013047	34.783321016327804	9.59654489193436	17289.663315039772	39285.793507364884	10208.456083490963	39.599268894640744	25.801922334901448	51.73216913353015	14.280519430986534	1.7200502864502667	0.5260671590270924	7e-06	0.0	5.673216913353015e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.0496965984738775	3.945129559420734	0.0	7.140259715493267	191.9308978386872	135.65096243086165	0.43003610464900466	0.14335444850062679	56575.45682240465	6.714023039526749	0.011214241555288523	1.6411200164531883	2.1671871754802807	3.1671871754802807	7.0450496991961025
0.0001297419217900823	2.8229804415788158e-05	7.492983238002498e-08	9.118518020867314e-07	0.6030413947678603	0.04959293754109859	9.335556573063805	0.0016019014845279056	7.168319336330841e-11	2.0530052710339368e-16	0.000282989821612722	9.999764137117008	9.907197344804937	9.967840199031974	8.293886339159146	2.8323063527382044e-05	9.87558368171219	0.015922337095387894	9.991358707102185	6.588051206100838e-05	2.4746021064051484e-05	3.626541487754803e-05	0.009739057870960563	5.403821387048392e-05	1.70611366084085	0.09280265519508538	0.008641292897819449	0.03215980096800958	9.98407766290465	0.12441631828783792	9.999971676936466	0.00023586288298872387	257.83280969879826	162.38269607182067	34.93086986894784	9.683137236457641	16351.323248387303	39789.542449299515	10065.230742911375	40.80517282881782	25.91524004539533	55.51284384789774	14.189070910350738	1.858320742463702	0.5413792212267604	7e-06	0.0	6.051284384789774e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.0484293569642902	4.087282928680955	0.0	7.094535455175369	193.66274472915282	137.14511154191396	0.4314261221626688	0.14416941475169026	56140.86569768682	6.619824834760943	0.010780167367017866	1.7106977585986545	2.2520769798254148	3.2520769798254148	7.007211948446423
0.00013694710006417797	3.0060563414831483e-05	8.69805610496712e-08	1.0370326103628633e-06	0.6410348990573806	0.05381126400117918	9.291753412074952	0.0018563913663569235	8.815365983232313e-11	2.5301132780135823e-16	0.00028671992596788934	9.999761044739152	9.905836084674911	9.96741992751582	8.275435437871161	2.8020039449391944e-05	9.874255090550172	0.015754370399592973	9.991265143417644	7.793316743079609e-05	2.6495533495464134e-05	3.6095254702075693e-05	0.01105682500735501	5.553082834552437e-05	1.7245645621288321	0.09416391532510707	0.008734856582361212	0.032580072484164065	9.984245629600444	0.12574490944985547	9.999971979960543	0.0002389552608481938	260.49991497192633	164.04120877322129	35.00586371578198	9.741685978434687	15463.908527396214	40253.09624415453	9919.518803628702	42.01293711835594	26.037165426225283	59.21734773842682	14.106458994922933	1.9976582867388943	0.5563186572653129	7e-06	0.0	6.421734773842681e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.0468365238366901	4.226572274964848	0.0	7.053229497461467	194.8337195686937	138.5637845595353	0.4326818232771714	0.1449090647818732	55717.00477155074	6.523991213155801	0.010410287125078962	1.779457110572887	2.3357757678382	3.3357757678382	6.975559425501689
0.0001438792667597313	3.185411509431041e-05	1.0020474465311272e-07	1.1676173692202515e-06	0.6779604929645855	0.05823348013191048	9.248738783735535	0.0021345693969888183	1.0706211097851525e-10	3.0800178719828866e-16	0.0002902823560203476	9.999758091344194	9.904491125057978	9.967018577611043	8.257891706592005	2.7737867162809518e-05	9.872992153336872	0.015597956810631445	9.991176156065743	9.169654599679127e-05	2.822575271750081e-05	3.592815769825729e-05	0.012424899201605093	5.700081380075705e-05	1.7421082934079868	0.09550887494204192	0.008823843934262337	0.03298142238893703	9.984402043189405	0.12700784666315096	9.99997226213283	0.00024190865580287255	263.0295060567707	165.65630100548793	35.02497772252341	9.77728752214173	14624.65534508334	40677.638588843474	9772.992613935061	43.21853902740013	26.167628986454567	62.83158389793983	14.034084397529444	2.1376121806803443	0.5708371436909886	7e-06	0.0	6.783158389793982e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.0448229606353707	4.362467554562538	0.0	7.017042198764722	195.5457504428346	139.90931173232485	0.43378191715755243	0.14555975295982954	55302.29393392681	6.427622065318829	0.01009384945841672	1.8470979444100863	2.417935088101075	3.417935088101075	6.9500921258423665
0.00015052843126960968	3.360415286797195e-05	1.1460233482956767e-07	1.3026051568006915e-06	0.7136863307713238	0.06284733500481147	9.20666833575158	0.0024361875798454445	1.2851398130999606e-10	3.7063635027162454e-16	0.000293678863521272	9.999755275486924	9.903169811172415	9.966635948391275	8.241235410322775	2.7475177734472295e-05	9.871793399675225	0.01545233855328025	9.991091665905865	0.00010729463240110732	2.9929532229294197e-05	3.5764728505008466e-05	0.013831864042561771	5.844248498782082e-05	1.7587645896772197	0.09683018882760791	0.008908334094138139	0.03336405160870811	9.98454766144676	0.12820660032479825	9.999972524822255	0.00024472451307303337	265.42625987962856	167.2244429956278	35.003043845410055	9.794689701561035	13830.949891068709	41064.46716051869	9626.975514052727	44.418763560303404	26.306533350136068	66.34512503605941	13.972736447193938	2.2777666285678664	0.5849010841089038	7e-06	0.0	7.134512503605941e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.04233094166497	4.494576701355834	0.0	6.986368223596969	195.8937940312207	141.18418078703647	0.43471440600265215	0.14611328860592093	54895.4170515874	6.331587741934679	0.00982217594976983	1.9133794563498807	2.4982805404587847	3.4982805404587847	6.930675358663764
0.00015689217673651973	3.5306157108664725e-05	1.301647143446962e-07	1.441039973888763e-06	0.7481218768526903	0.06764035296853202	9.165656199203417	0.0027608126732751497	1.525913619646025e-10	4.4121112282335105e-16	0.0002969143690212474	9.999752593093929	9.901877992663863	9.966271482111374	8.225432131253815	2.7230500295583802e-05	9.870656306749845	0.015316701181416306	9.991011513733463	0.00012484528148331498	3.1601313774218865e-05	3.560541048335302e-05	0.015266919512315128	5.985156280649895e-05	1.7745678687461797	0.09812200733616037	0.008988486266539097	0.0337285178886092	9.984683298818622	0.12934369325018177	9.999972769499694	0.000247406906068515	267.69502745504974	168.74290165771185	34.95299041419479	9.798203187583866	13080.32021100793	41414.95447900502	9482.507078650182	45.611134630736835	26.45375956936694	69.75083538701791	13.922744565087632	2.4177397351491843	0.5984896629597893	7e-06	0.0	7.475083538701792e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.0393309920976774	4.622631410551874	0.0	6.961372282543816	195.96406375167732	142.3909720505584	0.435474282610668	0.14656571197262958	54495.27469001295	6.236571963266082	0.009588207992863536	1.9781160390914843	2.576605702051274	3.576605702051274	6.917077726645433
0.00016297401918455995	3.695718054045e-05	1.4687621628501067e-07	1.5820374366256824e-06	0.7812127133237917	0.07260005918917471	9.125779632768909	0.0031078629647086865	1.7935468408771782e-10	5.199569925942267e-16	0.00029999603150801627	9.999750038234987	9.900620121892507	9.965924369124146	8.210437538077953	2.7002338843834173e-05	9.869577643343977	0.015190216163733186	9.990935485467645	0.0001444593408296691	3.3236992741275095e-05	3.5450503757621786e-05	0.016720169921261026	6.12250309239233e-05	1.7895624619220407	0.09937987810751688	0.009064514532355492	0.034075630875836316	9.984809783836305	0.1304223566560507	9.999972997661141	0.00024996176500525184	269.84073982165677	170.2096258650418	34.88587476345617	9.791655706479393	12370.428507805222	41730.517972697075	9340.395380697735	46.79383635259797	26.60917280267534	73.04446187248544	13.884095771908946	2.557182207979019	0.6115929124902736	7e-06	0.0	7.804446187248544e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.0358147724464701	4.7464717664054525	0.0	6.942047885954473	195.83311412958784	143.53230841577488	0.436061744266984	0.14691631675711547	54100.946480502294	6.143106192689665	0.009386161898761843	2.0411721758785317	2.652765088368805	3.652765088368805	6.908999567635144
0.000168781958266641	3.855562429729819e-05	1.6471566670972908e-07	1.724803060459464e-06	0.8129351871951629	0.07771416208658016	9.08708396700699	0.0034766450299626005	2.0884520094207308e-10	6.070454484202213e-16	0.0003029324884464273	9.999747603753233	9.899399386401386	9.965593633549762	8.196201190251417	2.678922546404419e-05	9.868553743850518	0.015072070402717548	9.990863332396144	0.000166240049275105	3.483376050177898e-05	3.53001844222748e-05	0.01818281497719591	6.256097850649123e-05	1.8037988097485753	0.10060061359863454	0.009136667603857703	0.034406366450221125	9.98492792959732	0.13144625614950728	9.99997321077452	0.0002523962467600379	271.86833535114346	171.62314228163672	34.81097838376364	9.778378407508121	11699.06386067961	42012.59708545848	9201.259117934222	47.96563040807416	26.772627310527525	76.22421982624543	13.856525211475555	2.6957758866880623	0.6242098756238672	7e-06	0.0	8.122421982624542e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.031789591898662	4.866030665466829	0.0	6.928262605737777	195.56756815016243	144.61081667614013	0.4364808167855716	0.1471668714385218	53711.66094613809	6.051597342949047	0.009211265130351283	2.102456803038234	2.726666678662101	3.726666678662101	6.906094380159964
0.0001743272424149115	4.010101788697666e-05	1.8365787071275868e-07	1.8686430102203986e-06	0.8432911949849761	0.0829706967444299	9.049587537419255	0.0038663886741153596	2.410879841502919e-10	7.025963026888202e-16	0.00030573325417122756	9.999745281764001	9.898217859518049	9.965278201069555	8.182669478118463	2.658975535135256e-05	9.867580719728561	0.014961485667478517	9.990794786924663	0.00019028269161578055	3.6389936881631106e-05	3.515452370514977e-05	0.01964725505621033	6.385844007536846e-05	1.8173305218815288	0.10178214048197289	0.009205213075335672	0.03472179893042892	9.985038514332556	0.13241928027146418	9.99997341024463	0.00025471823599412135	273.7827035937263	172.98246234088256	34.735940908076856	9.761215283761226	11064.13533936689	42262.635778304924	9065.5617840766	49.12577384551871	26.943970760635413	79.29039132611037	13.839585604882995	2.8332321613348834	0.6363469141380569	7e-06	0.0	8.429039132611036e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.0272741952256872	4.98131871386175	0.0	6.919792802441497	195.2243056752245	145.6290976562374	0.4367382988057785	0.14732099945223334	53326.771117671815	5.962350250296534	0.009059553361644606	2.161917488648686	2.7982644027867427	3.7982644027867427	6.9079850574930655
0.00017962334638202572	4.1593811905810994e-05	2.0367498353377734e-07	2.0129684884784754e-06	0.8723033013886914	0.08835813394317768	9.01328639216023	0.0042762787660714655	2.7609517302411597e-10	8.066865479062372e-16	0.00030840825673997973	9.999743064038928	9.897076656865503	9.964976951096974	8.169787829070382	2.6402608199930322e-05	9.866654617917222	0.0148577304686427	9.99072957446754	0.00021667448152645118	3.79048025315654e-05	3.501350625529997e-05	0.021107124873997983	6.511724024708169e-05	1.8302121709296155	0.10292334313452328	0.009270425532458654	0.0350230489030156	9.985142269531396	0.13334538208280206	9.999973597391783	0.00025693596106647935	275.58864205682863	174.28700032864492	34.66691515743807	9.742548229942237	10463.665492009353	42482.069178001126	8933.639557704179	50.27394032494533	27.123047864562654	82.24494821278017	13.832700430305113	2.9692903269974744	0.648016187572851	7e-06	0.0	8.724494821278017e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.0222955343067404	5.092410052800535	0.0	6.916350215152557	194.85096459884474	146.58970322171737	0.4368429534593623	0.14738368571810015	52945.73467001048	5.875586016797749	0.008927713276051671	2.219534686457592	2.867550874030443	3.867550874030443	6.9142762524013195
0.0001846851448722456	4.3035188864896694e-05	2.2473772820543506e-07	2.1572950376492048e-06	0.9000103086837641	0.09386545958300599	8.978158638689923	0.004705483145524737	3.1386925486264285e-10	9.19359661097987e-16	0.0003109674908447696	9.99974094229382	9.895976090003618	9.964688755858495	8.157502313843239	2.622655978671377e-05	9.86577153596273	0.01476012649622696	9.990667422159907	0.00024549463980369935	3.937843802948234e-05	3.4877047028249945e-05	0.022557270684548845	6.633784846598596e-05	1.8424976861567557	0.1040239099964002	0.009332577840089047	0.035311244141495245	9.985239873503817	0.13422846403729044	9.9999737734402	0.00025905770617239853	277.2908232057902	175.5365021103541	34.608730328028244	9.724331903572637	9895.784186618237	42672.31342584627	8805.72419533437	51.41014676639331	27.309703386272293	85.09120718706941	13.83520461564703	3.103715910564833	0.6592343117634571	7e-06	0.0	9.009120718706942e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.0168862955444036	5.19942939023381	0.0	6.917602307823515	194.48663807145272	147.49511872648418	0.43680488984216514	0.14736088359636626	52568.0976124645	5.791457066931451	0.008812959916438604	2.2753162489381564	2.934550560701614	3.934550560701614	6.924563834969177
0.00018952825881052908	4.442689484355917e-05	2.4681643827216945e-07	2.3012380020164355e-06	0.926463333260932	0.09948222908483291	8.944168354292733	0.005153176177614562	3.544062002270457e-10	1.0406347854170878e-15	0.00031342076490645146	9.999738908398417	9.894915811318363	9.964412508855814	8.145760777024213	2.6060486654587835e-05	9.864927702858566	0.014668051230661788	9.99060806503422	0.0002768146330303939	4.081157415009628e-05	3.474500647702538e-05	0.02399368557744211	6.752124674835012e-05	1.854239222975781	0.1050841886816592	0.009391934965777022	0.035587491144174505	9.985331948769383	0.13507229714145727	9.99997393951333	0.0002610916015743149	278.8937696254867	176.73098377755653	34.56505429120642	9.708133954896756	9358.722786123806	42834.75800675163	8681.961923832121	52.53468653461182	27.50378457494541	87.83352080207412	13.84637568484891	3.2362989969852642	0.6700211948546614	7e-06	0.0	9.283352080207411e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.0110830052883064	5.3025403821579875	0.0	6.923187842424455	194.1626790979351	148.3477498007908	0.43663508959029657	0.14725920178774315	52193.48079287544	5.710059572981896	0.008712940280400854	2.3292923214195	2.9993135162741615	3.9993135162741615	6.938442147726343
0.00019416854878440116	4.577109279513732e-05	2.698819179341202e-07	2.444505277225192e-06	0.9517224028576121	0.10519860103030594	8.911269029752159	0.005618557848779288	3.976983244006318e-10	1.1705153479850524e-15	0.00031577752277936987	9.999736954524288	9.89389494656545	9.96414714491884	8.134513598904528	2.590336614356401e-05	9.864119533354978	0.014580937972724787	9.990551250222978	0.00031069853766863177	4.220545590128626e-05	3.4617203929654275e-05	0.025413415905570183	6.866881191567946e-05	1.8654864010954686	0.1061050534345731	0.009448749777016504	0.035852855081150325	9.985419062027319	0.13588046664504624	9.99997409663384	0.0002630454757002419	280.40183575031244	177.87067934759813	34.53854897758048	9.695177361943857	8850.808640959413	42970.76000816148	8562.429103956965	53.64806968420384	27.70514308072311	90.47700555282977	13.865457612690918	3.3668525763937764	0.6803990417997915	7e-06	0.0	9.547700555282976e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.0049245767335373	5.4019354087864	0.0	6.932728806345459	193.90354723887714	149.14991263314494	0.4363450442870981	0.14708565510559735	51821.56864912089	5.631443756833235	0.008625656974081266	2.381510690227321	3.0619097320271127	4.061909732027113	6.955509576388694
0.0001986217306963998	4.707023702609612e-05	2.939061220186157e-07	2.586888310135849e-06	0.9758535588511684	0.11100535381630174	8.879406546960382	0.006100868524523886	4.437367889420768e-10	1.308996796932883e-15	0.00031804672330248306	9.999735073244775	9.892912213232146	9.963891653741216	8.123714177774021	2.575427337967931e-05	9.863343662177225	0.01449827418521503	9.990496739658681	0.0003472034967886527	4.356172151405621e-05	3.4493429156166045e-05	0.026814449858924398	6.978221266489518e-05	1.8762858222259755	0.10708778676787838	0.00950326034131174	0.03610834625877615	9.985501725814826	0.13665633782280287	9.999974245726607	0.00026492675521147237	281.8191949338585	178.9559965818179	34.53101515287882	9.686382584386058	8370.459878900732	43081.63988932403	8447.145270856543	54.75097034342433	27.913636413258423	93.0273064127742	13.89167910127144	3.495210927237582	0.6903915142624872	7e-06	0.0	9.80273064127742e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	0.9984511944609967	5.49782672112031	0.0	6.94583955063572	193.72765168772113	149.90382709247794	0.4359464776606741	0.14684746655247183	51452.09976822477	5.555622466601804	0.008549407295406446	2.4320326198389397	3.122424134101427	4.122424134101427	6.9753728191253
0.00020290309106038874	4.832696758067229e-05	3.1886266590421764e-07	2.728252142243602e-06	0.9989264305040109	0.11689388866483567	8.848521711011589	0.006599399662984084	4.925136955485236e-10	1.4560732573159822e-15	0.00032023676393588835	9.999733257598358	9.89196602409173	9.963645088450596	8.113319204049784	2.5612376399131943e-05	9.862596963305037	0.014419598799056207	9.990444311650876	0.0003863802389720117	4.4882296613017705e-05	3.4373452204912544e-05	0.028195597153877025	7.086332109616734e-05	1.8866807959502123	0.10803397590829356	0.009555688349118862	0.036354911549398614	9.985580401200982	0.1374030366949903	9.999974387623588	0.0002667424016302994	283.14983087795093	179.98747999651397	34.54352450351416	9.682407975904322	7916.18047870655	43168.678436678245	8336.084024374595	55.844181029817186	28.12912900224463	95.49039600170538	13.924267575040385	3.621228048112168	0.7000230310583362	7e-06	0.0	1.0049039600170538e-10	1400.0	0.01	0.00017806267806267802	0.003205128205128205	0.9917034579986055	5.590438889664123	0.0	6.962133787520193	193.64815951808643	150.61161216912285	0.43545113285938614	0.14655191084224803	51084.85891538479	5.482578339107907	0.008482734266813258	2.4809291872758905	3.1809522183342267	4.180952218334227	6.997650139845093
0.0002070272821843666	4.954402276281274e-05	3.447271801146079e-07	2.8685251108973886e-06	1.0210122372115011	0.12285622185047422	8.818552370654231	0.007113500876451722	5.440237540307373e-10	1.611743000225211e-15	0.00032235543741566285	9.999731501124637	9.891054576225255	9.963406570461515	8.103288782393108	2.547693022143101e-05	9.861876558360876	0.014344498935238398	9.990393761640535	0.00042827363270917266	4.616930308268539e-05	3.4257031639804974e-05	0.029556366697098074	7.191413780579815e-05	1.896711217606891	0.10894542377476625	0.009606238359457933	0.03659342953847814	9.9856555010648	0.13812344163914908	9.999974523069765	0.00026849887535147635	284.3975326396976	180.96578016056117	34.57653821775353	9.683687493265033	7486.555610799442	43233.11465461779	8229.182148402866	56.92857347968023	28.3514929161368	97.8724057525848	13.962459876623752	3.744776146842898	0.7093181934054693	7e-06	0.0	1.028724057525848e-10	1400.0	0.01	0.00017806267806267802	0.003205128205128205	0.9847217248360562	5.6800024562971885	0.0	6.981229938311876	193.67374986530066	151.2752833189881	0.434870609875319	0.14620619157336956	50719.67026541723	5.412269797603424	0.008424386985227286	2.5282781010069053	3.2375962944123744	4.237596294412374	7.021973820858846
0.00021100818054320693	5.0724167834894214e-05	3.7147752710849403e-07	3.007688670834344e-06	1.0421821709597985	0.12888496857157763	8.789435166969458	0.007642583790680961	5.9826552996385e-10	1.7760126982122814e-15	0.00032440991273609363	9.999729797880162	9.890175926312773	9.96317529159053	8.093586445031566	2.5347270450940292e-05	9.861179817218344	0.014272606363920328	9.990344902363246	0.0004729232532469411	4.742498172399342e-05	3.414392133333609e-05	0.030896847307883394	7.293672939307232e-05	1.906413554968431	0.10982407368724689	0.009655097636744957	0.03682470840946644	9.985727393636116	0.1388201827816801	9.999974652729536	0.0002702021198309738	285.5658925827992	181.89162844101492	34.630012045147744	9.69046515854841	7080.247230890777	43276.14439710674	8126.347259726619	58.005065470668626	28.58060829091428	100.17948609329774	14.005510402876789	3.865744193402264	0.7183013196836225	7e-06	0.0	1.0517948609329773e-10	1400.0	0.01	0.00017806267806267802	0.003205128205128205	0.9775456080601079	5.766748677107995	0.0	7.0027552014383945	193.80930317096818	151.89675137382937	0.43421624187627283	0.14581734588862177	50356.39162799752	5.344636082358662	0.008373288287968598	2.5741609792380586	3.292462298921681	4.292462298921681	7.047991977746463
0.00021485879456832564	5.187013787602542e-05	3.990938989462501e-07	3.1457676618586347e-06	1.0625061103920699	0.1349733205061844	8.761106952894618	0.00818612317067805	6.552422936090632e-10	1.9489004969409194e-15	0.00032640673375066955	9.999728142439604	9.889328053336474	9.962950514189497	8.084179088883744	2.5222806729925538e-05	9.860504353173745	0.014203593880183163	9.99029756359711	0.0005203639426620435	4.865162754005581e-05	3.4033875980948515e-05	0.032217595000694405	7.393317708998197e-05	1.9158209111162519	0.11067194666354586	0.00970243640287665	0.03704948581049727	9.985796406119853	0.13949564682627869	9.999974777193257	0.00027185756038904736	286.6583067498657	182.76581642346054	34.703488381706656	9.702826046019094	6695.989912682354	43298.91958734571	8027.464229893928	59.07459305494688	28.81636351618563	102.41769248123525	14.05269724297337	3.9840365411357443	0.7269960751096529	7e-06	0.0	1.0741769248123525e-10	1400.0	0.01	0.00017806267806267802	0.003205128205128205	0.9702135945638574	5.8509052372944454	0.0	7.026348621486685	194.05652092038187	152.47782273929027	0.4334990019068048	0.14539217166347	49994.90950002806	5.279601474276392	0.00832850820327189	2.618661053676583	3.345657128786236	4.345657128786236	7.075369862077464
