cAMP	Cdc25	C	R_C	Pde1f	Ras2_GTP	Ras2_GDP	cAMP_PKA	IIIcAMP_PKA	Ras2_Cdc25	Ira2	Pde2	IIcAMP_PKA	Ras2_GDP_Cdc25	Ira2P	R_2cAMP	AMP	Pde1	Ras2_GTP_CYR1	Ras2_GTP_Ira2P	IVcAMP_PKA	Cdc25f	Ras2_GTP_Cdc25	Ras2_GTP_Ira2	R	PKA	CYR1	cAMP_Pde1f	cAMP_Pde2
0.0	300.0	0.0	0.0	0.0	0.0	20000.0	0.0	0.0	0.0	200.0	6500.0	0.0	0.0	0.0	0.0	0.0	1400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500.0	200.0	0.0	0.0
54.416876261995185	0.015258512709059558	2.7813162302398507e-15	7.699650362105269e-33	1.6887486902023557e-19	46.66725584924594	19613.481085755113	0.31282279327249485	8.361084453575374e-10	5.9076590899937326e-05	164.14562765765788	6494.614339100797	1.9775913420469497e-05	168.02631192725067	5.772824852662328e-18	2.64334765138533e-15	1.824275933970891	1400.0	4.01254456599116	1.5354591481771616e-17	2.5169564105467006e-14	7.259344524644562e-19	131.9583704834499	35.854372342342124	1.3796857885452009e-16	2499.6871574299753	195.98745543400915	3.039720002927642e-20	5.385660899211855
417.5253537467406	0.015320281254256706	4.457143460341203e-10	9.22210351048098e-22	2.0151874966894917e-14	87.97656298454481	19492.90180842698	5.152811260548152	3.854526676306903e-06	5.8121436089257934e-05	96.57504496177066	6437.532579780161	0.0054396933168470284	155.60942547267953	4.218947058489552e-13	3.9998481466247923e-10	48.150491474285616	1400.0	15.711993831482301	4.2760912793845106e-12	1.8355567991825595e-09	1.4126151421877242e-13	144.3751961246307	103.42495503822457	4.572953137164104e-11	2494.841745189547	184.28800616851797	4.976328224753728e-14	62.46742021984672
1241.189391477923	0.015369743348687542	2.982663411981599e-07	1.0053636171161978e-15	7.173984960265956e-12	134.79107630086867	19383.07099610019	23.32345666346344	0.00037302146363246393	5.8013484718689355e-05	51.27410844728057	6286.547524315463	0.11363278341554395	154.20615676722613	1.2037787879543038e-10	2.5261893430176247e-07	267.93252511352085	1399.9999999999263	33.42740578977673	2.688324100948913e-09	7.782949789557594e-07	1.012767983485766e-10	145.77841547583995	148.72589154991059	4.564740689639744e-08	2476.562536604226	166.57259421022357	6.698451110706573e-11	213.4524756845451
2626.866160240934	0.015405413852679463	2.521794981230837e-05	1.3312206064823354e-11	3.6800908213505443e-10	191.1329647401028	19281.53477753149	64.61536639994759	0.008438468759731347	5.7979242008746276e-05	29.483429785626434	6028.537827015747	0.8978541779218691	153.76107285735236	4.810963463968783e-09	2.019652469121532e-05	834.9293174348478	1399.9999999913755	56.831092941556264	1.8767741146855708e-07	4.792223536874955e-05	8.864277920502449e-09	146.22346374068934	170.51657002188503	5.021425121093053e-06	2434.47828042215	143.16890705844412	8.256774034043301e-09	471.4621729842656
4634.739430835217	0.015434107197551705	0.000720176954810752	1.7530179224917012e-08	7.180371157473488e-09	252.31285149452836	19184.151875532254	137.14735525961424	0.08838685087411807	5.7948827632203075e-05	20.226666122891316	5672.6357068924435	4.225226950500605	153.3657437862164	8.030622866396986e-08	0.0005460717816418227	1926.897401893504	1399.9999996846716	83.7773735421982	4.706752890764299e-06	0.0010675162838911859	2.5860329153292325e-07	146.61876389915568	179.77332909004923	0.00017410517316892915	2358.53760332548	116.22262645780208	3.0814956580595765e-07	827.3642931075684
7243.433391597276	0.015459375956168246	0.010334905866849714	5.4221951756923515e-06	7.73783447824202e-08	315.6935570452704	19088.999555521248	243.42731703620134	0.5629610244771986	5.791746217284599e-05	15.68386270866868	5252.639353064546	14.178029484835529	152.95805030510456	7.938564081203187e-07	0.007417128941171114	3684.5179602799753	1399.9999944256754	111.0062140795194	6.43056739434342e-05	0.012382297569675188	3.7675567811454707e-06	147.0264286339208	184.31607219180069	0.0029177769256786014	2241.8141399928836	88.99378592048089	5.496948037673082e-06	1247.3606469354645
10357.888538717461	0.015481338815442208	0.09048043143591064	0.0005992977763865381	5.49608033950196e-07	381.8008294367672	18995.356735512658	377.0261324500022	2.4970308207395533	5.788483880927881e-05	12.864876601000196	4813.959813779712	37.08303279424963	152.53404964944062	5.24265508545033e-06	0.061577712986978596	6178.354391310778	1399.9999410547011	135.72283160722233	0.0005597744740018517	0.08967819044690606	3.337417610022511e-05	147.45037775272948	187.13455838187042	0.028902718448932063	2083.2585858799544	64.27716839277797	5.8395690822092957e-05	1686.0401862202953
13838.461735521663	0.015499317658296326	0.5294300715689705	0.02865490953186758	2.8071511461797662e-06	451.74074439715145	18902.912408692642	522.5423432523633	8.35728695106103	5.7850439504525286e-05	10.851591794354821	4395.267130910821	79.68994583245538	152.08722250086424	2.4585989007659036e-05	0.35044284725975067	9405.417430547817	1399.9995828864032	156.2141599465477	0.0033671124342574757	0.45161850747522714	0.0001973383665993832	147.89702299267176	189.1450165072217	0.17898722430921962	1888.6797629660937	43.78584005345255	0.0004143064453954633	2104.732869089179
17528.272479286756	0.0155130096550793	2.08327165119514	0.5307461378584852	1.0520085527040722e-05	525.9802581550367	18811.51199216006	659.4466724175157	22.26828902478682	5.7813863789765325e-05	9.31639761867807	4019.872854306098	145.78891834423638	151.61294028538356	8.287894780682813e-05	1.4742390269064685	13309.639937750388	1399.9979447697478	171.8405279155452	0.01439931942977569	1.6989222741608065	0.0007847234116340528	148.37070416768626	190.66912018294417	0.6090326242886701	1669.4901890447718	28.159472084455146	0.0020447101660277596	2480.127145693902
