Aux/IAA	ARF	mRNA	Aux/IAA:ARF	Aux/IAA:Aux/IAA	auxin	Values[kprime_IA]	Values[kprime_II]	Values[aux_basal]
10.0	10.0	1.0	10.0	10.0	0.0	10.0	10.0	0.1111111111111111
10.186357731679198	10.403973513039137	1.9297159699204283	10.53461789590392	10.324179676628	0.0	10.0	10.0	0.1111111111111111
10.524683044709407	10.692970480750173	2.898329904446809	11.181400782350037	10.989202282871739	0.0	10.0	10.0	0.1111111111111111
11.019634099782744	10.889274553162604	3.889356059470086	11.918073431333761	12.017988078767935	0.0	10.0	10.0	0.1111111111111111
11.658281630911432	11.00125704740522	4.8868960839712665	12.73627292252313	13.427113584171249	0.0	10.0	10.0	0.1111111111111111
12.423734406848583	11.042130086046793	5.877050989494008	13.622795504993496	15.230025955884678	0.0	10.0	10.0	0.1111111111111111
13.297325435222042	11.02703421980159	6.8488120744993495	14.562508974597439	17.435763367097177	0.0	10.0	10.0	0.1111111111111111
14.260445155600605	10.970677125831294	7.794265561882851	15.540713975737958	20.048394660928512	0.0	10.0	10.0	0.1111111111111111
15.295799804683957	10.88589575338003	8.708311033706078	16.544581855808307	23.06717629390641	0.0	10.0	10.0	0.1111111111111111
16.38809686808771	10.783072792724353	9.58813836770385	17.563738196316717	26.48720944540267	0.0	10.0	10.0	0.1111111111111111
17.524283372737322	10.670137547677701	10.432653701758065	18.590261940456333	30.30032961417388	0.0	10.0	10.0	0.1111111111111111
18.693493531031546	10.552873557738952	11.241963795574142	19.61837777103095	34.49601703446104	0.0	10.0	10.0	0.1111111111111111
19.886839508858202	10.435332885574905	12.016962120428849	20.64404182304648	39.06220365508914	0.0	10.0	10.0	0.1111111111111111
21.09713890164991	10.320243046336005	12.75902019651185	21.664534754469027	43.98592624174659	0.0	10.0	10.0	0.1111111111111111
22.318635319237536	10.209355821221457	13.469769405804309	22.678112932733324	49.25382179077041	0.0	10.0	10.0	0.1111111111111111
23.546741227794	10.103724427439353	14.150953280582033	23.683731264855943	54.85248456564045	0.0	10.0	10.0	0.1111111111111111
24.777815016499133	10.003913621198075	14.804331473770622	24.68083309451704	60.76871172971943	0.0	10.0	10.0	0.1111111111111111
26.008974570082817	9.91015406565376	15.431620073293146	25.669195834185725	66.98966415761502	0.0	10.0	10.0	0.1111111111111111
27.23794481208346	9.822453294346026	16.034456695839154	26.6488200017571	73.50296513451121	0.0	10.0	10.0	0.1111111111111111
28.462934761254832	9.740674188952976	16.614382044757328	27.619850742869637	80.29675492010033	0.0	10.0	10.0	0.1111111111111111
29.68253923106687	9.664589741986326	17.172832126757825	28.58252306828234	87.35971476194926	0.0	10.0	10.0	0.1111111111111111
30.895660584056458	9.593920810967953	17.71113717871079	29.537124099770026	94.68107033074041	0.0	10.0	10.0	0.1111111111111111
32.10144660857213	9.528361801856471	18.230524657810058	30.483967386769024	102.25058166424188	0.0	10.0	10.0	0.1111111111111111
33.29924120081001	9.467597879725304	18.732124547512747	31.42337569577077	110.0585247013327	0.0	10.0	10.0	0.1111111111111111
34.4885451972598	9.411316253968135	19.216975841037158	32.35566972518668	118.09566788192139	0.0	10.0	10.0	0.1111111111111111
35.66898520277124	9.359213364765283	19.686033511690162	33.281160918954086	126.35324605988826	0.0	10.0	10.0	0.1111111111111111
36.840288758303245	9.310999238602932	20.14017548224962	34.20014711108737	134.82293355892742	0.0	10.0	10.0	0.1111111111111111
38.00226446565999	9.266399926163032	20.58020936476563	35.11291008785904	143.49681721874794	0.0	10.0	10.0	0.1111111111111111
39.15478609556779	9.22515862613676	21.00687880262113	36.01971446405631	152.36737018969407	0.0	10.0	10.0	0.1111111111111111
40.29777979456766	9.187035954745626	21.420869351986084	36.92080741353098	161.427426860355	0.0	10.0	10.0	0.1111111111111111
41.43121378770006	9.15180965227777	21.82281387502841	37.81641896273483	170.6701591463449	0.0	10.0	10.0	0.1111111111111111
42.55509006932201	9.119273934408989	22.213297433616827	38.70676263946442	180.08905432701764	0.0	10.0	10.0	0.1111111111111111
43.66943766272821	9.089238641749672	22.592861739473676	39.59203632338657	189.67789427106436	0.0	10.0	10.0	0.1111111111111111
44.774307163313075	9.061528277123076	22.962009150815675	40.47242320882924	199.43073624173965	0.0	10.0	10.0	0.1111111111111111
45.869766285846076	9.03598100002599	23.32120628828833	41.34809281039012	209.3418950299819	0.0	10.0	10.0	0.1111111111111111
46.95589625657641	9.012447621520506	23.67088727083882	42.219201968113126	219.40592651691895	0.0	10.0	10.0	0.1111111111111111
48.03278885384345	8.990790626391801	24.011456625439514	43.08589582539874	229.61761248488597	0.0	10.0	10.0	0.1111111111111111
49.10054399295319	8.970883241877289	24.343291916445114	43.948308760353335	239.97194649863766	0.0	10.0	10.0	0.1111111111111111
50.159267765723705	8.95260855633453	24.6667460737178	44.806565267171315	250.46412112332703	0.0	10.0	10.0	0.1111111111111111
51.20907084078496	8.935858704346703	24.982149520709733	45.660780771109096	261.0895158696948	0.0	10.0	10.0	0.1111111111111111
52.250067090715426	8.92053410601981	25.28981208238094	46.51106238926315	271.8436861456292	0.0	10.0	10.0	0.1111111111111111
53.282372579794284	8.90654276968942	25.59002467934785	47.357509627912464	282.7223531955467	0.0	10.0	10.0	0.1111111111111111
54.30610464775841	8.893799651203269	25.883060884184594	48.200215023318535	293.72139460599	0.0	10.0	10.0	0.1111111111111111
55.32138119792338	8.882226067535221	26.169178317394596	49.039264728174274	304.8368355986557	0.0	10.0	10.0	0.1111111111111111
56.3283201195148	8.871749160475265	26.44861989822128	49.87473904797992	316.06484103091617	0.0	10.0	10.0	0.1111111111111111
57.32703881064548	8.862301408956109	26.7216149925734	50.70671292878531	327.4017078816387	0.0	10.0	10.0	0.1111111111111111
58.31765380047603	8.853820183590773	26.98838044241889	51.53525640271797	338.8438583511061	0.0	10.0	10.0	0.1111111111111111
59.300280441586295	8.846247341140849	27.24912150454469	52.36043499358211	350.3878334229509	0.0	10.0	10.0	0.1111111111111111
60.275032674081785	8.83952885608797	27.504032704515954	53.182310085353386	362.03028687227646	0.0	10.0	10.0	0.1111111111111111
61.242022825237136	8.833614484741137	27.75329861058614	54.00093925813773	373.76797971658453	0.0	10.0	10.0	0.1111111111111111
62.201361472024324	8.828457459950394	27.997094541348662	54.81637659352379	385.5977750200967	0.0	10.0	10.0	0.1111111111111111
63.15315732475801	8.824014210353676	28.23558721023903	55.62867295540192	397.5166330603435	0.0	10.0	10.0	0.1111111111111111
64.09751714690033	8.820244109097489	28.46893531669735	56.43787624130907	409.5216068020893	0.0	10.0	10.0	0.1111111111111111
65.03454569844652	8.817109243820148	28.697290084960173	57.24403161251102	421.60983767825564	0.0	10.0	10.0	0.1111111111111111
65.96434569648042	8.814574200505398	28.920795758866024	58.04718171021401	433.7785516321297	0.0	10.0	10.0	0.1111111111111111
