Values[h_post]	Values[V_post]	Values[n_post]	Values[s]	Values[V_pre]	Values[h_pre]	Values[n_pre]	Values[tau_0]	Values[I_Na_post]	Values[m_inf_post]	Values[alpha_m_post]	Values[beta_m_post]	Values[alpha_h_post]	Values[beta_h_post]	Values[I_K_post]	Values[alpha_n_post]	Values[beta_n_post]	Values[I_L_post]	Values[I_syn]	Values[F]	Values[I_app_pre]	Values[I_Na_pre]	Values[m_inf_pre]	Values[alpha_n_pre]	Values[beta_n_pre]	Values[alpha_h_pre]	Values[beta_h_pre]	Values[alpha_m_pre]	Values[beta_m_pre]	Values[I_K_pre]	Values[I_L_pre]
0.8223521961243881	-65.65540406069616	0.0778309266617001	0.04312742163788458	-63.95238689213466	0.7789319345659419	0.08956326225940961	10.0	-0.06571193780054409	0.026647544637816652	0.14993314803213384	5.476594551610309	0.10264387214412672	0.022631071082647777	0.008039959944271067	0.013944160380397995	0.1638589977283595	-0.06554040606961564	0.040300832911002095	1.2969273058551942e-14	0.0	-0.11537174127520383	0.03288916979112607	0.01577260698620674	0.16040767981850565	0.09426543567475244	0.02672054022076392	0.169432904747786	4.982199253309947	0.01508447007835241	0.10476131078653382
0.8204946358425174	-65.57401012015761	0.07835117055416864	0.03902330484187909	-63.95671144056568	0.7790556141846381	0.08953101003019152	10.0	-0.06753971720157953	0.026918689564957486	0.150817432389862	5.451885924544527	0.10222699154707231	0.022811806822006928	0.008284697180222584	0.014027023375978373	0.1636923683901261	-0.057401012015760956	0.03678332765175569	1.2941260230445853e-14	0.0	-0.11521071216288148	0.032871722995024215	0.015767704802834792	0.16041635118762804	0.09428582065066572	0.026709295862568313	0.16938065962959342	4.983396383886882	0.015060253015656923	0.10432885594343233
0.8186863719693657	-65.49566224327238	0.07885575716424711	0.03530974639683069	-63.96075014661929	0.7791710805752687	0.08950089676170826	10.0	-0.06934376472790697	0.027182128795635696	0.15167302538632788	5.428207289605048	0.1018273115228249	0.02298710993337802	0.008527448474890816	0.014107202821519919	0.163532134996026	-0.049566224327237764	0.03355957558598751	1.2915153625526072e-14	0.0	-0.11506051503292589	0.03285543715677036	0.015763127868878558	0.16042444982315937	0.09430486220891403	0.02669879888553224	0.169331880697629	4.984514646732781	0.015037669145737646	0.103924985338071
0.8169297934354759	-65.42036126789138	0.0793442253106864	0.031949579761322136	-63.96452176318296	0.7792788777616358	0.08947278120344908	10.0	-0.0711198769760129	0.02743759853033335	0.15249943087809112	5.405546427599536	0.10144464755521093	0.02315683499793681	0.008767571204646054	0.014184651708084025	0.16337828080006242	-0.042036126789138	0.030606543175615522	1.289082107233416e-14	0.0	-0.11492041492560676	0.03284023511102693	0.0157588546883863	0.16043201324534967	0.09432264797490562	0.02668899972227959	0.16928633889064362	4.985559182717741	0.015016607111068534	0.10354782368170419
0.8152267426336898	-65.34809006050274	0.0798162570723687	0.02890917525870698	-63.9680438309983	0.7793795137972759	0.08944653135929323	10.0	-0.07286428321837353	0.027684903295132606	0.15329636689916332	5.383886308617531	0.10107873272295335	0.023320881399540905	0.009004477430299175	0.014259343109744789	0.16323075312743335	-0.03480900605027415	0.027902875602218217	1.2868139876367311e-14	0.0	-0.11478972753074489	0.032826044809480655	0.015754865175205277	0.16043907655621267	0.09433925997571202	0.02667985207846605	0.16924382016749068	4.986534804694756	0.014996963304483043	0.10319561690017026
0.8135785746011887	-65.27881640664187	0.08027166008461749	0.026158103500113383	-63.97133275467541	0.7794734631996133	0.08942202388192418	10.0	-0.07457363741121807	0.02792390881809841	0.1540637383978031	5.3632060464809275	0.10072923369207275	0.023479188241638686	0.009237633929029992	0.014331267634416372	0.1630894694228567	-0.027881640664186594	0.025428772657866625	1.2846996101237937e-14	0.0	-0.11466781560850507	0.03281279898309263	0.01575114056192513	0.16044567259026857	0.09435477498265968	0.026671312718515288	0.16920412453735578	4.9874460175166995	0.01497864130409462	0.10286672453245914
0.8119862107805754	-65.21249552412665	0.08071035172832165	0.023668830833440988	-63.974403874225466	0.7795611691707668	0.0893991435208439	10.0	-0.07624500725400207	0.028154535474666946	0.15480161281174973	5.343481708219707	0.10039576431355583	0.023631729725729102	0.009466561808040683	0.014400431139271686	0.16295432248048658	-0.0212495524126652	0.02316587877209928	1.2827283909292795e-14	0.0	-0.11455408566863462	0.032800434826503584	0.015747663314540576	0.16045183205651833	0.09436926483483744	0.026663341265185183	0.16916706515085214	4.988297036945771	0.014961551361985766	0.10255961257745341
0.8104501880165291	-65.14907224909753	0.08113234494979028	0.021416443782321014	-63.97727153236275	0.779643045662081	0.08937778259600597	10.0	-0.07787586054780575	0.02837675224796108	0.15551019816050998	5.3246869999414566	0.10007789717571762	0.023778510943114173	0.00969083568967562	0.014466852680846054	0.1628251849666274	-0.01490722490975287	0.021097184038090876	1.2808904956039365e-14	0.0	-0.11444798489273228	0.032788893703061685	0.01574441705246759	0.16045758367212612	0.09438279674444718	0.02665590001203355	0.16913246744809501	4.98909180750822	0.01494560992574633	0.10227284676372506
0.8089707032987135	-65.08848293753397	0.08153773553788077	0.01937839969477044	-63.97994913778392	0.7797194792960094	0.08935784050815836	10.0	-0.07946404916534275	0.028590571160252393	0.15618982338224807	5.306793847240905	0.09977517340822865	0.023919564039847505	0.009910082496231586	0.014530562674482087	0.16270191333013806	-0.008848293753396774	0.019206933921800378	1.2791767833537332e-14	0.0	-0.11434899828118836	0.0327781208691793	0.0157413864736065	0.16046295428820193	0.0943954335847515	0.026648953748000453	0.16910016836049532	4.9898340193371675	0.014930739198462436	0.10200508622160812
0.8075476546510244	-65.030657118082	0.08192669069738401	0.017534301145195042	-63.98244922463255	0.7797908311590935	0.08933922327910715	10.0	-0.08100779100581305	0.028796042142006237	0.15684092069026792	5.289772885360397	0.0994871109868762	0.02405494472278674	0.010123979867252107	0.014591601242196146	0.1625843511802455	-0.0030657118082004333	0.017480546031125678	1.2775787558371478e-14	0.0	-0.11425664600794808	0.03276806521678199	0.015738557284153777	0.16046796900808058	0.09440723416140162	0.026642469593353375	0.16907001556310686	4.990527124048254	0.014916866730978657	0.10175507753674468
0.8061806785046679	-64.97551892792895	0.08229943878487789	0.015865691775325656	-63.98478350835959	0.7798574384769825	0.08932184312104348	10.0	-0.08250565030026716	0.0289932483069964	0.1574640097443247	5.2735938723187505	0.09921321175588663	0.024184729077172867	0.010332254251389733	0.014650016729924236	0.16247233220206206	0.0024481072071054657	0.015904532689706544	1.276088510020578e-14	0.0	-0.11417048096702519	0.032758679032651485	0.01573591613286947	0.16047265129850105	0.09441825346796469	0.02663641684626199	0.16904186677440705	4.9911743496950765	0.01490392504442902	0.1015216491640409
0.8048691838298965	-64.922988358061	0.0826562600941315	0.014355871581041	-63.986962938167565	0.7799196161799563	0.08930561803329436	10.0	-0.08395651666623642	0.029182301609912552	0.1580596834699007	5.258226035961204	0.09895296734757648	0.024309010672465985	0.010534678721366882	0.014705864378638378	0.16236568266816961	0.007701164193899501	0.014466428505233133	1.2746986947411455e-14	0.0	-0.11409008649642137	0.03274991777360066	0.015733450549539476	0.160477023094046	0.09442854292638456	0.026630766839351342	0.16901558910074121	4.991778714846574	0.014891851280689653	0.1013037061832435
0.8036123832659499	-64.8729823314503	0.08299747859179693	0.012989729775562167	-63.988997746230076	0.7799776583666591	0.08929047142472761	10.0	-0.08535958327672075	0.02936333886286244	0.1586285953700584	5.243638364491424	0.09870586415660611	0.02442789793413088	0.010731070562008258	0.01475920513488372	0.16226422359815199	0.012701766854969777	0.013154722294680418	1.2734024706540966e-14	0.0	-0.11401507426584953	0.03274173985644247	0.015731148887374036	0.16048110489521178	0.09443815061314513	0.026625492805593527	0.16899105842267934	4.992343041830628	0.014880586878464476	0.10110022537699237
0.8024093214637434	-64.82541563453186	0.08332345451547771	0.011753593551416369	-63.99089749386736	0.7800318396728197	0.08927633176027257	10.0	-0.08671432449112963	0.02953651808962165	0.1591714481928548	5.229799848623049	0.09847138750290961	0.02454151176157643	0.010921288681240371	0.014810104587992664	0.16216777261077903	0.017458436546813515	0.01195879291863081	1.2721934732750107e-14	0.0	-0.1139450823158309	0.03273410646179083	0.015729000269101092	0.16048491586045896	0.0944471214718724	0.026620569752944016	0.16896815882071603	4.992869969186401	0.014870077273004927	0.1009102506132642
0.8012589008345656	-64.78020171953551	0.08363457775408123	0.010635091241895342	-63.99267111484937	0.780082416551071	0.08926313223010476	10.0	-0.08802047327377696	0.029702015198623526	0.15968898383363128	5.216679682257136	0.09824902509727892	0.024649983374669955	0.011105230891544523	0.014858632022749337	0.16207614550726882	0.021979828046448803	0.010868848718650494	1.2710657788558452e-14	0.0	-0.11387977323680129	0.03272698135079957	0.015726994536528212	0.1604884738925759	0.09445549751308165	0.02661597434716817	0.1689467820379096	4.993361963366192	0.014860271617640307	0.10073288851506278
0.8001599048801514	-64.73725339337223	0.08393126194681351	0.00962302850007211	-63.99432695599257	0.7801296284676357	0.08925081044008223	10.0	-0.0892779986818057	0.029860020955419782	0.16018197435931833	5.204247427698562	0.09803826990907752	0.02475345237180505	0.011282831110926896	0.014904859576998383	0.1619891576197524	0.026274660662777196	0.009875870308459737	1.2700138728570692e-14	0.0	-0.1138188324776897	0.03272033069399233	0.015725122203357138	0.1604917957196794	0.09446331800176351	0.02661168480233178	0.16892682697716002	4.993821329727018	0.014851122525422367	0.10056730440074305
0.7991110192741234	-64.69648340666154	0.08421393922445558	0.008707276261848326	-63.99587281520761	0.7801736990211549	0.08923930812212315	10.0	-0.09048708367617136	0.03001073823684247	0.16065121405436633	5.19247315051538	0.09783862252068111	0.024852064984140273	0.011454056518746732	0.014948861494849992	0.16190662495434371	0.03035165933384576	0.00897155654467363	1.2690326208010103e-14	0.0	-0.11376196677431435	0.03271412291139452	0.01572337441104833	0.16049489697115932	0.09447061963347307	0.026607680778464142	0.16890819923097067	4.994250222850367	0.014842585829346281	0.10041271847923881
0.7981108508502248	-64.65780495492267	0.08448305555216536	0.007878669371055897	-63.997315977147686	0.7802148369886338	0.08922857086329612	10.0	-0.09164810347036688	0.030154379549407345	0.1610975123957824	5.181327528445379	0.09764959304181738	0.02494597251141006	0.011618904713341696	0.014990713466860865	0.1618283651546737	0.034219504507733235	0.008148273533113684	1.2681172413114123e-14	0.0	-0.11370890268872039	0.03270832852322967	0.01572174288754486	0.16049779224886002	0.09447743669955888	0.02660394328593286	0.16889081064166436	4.994650656227148	0.01483462035974337	0.10026840228523143
0.7971579446457373	-64.62113210254421	0.08473906660540162	0.007128914851423129	-63.99866324660014	0.7802532373031604	0.08921854785243094	10.0	-0.09276160459556124	0.030291164794951076	0.16152168787228835	5.170781938141154	0.09747070264694427	0.02503532992551937	0.011777400896638982	0.015030492049268006	0.16175419830858417	0.03788678974557911	0.007399006549513133	1.2672632811616375e-14	0.0	-0.11365938525126558	0.03270292001048691	0.0157202199086753	0.16050049519377846	0.09448380124214588	0.026600454596096473	0.1688745788901351	4.995024511343451	0.014827187737533883	0.10013367533998618
0.7962507991445343	-64.58638013888466	0.08498243413317019	0.006450508907716085	-63.999920979756446	0.7802890819677493	0.08920919164317268	10.0	-0.09382828482782388	0.03042131926705988	0.1619245625697622	5.160808523009917	0.09730148479002766	0.025120294628956052	0.01192959511585202	0.01506827415501488	0.16168394761785546	0.04136198611153361	0.0067173147675693625	1.2664665921701889e-14	0.0	-0.11361317669792069	0.0326978716847131	0.015718798262066618	0.16050301854854418	0.09448974319945666	0.026597198157829616	0.16885942711133556	4.995373546201134	0.01482025218216577	0.10000790202435539
0.7953878798545684	-64.5534658747663	0.0852136227797756	0.005836661825223549	-64.00109511348879	0.780322540909407	0.0892004579324418	10.0	-0.09484897409110474	0.030545071862357064	0.16230695745142598	5.1513802449495865	0.09714148614360726	0.025201025355782558	0.012075559595404595	0.01510413660989313	0.16161743994841743	0.0446534125233697	0.00609728869346466	1.265723309796388e-14	0.0	-0.11357005529583322	0.032693159566423345	0.01571747121340769	0.16050537421593358	0.09449529054203067	0.02659415851953941	0.16884528353480388	4.995699403305804	0.01481378033314491	0.09989048865112125
0.7945676313466599	-64.52230788669769	0.08543309729532837	0.0052812300160250585	-64.0021911927544	0.7803537727772647	0.08919230535327728	10.0	-0.09582461641939975	0.03066265349113781	0.1626696882666512	5.142470922400537	0.09699026730275138	0.02527768120358716	0.012215386163082083	0.015138155767624329	0.16155450627643433	0.04776921133023109	0.00553351020874412	1.2650298333021145e-14	0.0	-0.11352981425074657	0.03268876127156358	0.015716232474913803	0.16050757331365714	0.09450046940037339	0.026591321256316896	0.1688320811486374	4.996003617153177	0.014807741084118711	0.09978088072456047
0.7937884878816446	-64.4928267152861	0.08564132012254966	0.0047786545319102045	-64.00321439624244	0.7803829256883635	0.08918469528123744	10.0	-0.09675625303722969	0.03077429567252182	0.1630135620279136	5.134055256787245	0.09684740328880155	0.025350420785515783	0.012349183800303967	0.015170407178231886	0.1614949820437355	0.05071732847139004	0.005021015123456391	1.2643828073570697e-14	0.0	-0.11349226069035889	0.032684655905495276	0.015715076175851606	0.16050962622564643	0.09450530418454214	0.026588672901889102	0.1688197573854157	4.996287621243343	0.014802105428647691	0.09967856037575587
0.7930488827386377	-64.46494502358307	0.08583874931161768	0.004323905428739197	-64.00416956037172	0.7804101379244854	0.08917759165340361	10.0	-0.09764500659266004	0.030880229299796613	0.16333937400003057	5.126108849142094	0.09671248388314752	0.025419401492087698	0.012477076321115627	0.01520096530448024	0.16143870743448915	0.05350549764169302	0.004555258140459506	1.2637791049756261e-14	0.0	-0.11345721471816113	0.03268082396400689	0.015713996834992392	0.16051154265005424	0.09450981769614909	0.026586200885058937	0.16880825382866804	4.996552754650966	0.014796846316749507	0.09958304396282786
0.7923472563567556	-64.43858772044891	0.086025836733954	0.0039124314243727115	-64.00506120174155	0.7804355385831943	0.089170960799233	10.0	-0.09849206655767873	0.030980683562252503	0.16364790515035743	5.11860820845423	0.09658511381713958	0.025484778853123773	0.012599200190138295	0.015229903281580746	0.1613855275835863	0.05614122795510923	0.004132080128827153	1.2632158116826933e-14	0.0	-0.11342450853269993	0.03267724724088804	0.015712989334869875	0.1605133316441709	0.09451403123323815	0.026583893470339588	0.16879751593856349	4.996800268178096	0.014791938521465752	0.09949387982584455
0.7916820633931523	-64.41368205342238	0.08620302656545564	0.003540114349006543	-64.0058935381318	0.7804592481860357	0.08916477128248747	10.0	-0.09929867579382694	0.031075885010531427	0.16393992001304783	5.111530753066402	0.09646491284058786	0.02554670599076963	0.012715702485049012	0.0152572927157761	0.1613352927259098	0.058631794657762276	0.0037476776065824926	1.2626902108150626e-14	0.0	-0.11339398560761851	0.0326739087416355	0.015712048897726424	0.16051500166644658	0.09451796468846575	0.026581739702510265	0.16878749279559202	4.997031330114646	0.014787358514716778	0.09941064618681993
0.7910517787963041	-64.39015767511475	0.08637075401180745	0.0032032279269316928	-64.00667050814411	0.7804813792467254	0.0891589937535162	10.0	-0.10006611826513769	0.031166056752998935	0.16421616492384458	5.104854806271219	0.09635151568844547	0.025605333155066568	0.01282673900630952	0.015283203517727	0.1612878582946553	0.060984232488524984	0.003398574323541431	1.2621997698713866e-14	0.0	-0.1133654999281132	0.03267079260288104	0.015711171063037637	0.1605165606158022	0.09452163664099959	0.02657972935483338	0.16877813686106022	4.9972470316307716	0.014783084351768148	0.09933294918558887
0.790454902983932	-64.36794668660619	0.08652944425082061	0.0028984004868843807	-64.0073957895669	0.7805020368018362	0.0891536008112477	10.0	-0.1007957078711556	0.03125141777165153	0.16447736658649903	5.098559587074467	0.09624457196219673	0.02566080733430511	0.012932472534640383	0.01530770376705789	0.16124308497572645	0.06320533133938114	0.003081594850012132	1.2617421278337513e-14	0.0	-0.11333891527992124	0.03266788401717488	0.01571035166651628	0.16051801586839215	0.09452506444250759	0.026577852880700917	0.16876940375334928	4.997448391822885	0.014779095563707332	0.09926042104331004
0.7898899662144522	-64.34698366105965	0.08667951156825834	0.0026225812131162847	-64.00807281654946	0.7805213189065657	0.08914856687422848	10.0	-0.101488778358888	0.03133218234621206	0.16472423093363966	5.092625196995826	0.09614374594085111	0.025713271932592253	0.01303307123436915	0.015330859604577201	0.16120083872465657	0.06530163389403469	0.0027938400513525777	1.2613150833851959e-14	0.0	-0.1133141045869617	0.03266516916275158	0.015709586820494288	0.1605193743119894	0.09452826429762477	0.02657610136847236	0.1687612520388562	4.997636362435963	0.01477537305733267	0.09919271834505423
0.7893555322283343	-64.32720565023938	0.0868213586669058	0.002373009613546245	-64.00870479565606	0.7805393170977347	0.08914386806015541	10.0	-0.1021466742703225	0.03140855957639209	0.16495744225002923	5.087032603610519	0.09604871633363443	0.02576286650801408	0.013128707200044231	0.015352735149167225	0.16116099075141316	0.06727943497606219	0.0025326643595384004	1.2609165839595699e-14	0.0	-0.11329094929438117	0.03266263513796735	0.015708872895598552	0.1605206423781327	0.09453125133921918	0.026574466499306726	0.16875364303671986	4.9978118322809495	0.014771899021951272	0.09912952043439419
0.7888502012350891	-64.30855217643158	0.08695537612919567	0.002147187891911632	-64.0092947208738	0.7805561168262267	0.0891394820733325	10.0	-0.1027707428725708	0.031480752992476026	0.1651776625275454	5.081763621469799	0.09595917598536861	0.02580972656495882	0.013219555141582531	0.015373392436467402	0.16112341747803607	0.06914478235684243	0.002295654731377109	1.2605447155607314e-14	0.0	-0.11326933879373142	0.032660269900089536	0.01570820650363347	0.16052182607218335	0.09453403969879355	0.02657294050778511	0.16874654063640587	4.997975631366933	0.014768656842583173	0.09907052791262033
0.7883726123140996	-64.2909652119317	0.08708194201588733	0.0019428559483143128	-64.00984538764051	0.7805717978608582	0.08913538809954	10.0	-0.10336232701530033	0.03154896024523108	0.1653855310245048	5.07680089093545	0.0958748315437965	0.025853983394773638	0.013305791202495365	0.015392891376782675	0.16108800047337268	0.07090347880682941	0.002080611193870339	1.260197693294923e-14	0.0	-0.1132491698873567	0.03265806220815211	0.015707584481592134	0.16052293100142304	0.09453664257232554	0.026571516145141538	0.1687399111273168	4.9981285347658355	0.014765631019121392	0.09901546123594898
0.7879214452919422	-64.27438914799865	0.08720142158501368	0.0017579687600376192	-64.01035940595514	0.7805864346655415	0.08913156670783466	10.0	-0.1039227588580181	0.031613372866834404	0.16558166400459073	5.072127855383722	0.09579540309675655	0.025895763959419282	0.013387591905044075	0.015411289729895137	0.16105462636862897	0.07256108520013527	0.001885528881013885	1.2598738525645167e-14	0.0	-0.1132303462892725	0.03265600156960913	0.01570700387672278	0.1605239624013172	0.0945390722818326	0.026570186644930993	0.1687337230396479	4.998271266226328	0.014762807091030273	0.09896405940448574
0.7874954221548592	-64.25877075498511	0.08731416711628706	0.0015906759139708646	-64.01083921262992	0.7806000967514992	0.08912799975883114	10.0	-0.10445335440739725	0.03167417609500159	0.16576665463256834	5.0677287371774025	0.0957206237861506	0.02593519081313972	0.013465133215295777	0.015428643094636936	0.16102318675706423	0.07412292450148926	0.0017085814646484647	1.259571640874845e-14	0.0	-0.11321277815998267	0.03265407819053251	0.01570646193258114	0.16052492516006206	0.09454134033293353	0.026568945690972866	0.1687279469957471	4.998404501552958	0.014760171567194703	0.09891607873700821
0.7870933080493719	-64.24405913512568	0.08742051782808355	0.0014393030871155202	-64.01128708273926	0.7806128490061742	0.08912467031902983	10.0	-0.10495540880548879	0.03173154875320688	0.16594107300643987	5.063588512739652	0.09565023940453843	0.025972382057648475	0.013538589721034175	0.015445004911313842	0.16099357808069356	0.07559408648743188	0.0015481058891645585	1.2592896102100393e-14	0.0	-0.1131963816729028	0.03265228292912083	0.015705956076004415	0.16052582384152492	0.0945434574686601	0.02656778738742057	0.16872255557129656	4.998528871765257	0.014757711860552879	0.09887129172607417
0.7867139119200431	-64.23020566930131	0.08752079987462079	0.0013023352892452375	-64.01170514031743	0.7806247520003564	0.08912156258081924	10.0	-0.10543019230974889	0.03178566318039873	0.1661054663074863	5.059692887018002	0.09558400797942199	0.026007451326683993	0.013608133914792769	0.015460426475236561	0.16096570150653447	0.07697943306986872	0.0014025883214782194	1.2590264099368834e-14	0.0	-0.11318107861019285	0.032650607252298375	0.01570548390494627	0.16052666270668114	0.09454543371975777	0.02656670623081632	0.16871752316566896	4.998644966050896	0.014755416227194635	0.09882948596825686
0.7863560868286859	-64.21716395892892	0.08761532641339756	0.0011784017006469499	-64.0120953683534	0.7806358622749765	0.08911866178773227	10.0	-0.10587894690745281	0.03183668520420433	0.16626035905159608	5.056028267580923	0.0955216993494925	0.026040507796182152	0.013673935575006832	0.015474956959800073	0.1609394627945914	0.07828360410710787	0.0012706512328595383	1.2587807801989742e-14	0.0	-0.11316679598598187	0.03264904319520029	0.01570504317711654	0.16052744573364475	0.09454727845169987	0.02656569708400053	0.16871282588085906	4.9987533345259925	0.01475327370958271	0.09879046316466003
0.7860187299956994	-64.2048897639999	0.08770439773153423	0.0010662619523500061	-64.0124596181285	0.7806462326088636	0.08911595416470777	10.0	-0.10630288350831883	0.031884774152070396	0.16640625342676277	5.052581738556785	0.09546309473655464	0.026071656216615245	0.013736161236763382	0.015488643447690137	0.16091477215952382	0.07951102360000989	0.0011510415316071001	1.2585515457662097e-14	0.0	-0.11315346569508933	0.032647583323351666	0.015704631799372575	0.16052817663638375	0.094549000408626	0.02656475515175273	0.16870844140842556	4.998854490814932	0.014751274083674402	0.09875403818714973
0.7857007826006118	-64.19334093814827	0.0877883014245071	0.0009647937120544412	-64.0127996179397	0.7806559122688251	0.08911342685288476	10.0	-0.10670317966206448	0.031930082895342334	0.1665436297033725	5.04934103458813	0.09540798631620612	0.02610099696441092	0.013794973746174917	0.015501530968959055	0.16089154412765944	0.08066590618517325	0.0010426196711190699	1.258337610307254e-14	0.0	-0.1131410241855066	0.03264622069736172	0.015704247817813006	0.1605288588822054	0.09455060775440283	0.026563875958049415	0.1687043489239161	4.998948914461325	0.014749407809578629	0.09872003820602943
0.7854012293744442	-64.18247736152625	0.08786731261811392	0.000872981451492827	-64.01311698124815	0.780664947243028	0.08911106784872605	10.0	-0.10708097774968589	0.031972757921706715	0.16667294670520144	5.0462945149489284	0.09535617678991401	0.026128626109639064	0.013850531890402534	0.015513662544834798	0.16086969739081033	0.08175226384737472	0.0009443496614491328	1.2581379510552322e-14	0.0	-0.11312941215299065	0.03264494883996672	0.015703889408527523	0.1605294957080905	0.09455210811099135	0.026563055324832507	0.16870052898828605	4.999037053180889	0.01474766598556714	0.0986883018751854
0.7851190980147943	-64.1722608721692	0.08794169422177882	0.0007899062827025737	-64.01341321429047	0.7806733804590381	0.08910886594746373	10.0	-0.10743738360007123	0.03201293943183673	0.1667946423302897	5.0434311379494545	0.09530747896072915	0.026154635497421568	0.013902990093347856	0.015525079236244438	0.16084915465816374	0.0827739127830796	0.0008552899164538032	1.2579516138389334e-14	0.0	-0.1131185742562946	0.03264376170526572	0.015703554868959805	0.16053009013595224	0.09455350859429523	0.02656228935218819	0.16869696345584942	4.999119324966485	0.014746040305392344	0.0986586785709534
0.784853458450495	-64.16265519642128	0.08801169722702742	0.0007147367614724216	-64.01368972318868	0.7806812519872931	0.08910681068935031	10.0	-0.10777346548714888	0.03205076145656504	0.1669091341122883	5.040740435726556	0.09526171531441512	0.026179112840830777	0.013952498183121081	0.01553582019616707	0.1608298425073014	0.08373448035787164	0.0007745848727869828	1.2577777084534348e-14	0.0	-0.11310845885156284	0.03264265365000059	0.01570324260984224	0.16053064498689054	0.09455481584765606	0.02656157439984091	0.1686936353883236	4.9991961200550294	0.014744523017869566	0.09863102768113237
0.7846034219790468	-64.15362587896344	0.08807756100302673	0.0006467205659699247	-64.01394782058954	0.7806885992310316	0.08910489231118154	10.0	-0.10809025346372787	0.03208635199108855	0.16701681981336922	5.038212489512769	0.09521871760768641	0.026202141823153946	0.013999201198172792	0.015545922724977856	0.16081169123534697	0.08463741210365612	0.000701457321027831	1.2576154043475215e-14	0.0	-0.1130990177446644	0.03264161940675154	0.01570295114766668	0.16053116289450384	0.0945560360731399	0.02656090706988019	0.16869052897458703	4.9992678027647806	0.014743106890322434	0.09860521794104643
0.7843681403014612	-64.14514021283767	0.08813951364219835	0.0005851769672464165	-64.01418873186675	0.780695457103823	0.08910310169907627	10.0	-0.10838873899471248	0.032119833143358194	0.16711807804168416	5.035837905440477	0.09517832646460908	0.026223802207814912	0.014043239262855238	0.015555422328122698	0.160794634710951	0.08548597871623259	0.0006352013930136732	1.2574639266042242e-14	0.0	-0.1130902059601777	0.032640654058910916	0.01570267909765312	0.1605316463173253	0.09455717506077072	0.026560284190631722	0.16868762945574248	4.999334713212071	0.014741785173201105	0.09858112681332472
0.7841468044705096	-64.13716716988267	0.08819777229989305	0.0005294900162808626	-64.01441360091248	0.7807018581950519	0.08910143034572858	10.0	-0.10866987485123923	0.03215132129379719	0.1672132688862524	5.033607790947208	0.09514039098237784	0.026244169954231764	0.014084747494254451	0.015564352775453292	0.16077861022787004	0.0862832830117327	0.0005751761532075112	1.2573225521954517e-14	0.0	-0.11308198152591536	0.032639753017325634	0.015702425167185757	0.16053209755043593	0.09455823821583359	0.026559702801602834	0.16868492305516178	4.999397168914759	0.014740551567974589	0.09855863990875235
0.7839386437721385	-64.12967733188093	0.08825254355175205	0.0004791023793505616	-64.01462349554589	0.780707832924569	0.08909987031005151	10.0	-0.10893457523330062	0.03218092726401914	0.1673027345636724	5.031513731819827	0.09510476834719428	0.026263317338223627	0.014123855952549792	0.015572746161694535	0.1607635583606719	0.08703226681190729	0.0005207997454604194	1.2571906064911582e-14	0.0	-0.11307430527195854	0.0326389119984939	0.015702188149684625	0.16053251873631053	0.09455923058437823	0.026559160139428436	0.16868239691317238	4.999455466289993	0.014739400196893373	0.09853765044541092
0.783742924554458	-64.1226428226931	0.0883040237587085	0.0004335097600526273	-64.01481941256434	0.7807134096870214	0.08909841417949929	10.0	-0.10918371608980497	0.032208756492389655	0.1673868000714882	5.0295477699122575	0.09507132346091082	0.02628131307568358	0.014160689625958678	0.015580632967557366	0.16074942282305513	0.08773571773069051	0.000471544049994104	1.2570674600052594e-14	0.0	-0.11306714064317509	0.03263812700421168	0.015701966918883675	0.16053291187494736	0.09456015687704127	0.026558653624750673	0.1686800390260749	4.999509882053285	0.014738325574788803	0.09851805874356644
0.7835589490180273	-64.11603724160761	0.08835239943616287	0.00039225585214723227	-64.0150022824598	0.7807186149865984	0.0890970550349129	10.0	-0.10941813560802803	0.03223490921453838	0.1674657738437493	5.027702381561509	0.09503992857893093	0.026298222448398512	0.014195368445574421	0.01558804212107646	0.16073615032917973	0.08839627583923858	0.00042692980865319464	1.2569525253623572e-14	0.0	-0.11306045352434263	0.03263739430257514	0.01570176042348905	0.16053327883332694	0.09456102149129424	0.0265581808499717	0.16867783818921347	4.999560674525159	0.01473732258278549	0.09849977175401961
0.783386053979369	-64.10983559809469	0.08839784762481644	0.0003549277726681514	-64.01517297382333	0.7807234735628223	0.08909578641771332	10.0	-0.10963863484697606	0.03225948064715556	0.16753994840490322	5.025970456719237	0.09501046295972167	0.026314107431035325	0.014228007326127213	0.015595001058808993	0.16072369045833418	0.08901644019053095	0.00038652217951582434	1.256845254469758e-14	0.0	-0.11305421207700271	0.03263671041024684	0.015701567682191962	0.16053362135424554	0.09456182853222282	0.026557739567820537	0.1686757839438244	4.999608084851538	0.014736386443790793	0.09848270261766744
0.7832236096181863	-64.104014248118	0.08844053626133402	0.00032115192952150695	-64.01533229745755	0.7807280085079811	0.08909460229926033	10.0	-0.10984597849167603	0.032282561173619564	0.16760960101871603	5.02434527880916	0.09498281252617137	0.02632902681844402	0.014258716229269738	0.015601535786582622	0.160711995523195	0.08959857518819946	0.000349926684825575	1.2567451358808271e-14	0.0	-0.11304838658726188	0.032636072075902585	0.01570138777901286	0.1605339410645635	0.09456258183193231	0.026557327680680472	0.16867386652741556	4.999652338143485	0.014735512699623157	0.09846677025424527
