U	Rad18	Rad5	Ubc13U:Mms2	Rad18:Rad18:PCNAon	Rad5:PCNAonU:U	PCNAonU	Ubc13U:Mms2:Rad5:PCNAonU	Rad18:Rad18:PCNAon:Rad6U	Rad5:PCNAonU:U:U	PCNAon	PCNAonU:U	Rad6	Rad18:Rad18:PCNAonU	Ubc13:Mms2	PCNAoff	Rad18:Rad18	PCNA	Rad6U	Rad5:PCNAonU	PCNAonU:U:U	Ubc13U:Mms2:Rad5:PCNAonU:U	L	Values[PCNA_sum]
8698.0	206.0	1520.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	194.0	0.0	193.0	0.0	0.0	7480.0	0.0	0.0	0.0	0.0	1001.0	0.0
8504.587955694326	204.94079873382827	1519.9999999997085	192.9999999997937	0.10917661872547657	4.76412562152071e-13	2.2462406651062395e-07	2.052294537639335e-10	0.0005244388289798382	5.536067164386577e-16	0.0026026846771679863	4.730749838093195e-19	193.5879570085758	1.0893207506643764e-06	1.2071393658728197e-20	1.1500833259768643e-15	0.4198984862108042	7479.887694943543	0.41151855259465087	8.462940513969639e-11	2.891006768871119e-19	9.499324264205906e-13	1000.8876949435318	1.3142361029332617e-06
8504.176806406862	204.72308992302382	1519.9999999836655	192.99999998638714	0.21530727198850458	3.7175814995364385e-11	6.1768169758529e-06	1.3456716954336078e-08	0.004126636472423805	1.8935021735774837e-13	0.005141138595635942	7.765609073417852e-17	193.17682718734676	1.4587126696086139e-05	7.921000007758297e-19	6.449611600127598e-14	0.4190065429006359	7479.775404172677	0.8190461761802901	2.684346129172006e-09	2.0380177255117708e-16	1.5599996928364024e-10	1000.7754041726646	2.07802781004385e-05
8503.766550025044	204.50520972142638	1519.9999998354772	192.9999998545201	0.3156130441055102	4.1964022890117307e-10	4.0722278453055814e-05	1.4275571657479935e-07	0.01360467815979361	5.093255946259413e-12	0.007551107343812542	1.355402030147759e-15	192.76665351339955	6.259838544283446e-05	8.409692203577417e-18	6.496360559148825e-13	0.4181148186362115	7479.663127685213	1.2197418084401581	1.8618259172069835e-08	8.415650972713034e-15	2.7240224802482453e-09	1000.6631276852029	0.0001034851866373733
8503.35718430704	204.2871372927813	1519.9999991771303	192.9999992498532	0.40774400482212414	2.2164414751840066e-09	0.00015016933422162365	7.305278266741345e-07	0.03129476238838274	4.985376506679429e-11	0.009775441059121811	9.757335676908417e-15	192.3575046417646	0.00016932057103087142	4.307061828280382e-17	3.249384212116905e-12	0.4172232658279627	7479.550865478962	1.6112005958464564	7.045660792298045e-08	1.1166842674656298e-13	1.9618773123035978e-08	1000.5508654789517	0.00032031277487688125
8502.94870681644	204.0689228607058	1519.9999971907177	192.99999739111516	0.48989837743498943	7.796456815508547e-09	0.00040353648849227676	2.5210205786325904e-06	0.05895173618323766	2.834348955641383e-10	0.01176965981323184	4.367862843766581e-14	191.94946958752308	0.0003563290695672044	1.487605696147947e-16	1.1094770480748917e-11	0.4163321269594509	7479.438617551726	1.9915786762930585	1.92317280946632e-07	8.042268501042344e-13	8.786410683948752e-08	1000.438617551716	0.0007626748407655164
8502.541114861648	203.85068306932806	1519.9999924598803	192.99999291022095	0.5608812793226854	2.129121349803113e-08	0.0008885054100958972	6.7971623495125265e-06	0.09769494920269509	1.1479025281504434e-09	0.0135034981936491	1.4539549027177693e-13	191.54265154982104	0.0006403264144199398	4.0143434223250896e-16	2.978523993898225e-11	0.41544191039630946	7479.326383901312	2.359653500975632	4.279017774546994e-07	3.953163902498372e-12	2.926165717592002e-07	1000.3263839013022	0.001536371948429149
8502.134405442786	203.63259041614603	1519.9999828485231	192.99998372885702	0.6201023693372758	4.89191050120081e-08	0.0017058744527308361	1.5475120709360242e-05	0.14801687197434882	3.6870768927361067e-09	0.014961000163680327	3.953377350876811e-13	191.1371615280854	0.0010322069946983687	9.147540000715515e-16	6.777923115404445e-11	0.4145533436207878	7479.214164525526	2.714821599939619	8.277283036520264e-07	1.4964303034288893e-11	7.960221748368411e-07	1000.2141645255161	0.0027552329401585997
8501.728575208175	203.4148593071487	1519.9999654238939	192.99996697916458	0.6675230629321532	9.915177705022176e-08	0.0029635693887633246	3.115121595971221e-05	0.20984300552180074	1.0007417573870948e-08	0.016139399880198045	9.280769571892917e-13	190.73311230643102	0.001536963820412469	1.8430474221735318e-15	1.3672489397083368e-10	0.4136673141514405	7479.101959422173	3.0570446880464943	1.4461123070645027e-06	4.6849666379989344e-11	1.86961933494519e-06	1000.1019594221649	0.0045351093637498825
8501.323620421465	203.1977308355499	1519.9999364245466	192.9999389694316	0.7035689374999732	1.8272635363985944e-07	0.004770912103134215	5.7102663473930814e-05	0.2826266677932342	2.390209274620403e-08	0.017047147387314113	1.9488394564710167e-12	190.3306132381805	0.0021541703258206174	3.381558948002817e-15	2.516402922642659e-10	0.41278480660621564	7478.989768589064	3.386760094025581	2.338257491831979e-06	1.269785697874478e-10	3.927904771762721e-06	999.9897685890553	0.006988658012066154
8500.919536939615	202.98145798743948	1519.9998912693345	192.99989519119256	0.729023983317276	3.125219917648391e-07	0.007233612012189989	9.72479410601419e-05	0.3654613502912629	5.163760882511724e-08	0.017701468957990154	3.749450205337576e-12	189.9297660899169	0.0028788300178766977	5.764319215118197e-15	4.3097376265508967e-10	0.41190684265406946	7478.877592024003	3.704772559791142	3.5576990255181495e-06	3.0731569046148175e-10	7.560866177971127e-06	999.877592023995	0.010221173006996046
8500.516320201124	202.76629251357735	1519.9998246008088	192.99983036126966	0.744921365298144	5.033279405483674e-07	0.010449749774610525	0.0001560750838902742	0.4571955340905977	1.0289229022260547e-07	0.01812581025083832	6.722797300536418e-12	189.530662040132	0.0037024152195825628	9.260110953331316e-15	6.965899763762666e-10	0.411034428603303	7478.765429724801	4.012142425776807	5.154241110214377e-06	6.789165354487474e-10	1.3563646260930828e-05	999.765429724792	0.01432756487132461
8500.11396522349	202.55247421709123	1519.999730354989	192.9997384907967	0.7524416895857335	7.715340348994909e-07	0.014506857828043519	0.0002385472505587407	0.5565387411050166	1.918279088734717e-07	0.01834742736365787	1.1375133185000006e-11	189.13337979506036	0.00461394737398641	1.416707156467142e-14	1.0737364871284102e-09	0.410168513389981	7478.653281689262	4.310081463834026	7.172446725923171e-06	1.3913736383228313e-09	2.296195261981856e-05	999.653281689255	0.019390451616626954
8499.712466608593	202.34022296326856	1519.9996018491959	192.9996129729096	0.7528256534765092	1.1347743886603816e-06	0.019480072712646998	0.00034999478646952076	0.6621518972854463	3.3827004234935235e-07	0.01839529663688951	1.833576790423245e-11	188.73798469341835	0.005601009603556147	2.0806469517618732e-14	1.5910498120859257e-09	0.40930995800053055	7478.541147915199	4.59986340929555	9.650670654659043e-06	2.677791584708049e-09	3.703230372999335e-05	999.5411479151923	0.02547923581761568
8499.311818554503	202.12973336372494	1519.999431880202	192.99944668130357	0.7473042810343526	1.6115519999268586e-06	0.025431245806614006	0.0004960020476853673	0.7727188994003996	5.689696536965929e-07	0.018298424309687793	2.8363933504750342e-11	188.34452862301742	0.0066506220418453485	2.951613748531738e-14	2.2806604906942946e-09	0.40845951566120847	7478.429028400421	4.882752477581558	1.2620580948583644e-05	4.885740338917671e-09	5.731664853566512e-05	999.4290284004134	0.03264999256138686
8498.912014872392	201.9211718615896	1519.99921282601	192.99923207288083	0.7370471538109277	2.2208673814267597e-06	0.03240884896417308	0.0006822958405942567	0.8869991478458176	9.189169598757793e-07	0.01808457520841274	4.235278905548669e-11	187.95305055668575	0.007749945716612552	4.064396519056167e-14	3.1784542024944728e-09	0.407617821832111	7478.316923142735	5.159950295467786	1.610708749228258e-05	8.514487850422142e-09	8.563127835090352e-05	999.3169231427279	0.04094597722840502
8498.513049007195	201.71467580811503	1519.998936745909	192.99896128904228	0.7231272044361524	2.98186891257674e-06	0.040448492923558475	0.0009146406963999612	1.0038626910954338	1.4326793965460564e-06	0.017779390447564353	6.133069058659037e-11	187.56357752302895	0.008886808415044524	5.454176023815113e-14	4.324541932680664e-09	0.4067853919961417	7478.2048321399525	5.432559785875036	2.0128585958274846e-05	1.4258671996984756e-08	0.00012407026107573102	999.2048321399459	0.05039856975034879
8498.114914060854	201.51035408311424	1519.9985954748413	192.998626251542	0.7064996535823551	3.913537299741864e-06	0.04957388129403391	0.0011987446074632568	1.1223106148622832	2.165737271608018e-06	0.0174058418099065	8.645996049690092e-11	187.17612585003917	0.010050064504855323	7.155969320383569e-14	5.763987181741487e-09	0.40596262549365963	7478.092755389885	5.701563535097941	2.4697427308894666e-05	2.3058432573184266e-08	0.00017500385033011897	999.092755389878	0.06102849410345538
