p	mm	m	pm
1.0	1.0	1.0	1.0
0.3816462717490612	422.68607190531634	350.9991396301604	92.88449582374832
0.1951660075383995	231.9764246460395	671.8283343132671	90.9127855186228
0.17418204737741483	127.31209189450928	752.7242774421338	90.90793221886983
0.18207580198966816	69.87106455792899	720.0759269158075	90.90609204204128
0.20514849048450312	38.34690039785348	639.0802124135943	90.90466299877122
0.24145040260802303	21.04635934622604	542.9856788631553	90.90311676302686
0.2926584642839464	11.552114872653117	447.9669952303099	90.90119072699802
0.36294576883044316	6.342393057187956	361.2044368639068	90.89861786786453
0.4595702906238871	3.4846530298530074	285.24996853719944	90.89500485861669
0.5948447871357304	1.918789318537661	220.36792845259043	90.88966801886049
0.790667355172375	1.0640576913599928	165.7746560546723	90.88127565244895
1.0895272522380104	0.6042224042688937	120.28323453274118	90.86689167889747
1.5854750106468776	0.372518502664795	82.63229752334543	90.8388693280032
2.533977719546963	0.3007969471684249	51.663605790324205	90.77161071561899
4.921166315208291	0.4725345029546142	26.53284087051521	90.53459780127105
15.569242155942183	2.3956832277710207	8.241894620157183	88.97322821876209
39.9870618233771	26.025911489287214	3.2786129330104123	90.89957757190422
6.07829049983988	23.395555766686282	21.696288736860378	91.43892850839218
5.36449616619103	13.489741752779608	24.412284532983076	90.80295302299845
7.617273197210862	8.319024414993383	17.136229058457754	90.50604102475722
16.101795022590164	7.63425827791464	8.022261248878548	89.56421334161135
28.824740925520665	18.24188217733851	4.532061743213209	90.57743931675182
10.944304050380671	18.721018337067633	12.097350332076964	91.80002732875569
9.614624064529833	12.308767328959549	13.600779252536606	90.66901255550619
14.668781600128046	9.98695382034279	8.85680608159937	90.08118915910646
23.35684570055945	14.479941303987308	5.5705186330134735	90.21340249500489
15.861157371382983	17.579472221745174	8.345134511923407	91.77643701515315
12.122460360468848	13.41031819699248	10.798968991963973	90.76866348286532
15.706301159998906	11.614274084586764	8.28950753232151	90.27455597328068
20.65771083732088	14.409148665222796	6.319665373183769	90.51864022606688
16.46021016148881	16.066971133130398	8.001067242784739	91.31579493384055
13.963968015943822	13.586352237211187	9.37452239488065	90.76549709676173
16.58083181254133	12.641415474552508	7.865203297304449	90.42298085312991
19.071276218850322	14.512669855382926	6.859331445132066	90.70340210015068
16.377270401178976	15.152437551473371	8.019269205060048	91.06235396960545
15.1410347114956	13.642002880474303	8.642863693711751	90.73522100339864
17.00061707113821	13.291969304166575	7.681328903899248	90.54479872830682
18.06571194090082	14.487379879167678	7.247107580522776	90.77829377974403
16.3569619509333	14.630872868673476	8.016969928555921	90.92335209367947
15.8705233611554	13.722757822534327	8.244141223367786	90.7192115396488
17.112033491592705	13.681418749298757	7.638793753664687	90.63351657353164
17.459834815152934	14.398063245167517	7.500135516451892	90.79701749873212
16.416932404783513	14.343086810005914	7.98081729875457	90.8451825431534
16.30595164376541	13.816612814936356	8.023907273755523	90.71823418687205
17.081176200620664	13.897806871945855	7.6574212049364325	90.69069502084663
17.1159594086772	14.30262025102994	7.650562299933815	90.79397052573242
16.505442410632988	14.191676137888821	7.934193340675513	90.80138142841217
16.552579164355485	13.901015454169283	7.904933034092821	90.72487310996313
17.00730534415427	14.009029419315548	7.69351908920339	90.72416374407193
16.931385308300484	14.22461278348475	7.733194966543008	90.78495653162683
16.58972992543379	14.1171950698804	7.891807464207024	90.77751516662231
16.683773576551058	13.966095158903354	7.8435119486165155	90.73343020582968
16.93486604232651	14.061225689148186	7.727969888664541	90.74226726664881
16.838237702871407	14.16851698365705	7.775209522815099	90.77603105653877
16.65676516052422	14.084088605174468	7.858974535613636	90.76512863589431
16.748407636765283	14.0114669999671	7.813899731620822	90.74105540679089
16.878347531996795	14.082629701763283	7.754622245037463	90.75133440556883
16.79494741994496	14.131311656032084	7.79464850732336	90.76901969779001
16.70469964173579	14.071861605303546	7.835906960333173	90.75914954035726
16.777011970804818	14.04084832453511	7.801073581470158	90.74682798310212
16.83905397822571	14.089222071311905	7.773071099201835	90.75546440023803
16.777353655037178	14.108105881564104	7.8023990951868925	90.76409545922388
16.736481892888158	14.069261164766822	7.820804934369939	90.75657468317016
16.787471197574185	14.058762143179491	7.796553262781089	90.75078565084031
16.813734173060833	14.089458746253365	7.784914912146876	90.75707806584361
16.77206121126683	14.094387774226425	7.804584843439715	90.76088243364607
16.756311214548575	14.070476377725138	7.81147364117763	90.75568876884907
16.789619860093133	14.069102794652178	7.795772476776204	90.75331152505218
16.79836394499824	14.087500399365473	7.792075181580403	90.75751186304278
16.772024866561907	14.086692846918291	7.804431681946714	90.758904638545
16.768029796890996	14.072743181680949	7.806003500534432	90.75556073864388
16.78850944021324	14.074750590213112	7.796418665196132	90.75483137631693
16.789522753020478	14.085202286149531	7.796173810901455	90.75745863345811
16.7737809088331	14.082616103595988	7.803515332421025	90.75774962688209
16.77459576959285	14.074903984127257	7.802961532971505	90.75571737599839
16.786522897357177	14.077647517455649	7.797415708647697	90.75569742948531
16.78470857338783	14.083260964825017	7.798392124925186	90.75725187939011
16.77578653253417	14.080601793691335	7.802527394267839	90.75710991900884
16.778067589426144	14.07658637842708	7.801365949270255	90.755938901868
16.784647454423173	14.079017207012754	7.7983270323096985	90.75616387213597
16.782246902311503	14.081838808814341	7.79951742721709	90.75703565161085
16.777466456548876	14.079699916489247	7.801717428171208	90.75677599206259
16.77977784879396	14.07776168535363	7.8005878478405055	90.75613713793184
16.783194627144752	14.079588045854821	7.799022297670082	90.75639907515797
16.78108766131322	14.080884301182293	7.800041169816186	90.75686058303074
16.77869182044777	14.079360283307224	7.80113375899711	90.75661421562572
16.780539855211543	14.078524033016944	7.800246491993966	90.75628685181698
16.782183166752908	14.079770916666869	7.799501669088963	90.75650761774116
16.780607777058247	14.080284076418064	7.800253468529729	90.75673536786658
16.77951189760566	14.07928100734235	7.800746455440077	90.75654399773971
16.78082395830686	14.078990017348865	7.800123247960577	90.75638941616819
16.781528796426848	14.079784699734933	7.799809520802283	90.75655094697666
16.780456706202404	14.079927054870444	7.8003165891959325	90.75665272641261
16.78002642662168	14.079306316999967	7.800505133760521	90.75651923628874
16.780887702091423	14.079259938126054	7.800099251753303	90.75645495813497
16.7811297218837	14.0797383181753	7.799996067860956	90.75656327794606
16.780448126596365	14.079725713621528	7.800316171576459	90.75660146587806
16.780331830500078	14.079361909957873	7.800362797250518	90.7565149716525
16.780863637264424	14.079408017157803	7.800113836318113	90.75649450394843
16.780899053984704	14.07968102883472	7.800103223603146	90.75656256531988
