x1	x2	ppERK(nucleus)	DUSP	pRSKn	cFOS preRNA	cFOS	pc-FOS	cFOSmRNA	ppERK(cytosol)
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.3030221709366247	0.006116399830956764	0.08652862941533167	0.044984913974307636	0.0042797483439946165	0.00035323914330641495	1.609839556973575e-06	6.534174641539176e-09	3.438831442244484e-05	0.29690577110566796
0.5218035740294505	0.01221985490520379	0.14531544315439282	0.16311896263706518	0.014721694140634537	0.004799418501601805	9.4618870584614e-05	1.3998143060668872e-06	0.001001337405663509	0.5095837191242467
0.6797633120157632	0.018310392619041008	0.18125142403979339	0.3280025609763126	0.028023899136050818	0.01816345710090769	0.0008621244701277562	2.6270319891369583e-05	0.006080422657399265	0.6614529193967222
0.7938099278154184	0.02438804031078709	0.2012302384737989	0.5203203089859947	0.04200231813491822	0.04097365745449447	0.0036837639309479026	0.00018398020216856632	0.01956249881846773	0.7694218875046313
0.8761513580942903	0.030452825260901865	0.2107066212986741	0.7269804447132413	0.05535336699681848	0.07007242421569375	0.010435579501184549	0.0007557180343998892	0.044665245244489914	0.8456985328333885
0.935601706662505	0.0365047746921088	0.21354309428515414	0.9395345412692766	0.0673843719106766	0.10125197417122214	0.022883813035039592	0.0022271274928952222	0.08248950766042025	0.8990969319703962
0.9785247397177709	0.042543915769517125	0.2123185805703064	1.1527229790044529	0.07779377090495838	0.13100339404366582	0.04220491317219562	0.005243491917681685	0.13215645801685755	0.9359808239482538
1.0095150839569076	0.048570275600743805	0.20870099806293532	1.3633806585093318	0.08651545268544739	0.15708224648968305	0.06879340937653443	0.010514755408608413	0.19147137681894374	0.9609448083561638
1.0318900507870503	0.054583881236035164	0.20374917233153395	1.5696845301876603	0.09361643502916876	0.17840836644926147	0.10231020337224958	0.018712260547869095	0.2576241101929082	0.9773061695510151
1.0480447323127084	0.060584759668388416	0.19812624208213325	1.7706580543415593	0.0992325514957902	0.19474232110843415	0.14186020986958572	0.03038670567941943	0.327720125303827	0.9874599726443202
1.0597083801822906	0.06657293783367274	0.19224180171425154	1.9658515950502675	0.10352935120281001	0.2063611200012009	0.18620546014294287	0.04591884057798705	0.39910980116201933	0.9931354423486178
1.0681295107296	0.07254844261075019	0.18634407480978582	2.1551383381251967	0.10667911484820382	0.2138091738455769	0.23395788826019692	0.06550158784107915	0.46955367514257207	0.9955810681188499
1.0742095501868332	0.07851130082159631	0.18057901683152608	2.3385846672190023	0.10884794829288234	0.21773201884161364	0.28372808348540296	0.08914621981949555	0.5372758564204381	0.995698249365237
1.0785993265983922	0.0844615392314207	0.1750280712963338	2.516368180550835	0.11018907319745122	0.21877657835723643	0.3342262448866574	0.11670393889434241	0.6009504437912477	0.9941377873669714
1.0817687364297222	0.09039918454878697	0.16973227989282455	2.6887261319546165	0.11083986171072342	0.2175379396514979	0.38432144633944787	0.14789536107560228	0.6596531456666959	0.9913695518809352
1.0840570440212947	0.09632426342573272	0.1647076853869511	2.855923303318423	0.11092107856202048	0.2145358504145814	0.4330687723718878	0.18234236921969804	0.712798859395594	0.987732780595562
1.0857091976020283	0.10223680245788892	0.1599551703025436	3.018232291742504	0.11053737514357224	0.2102088039607845	0.4797139030013896	0.21959873131556254	0.7600774341991198	0.9834723951441395
1.0869020491931949	0.10813682818459995	0.15546672948771295	3.1759217213224176	0.10977844656289074	0.2049176688692076	0.5236832488734031	0.2591774302896113	0.8013941077529603	0.9787652210085951
