V_membrane	n	jm	Ca_er_Ca_equations	Ca_i	Values[i_K]	Values[n_infinity]	Values[tau_n]	Values[i_K_ATP]	Values[g_K_ATP]	Values[i_Ca_f]	Values[m_f_infinity]	Values[i_Ca_s]	Values[m_s_infinity]	Values[jm_infinity]	Values[tau_j]	Values[i_Ca]	Values[i_K_Ca]	Values[i_CRAC]	Values[r_infinity]	Values[i_leak]	Values[J_er_p]	Values[a_infinity]	Values[b_infinity]	Values[h_infinity]	Values[O]	Values[J_er_tot]	Values[J_er_IP3]	Values[J_er_leak]	Values[J_mem_tot]	Values[Jmp]
-61.035412272073394	0.00047055093604894937	0.11987419653463187	59.998588453820915	0.11116871341633862	16.45135107200829	0.00046520423930651264	9.085771293464704	1344.688159188992	150.0	-546.2483171714946	0.004187778507648638	-791.3928247822365	0.010948529402832577	0.017676126225383726	8088.566002372617	-1337.6411419537312	3.6279770137257983	-5.8210098717978855	0.0012716136758662807	-0.0	0.14497829115911312	0.24105866287589325	0.0	0.7825205054641255	0.0	0.03468396806210061	0.0	0.17966225922121373	-2.506358936653282e-05	0.007331230535680391
-61.03886690788221	0.000469540443797596	0.1198615562902212	59.99844995368987	0.11128207329820025	16.409696195109024	0.0004649365890303077	9.085773726405714	1344.1699638176697	150.0	-546.0095293121132	0.0041858580577477725	-791.150800267554	0.010944789127436167	0.017646158602950268	8083.079007863598	-1337.1603295796672	3.6451006861996245	-5.821607760477022	0.001271672308784892	-0.0	0.14509527012123533	0.2412451724007511	0.0	0.7823470074349819	0.0	0.034566233519939676	0.0	0.179661503641175	-2.521678915826874e-05	0.007344816224620733
-61.04231178575584	0.0004686668883383618	0.11984890534263898	59.99831192286906	0.1113948110283989	16.372870262092615	0.0004646698480235112	9.085776151081467	1343.6532321366246	150.0	-545.7715191424753	0.0041839439056098075	-790.9095732351961	0.010941060675072948	0.01761632531085322	8077.611723375626	-1336.6810923776716	3.6621873635653253	-5.822203851542318	0.0012717307457111354	-0.0	0.1452114395749779	0.241430567413864	0.0	0.7821745378988351	0.0	0.03444931176054408	0.0	0.17966075133552198	-2.5369273390270414e-05	0.007358336039233302
-61.045747591632505	0.0004679052047774664	0.11983624372490642	59.99817435812145	0.11150693055609927	16.339991096388633	0.0004644039618308101	9.085778567986958	1343.1378612551252	150.0	-545.5342383814098	0.004182035662549395	-790.6690927085964	0.010937343292624843	0.017586619922919433	8072.163023428116	-1336.203331090006	3.6792364949362795	-5.822798216291441	0.0012717889879883173	-0.0	0.14532680652604069	0.24161485597136628	0.0	0.7820030895087358	0.0	0.03433319575665536	0.0	0.17966000228269605	-2.55210488251258e-05	0.0073717902977542315
-61.04917488122066	0.00046723493674404325	0.11982357146786486	59.998037256237936	0.11161843579611092	16.310339011901466	0.00046413888619261935	9.085780977524509	1342.6237678169023	150.0	-545.2976478205546	0.00418013301287934	-790.429317317425	0.010933636368837358	0.017557037177927337	8066.731992296514	-1335.7269651379797	3.696247582494702	-5.82339091356117	0.001271847036948243	-0.0	0.14544137790089587	0.24179804604990016	0.0	0.7818326549894054	0.0	0.0342178785604296	0.0	0.17965925646132547	-2.5672121534375944e-05	0.007385179316690287
-61.05259410400928	0.00046663938908116575	0.11981088860059325	59.99790061403706	0.11172933062982886	16.2833268825487	0.00046387458516003905	9.085783380020894	1342.110884398609	150.0	-545.0617156480474	0.00417823570042186	-790.1902135238615	0.010929939408120723	0.01752757276319894	8061.317885194576	-1335.251929171909	3.713220172929261	-5.823981992015506	0.0012719048939113628	-0.0	0.14555516054844186	0.24198014554852468	0.0	0.7816632271354975	0.0	0.0341033533017798	0.0	0.17965851385022166	-2.582249702369542e-05	0.0073985034108926175
-61.056005622855764	0.0004661049363446536	0.11979819515074873	59.99776442836466	0.11183961890605454	16.25847572632044	0.00046361102955798193	9.085785775741318	1341.5991565716354	150.0	-544.8264160816126	0.004176343517509753	-789.951754176035	0.010926252009184304	0.017498223138375124	8055.92009663305	-1334.7781702576476	3.7301538503991374	-5.824571492012402	0.0012719625601868778	-0.0	0.1456681612415179	0.24216116229041945	0.0	0.7814947988100505	0.0	0.03398961318685792	0.0	0.17965777442837583	-2.5972180334977143e-05	0.007411762893617049
-61.05940972996829	0.00046562045838748886	0.11978549114484444	59.99762869609366	0.11194930444171887	16.235394785168864	0.0004633481957319795	9.085788164900796	1341.088540504757	150.0	-544.5917282537952	0.004174456296016666	-789.7139173281338	0.010922573847610396	0.01746898539188868	8050.538134624255	-1334.305645581929	3.7470482307501576	-5.825159447127161	0.0012720200370728754	-0.0	0.1457803866783038	0.2423411040244196	0.0	0.7813273629430952	0.0	0.033876651496652005	0.0	0.17965703817495582	-2.612117612959506e-05	0.007424958076573523
-61.06280665994424	0.0004651768797450463	0.11977277660847621	59.99749341412366	0.11205839102252411	16.21376527526086	0.0004630860645264598	9.085790547673454	1340.5790010083645	150.0	-544.3576353029515	0.004172573900043136	-789.476685278148	0.010918904661642888	0.017439857124083358	8045.171599655521	-1333.8343205810995	3.7639029567595492	-5.825745885395332	0.0012720773258564468	-0.0	0.14589184348362222	0.24251997842640965	0.0	0.7811609125303935	0.0	0.033764461585681194	0.0	0.1796563050693034	-2.626948875630561e-05	0.007438089269966587
-61.0661966004079	0.0004647667937040453	0.1197600515665073	59.997358579380716	0.11216688240351973	16.19332713028182	0.0004628246204516717	9.085792924200094	1340.0705099388163	150.0	-544.1241236319647	0.004170696219952288	-789.2400437830586	0.010915244240597017	0.017410836352026893	8039.820167548522	-1333.3641674150233	3.7807176942246707	-5.82633083032694	0.0012721344278138157	-0.0	0.14600253821016074	0.24269779310060205	0.0	0.7809954406322839	0.0	0.03365303688077084	0.0	0.17965557509093158	-2.6417122306627043e-05	0.007451156782528693
-61.069579700688976	0.0004643841554999692	0.11974731604321925	59.99722418881702	0.112274782309623	16.173868186925805	0.00046256385100445645	9.08579529459437	1339.5630448966547	150.0	-543.8911823037668	0.004168823167506389	-789.0039814187675	0.010911592415407068	0.01738192143199102	8034.483575486876	-1332.895163722534	3.7974921287446133	-5.826914301733934	0.0012721913442104349	-0.0	0.14611247733962496	0.24287455558071833	0.0	0.7808309403726159	0.0	0.0335423708798972	0.0	0.17965484821952216	-2.6564080660004255e-05	0.007464160921547606
-61.07295607890512	0.0004640240318568824	0.1197345700624347	59.997090239410646	0.11238209443609454	16.155215360036692	0.0004623037461142764	9.08579765894782	1339.0565881642328	150.0	-543.6588025482555	0.004166954671899758	-788.768489057912	0.010907949050915248	0.017353110996302656	8029.161610622865	-1332.4272916061675	3.8142259630695508	-5.827496316405753	0.0012722480763011235	-0.0	0.14622166728383418	0.2430502733310898	0.0	0.7806674049377597	0.0	0.03343245715108947	0.0	0.17965412443492365	-2.671036752065599e-05	0.007477101992889045
-61.07632582773671	0.00046368239670153066	0.11972181364761761	59.996956728165266	0.11248882244897605	16.137227447556512	0.000462044297691806	9.085800017333982	1338.5511258394945	150.0	-543.4269773604395	0.004165090676525706	-788.5335594442281	0.010904314039586546	0.01732440390194334	8023.854100795338	-1331.9605368046678	3.83091891491838	-5.828076888660096	0.0012723046253301593	-0.0	0.146330114385767	0.24322495374769051	0.0	0.7805048275756774	0.0	0.033323289331381845	0.0	0.17965340371714886	-2.6855986447610285e-05	0.0074899803010154645
-61.079689019141966	0.0004633559643117943	0.119709046821955	59.996823652109846	0.1125949699854969	16.119789256336603	0.0004617854992605855	9.085802369811722	1338.0466471287061	150.0	-543.1957011724832	0.004163231136338112	-788.2991868451368	0.01090068729637887	0.01729579918865909	8018.560906957278	-1331.4948880176198	3.8475707151777065	-5.828656030792885	0.0012723609925314068	-0.0	0.1464378249205652	0.2433986041591134	0.0	0.7803432015950477	0.0	0.03321486112580785	0.0	0.17965268604637305	-2.700094087922157e-05	0.007502796149001711
-61.083045708201844	0.00046304205321443046	0.11969626960842339	59.99669100829841	0.11270054065445435	16.10280681240445	0.00046152734565684455	9.08580471642798	1337.5431437697243	150.0	-542.9649695863993	0.004161376015700957	-788.0653667685392	0.010897068754561442	0.017267296044859992	8013.281917006064	-1331.0303363549385	3.8641811064161384	-5.829233753445226	0.0012724171791284279	-0.0	0.14654480509649986	0.24357123182749715	0.0	0.7801825203644337	0.0	0.03310716630643201	0.0	0.17965197140293188	-2.7145234153158433e-05	0.007515549838548107
-61.08639593625781	0.0004627384750814922	0.11968348202984302	59.99655879380976	0.11280553803657227	16.086203452551388	0.0004612698327846865	9.085807057219988	1337.0406095613287	150.0	-542.7347791560079	0.00415952528663424	-787.8320957317737	0.010893458362303514	0.017238893779843223	8008.017040752612	-1330.5668748877815	3.8807498416562294	-5.829810065902922	0.0012724731863345785	-0.0	0.14665106105590597	0.24374284394941279	0.0	0.78002277731149	0.0	0.033000198711413575	0.0	0.17965125976731955	-2.7288869522712964e-05	0.007528241669991524
-61.08973973347188	0.0004624434440547505	0.119670684108922	59.99642700574722	0.11290996568484103	16.069916635802105	0.00046101295741647277	9.085809392217085	1336.539039979218	150.0	-542.5051272091301	0.004157678927383621	-787.5993710731744	0.010889856079892216	0.01721059180117046	8002.76620582038	-1330.1044982823046	3.8972766833581702	-5.830384976341006	0.001272529015353121	-0.0	0.14675659887608875	0.2439134476567146	0.0	0.7798639659222006	0.0	0.032893952244098384	0.0	0.17965055112018713	-2.7431850170105308e-05	0.007540871942314803
-61.09307712091504	0.00046215550275331853	0.11965787586829219	59.996295641238355	0.113013827124842	16.053895342557336	0.00046075671703008824	9.085811721442196	1336.038431862745	150.0	-542.2760117026015	0.0041558369212540995	-787.3671907983966	0.010886261877463761	0.017182389596247183	7997.52935430266	-1329.643202500998	3.9137614025773804	-5.830958492023297	0.001272584667377331	-0.0	0.14686142457020376	0.24408305001735978	0.0	0.7797060797401469	0.0	0.03278842087213679	0.0	0.17964984544234056	-2.7574179217337206e-05	0.0075534409531548205
-61.09640811227182	0.0004618734618643265	0.11964505733053839	59.99616469743474	0.11311712585505863	16.038097952027396	0.00046050110967620105	9.085814044913043	1335.5387831592286	150.0	-542.0474311039966	0.0041539992556585935	-787.1355534550335	0.010882675733152438	0.01715428671731678	7992.306440036699	-1329.18298455903	3.930203778264453	-5.831530619465424	0.0012726401435906134	-0.0	0.1469655440881161	0.2442516580362023	0.0	0.7795491123657972	0.0	0.032683598626622956	0.0	0.17964914271473906	-2.7715859735051066e-05	0.0075659489988095276
-61.099732715230346	0.0004615963508670957	0.11963222851822208	59.99603417151172	0.11321986534717624	16.022490511526733	0.00046024613387008996	9.08581636264312	1335.0400927154492	150.0	-541.8193842952263	0.00415216592134249	-786.9044580303977	0.01087909763158163	0.017126282769245105	7987.097426382793	-1328.723842325624	3.9466035966825284	-5.832101364567658	0.001272695445166574	-0.0	0.14706896331723748	0.2444192786557625	0.0	0.7793930574558202	0.0	0.03257947960125612	0.0	0.1796484429184936	-2.785689474975577e-05	0.007578396374244103
-61.103050932617144	0.000461323377795735	0.11961938945390063	59.9959040606681	0.11332204904637183	16.00704532378254	0.0004599917885033972	9.085818674642503	1334.5423601074294	150.0	-541.5918704938777	0.0041503369117509275	-786.6739038681137	0.010875527562632579	0.017098377399568765	7981.902284412868	-1328.2657743619914	3.962960650920448	-5.832670732723695	0.0012727505732691511	-0.0	0.14717168808334596	0.24458591875697663	0.0	0.7792379087224155	0.0	0.03247605795151923	0.0	0.1796477460348652	-2.7997287249727757e-05	0.0075907833730964784
-61.10636276332284	0.00046105389640745717	0.1196065401601429	59.99577436212599	0.11342368037159535	15.99173979469737	0.00045973807277218575	9.0858209809185	1334.0455855015737	150.0	-541.3648891890796	0.004148512222512927	-786.4438906000926	0.010871965520440256	0.01707057029039294	7976.720991434194	-1327.8087797891721	3.9792747404848514	-5.833238728909363	0.0012728055290527136	-0.0	0.14727372415138765	0.24475158515992707	0.0	0.7790836599326625	0.0	0.032373327893875536	0.0	0.17964705204526318	-2.8137040189827332e-05	0.007603110287682277
-61.10966820305749	0.00046078737939124264	0.11959368065954186	59.99564507313047	0.11352476271584341	15.976555493463941	0.0004594849861182912	9.085823281476184	1333.5497695413778	150.0	-541.1384400892056	0.00414669185102077	-786.2144180910567	0.01086841150257455	0.01704286115179421	7971.553529786119	-1327.3528581802623	3.9955456709571022	-5.833805357754968	0.0012728603136621377	-0.0	0.14737507722626292	0.2449162846245563	0.0	0.7789303049078826	0.0	0.032271283704980946	0.0	0.17964636093124386	-2.8276156495431802e-05	0.007615377408999386
-61.112967244966995	0.00046052339649314296	0.11958081097472482	59.99551619094941	0.11362529944642635	15.961477385465102	0.0004592325281814825	9.085825576318829	1333.0549132549518	150.0	-540.912523079212	0.004144875796086852	-785.9854863932793	0.010864865509372209	0.0170152497164473	7966.399885858882	-1326.8980094724911	4.011773253703232	-5.834370623604614	0.001272914928232924	-0.0	0.14747575295359774	0.24508002385136488	0.0	0.778777837523017	0.0	0.03216991972091121	0.0	0.17964567267450895	-2.841463906564881e-05	0.0076275850267321565
-61.11625988013605	0.0004602615966729982	0.11956793112836157	59.99538771287323	0.11372529390522931	15.946493206786574	0.00045898069876047754	9.085827865448268	1332.5610179795938	150.0	-540.6871381858625	0.0041430640576640065	-785.757095709677	0.010861327543392151	0.01698773573525303	7961.260049294227	-1326.4442338955396	4.027957305627681	-5.8349345305645794	0.001272969373891294	-0.0	0.14757575692050076	0.2452428094820964	0.0	0.7786262517060157	0.0	0.03206923033640324	0.0	0.179644987256904	-2.855249077594188e-05	0.007639733429255399
-61.11954609799862	0.00046000169353546075	0.11955504114317103	59.995259636214655	0.11382474940896789	15.931592953708487	0.00045872949778113695	9.085830148865169	1332.0680853002077	150.0	-540.4622855493516	0.004141256636617282	-785.5292463636961	0.010857797608971034	0.016960318973775923	7956.134012333485	-1325.9915319130478	4.044097648962774	-5.835497082542805	0.001273023651754266	-0.0	0.1476750946563074	0.24540464810040843	0.0	0.7784755414372391	0.0	0.03196921000410963	0.0	0.17964430466041703	-2.8689714480278038e-05	0.007651822903638167
-61.12282588667293	0.00045974345344174073	0.11954214104192647	59.995131958308455	0.11392366924943892	15.916768466291993	0.00045847892527054503	9.085832426569292	1331.576116999062	150.0	-540.237965400176	0.004139453534537934	-785.3019387747572	0.010854275711860862	0.016932999209346322	7951.02176928638	-1325.5399041749333	4.060194111087667	-5.8360582832813845	0.0012730777629297765	-0.0	0.14777377163331104	0.24556554623253185	0.0	0.7783257007488699	0.0	0.03186985323386601	0.0	0.17964362486717705	-2.8826313012884094e-05	0.007663853735647394
-61.12609923323472	0.00045948668580847435	0.11952923084745969	59.99500467651128	0.11402205669376679	15.902013088705619	0.0004582289813358752	9.085834698559658	1331.0851150147932	150.0	-540.0141780402674	0.004137654753591711	-785.0751734382225	0.010850761858933406	0.016905776228702152	7945.923316098177	-1325.0893514784898	4.076246524371575	-5.836618136382995	0.0012731317085167624	-0.0	0.14787179326748243	0.24572551034791884	0.0	0.7781767237243353	0.0	0.03177115459197008	0.0	0.1796429478594525	-2.89622891896854e-05	0.0076758262097514525
-61.129366123940436	0.00045923123519001427	0.11951631058266436	59.99487778820139	0.11411991498464555	15.88732139210276	0.0004579796661471602	9.085836964834721	1330.5950814089356	150.0	-539.7909238276109	0.004135860296395144	-784.8489509090595	0.010847256057939113	0.016878649826068126	7940.8386499967955	-1324.6398747366702	4.092254726036815	-5.837176645332484	0.0012731854896052299	-0.0	0.1479691649191774	0.2458845468598799	0.0	0.778028604497739	0.0	0.031673108700472824	0.0	0.1796422736196502	-2.9097645809484702e-05	0.00768774060912364
-61.13262654440952	0.00045897697480608974	0.1195033802704986	59.994751290778446	0.11421724734057713	15.872688948178702	0.0004577309799232248	9.085839225392498	1330.1060183385732	150.0	-539.5682031636817	0.004134070165914545	-784.6232717884914	0.010843758317310185	0.016851619801592554	7935.767769204983	-1324.191474952173	4.108218558038145	-5.8377338135148555	0.0012732391072763872	-0.0	0.14806589189383315	0.2460426621262105	0.0	0.7778813372533019	0.0	0.031575710236480425	0.0	0.17964160213031358	-2.9232385654931245e-05	0.007699597215645612
-61.13588047977275	0.0004587238012807708	0.11949043993398693	59.99462518166329	0.11431405695610597	15.858112145170344	0.00045748292292026023	9.085841480230654	1329.6179280340884	150.0	-539.3460164832375	0.004132284365383909	-784.3981367131531	0.010840268646000541	0.0168246859600798	7930.710672706512	-1323.7441531963905	4.12413786695581	-5.838289644229672	0.0012732925626027013	-0.0	0.14816197944265413	0.24619986244980882	0.0	0.7777349162248115	0.0	0.03147895393146741	0.0	0.17964093337412154	-2.936651149331437e-05	0.007711396309910817
-61.13912791479364	0.00045847163033588294	0.11947748959622183	59.99449945829773	0.11441034700205009	15.843588037298868	0.00045723549542248766	9.08584372934661	1329.1308127809539	150.0	-539.1243642459718	0.004130502898237821	-784.1735463462164	0.010836787053354927	0.016797848109957214	7925.667360055299	-1323.2979105921881	4.140012503899513	-5.838844140703064	0.001273345856647994	-0.0	0.148257432763287	0.24635615407928246	0.0	0.7775893356950807	0.0	0.03138283457060004	0.0	0.17964026733388705	-2.9500026077218654e-05	0.007723138171227888
-61.14236883396762	0.0004582203932729746	0.11946452928036483	59.99437411814435	0.11450612062572899	15.829114221828629	0.00045698869773454047	9.085845972737593	1328.6446749048575	150.0	-538.9032469297093	0.0041287257680567395	-783.9495013701539	0.010833313549002166	0.016771106062433816	7920.637831219797	-1322.8527482998634	4.1558423244215295	-5.839397306097646	0.0012733989904675444	-0.0	0.14835225700048582	0.2465115432095482	0.0	0.7774445899954123	0.0	0.03128734699207003	0.0	0.17963960399255585	-2.9632932145064878e-05	0.007734823077624095
-61.145603221603075	0.0004579700341034598	0.11945155900964739	59.99424915868624	0.1146013809511884	15.814688738815228	0.0004567425301752549	9.085848210400707	1328.1595167595399	150.0	-538.6826650248436	0.004126952978522284	-783.7260024808213	0.010829848142767877	0.01674445963081772	7915.62208645614	-1322.4086675056649	4.171627188437302	-5.83994914352052	0.001273451965108149	-0.0	0.1484464572467668	0.24666603598242118	0.0	0.7773006735050743	0.0	0.03119248608643832	0.0	0.17963894333320513	-2.9765232421558362e-05	0.00774645130584877
-61.14883106188717	0.0004577205072140375	0.1194385788073713	59.99412457742684	0.11469613107942188	15.800309989581544	0.0004564969930726352	9.08585044233297	1327.6753407169253	150.0	-538.4626190298386	0.004125184533381074	-783.5030503826695	0.010826390844603864	0.01671790862996425	7910.620126205517	-1321.965669412508	4.1873669601525005	-5.840499656030038	0.0012735047816082301	-0.0	0.14854003854305373	0.24681963848719668	0.0	0.7771575806507797	0.0	0.03109824679598852	0.0	0.17963828533904225	-2.9896929618058628e-05	0.007758023131376779
-61.152052338939946	0.00045747177545605813	0.11942558869690917	59.994000371889726	0.11479037408858975	15.785976670024947	0.0004562520867597331	9.085852668531354	1327.1921491590092	150.0	-538.2431094475337	0.00412342043641503	-783.2806457848079	0.010822941664530062	0.01669145287582674	7905.631951010124	-1321.5237552323415	4.20306150799506	-5.841048846641276	0.0012735574409979058	-0.0	0.14863300587931377	0.2469723567612236	0.0	0.7770153059061753	0.0	0.031004624114089607	0.0	0.17963762999340338	-3.0028026432889678e-05	0.007769538828412023
-61.155267036858426	0.00045722380858356895	0.11941258870170442	59.99387653961839	0.11488411303423501	15.771687716117691	0.00045600781157129007	9.085854888992817	1326.7099444712371	150.0	-538.024136782136	0.004121660691417202	-783.0587893978006	0.010819500612587313	0.016665092185089936	7900.657561444851	-1321.0829261799367	4.218710704551523	-5.841596718330638	0.0012736099442990782	-0.0	0.14872536419518395	0.24712419679046915	0.0	0.7768738437913382	0.0	0.030911613084568496	0.0	0.17963697727975245	-3.0158525551599322e-05	0.007780998669890964
-61.15847513975246	0.00045697658198869665	0.11939957884527144	59.993753078176056	0.11497735094949656	15.757442259795646	0.0004557641678410248	9.085857103714325	1326.2287290371319	150.0	-537.8057015367873	0.004119905302172219	-782.8374819310699	0.010816067698799083	0.016638826374879567	7895.696958062156	-1320.6431834678572	4.234314426507074	-5.842143274039649	0.0012736622925255175	-0.0	0.14881711838058864	0.24727516451007694	0.0	0.7767331888722767	0.0	0.030819208801091014	0.0	0.17963632718167966	-3.028842964717648e-05	0.007792402927486209
-61.161676631774405	0.00045673007565483095	0.11938655915119538	59.99362998514547	0.11507009084531984	15.74323959246299	0.0004555211558993949	9.085859312692874	1325.7485052338393	150.0	-537.587804211554	0.00411815427244014	-782.6167240907517	0.010812642933139863	0.016612655262519982	7890.750141346621	-1320.2045283023058	4.249872554588332	-5.84268851667811	0.001273714486682934	-0.0	0.14890827327634798	0.24742526580491633	0.0	0.7765933357604403	0.0	0.03072740640655247	0.0	0.17963567968290045	-3.041774138023705e-05	0.007803751871610122
-61.164871497143096	0.00045648427331300315	0.11937352964313194	59.9935072581287	0.11516233571066488	15.729079135589187	0.0004552787760718002	9.085861515925508	1325.2692754285367	150.0	-537.3704453018128	0.0041164076059434845	-782.3965165779667	0.010809226325509699	0.01658657866534452	7885.817111678581	-1319.7669618797795	4.2653849735087945	-5.84323244912684	0.001273766527769079	-0.0	0.1489988336747777	0.24757450651012486	0.0	0.776454279112236	0.0	0.03063620109247639	0.0	0.1796350347672541	-3.054646339918106e-05	0.00781504577141847
-61.168059720163505	0.00045623916175190207	0.11936049034480718	59.993384894746974	0.11525408851271168	15.714960416670312	0.00045503702867711395	9.085863713409326	1324.7910419754753	150.0	-537.1536252969249	0.004114665306356592	-782.1768600874082	0.010805817885713371	0.016560596400538974	7880.897869304433	-1319.330485384333	4.280851571916314	-5.843775074239747	0.0012738184167737899	-0.0	0.14908880432028032	0.24772289241164336	0.0	0.7763160136285493	0.0	0.03054558809842245	0.0	0.17963439241870277	-3.06745983403286e-05	0.00782628489481415
-61.17124128524281	0.0004559947302529438	0.11934744128001706	59.993262892640445	0.11534535219706324	15.700883049555728	0.00045479591402649633	9.0858659051415	1324.313807213579	150.0	-536.937344679171	0.004112927377297064	-781.9577553061912	0.010802417623443495	0.01653470828502035	7875.992414312788	-1318.8950999853623	4.296272242342353	-5.844316394845873	0.001273870154679103	-0.0	0.14917818990992787	0.2478704292467438	0.0	0.7761785340542738	0.0	0.030455562711402262	0.0	0.17963375262133013	-3.0802148828036925e-05	0.007837469508450894
