NAD(+)	oxaloacetate	ATP	pyruvate	alpha-ketoglutarate	acetyl-CoA	citrate	Values[DeltaPsi]	ADP	NADH	Values[ATPcrit]	Values[DeltaGtransport]	Values[JANT]	Values[JATP]	Values[Jleak]	Values[Jresp]
0.856	0.005	3.536	0.154	0.225	0.063	0.44	150.0	0.6240000000000001	0.21400000000000008	3.893017284748052	17367300.0	0.19048432	0.09418114371060315	0.0639	0.1208220415537489
0.8654481602916213	0.0046330799799829195	3.4855501660554706	0.15070278360268305	0.23262291128285997	0.06567690793871787	0.43723451598592955	158.03791978023918	0.6744498339445295	0.20455183970837876	4.069563324555471	18297946.427995652	0.1877665874454082	0.15406260115050494	0.06732415382638189	0.07172715150511155
0.874756456797592	0.0046323712476792475	3.4474905852130235	0.1482296898899723	0.2391011869084833	0.06776749421679616	0.43479855514547183	157.06253284931793	0.7125094147869766	0.1952435432024081	4.056640336667469	18185014.17835973	0.18571631782542558	0.16069362493032902	0.06690863899380944	0.0734699667755863
0.8834360263621978	0.004649798441892047	3.4181600808580033	0.14633836627887498	0.24462805887562739	0.0692659484061525	0.4327655379632991	156.205930295652	0.7418399191419969	0.1865639736378023	4.043819876552063	18085835.02149118	0.18413628355582065	0.1650489679594995	0.06654372630594775	0.07458214993543394
0.8912155103902704	0.0046783472801595494	3.3950079136170617	0.14486875022671536	0.24935383115740525	0.07029735287219975	0.4310570969878946	155.4550082276321	0.7649920863829385	0.1787844896097297	4.031320804903621	17998891.762611702	0.18288907630655113	0.1678592501011026	0.06622383350497128	0.07526859281948667
0.89797688841379	0.0047138417408035035	3.3762803726439095	0.1437135913359222	0.25339640076612674	0.0709583459011434	0.42961064505708185	154.80157379174767	0.7837196273560908	0.1720231115862101	4.019393069179589	17923235.81675613	0.1818802236743274	0.16965303578948834	0.06594547043528451	0.07567807048165176
0.9037057428591605	0.004753576700763757	3.360791989192704	0.14279949040466702	0.25685017103863456	0.07132524561660332	0.4283756743828862	154.23904612623906	0.7992080108072961	0.16629425714083967	4.008276043489202	17858105.23858821	0.18104586445781098	0.17080619804603422	0.06570583364977783	0.07591667873577354
0.9084549030952348	0.004795687648897792	3.3477543463044963	0.14207469292324948	0.25979276089761844	0.07145970198821955	0.4273108290268745	153.76076185767087	0.8122456536955038	0.16154509690476526	3.998162920405591	17802728.52940485	0.18034352663542322	0.1715776850708916	0.06550208455136779	0.07605757060271393
0.9123173164821767	0.004838810588024733	3.3366479343931927	0.14150130189063687	0.26228981453697453	0.07141253113780757	0.4263817393797797	153.3593236885958	0.8233520656068074	0.15768268351782333	3.9891782695206444	17756249.215313	0.1797452242257613	0.17213740467945426	0.06533107189134181	0.07614860418187407
0.9154058866821554	0.004881902060299414	3.3271278889624862	0.14105039737222297	0.26439824461930983	0.0712262461706244	0.42555951128440245	153.02659320631724	0.8328721110375139	0.15459411331784467	3.9813713475817405	17717725.014613822	0.17923237937840913	0.1725893258848425	0.06518932870589114	0.07621876525191283
0.91783899200443	0.004924146017081109	3.3189571123706316	0.14069904824050805	0.2661682710707501	0.07093668154004987	0.42481973228860404	152.75401394180832	0.8410428876293685	0.15216100799557009	3.974722932955886	17686165.24221045	0.17879221964340594	0.1729909242822872	0.06507320993921034	0.07628365461382325
0.919730746594379	0.004964905343367592	3.3119612888070984	0.14042852462932473	0.26764461381605614	0.07057402810830707	0.42414184083733514	152.53303523949927	0.8480387111929018	0.15026925340562106	3.9691605855466383	17660579.886099704	0.1784153546280384	0.17336907463991508	0.06497907301202668	0.07635003154388521
0.9211851165267102	0.005003694289865171	3.306000681867786	0.1402232431517323	0.26886715478045026	0.07016352196312242	0.42350871431739334	152.35549575365476	0.8539993181322143	0.14881488347328986	3.9645768596083673	17640024.009349655	0.17809425673221763	0.17373229521917014	0.06490344119105693	0.0764193514493617
0.9222929883569876	0.0050401593364593255	3.3009540085798856	0.14007013662793175	0.2698713147790874	0.06972595778814698	0.4229063625187731	152.2139016572248	0.8590459914201145	0.14770701164301248	3.9608463383072094	17623629.961676802	0.17782239244219844	0.17407949550970891	0.06484312210597776	0.07649031511305417
