G*T	D	Pi	GD	RG*T	RGA	RG*AT	RGD	R	A	GA	RGAD	G	RG	G*AT	GAD	T	Values[Z]	Values[v]
9.589127246866297e-12	0.00014900734467450277	0.0044000074556472734	3.980344342063131e-16	9.879004324302429e-09	-2.1961315126591488e-29	-6.894410706304422e-28	1.10972374234314e-10	9.990009589525645e-06	-4.038252756373466e-27	-3.018546589264611e-38	-6.047012070253639e-27	3.2478098877424655e-19	4.337757766434365e-13	-6.7230061513629476e-34	-1.6186426671129193e-32	0.0004679826557592813	0.9888593451549292	0.012855171487014079
9.589000178976769e-12	0.0001490074730808262	0.004400007584184081	3.9834620780953068e-16	9.878873544528303e-09	-2.1848435025547295e-29	-6.831134668717903e-28	1.1110285878830238e-10	9.99000958939889e-06	-4.086475672485586e-27	-3.003141596332138e-38	-6.016919206271093e-27	3.2477206290256593e-19	4.3419775235593395e-13	-6.820777645430601e-34	-1.6575522958855266e-32	0.00046798252735337986	0.9888462544707278	0.012855001308119458
9.58886337360788e-12	0.00014900760147724954	0.00440000771272099	3.98681873272884e-16	9.878732742829367e-09	-2.1703776059747892e-29	-6.756019473823047e-28	1.1124334263956898e-10	9.99000958926242e-06	-4.131822394471606e-27	-2.9833738141759856e-38	-5.978140941588517e-27	3.247624543650648e-19	4.346520692375291e-13	-6.9144823811656395e-34	-1.696400727196646e-32	0.00046798239895741087	0.9888321606202973	0.01285481808806386
9.588716830759632e-12	0.00014900772986377276	0.004400007841257996	3.990414305963732e-16	9.878581919205618e-09	-2.152733822919328e-29	-6.669065121619856e-28	1.1139382578811377e-10	9.990009589116235e-06	-4.174292922331525e-27	-2.9592432427961547e-38	-5.930677276205912e-27	3.247521631617431e-19	4.35138727288222e-13	-7.004120358568064e-34	-1.735187961046277e-32	0.0004679822705713743	0.9888170636036375	0.012854621826847285
9.588560550432026e-12	0.00014900785824039595	0.004400007969795102	3.9942487977999813e-16	9.878421073657058e-09	-2.1319121533883462e-29	-6.5702716121083265e-28	1.1155430823393677e-10	9.99000958896034e-06	-4.2138872560653435e-27	-2.9307498821926445e-38	-5.874528210123278e-27	3.24741189292601e-19	4.356577265080127e-13	-7.089691577637873e-34	-1.7739139974344192e-32	0.00046798214219527013	0.9888009634207489	0.012854412524469732
9.588394532625058e-12	0.00014900798660711905	0.004400008098332307	3.998322208237589e-16	9.878250206183687e-09	-2.107912597381843e-29	-6.459638945288463e-28	1.1172478997703797e-10	9.990009588794728e-06	-4.250605395673062e-27	-2.897893732365456e-38	-5.809693743340615e-27	3.247295327576383e-19	4.3620906689690114e-13	-7.171196038375069e-34	-1.8125788363610735e-32	0.0004679820138290984	0.9887838600716311	0.012854190180931199
9.58821877733873e-12	0.00014900811496394202	0.004400008226869612	4.002634537276555e-16	9.878069316785501e-09	-2.080735154899819e-29	-6.337167121160263e-28	1.1190527101741738e-10	9.990009588619404e-06	-4.284447341154681e-27	-2.860674793314588e-38	-5.7361738758579225e-27	3.247171935568552e-19	4.3679274845488727e-13	-7.248633740779649e-34	-1.8511824778262391e-32	0.000467981885472859	0.9887657535562839	0.012853954796231687
9.588061229112988e-12	0.00014900824333927395	0.004400008355406729	4.0065001382478787e-16	9.877907166301179e-09	-2.0572234903669668e-29	-6.230043266880625e-28	1.1206705545326947e-10	9.990009588462244e-06	-4.318595817157336e-27	-2.8284814908463406e-38	-5.672613756947934e-27	3.2470614852091623e-19	4.373159582476142e-13	-7.321874394148195e-34	-1.886886001197837e-32	0.0004679817570980504	0.988749522753029	0.012853743795789374
9.588060769714521e-12	0.00014900837187430477	0.004400008483942231	4.006511410923108e-16	9.877906693426205e-09	-2.0713899799989532e-29	-6.273384877946138e-28	1.1206752731930289e-10	9.990009588461785e-06	-4.368868669409792e-27	-2.84797342876077e-38	-5.711678045820603e-27	3.247062223145202e-19	4.3731742461634266e-13	-7.390270465792486e-34	-1.9055802347525515e-32	0.00046798162856302104	0.9887494754195919	0.01285374318045469
9.588060145430448e-12	0.0001490085004091672	0.004400008612477736	4.00652672923223e-16	9.877906050848899e-09	-2.0847229273263108e-29	-6.314200468513999e-28	1.1206816850470334e-10	9.990009588461163e-06	-4.4173555916857404e-27	-2.866318647081327e-38	-5.7484439577133474e-27	3.247062906192016e-19	4.3731943844715157e-13	-7.454555147130394e-34	-1.9232407791187688e-32	0.0004679815000281606	0.9887494110994327	0.012853742344292624
9.588059356260772e-12	0.00014900862894386127	0.00440000874101324	4.006546093175245e-16	9.877905238569262e-09	-2.0972223323490392e-29	-6.3524900385842085e-28	1.1206897900947081e-10	9.990009588460376e-06	-4.464056583985177e-27	-2.883517145808013e-38	-5.7829114926261666e-27	3.247063534349605e-19	4.373219997400409e-13	-7.514728438161918e-34	-1.9398676342964883e-32	0.0004679813714934692	0.9887493297925521	0.012853741287303173
9.588058402205491e-12	0.00014900875747838696	0.004400008869548745	4.006569502752153e-16	9.877904256587293e-09	-2.108888195067139e-29	-6.388253588156766e-28	1.1206995883360531e-10	9.990009588459425e-06	-4.5089716463081036e-27	-2.899568924940828e-38	-5.81508065055906e-27	3.2470641076179673e-19	4.3732510849501076e-13	-7.5707903388870594e-34	-1.95546080028571e-32	0.00046798124295894665	0.9887492314989499	0.012853740009486345
9.588057283264604e-12	0.00014900888601274425	0.004400008998084251	4.0065969579629547e-16	9.877903104902994e-09	-2.1197205154806102e-29	-6.42149111723167e-28	1.1207110797710682e-10	9.990009588458307e-06	-4.55210077865452e-27	-2.914473984479772e-38	-5.844951431512029e-27	3.247064625997105e-19	4.373287647120611e-13	-7.622740849305817e-34	-1.970020277086434e-32	0.0004679811144245931	0.9887491162186256	0.01285373851084213
9.588055999438113e-12	0.00014900901454693313	0.00440000912661976	4.0066284588076494e-16	9.877901783516361e-09	-2.1297192935894522e-29	-6.452202625808923e-28	1.1207242643997535e-10	9.990009588457028e-06	-4.593443981024426e-27	-2.928232324424844e-38	-5.872523835485072e-27	3.247065089487016e-19	4.3733296839119184e-13	-7.670579969418191e-34	-1.9835460646986604e-32	0.00046798098589040843	0.9887489839515797	0.012853736791370534
9.588054550726017e-12	0.0001490091430809536	0.0044000092551552674	4.0066640052862375e-16	9.877900292427399e-09	-2.1388845293936653e-29	-6.480388113888525e-28	1.1207391422221091e-10	9.990009588455583e-06	-4.6330012534178214e-27	-2.940843944776045e-38	-5.89779786247819e-27	3.247065498087702e-19	4.3733771953240303e-13	-7.71430769922418e-34	-1.9960381631223889e-32	0.00046798085735639275	0.9887488346978123	0.012853734851071556
9.588052937128317e-12	0.00014900927161480573	0.004400009383690776	4.0067035973987183e-16	9.877898631636102e-09	-2.1472162228932498e-29	-6.506047581470473e-28	1.1207557132381348e-10	9.990009588453974e-06	-4.6707725958347066e-27	-2.9523088455333746e-38	-5.920773512491383e-27	3.2470658517991624e-19	4.373430181356947e-13	-7.753924038723787e-34	-2.0074965723576196e-32	0.00046798072882254594	0.9887486684573229	0.012853732689945194
9.588051158645012e-12	0.00014900940014848945	0.004400009512226286	4.0067472351450924e-16	9.877896801142476e-09	-2.154714374088205e-29	-6.52918102855477e-28	1.1207739774478308e-10	9.9900095884522e-06	-4.7067580082750814e-27	-2.962627026696833e-38	-5.94145078552465e-27	3.247066150621397e-19	4.373488642010669e-13	-7.789428987917011e-34	-2.0179212924043527e-32	0.00046798060028886804	0.9887484852301122	0.012853730307991454
9.588049215276103e-12	0.00014900952868200477	0.004400009640761798	4.00679491852536e-16	9.877894800946518e-09	-2.1613789829785318e-29	-6.549788455141415e-28	1.120793934851197e-10	9.990009588450262e-06	-4.7409574907389465e-27	-2.97179848826642e-38	-5.9598296815779916e-27	3.2470663945544057e-19	4.3735525772851946e-13	-7.820822546803849e-34	-2.027312323262588e-32	0.00046798047175535917	0.9887482850161795	0.01285372770521033
9.58804710702159e-12	0.00014900965721535172	0.00440000976929731	4.0068466475395205e-16	9.87789263104823e-09	-2.1672100495642296e-29	-6.5678698612304075e-28	1.1208155854482332e-10	9.990009588448158e-06	-4.773371043226301e-27	-2.9798232302421356e-38	-5.9759102006514086e-27	3.2470665835981896e-19	4.373621987180526e-13	-7.848104715384307e-34	-2.0356696649323256e-32	0.0004679803432220192	0.988748067815525	0.012853724881601823
9.588044833881473e-12	0.00014900978574853026	0.004400009897832822	4.006902422187574e-16	9.877890291447608e-09	-2.1722075738452987e-29	-6.583425246821749e-28	1.1208389292389399e-10	9.990009588445891e-06	-4.803998665737145e-27	-2.986701252623981e-38	-5.9896923427449e-27	3.247066717752747e-19	4.373696871696661e-13	-7.871275493658378e-34	-2.0429933174135653e-32	0.0004679802146888482	0.988747833628149	0.012853721837165934
9.58804239585575e-12	0.00014900991428154042	0.0044000100263683365	4.0069622424695207e-16	9.877887782144656e-09	-2.1763715558217388e-29	-6.596454611915438e-28	1.1208639662233166e-10	9.990009588443459e-06	-4.832840358271479e-27	-2.992432555411954e-38	-6.001176107858466e-27	3.247066797018079e-19	4.373777230833601e-13	-7.890334881626068e-34	-2.0492832807063075e-32	0.0004679800861558461	0.9887475824540511	0.01285371857190266
9.588039792944423e-12	0.0001490100428143822	0.004400010154903851	4.0070261083853607e-16	9.877885103139373e-09	-2.1797019954935501e-29	-6.606957956511474e-28	1.1208906964013636e-10	9.990009588440863e-06	-4.859896120829302e-27	-2.9970171386060555e-38	-6.010361495992106e-27	3.247066821394186e-19	4.3738630645913453e-13	-7.905282879287373e-34	-2.054539554810552e-32	0.0004679799576230129	0.9887473142932316	0.012853715085812007
9.58803702514749e-12	0.0001490101713470556	0.004400010283439367	4.007094019935094e-16	9.877882254431756e-09	-2.1821988928607326e-29	-6.614935280609859e-28	1.1209191197730809e-10	9.990009588438102e-06	-4.8851659534106154e-27	-3.000455002206286e-38	-6.017248507145821e-27	3.2470667908810664e-19	4.3739543729698954e-13	-7.916119486642296e-34	-2.0587621397262988e-32	0.0004679798290903487	0.9887470291456903	0.012853711378893972
9.588034092464954e-12	0.00014901029987956057	0.004400010411974884	4.00716597711872e-16	9.87787923602181e-09	-2.1838622479232862e-29	-6.620386584210591e-28	1.120949236338468e-10	9.990009588435176e-06	-4.908649856015418e-27	-3.002746146212646e-38	-6.021837141319612e-27	3.247066705478722e-19	4.374051155969249e-13	-7.922844703690833e-34	-2.0619510354535478e-32	0.0004679797005578534	0.9887467270114275	0.012853707451148553
9.588030994896813e-12	0.00014901042841189717	0.004400010540510401	4.0072419799362396e-16	9.877876047909533e-09	-2.184692060681211e-29	-6.623311867313673e-28	1.1209810460975257e-10	9.990009588432086e-06	-4.930347828643711e-27	-3.003890570625134e-38	-6.024127398513476e-27	3.2470665651871515e-19	4.3741534135894074e-13	-7.925458530432989e-34	-2.0641062419922988e-32	0.0004679795720255271	0.9887464078904428	0.012853703302575752
9.588027732443065e-12	0.00014901055694406537	0.0044000106690459196	4.007322028387652e-16	9.877872690094922e-09	-2.1846883311345067e-29	-6.623711129919101e-28	1.1210145490502534e-10	9.990009588428832e-06	-4.950259871295493e-27	-3.0038882754437507e-38	-6.024119278727415e-27	3.2470663700063553e-19	4.374261145830371e-13	-7.92396096686876e-34	-2.0652277593425525e-32	0.0004679794434933696	0.9887460717827365	0.012853698933175573
9.588024305103715e-12	0.0001490106854760652	0.004400010797581439	4.0074061224729577e-16	9.87786916257798e-09	-2.183851059283174e-29	-6.6215843720268775e-28	1.1210497451966515e-10	9.990009588425414e-06	-4.9683859839707656e-27	-3.002739260668496e-38	-6.02181278196143e-27	3.2470661199363337e-19	4.3743743526921383e-13	-7.918352012998148e-34	-2.0653155875043084e-32	0.0004679793149613812	0.9887457186883084	0.012853694342948009
9.58802071287876e-12	0.0001490108140078966	0.004400010926116959	4.007494262192157e-16	9.877865465358708e-09	-2.182180245127212e-29	-6.616931593637002e-28	1.1210866345367196e-10	9.99000958842183e-06	-4.984726166669527e-27	-3.00044352629937e-38	-6.0172079082155175e-27	3.247065814977087e-19	4.3744930341747107e-13	-7.908631668821152e-34	-2.0643697264775665e-32	0.0004679791864295616	0.9887453486071586	0.012853689531893057
9.5880169557682e-12	0.00014901094253955965	0.00440001105465248	4.007586447545249e-16	9.877861598437105e-09	-2.1796758886666213e-29	-6.609752794749475e-28	1.1211252170704581e-10	9.990009588418082e-06	-4.999280419391778e-27	-2.997001072336373e-38	-6.010304657489681e-27	3.247065455128614e-19	4.374617190278088e-13	-7.894799934337775e-34	-2.0623901762623267e-32	0.00046797905789791106	0.9887449615392871	0.012853684500010728
9.588013033772037e-12	0.00014901107107105432	0.004400011183188003	4.0076826785322343e-16	9.877857561813167e-09	-2.176337989901402e-29	-6.600047975364296e-28	1.1211654927978667e-10	9.990009588414172e-06	-5.01204874213752e-27	-2.992411898779505e-38	-6.001103029783919e-27	3.247065040390915e-19	4.3747468210022694e-13	-7.876856809548011e-34	-2.0593769368585892e-32	0.0004679789293664293	0.9887445574846939	0.01285367924730102
9.588008946890268e-12	0.00014901119960238058	0.004400011311723526	4.007782955153113e-16	9.877853355486902e-09	-2.1721665488315537e-29	-6.587817135481465e-28	1.1212074617189456e-10	9.990009588410094e-06	-5.023031134906751e-27	-2.986676005628766e-38	-5.989603025098231e-27	3.247064570763991e-19	4.3748819263472557e-13	-7.854802294451866e-34	-2.055330008266354e-32	0.0004679788008351166	0.9887441364433791	0.012853673773763924
9.588004695122896e-12	0.00014901132813353846	0.00440001144025905	4.007887277407884e-16	9.877848979458302e-09	-2.1671615654570764e-29	-6.573060275100981e-28	1.1212511238336946e-10	9.990009588405852e-06	-5.032227597699471e-27	-2.979793392884155e-38	-5.975804643432619e-27	3.2470640462478413e-19	4.375022506313047e-13	-7.828636389049336e-34	-2.0502493904856213e-32	0.0004679786723039728	0.9887436984153423	0.012853668079399446
9.588000278469915e-12	0.00014901145666452792	0.004400011568794575	4.007995645296549e-16	9.877844433727372e-09	-2.1613230397779708e-29	-6.555777394222845e-28	1.1212964791421138e-10	9.990009588401448e-06	-5.0396381305156805e-27	-2.9717640605456725e-38	-5.959707884787081e-27	3.247063466842466e-19	4.375168560899642e-13	-7.798359093340422e-34	-2.0441350835163906e-32	0.000467978543772998	0.988743243400584	0.01285366216420759
9.587995696931333e-12	0.00014901158519534902	0.004400011697330101	4.0081080588191065e-16	9.877839718294111e-09	-2.1546509717942357e-29	-6.535968492847059e-28	1.1213435276442032e-10	9.990009588396877e-06	-5.045262733355381e-27	-2.962588008613319e-38	-5.9413127491616176e-27	3.247062832547865e-19	4.375320090107043e-13	-7.763970407325125e-34	-2.0369870873586623e-32	0.00046797841524219206	0.988742771399104	0.01285365602818835
9.587990950507147e-12	0.00014901171372600172	0.004400011825865628	4.008224517975558e-16	9.877834833158517e-09	-2.147145361505872e-29	-6.513633570973619e-28	1.1213922693399629e-10	9.990009588392142e-06	-5.049101406218571e-27	-2.952265237087094e-38	-5.920619236556229e-27	3.247062143364038e-19	4.375477093935247e-13	-7.725470331003445e-34	-2.0288054020124366e-32	0.0004679782867115551	0.9887422824109022	0.012853649671341727
9.587986039197356e-12	0.00014901184225648602	0.004400011954401156	4.0083450227659023e-16	9.877829778320593e-09	-2.1388062089128794e-29	-6.488772628602528e-28	1.1214427042293925e-10	9.990009588387241e-06	-5.0511541491052495e-27	-2.940795745966998e-38	-5.897627346970915e-27	3.247061399290986e-19	4.375639572384257e-13	-7.6828588643753805e-34	-2.0195900274777128e-32	0.00046797815818108707	0.9887417764359788	0.012853643093667723
9.587980963001958e-12	0.00014901197078680194	0.0044000120829366845	4.0084695731901396e-16	9.877824553780336e-09	-2.129633514015258e-29	-6.461385665733784e-28	1.1214948323124928e-10	9.990009588382178e-06	-5.0514209620154186e-27	-2.9281795352530305e-38	-5.872337080405675e-27	3.2470606003287076e-19	4.375807525454071e-13	-7.636136007440934e-34	-2.009340963754491e-32	0.0004679780296507879	0.9887412534743336	0.012853636295166334
9.587975721920957e-12	0.00014901209931694946	0.004400012211472214	4.00859816924827e-16	9.877819159537748e-09	-2.1196272768130079e-29	-6.431472682367389e-28	1.121548653589263e-10	9.990009588376951e-06	-5.049901844949077e-27	-2.9144166049451915e-38	-5.844748436860511e-27	3.247059746477204e-19	4.37598095314469e-13	-7.585301760200103e-34	-1.998058210842772e-32	0.0004679779011206577	0.9887407135259667	0.012853629275837563
9.587970315954353e-12	0.0001490122278469286	0.004400012340007745	4.0087308109402936e-16	9.877813595592829e-09	-2.1087874973061286e-29	-6.399033678503341e-28	1.1216041680597033e-10	9.990009588371557e-06	-5.046596797906226e-27	-2.899506955043482e-38	-5.814861416335421e-27	3.247058837736475e-19	4.3761598554561133e-13	-7.530356122652889e-34	-1.985741768742555e-32	0.0004679777725906965	0.9887401565908783	0.012853622035681415
9.587964745102141e-12	0.00014901235637673936	0.004400012468543276	4.0088674982662103e-16	9.877807861945578e-09	-2.0971141754946207e-29	-6.3640686541416425e-28	1.121661375723814e-10	9.990009588366001e-06	-5.0415058208868636e-27	-2.8834505855479004e-38	-5.782676018830406e-27	3.2470578741065206e-19	4.3763442323883413e-13	-7.471299094799291e-34	-1.9723916374538404e-32	0.00046797764406090423	0.9887395826690679	0.01285361457469788
9.587959009364328e-12	0.0001490124849063817	0.004400012597078808	4.009008231226021e-16	9.877801958595996e-09	-2.0846073113784842e-29	-6.32657760928229e-28	1.1217202765815949e-10	9.990009588360278e-06	-5.034628913890991e-27	-2.866247496458448e-38	-5.748192244345465e-27	3.24705685558734e-19	4.3765340839413743e-13	-7.40813067663931e-34	-1.958007816976628e-32	0.0004679775155312808	0.988738991760536	0.012853606892886966
9.587953108740908e-12	0.00014901261343585568	0.004400012725614342	4.009153009819724e-16	9.877795885544083e-09	-2.0712669049577182e-29	-6.286560543925287e-28	1.1217808706330459e-10	9.990009588354393e-06	-5.025966076918609e-27	-2.8478976877751244e-38	-5.711410092880599e-27	3.2470557821789337e-19	4.376729410115211e-13	-7.340850868172945e-34	-1.942590307310918e-32	0.0004679773870018264	0.9887383838652822	0.012853598990248665
9.587947043231884e-12	0.00014901274196516126	0.004400012854149877	4.00930183404732e-16	9.877789642789836e-09	-2.057092956232324e-29	-6.244017458070631e-28	1.1218431578781673e-10	9.990009588348342e-06	-5.015517309969716e-27	-2.828401159497929e-38	-5.6723295644358075e-27	3.247054653881302e-19	4.376930210909853e-13	-7.2694596694001955e-34	-1.92613910845671e-32	0.0004679772584725409	0.9887377589833067	0.012853590866782987
