B	D	F	A	E	C
0.0	0.0	0.0	0.0	0.0	0.0
0.7879095211784441	0.24237073887159477	0.1455578090094845	5.64426588045689	0.09864141078573273	0.11513162259184187
1.3952947503142594	0.317596021866761	0.18982903504806373	8.940559189846288	0.1561102915165785	0.1845107401989516
1.8589345014273668	0.35280701303324374	0.21095212482112502	11.256534909306152	0.18684128628878832	0.22222284203252068
2.2301878858620894	0.3731134040171666	0.22337008716500564	13.003985466894772	0.2061496847885253	0.2460262354496248
2.536296320375555	0.38648356675500534	0.2316404978072585	14.377925410902364	0.21953836609694488	0.26258580499188866
2.7936702527019825	0.39603266119729585	0.23758114909133926	15.487817985731558	0.22941672323112083	0.2748462395006381
3.0130770401705527	0.40322120831086156	0.24206521627187816	16.401707848193826	0.237016799196086	0.2843114911883877
3.202029695588975	0.4088324197129171	0.24556940213885542	17.164937976536933	0.24304158847555812	0.29183871602416567
3.366017791402634	0.4133290003007013	0.2483785802316837	17.809296424543035	0.24792527205460496	0.29795761234335716
3.5091975483379128	0.4170044603124496	0.25067474105406773	18.357949154428862	0.2519524477622207	0.3030160184193202
3.6348052034030385	0.4200553127363897	0.25258026688690255	18.82830279320235	0.2553185062315361	0.30725333033280117
3.745418161530169	0.4226188169657135	0.25418087099040226	19.233763622426544	0.25816265979456965	0.3108405793425366
3.843127330007394	0.4247941704834761	0.25553860163410824	19.584869029691863	0.2605871522340801	0.31390372983915943
3.9296550484710764	0.4266551049077985	0.25669962309450595	19.890043294570564	0.2626690016052353	0.31653792970272404
4.0064382957423685	0.42825772834215287	0.2576990834756873	20.156118626881614	0.2644674803309064	0.3188165988982603
4.074688960409138	0.4296456002764821	0.25856427548451033	20.388704200954596	0.26602904862101423	0.3207974333781439
4.135438496222546	0.4308531242918795	0.2593167547088653	20.592453661432398	0.2673907064437542	0.3225264916362014
4.189571676975409	0.4319078810440555	0.2599737988106334	20.771263044349983	0.2685823301616893	0.3240410488942348
4.2378525576061925	0.43283227091940907	0.2605494365773468	20.928419829554997	0.2696283385352137	0.325371636094434
4.280944757617481	0.43364469681545315	0.26105518912066145	21.066717011205267	0.2705489042148816	0.32654352540490533
4.319427534007911	0.4343604309990088	0.2615006143295606	21.188541661789895	0.27136085041547614	0.3275778322112699
4.353808678446718	0.4349922618051702	0.26189371160398356	21.295944577348774	0.2720783257248611	0.3284923453257041
4.384534980272657	0.4355509829448293	0.26224123017256895	21.390695667690498	0.2727133181106175	0.32930216142884006
4.412000812613195	0.43604576930812344	0.26254890424529426	21.47432852187764	0.27327605297002644	0.3300201765851428
4.436555242833661	0.4364844693071351	0.26282163714808443	21.548176601523785	0.2737753037463963	0.3306574710477686
4.458507965221679	0.4368738340195902	0.26306364466240373	21.61340286490924	0.2742186381802927	0.3312236143840283
4.478134300114249	0.4372196999614155	0.2632785700128857	21.671024256834126	0.2746126145759107	0.3317269094027639
4.495679434497198	0.4375271352566108	0.2634695755144694	21.721932095165858	0.27496294028096835	0.33217458940050637
