preMPF	slp1	ste9	slp1T	Total cdc13	IEP	rum1T	SK	Cell Mass	M-phase promoting factor	Values[sigma]	Values[Trimer]	Values[TF]	Values[kwee]	Values[k25]
0.01874982758492858	0.03590173641841828	0.8793624093665315	0.03490172605759987	0.03334727155939185	2.5726839529814543e-06	0.16849337720527627	0.6548387971251811	1.0565406146755092	0.00010702675662071839	0.20284064876466812	0.03310277325383947	0.9833495610314166	1.2999951234472344	0.050020990379257085
0.019882077511190487	0.03733852849081624	0.8270165867691986	0.03633851678913644	0.034871593054440514	2.903550202972788e-06	0.15760433802205834	0.6861113231309387	1.0618365465453747	0.0001208696057877957	0.19347593107649885	0.034590402131790536	0.9835677561088235	1.2999944924114788	0.0500237065766623
0.021589803575333338	0.038638592048986786	0.7549286894494603	0.037638578804861156	0.03712641690058312	3.295279804146482e-06	0.14882023043104023	0.7144284047986327	1.0671590243842084	0.00013746502397315378	0.18694664733162336	0.036797929367139666	0.9837811198968323	1.2999937358067402	0.05002696326663598
0.024181133462918718	0.039814938780587374	0.6607844873877614	0.03881492356260037	0.04047487938144337	3.788973481502654e-06	0.14172872541308576	0.7400708306406915	1.0725081812542325	0.00015873394158962041	0.18320360479452913	0.040080572438662546	0.9839896482685294	1.2999927659861528	0.050031137711804896
0.028128072721353498	0.04087934220941061	0.544380612347362	0.039879324315938804	0.045454782658110045	4.462376083828312e-06	0.1359598776605206	0.7632926624194374	1.0778841508846477	0.00018833549629007024	0.18241466031863063	0.044960704493131255	0.9841932019108722	1.299991415941656	0.050036948772840886
0.034194439581744805	0.04184245591632729	0.40819734665205976	0.04084243394524563	0.05291085956224779	5.4763098423709686e-06	0.13121336658280477	0.7843237586613528	1.0832870676749746	0.00023406002391998526	0.18512422614505256	0.052249177623732435	0.9843913288382676	1.2999893299506522	0.050045927603701884
0.04363779766843004	0.04271392055796476	0.25960765242784933	0.04171389157570637	0.06419188989455345	7.227385358769471e-06	0.1272558827688069	0.8033720249879907	1.0887170666984152	0.00031596991259373976	0.19244777266336033	0.06320509341548392	0.9845826582624181	1.2999855912622889	0.05006202021882696
0.058251061870241476	0.043502463050536073	0.12177329112418346	0.04250241904875889	0.08111014051910265	1.0977183115565193e-05	0.12390387937994654	0.8206253208177167	1.0941742837052275	0.0005015870312826362	0.2060140198990492	0.07933037523569648	0.984762287340992	1.2999771099760002	0.05009852662504148
0.07838692324751685	0.044215996968048614	0.055860499164704425	0.043215908224671605	0.10354082874602026	2.214591611246393e-05	0.12098372338063638	0.8362525371101103	1.0996588551261202	0.0010958520581929307	0.22552455212665665	0.09902998130345994	0.984907756553231	1.2999498723735923	0.05021576673977277
0.10044446830294493	0.04486176354210482	0.03921057662584727	0.04386150095021156	0.12723796877882695	6.553863003798024e-05	0.11819396329288195	0.8504013484112147	1.1051709180756644	0.0033687365377915455	0.2464319320717089	0.11124038776825898	0.984925699030984	1.2998444979683763	0.050669334831788974
0.12299960955722687	0.04544632088430364	0.027216377553761696	0.04444569215315901	0.15116336715318943	0.0001569068339227661	0.1151802434441157	0.863198300296416	1.1107106103557216	0.00724235171268884	0.26734361059730516	0.11229148483182416	0.9848244304484309	1.2996604110228314	0.051461709075640336
0.1456144545101872	0.045975529437268264	0.021304080154559348	0.04497451790408444	0.17503638378766537	0.00025240501760014696	0.11216910548233978	0.874768324002251	1.116278070458888	0.010854897985285342	0.28820548927000517	0.11045863051358724	0.9847440169227134	1.2994834128836326	0.05222357063133218
0.16789303401260264	0.04645497582507615	0.018036637882123147	0.045453629086489734	0.1984984344156278	0.0003360081457125806	0.10944257072774524	0.8852317584037005	1.121873437574691	0.01391595613821306	0.3089410051433731	0.1082432679921622	0.9847064230999599	1.2993292404875676	0.05288718224917343
0.1896647937538176	0.046889855469257016	0.01596536010780168	0.04588821940188036	0.22140676415650662	0.0004081574557482205	0.10708074288396942	0.894697671918656	1.1274968515821422	0.016522404912256396	0.329487507040476	0.10615959577667738	0.9847041444006445	1.2991948123463748	0.05346580772646932
0.21086272637330958	0.04728488267508782	0.014523127578101099	0.04628299309470466	0.24370842394387618	0.00047136729633244	0.10505957818593256	0.9032639090135154	1.133148453069607	0.01878719048509617	0.34976800212980874	0.1043112753943777	0.984728283175478	1.299075571288648	0.05397906271408482
0.23146516817983173	0.047644303446145904	0.013450783192900339	0.046642187459727674	0.26538838200622905	0.0005278120635090802	0.10332474645662962	0.9110182489218045	1.1388283833274164	0.020796433400643126	0.36971312846285864	0.10269354301068934	0.984771951481261	1.2989678334713635	0.05444280375370429
0.2514715388120726	0.047971937529228986	0.012614670989689348	0.04696961579487399	0.2864494186863086	0.0005791010173152447	0.10182226016832055	0.9180395592530401	1.1445367843541232	0.022611310197119996	0.3892716788546291	0.10127534052636672	0.9848301918522941	1.298868899189989	0.05486865131265009
0.2708916204106382	0.04827122383696662	0.011939221894417014	0.047268712383983905	0.30690327186857724	0.0006263888992504994	0.10050738973656868	0.9243988032498731	1.1502737988600504	0.02427497029199012	0.40841066160514594	0.10002390073432584	0.9848994666013661	1.298776826088083	0.05526496596868267
0.28974046939166653	0.04854526201962629	0.011378527669973885	0.047542573547370404	0.32676632421275165	0.0006705065670658513	0.09934528201544852	0.9301599049549881	1.156039570270859	0.025818239737027942	0.42711160622820016	0.09891118522193305	0.984977221486123	1.2986902077039209	0.05563780162225259
0.3080358277505081	0.04879684895680222	0.01090305019126104	0.04779399372952832	0.3460573398478013	0.00071206070600391	0.09830919392579406	0.9353804967281287	1.1618342427311472	0.027263580174420533	0.44536653377359536	0.09791460407904436	0.9850615773988551	1.2986080095089032	0.05599161124427943
0.32579672405199384	0.04902851059300146	0.010492874130656953	0.04802549706815733	0.3647962086575234	0.0007515028104656734	0.09737849165487987	0.940112571786646	1.1676579611080231	0.028627716871047634	0.46317470031240326	0.0970161935442341	0.98515112317097	1.2985294560259504	0.056329732757863044
0.34304268012219497	0.04924252983727245	0.010134043981549316	0.048239365097799	0.38300322025170097	0.000789175627224539	0.09653702202869618	0.9444030582222411	1.1735108709947226	0.029923372257050832	0.48054024228039716	0.0962015929939526	0.9852447775442184	1.2984539545717797	0.05665471727800284
0.3597932450523839	0.04944097113012147	0.009816460594427225	0.04843766119629375	0.40069863171127035	0.000825344427748351	0.09577191851581429	0.9482943270910961	1.1793931187143178	0.03116042002762492	0.49747055022708464	0.09545918310908286	0.9853416964765511	1.2983810436232874	0.056968551360648045
0.37606771507200676	0.04962570230301922	0.009532613924129527	0.04862225235795211	0.41790240541787255	0.0008602182799117322	0.09507275651584583	0.9518246460643173	1.185304851323308	0.03234666587771495	0.5139751619337184	0.09477943341095396	0.9854412099273554	1.298310357444018	0.057272809262714296
0.3918849640199568	0.049798414000838044	0.009276788965926352	0.04879482855715421	0.4346340495662598	0.0008939647250652873	0.09443096081698213	0.9550285835090468	1.1912462166154194	0.0334883853751906	0.5300650103832419	0.09415442612988512	0.9855427779647723	1.2982416014761702	0.05756875886343256
0.4072633418185202	0.04996063719290694	0.009044548814970589	0.04895692021786456	0.45091252256742886	0.0009267201165208913	0.09383938362572819	0.9579373732819846	1.1972173631248586	0.034590701920540895	0.545751906193157	0.09357750750511126	0.9856459596886574	1.2981745349101943	0.05785743669091673
0.422220614874933	0.050113758646725	0.008832389200205895	0.04910991365780396	0.4667561770679016	0.0009585969852906485	0.09329200158767512	0.9605792371636057	1.2032184401307617	0.03565785695262319	0.5610481786555768	0.09304303246841085	0.9857503908404242	1.2981089581462855	0.05813970189208484
0.4367739350585802	0.05025903510474673	0.00863750004567947	0.04925506524362154	0.4821827313056716	0.0009896894297472894	0.09278369037850581	0.9629796801145547	1.2092495976603401	0.036693406920962075	0.5759664216841774	0.09254617116027397	0.9858557673601269	1.298044703601747	0.058416275801164506
0.4509398261329337	0.0503976059620938	0.00845759770693794	0.04939351405261727	0.49720925715763364	0.0010200770853254207	0.09231005573610651	0.9651617539442923	1.2153109864928344	0.037700368928207204	0.5905193128937402	0.09208276188355002	0.9859618331320557	1.2979816288845303	0.05868777132310983
0.46473418245140263	0.05053050466349619	0.008290804376947548	0.04952629325782002	0.5118521800008086	0.001049828092256884	0.09186730453055988	0.9671462938795632	1.221402758163289	0.038681330021196	0.6047194845313685	0.09164919756465185	0.9860683707133427	1.2979196116526817	0.05895471506018551
0.4781722755523417	0.050658669078167795	0.008135559439964737	0.0496543404937752	0.5261272862161582	0.0010790013661722572	0.09145214306074566	0.9689521333867354	1.2275250649663565	0.03963853047697348	0.6185794292769039	0.0912423350762727	0.9861751942116113	1.297858545683633	0.05921756423131985
0.4912687662483136	0.05078295086537494	0.00799055345165165	0.04977850721494311	0.540049736019144	0.0011076483363765496	0.0910616969417109	0.9705962975092108	1.2336780599599408	0.040573927939372076	0.6321114329608549	0.09085942316028846	0.9862821437510688	1.2977983378406062	0.05947671972958451
0.5040377198738627	0.050904123927106255	0.0078546784085828	0.04989956714324932	0.5536340793279858	0.0011358143008814727	0.09069344663828888	0.9720941767698544	1.2398618969692767	0.04148924740421443	0.6453275259662746	0.09049804391210964	0.9863890811194508	1.2977389057043283	0.05973253631614646
0.5164926240742864	0.05102289210198124	0.007726989447324027	0.05001822395745051	0.5668942741181968	0.0011635394904051177	0.09034517498868799	0.9734596848721581	1.246076730590612	0.04238602061604245	0.6582394491068848	0.09015606477472198	0.9864958863040473	1.2976801757038332	0.05998533066611758
0.5286464076792783	0.051139896117834725	0.007606674837218368	0.05013511824245803	0.5798437058032145	0.001190859913687308	0.09001492412513135	0.9747054006132094	1.2523227161953019	0.04326561739374172	0.6708586299283459	0.08983159886114604	0.9866024547084875	1.2976220816293285	0.06023538776941358
0.5405114609895368	0.05125571996067189	0.007493032919844878	0.050250833855497	0.5924952080189595	0.0012178080363920835	0.08970095955524007	0.9758426973752984	1.258600009932845	0.044129270826222686	0.6831961675741995	0.08952297165613948	0.986708694891237	1.2975645634350534	0.060482966083906395
0.5520996547739481	0.05137089650350157	0.007385453492968641	0.05036590355283051	0.6048610820425998	0.0012444133239461089	0.08940174062946293	0.9768818568838165	1.2649087687362879	0.044978097569835944	0.6952628226720627	0.08922869352166272	0.9868145267194872	1.297507566276982	0.06072830167732634
0.5634223611338394	0.05148591280236602	0.007283402973522575	0.05048081428396296	0.6169531181184456	0.0012707026900089366	0.08911589503178968	0.9778321759161184	1.271249150324853	0.04581311454151037	0.7070690131502352	0.08894743579210838	0.98691987983686	1.297451039719633	0.060971611641587056
0.5744904727669645	0.051601214763505016	0.007186412419755966	0.05059601185735369	0.628782615124879	0.0012967008600092236	0.08884219763831668	0.9787020597175102	1.2776213132083791	0.04663525255811331	0.7186248127631957	0.08867801090446635	0.9870246923926865	1.297394937090266	0.06121309687232484
0.5853144226869542	0.05171721152624203	0.007094067756784052	0.050711905321999144	0.6403604007171536	0.0013224306747265792	0.08857955201721598	0.9794991092963775	1.2840254166912444	0.047445367713312585	0.7299399527343696	0.08841935491719953	0.9871289099713357	1.297339214939424	0.06145294439117874
0.5959042025043966	0.05183427925169616	0.007006001835376215	0.05082887075540116	0.6516968499842847	0.001347913336325383	0.08832697531768031	0.9802301964001093	1.2904616208764172	0.048244250764028135	0.741023825301965	0.08817051321916457	0.9872324846931063	1.2972838325985643	0.06169132924966174
0.6062693809985068	0.051952764752010744	0.006921887610173557	0.050947254891651646	0.6628019044075356	0.0013731686238852066	0.08808358441747603	0.9809015349856445	1.2969300866693385	0.049032635107984675	0.7518854888250116	0.08793062734542541	0.9873353744437763	1.2972287518027334	0.06192841615344632
0.616419121576023	0.052072988694909006	0.006841433007245978	0.05106737832543709	0.6736850896924287	0.0013982150646942716	0.08784858452130677	0.9815187438458477	1.3034309757820641	0.049811203465389885	0.7625336742137354	0.0876989241209875	0.9874375422181049	1.297173936376251	0.062164360815285015
0.6263621993067967	0.05219524855086912	0.006764375969494146	0.05118953845865312	0.6843555331717145	0.0014230700871551755	0.08762125900825131	0.9820869038772159	1.3099644507369739	0.05058059358379862	0.7729767921799658	0.08747470595784396	0.9875389555528281	1.2971193519641524	0.062399311110841946
0.6361070169673329	0.05231982126250056	0.006690480734681914	0.05131401216916431	0.6948219801837362	0.0014477501467460095	0.08740096066441633	0.9826106094979077	1.3165306748713743	0.051341403083010134	0.7832229408481525	0.08725734245979751	0.9876395860371663	1.2970649658052225	0.06263340805577924
0.6456616207210627	0.052446965685309224	0.006619534559655132	0.0514410582512127	0.705092810103994	0.001472270834702687	0.08718710402066777	0.9830940153798079	1.3231298123412258	0.052094193640706915	0.7932799141246618	0.0870462630702765	0.9877394088853044	1.2970107465355902	0.06286678665115035
0.6550337149599161	0.05257692480515551	0.006551344919225919	0.051570919632497166	0.7151760515125326	0.0014966469719632223	0.08697915863066788	0.9835408785210654	1.329762028125296	0.052839494592108766	0.8031552101432005	0.086840950610003	0.9878384025631745	1.2969566640203034	0.0630995766082602
0.6642306765132854	0.05270992776420979	0.006485737212566237	0.05170382539979436	0.7250793967229725	0.0015208926899131807	0.08677664316517557	0.9839545963532168	1.3364274880292988	0.053577806055684164	0.812856039888148	0.08664093558979546	0.9879365484602209	1.2969026892071291	0.06333190297800732
0.6732595684924504	0.05284619175294151	0.0064225522981045625	0.05183999269056237	0.7348102159460808	0.0015450215022569348	0.0865791200970859	0.9843382419782063	1.3431263586902624	0.05430960167720137	0.8223893360431667	0.08644579108061717	0.9880338305988182	1.2968487939976647	0.0635638867057087
0.6821271529807967	0.05298592363880174	0.006361645598668613	0.051979628321678135	0.7443755702773885	0.0015690463637759596	0.08638619129172145	0.9846945942370283	1.3498588075800535	0.055035330993433336	0.83176176156911	0.08625512846039189	0.988130235378665	1.2967949511371972	0.06379564510511511
0.6908399033542242	0.05312932153957272	0.006302884705233437	0.052122930362223215	0.7537822243088645	0.0015929797262671924	0.08619749384591556	0.985026166316264	1.3566250030103386	0.055755421536771974	0.8409797181547801	0.08606859338709419	0.9882257513481985	1.2967411341157902	0.06402729228417875
0.6994040162179711	0.05327657624012007	0.006246148521487124	0.05227008955029147	0.7630366583458467	0.0016168335853586728	0.08601269647713357	0.9853352313467623	1.3634251141363183	0.05647028068696113	0.8500493548229803	0.08588586230252376	0.988320369000924	1.2966873170811992	0.06425893952007185
0.7078254224865732	0.05342787248287951	0.006191325994960919	0.05242129058318475	0.7721450797672039	0.0016406195224102354	0.08583149635548212	0.9856238452926502	1.3702593109611858	0.057180297314562055	0.8589765761226861	0.08570663936275273	0.9884140805930092	1.2966334747610515	0.06449069559371469
0.7161097980600694	0.053583390154223254	0.006138315128023501	0.052576713303706696	0.7811134339641777	0.001664348741928125	0.08565361625770586	0.9858938677549939	1.3771277643401962	0.05788584323979382	0.8677670502218835	0.08553065367711721	0.9885068799796909	1.2965795823936854	0.0647226670880388
0.7242625738830799	0.05374330537219586	0.0060870220956145	0.052736533787715076	0.7899474146552224	0.0016880321046510625	0.08547880204864089	0.9861469807081058	1.3840306459850042	0.05858727453453424	0.8764262167038633	0.08535765686320605	0.98859876246806	1.2965256156657599	0.06495495865606934
0.7322889458464191	0.0539077915200671	0.006037360462071437	0.052900925377587275	0.7986524740429436	0.001711680158228126	0.0853068203582108	0.9863847060110454	1.390968128468033	0.0592849327057613	0.8849592944011544	0.08518742078790353	0.988689724683462	1.296471550654684	0.06518767326897759
0.7401938837770936	0.054077020155402264	0.005989250508940812	0.053070059591199495	0.8072338320479744	0.0017353031633252913	0.08513745662411303	0.9866084204704627	1.3979403852267465	0.05997914574410044	0.8933712886720874	0.08501973566561678	0.9887797644493875	1.2964173637773542	0.06542091243659318
0.7479821399500584	0.054251161846598034	0.0059426186317465615	0.053244106958341676	0.815696485041324	0.0017589111178235681	0.08497051332062208	0.9868193694051645	1.4049475905679016	0.06067022905800353	0.9016669983619461	0.0848544083356462	0.9888688806790823	1.2963630317442727	0.0656547764050823
0.7556582575743275	0.05443038699192803	0.00589739677078336	0.05342323783963281	0.8240452145613206	0.0017825137793385977	0.08480580828459562	0.9870186796804945	1.4119899196719852	0.06135848634533455	0.9098510228459162	0.08469126063095728	0.9889570732760024	1.2963085315152059	0.06588936434758916
0.763226578659641	0.054614866558686435	0.00585352193529088	0.053607623165737875	0.8322845954013817	0.0018061206851911749	0.08464317327060898	0.9872073711262467	1.4190675485976043	0.06204421037689706	0.9179277686719907	0.08453012797077782	0.9890443430435535	1.296253840258834	0.06612477453804405
0.7706912512464603	0.054804772750861055	0.00581093589674914	0.05379743510482411	0.8404190030493297	0.0018297411701102277	0.08448245271843433	0.9873863664316085	1.4261806542860924	0.06272768369886801	0.9259014557677641	0.08437085816095623	0.9891306916033528	1.2961989353160657	0.06636110450910448
0.7780562365840908	0.05500027966315129	0.005769584648336807	0.05399284771656712	0.8484526210630642	0.0018533843837635962	0.08432350253629727	0.987556500704417	1.4333294145659672	0.06340917928168832	0.9337761235993615	0.08421331020647314	0.9892161213202427	1.2961437941650678	0.06659845120252575
0.7853253162410306	0.055201563872517484	0.005729418082860984	0.054194037543646226	0.8563894483984252	0.0018770593064322855	0.0841661890485579	0.9877185300107343	1.440514008155136	0.06408896113699268	0.9415556374469831	0.08405735328500896	0.9893006352328916	1.296088394386564	0.06683691111870575
0.7925020976413902	0.05540880501624078	0.005690389794120931	0.054401184189740534	0.8642333051160879	0.001900774762854799	0.08401038810329063	0.9878731386122125	1.447734614669404	0.06476728483444016	0.9492436932193785	0.08390286587724612	0.9893842369922963	1.2960327136349716	0.06707658044077686
0.7995900206424402	0.055622186315080105	0.005652456714593698	0.05461447084265187	0.8719878391404436	0.0019245394353011554	0.08385598418934814	0.9880209460811283	1.4549914146243492	0.06544439800896869	0.9568438233297918	0.08374973490445012	0.9894669308041067	1.295976729608387	0.06731755516389795
0.8065923630832693	0.055841895081761406	0.005615578892722956	0.05483408478273189	0.8796565319993515	0.0019483618764723426	0.08370286968912374	0.9881625134404484	1.462284589440443	0.06612054083341153	0.9643594016884752	0.0835978549993594	0.9895487213756166	1.2959204200194425	0.06755993122066042
0.8135122461632317	0.056068123197314544	0.005579719265900303	0.05506021785918201	0.8872427043642908	0.001972250520693129	0.08355094419213902	0.9882983487423432	1.4696143214474822	0.06679594643708918	0.9717936485564298	0.0834471278359998	0.9896296138677616	1.2958637625688179	0.06780380459507304
0.820352639760556	0.05630106758474661	0.005544843458236373	0.05529306696369139	0.8947495215454893	0.001996213695225686	0.08340011385449522	0.9884289123302514	1.4769807938890107	0.06747084131522368	0.9791496353999845	0.08329746150372119	0.9897096138502599	1.2958067349178337	0.06804927144062901
0.8271163670464176	0.056540930642145645	0.005510919596692216	0.05553283446349077	0.902179998261624	0.0020202596301836357	0.08325029086235011	0.9885546212513461	1.4843841909273114	0.0681454456889516	0.9864302891239741	0.08314876998364264	0.9897887272611097	1.295749314663482	0.06829642818762136
0.8338061090537136	0.05678792066358703	0.005477918146070195	0.05577972862225246	0.9095370033566583	0.0020443964680036445	0.0831013929258487	0.9886758533701175	1.4918246976477252	0.06881997384129646	0.993638396282507	0.08300097265429228	0.9898669603692941	1.2956914793140284	0.06854537164831127
0.8404244091279743	0.05704225226228637	0.0054458117566194095	0.056033964023169826	0.9168232644057299	0.0020686322727485294	0.08295334280609978	0.9887929512583619	1.4993025000632652	0.069494634443175	1.0007766072118296	0.08285399382916221	0.9899443197399618	1.295633206263915	0.06879619912487998
0.8469736769580952	0.05730414677250612	0.005414575127263281	0.05629576197087527	0.9240413718920845	0.0020929750387737836	0.08280606790891627	0.9889062255442086	1.506817785119378	0.07016963085145063	1.0078474398010007	0.08270776235993682	0.9900208122026068	1.2955744727696212	0.06904900851335338
0.8534561923825345	0.05757383264052688	0.005384184880139244	0.056565350882347244	0.9311937831486022	0.0021174326988957185	0.08265949991335846	0.989015957932507	1.5143707406986033	0.07084516138254231	1.0148532830619605	0.082562211273612	0.9900964448219843	1.2955152559262388	0.06930389840443776
0.8598741090224881	0.05785154581253168	0.0053546194478003495	0.05684296667479726	0.9382828261235032	0.0021420131321675554	0.08251357442989858	0.989122403982436	1.5219615556252308	0.07152141957090427	1.0217964005534017	0.0824172774384318	0.9901712248711445	1.295455532644004	0.06956096818449489
0.8662294577204621	0.058137530118837134	0.005325858966973579	0.057128853149862206	0.9453107029494066	0.0021667241714279604	0.08236823068885792	0.9892257956472678	1.5295904196700214	0.07219859441383207	1.0286789336382645	0.0822729012593726	0.9902451598065898	1.2953952796247235	0.06982031813707121
0.8725241497507938	0.058432037653247365	0.005297885186826459	0.05742326237291944	0.9522794932795834	0.0021915736105764566	0.08222341126099618	0.9893263435483808	1.5372575235549661	0.07287687060056658	1.0355029045405795	0.08212902640512162	0.990318257245323	1.2953344733382453	0.07008204954408485
0.8787599798114742	0.058735329149759014	0.005270681379429184	0.057726455049801575	0.9591911573988559	0.0022165692114852276	0.08207906180612225	0.989424238999541	1.5449630589580607	0.07355642872512065	1.042270219204978	0.08198559956248953	0.9903905249438506	1.295273089999141	0.07034626478629638
0.884938628832093	0.05904767435912186	0.0052442322631236155	0.05803870090330842	0.9660475391452226	0.002241718710623777	0.08193513084349194	0.9895196558406143	1.5527072185180952	0.07423744548542341	1.0489826699887144	0.08184257021209124	0.9904619707788188	1.2952111055433289	0.07061306744392391
0.8910616666142533	0.05936935242658636	0.005218523927275981	0.05836027905094188	0.9728503686593758	0.002267029825443999	0.08179156954092305	0.9896127521115621	1.5604901958394648	0.07492009387049092	1.0556419382002988	0.08169989042228093	0.9905326027292014	1.2951484956045114	0.07088256239797378
0.8971305543027426	0.05970065227200809	0.005193543770962756	0.05869147838500028	0.979601264962441	0.002292510260623628	0.08164833152344735	0.989703671575337	1.568312185497008	0.07560454333794785	1.0622495964858882	0.08155751466220319	0.9906024288598428	1.2950852354902813	0.07115485593314777
0.9031466466834512	0.06004187297297288	0.005169280436651869	0.05903259795567518	0.9863017383561037	0.002318167714131656	0.08150537269966533	0.9897925450893172	1.5761733830408717	0.07629095998080082	1.0688071110557689	0.08141539963216718	0.9906714573063035	1.2950213001579498	0.0714300558418706
0.9091111943184941	0.06039332415169007	0.00514572376212331	0.059383947357921685	0.9929531926549773	0.0023440098830891697	0.08136265110350549	0.9898794918413542	1.584073985001403	0.07697950668358443	1.0753158437584827	0.08127350410908389	0.9907396962610088	1.2949566641901247	0.07170827152945358
0.9150253455186569	0.06075532636680282	0.00512286472259714	0.05974584712326168	0.9995569272512232	0.002370044469424625	0.08122012675056309	0.9899646204589377	1.5920141888940629	0.07767034326820159	1.0817770540017861	0.08113178880617329	0.9908071539604506	1.2948913017699846	0.07198961412049942
0.920890148163335	0.06112821151142168	0.0051006953907502955	0.060118629117811455	1.0061141390222426	0.002396279185363592	0.08107776150715869	0.9900480300123291	1.5999941932243626	0.0783636266306082	1.0881919005294012	0.08099021624511209	0.9908738386735504	1.2948251866561495	0.07227419656700633
0.9267065513850581	0.06151232321789587	0.005079208897584342	0.06050263694701675	1.0126259240997282	0.0024227217588249452	0.08093551897033582	0.9901298109316333	1.6080141974928266	0.079059510869999	1.0945614430700639	0.08084875063887029	0.990939758690859	1.2947582921570302	0.0725621337588733
0.9324754071102426	0.061908017270036864	0.005058399371459131	0.06089822636785078	1.0190932794906185	0.0024493799386839706	0.08079336435871103	0.9902100458323779	1.6160744021999787	0.07975814740967703	1.1008866438493294	0.08070735778516984	0.9910049223147527	1.2946905911046467	0.07285354263652244
0.9381974714605982	0.06231566202330869	0.005038261975426418	0.061305765709038534	1.0255171045539058	0.002476261499871636	0.08065126441284191	0.9902888102594092	1.6241750088513562	0.08045968510953509	1.1071683689667475	0.08056600496925308	0.9910693378504211	1.2946220558279797	0.07314854230565297
0.9438734060296061	0.06273563883375853	0.005018792691463975	0.06172563629997147	1.0318982023481236	0.002503374248340083	0.08050918730438807	0.9903661733585967	1.6323162199625476	0.08116427037087959	1.1134073896525116	0.08042466087525504	0.991133013597681	1.294552658125722	0.07344725415448672
0.9495037790290899	0.063168342495131	0.0049999886758843	0.062158232907712156	1.0382372808449734	0.0025307260259339833	0.08036710255229979	0.9904421984917523	1.6404982390642515	0.08187204723429697	1.119604383397273	0.08028329550443215	0.9911959578434907	1.2944823692383887	0.07374980197387858
0.9550890663055617	0.06361418168935536	0.004981847708887588	0.0626039641876065	1.0445349540089204	0.0025583247151598756	0.08022498094991512	0.9905169437698453	1.6487212707073722	0.08258315747052301	1.1257599349588354	0.08014188010413692	0.9912581788551378	1.2944111598197097	0.07405631208037133
