PSmad2c	PSmad2n	T1R_surf	T2R_endo	Smad2c	Smad4n	T2R_surf	LRC_endo	T1R_endo	LRC_surf	PSmad2_Smad4_c	PSmad2_PSmad2_n	TGF_beta_ex	TGF_beta_endo	Smad2n	PSmad2_Smad4_n	TGF_beta_ns	PSmad2_PSmad2_c	Smad4c	Compartments[Medium]	Values[totalNumT1R]	Values[totalNumT2R]	Values[totalNumLRC]	Values[totalNumPSmad2]	Values[totalNuclearPSmad2]	Values[totalSmad2c]	Values[totalSmad2n]	Values[medium_TGF_beta_amount]	Values[koff_ns]
0.0	0.0	0.7024939001501501	1.439969696969697	60.599999999999994	50.8	0.20107684957684957	0.0	6.523437499999999	0.0	0.0	0.0	0.05	0.0	28.5	0.0	0.0	0.0	50.8	2e-09	10005.024616647897	2272.193048348348	0.0	0.0	0.0	60.599999999999994	28.5	60000.000000000015	2.03305917141
0.013914314952996602	0.0016078670491220311	0.5255621502308326	1.395985544387796	60.54721488967102	50.788788837599	0.024146855742235445	0.04474184179339919	6.479257999589706	0.17635157141170152	0.03276905653878921	2.1416421010512985e-06	0.048699911197422285	0.000745552925927918	28.493925197967197	0.018467546073567286	0.0010576481585962416	6.3271633510202796e-06	50.76407599403829	1.9994840060788372e-09	10004.9999193653	2272.441261143824	306.1259399237824	76.7432945852269	0.02007969640689142	60.59391091548951	28.51400489437409	58424.81612202332	2.03305917141
0.04085705178573976	0.015104340853065182	0.5209192064059023	1.3424606756306219	60.34804073602811	50.75980506256197	0.019518713548067813	0.10087034943562793	6.424993300196803	0.17875940380396874	0.14456590722037183	6.81644774844132e-05	0.04851108598023789	0.003288339668600132	28.459360430750184	0.17801442124706449	0.0011876458688209516	9.086513390761883e-05	50.595512578080005	1.998968145282538e-09	10004.485812977651	2272.9720185923597	387.17535633554553	373.32781758384834	0.19325509105509853	60.53364542530204	28.65261552180528	58183.26934053474	2.03305917141
0.07194295375254223	0.049422339687418534	0.5202850713431971	1.2931839266489262	60.01228371953059	50.699953031806665	0.018924052072736286	0.1539565437291631	6.374456354244092	0.17524098001300067	0.29533441996027177	0.0004659796855432204	0.04844317478514879	0.007108708974232875	28.38042399966654	0.574621148617415	0.001202685019781487	0.00035000830383422683	50.29832897985529	1.9984524175767565e-09	10002.26586924156	2272.5515987114136	455.8068913734	885.7367141386437	0.62497544767592	60.38026110985107	29.00539944734246	58086.82785868439	2.03305917141
0.10442775482852093	0.10698565207349679	0.5197789055177632	1.248178236739237	59.55760134502018	50.605904033537584	0.018488956627426154	0.20311354772302176	6.327724602440518	0.1694452370773054	0.4594952254024947	0.0018184618322601876	0.0483913006253307	0.011698934704365432	28.25523953014941	1.2308116977429011	0.0012034603786451096	0.0008304887591005125	49.8897588044755	1.997936822927155e-09	9996.89825055357	2269.672289370014	515.8448934345329	1590.6509805350781	1.3414342734809184	60.12318530276939	29.596673803630328	58009.65685721165	2.03305917141
0.13694485127137565	0.18686906935976944	0.5192787512562459	1.2070925610936762	59.00172939689152	50.47954582589629	0.018094978263800608	0.2477956037205178	6.28449525073993	0.16146513289937972	0.6244426951584968	0.005204580045013414	0.04834267762150709	0.0166770123199872	28.087451871800653	2.1330253400665042	0.0012024930897111626	0.0015381715312760037	49.38748288485761	1.9974213612994066e-09	9987.167899087814	2263.0570829182725	566.6624159239101	2461.3194502400243	2.330303569516301	59.766193286383945	30.417755441316956	57936.41816616543	2.03305917141
0.16866755781581969	0.28661728583217305	0.5187773646623399	1.1695588073627348	58.36288611187628	50.325556509155255	0.017736116573096115	0.28753109064517574	6.2444422198606215	0.1515689048082986	0.7833025473762345	0.0121055537083354	0.04829561528820462	0.02175399571621973	27.882760986107044	3.250951464907885	0.001201338927646292	0.002454316625887147	48.80952007259619	1.996906032659191e-09	9972.331690435374	2251.906405386432	607.9778537048805	3469.085775859676	3.561779858156729	59.31976485032011	31.444540844263777	57865.08331200196	2.03305917141
0.1990294259733086	0.40306802305684397	0.5182716119874848	1.1352071468969696	57.65948771262348	50.14992295340932	0.017409022797124335	0.32200031507156374	6.207232202983781	0.14027759819441718	0.9319254604311418	0.024213936062025314	0.04824980341980619	0.026710933465403437	27.647637410596396	4.5465401608602365	0.001200188978884725	0.0035453381735338426	48.173960142060224	1.996390836972199e-09	9952.20258091729	2235.9823472665194	640.069998708077	4584.5555919225135	4.998036056041132	58.797533275374995	32.64567346663753	57795.27925980657	2.03305917141
0.22763432707125156	0.5327730043859727	0.5177592076904288	1.1036742042201892	56.9094984755619	49.9589393446685	0.017110297309951783	0.35109585759301976	6.172533451636698	0.12826364473962681	1.0677691734542805	0.043186757732101684	0.04820511407559218	0.03138526641431221	27.388748431834316	5.978892174129471	0.001199064684369862	0.004769201996739924	47.498391035763866	1.995875774204127e-09	9927.100383034121	2215.5593877484157	663.7211669297824	5778.8418547727715	6.598038693979648	58.214440380080916	33.98678712581396	57726.85162573248	2.03305917141
0.2542303746539888	0.6722620585264802	0.5172384395601703	1.0746124016676506	56.129715177701414	49.758527247282906	0.016836600209867197	0.3749407279435159	6.140025635682313	0.11621882041840997	1.1894808388714335	0.07041458886027922	0.048161452509410764	0.03566264581939466	27.112601963437296	7.507453789791975	0.001197966625965917	0.006080937109132305	46.799223058052405	1.9953608443206845e-09	9897.707349242663	2191.279798661534	680.0595106619226	7024.769982965395	8.320545026039014	57.585588265445104	35.43314698947631	57659.685925733065	2.03305917141
