HCO3-{cell}	HCO3-{lumen}	Na+{cell}	CL-{cell}	CL-{lumen}	Values[eb]	Values[enbc]	Values[ec]	Values[ena]	Values[kccf]	Values[kbcf]	Values[knbc]	Values[v]	Values[jnbc]	Values[jbcftr]	Values[jccftr]	Values[japl]	Values[japbl]	Values[jlum]	Values[jnak]	Values[jnaleak]
15.0	32.0	14.0	60.0	128.0	-0.02024079863732721	-0.08197369857791516	-0.02024079863732721	0.061511205910560994	0.005990174018126247	0.00029950870090631235	2.0	-0.07466686403620056	0.014613669083429204	-1.6301080143058553e-05	-0.00032602160286117105	0.0	-0.00020642201834862386	0.00021670766768776433	0.06878282501693317	-0.05447122797870462
14.997336991528552	31.978458354755848	13.50787847499072	59.994387032264186	128.02154164524416	-0.020227552419792367	-0.08293912363150187	-0.020247793259033656	0.06246714484902105	0.005990299717367873	0.0002993905759786626	2.0	-0.07518195480028654	0.015514337662430655	-1.645283018125934e-05	-0.0003290720923544082	-1.8679214018215576e-05	-0.00020638000837263165	0.00021690780765847923	0.06152743450754681	-0.05505963985972304
14.996868491758658	31.965434574178737	13.280520072587784	59.98951860081169	128.03456542582126	-0.02021750500148651	-0.0833942571237843	-0.020252678641719528	0.06292060928662864	0.005990292793105215	0.00029933196344313464	2.0	-0.07542441682466171	0.015939680598245187	-1.6525193311663035e-05	-0.0003304948656203663	-3.246298277510686e-05	-0.00020640432429530725	0.00021700125368325185	0.058359044451918744	-0.05533801044451614
14.996583666393958	31.957927656966877	13.172550470475946	59.9851500924802	128.0420723430331	-0.020211737990403957	-0.08361334207893577	-0.020256190303128686	0.0631386795111932	0.0059902009987718085	0.0002992980069073663	2.0	-0.07554116142599979	0.016144361305871963	-1.6559986157607555e-05	-0.0003311680892372931	-4.1028600060863954e-05	-0.00020643061855902557	0.0002170455047121813	0.05689385391540846	-0.0554719363748772
14.996407090976613	31.953848854091422	13.120593173977625	59.98109969924635	128.04615114590857	-0.020208642799646754	-0.08371954909396136	-0.02025884514394223	0.06324425744167976	0.005990056899274755	0.00029927931016963786	2.0	-0.0755977783434547	0.016243541501013314	-1.6576822276443413e-05	-0.00033148335861024446	-4.63367231466823e-05	-0.00020645788724727953	0.00021706626130541798	0.056197699926100686	-0.05553681431405379
14.996297634342463	31.951893643792058	13.095413903960214	59.977250633541395	128.04810635620794	-0.020207203141798174	-0.08377125416924178	-0.02026096737781376	0.0632955725525249	0.005989880642841004	0.0002992700687422412	2.0	-0.0756253560809461	0.01629179617659135	-1.6584994439666835e-05	-0.0003316260801956176	-4.9624506226944754e-05	-0.00020648572701424347	0.00021707569216470528	0.05586239288797834	-0.0555683714533884
14.996229719734156	31.95125110413759	13.083159162853432	59.97352881108058	128.04874889586242	-0.02020678691054269	-0.08379650688411179	-0.02026275918499498	0.06332058330455086	0.005989684667213036	0.00029926667313175505	2.0	-0.07563883541564437	0.016315342936934846	-1.6588964740999857e-05	-0.0003316852347291409	-5.1662139811979025e-05	-0.00020651389901144598	0.00021707963746688382	0.05569967363537974	-0.0555837674880781
14.996187458933042	31.95141856334429	13.077175522729412	59.96988760828468	128.0485814366557	-0.020207002203021924	-0.08380887799863229	-0.020264346197325662	0.06333280385380347	0.005989476641448283	0.00029926688508977064	2.0	-0.0756454465860076	0.016326862825249394	-1.6590890564718614e-05	-0.0003317038071557129	-5.292747852782476e-05	-0.0002065422598085647	0.000217080918607527	0.0556203281214883	-0.055591300175924424
14.996161036182494	31.952085067310353	13.074245061069075	59.96629784933708	128.04791493268965	-0.02020760651770378	-0.08381495913757184	-0.02026580627777843	0.06333879085449859	0.005989261290202058	0.00029926932002606485	2.0	-0.07564870249260389	0.0163325132899359	-1.6591819093908156e-05	-0.0003317026364387322	-5.371635194926992e-05	-0.000206570723843695	0.00021708090347079002	0.05558148935767124	-0.05559499733884099
14.996144373970576	31.953058563581294	13.072805111403676	59.962741353633085	128.0469414364187	-0.02020845009204047	-0.08381796084338332	-0.02026718758750589	0.06334173319655728	0.005989041522175644	0.0002992731225706507	2.0	-0.07565031476662591	0.016335292153514813	-1.6592259962302637e-05	-0.0003316918483036843	-5.421153474439937e-05	-0.00020659923909732982	0.00021708025676662416	0.05556240635016082	-0.05559681918527329
