dihydrofolate reductase free	tetrahydrofolate	MTX2	MTX4	MTX3	MTX1	5,10-methylene-tetrahydrofolate	MTX5	dihydrofolate free	AICAR	10-formyl-tetrahydrofolate	MTX3b	MTX2b	FGAR	MTX4b	MTX1b	HCHO	MTX5b	10-formyl-dihydrofolate	5-methyl-tetrahydrofolate	dihydrofolate bound	dihydrofolate reductase total
0.64	0.46	0.0	0.0	0.0	0.0	0.26	0.0	0.0012	3.695	1.0	0.0	0.0	16.49	0.0	0.0	0.0074	0.0	0.000332	1.63	0.0024	0.6424000000000001
0.6399285683800998	0.45911680084210515	0.0	0.0	0.0	0.0	0.26204023075711086	0.0	0.0012088432599383775	3.6950411738144133	0.9998387523689076	0.0	0.0	16.485913737884864	0.0	0.0	0.0073804095992712985	0.0	0.00032863590593997416	1.6290712452359206	0.0024174166772759336	0.6423459850573758
0.6398592269716916	0.4592172680063692	0.0	0.0	0.0	0.0	0.2620889236166357	0.0	0.0012091790238477561	3.695049597598282	1.0000417790421405	0.0	0.0	16.48924932531706	0.0	0.0	0.007380139951054231	0.0	0.00032872682232666444	1.6287911615071202	0.002417826110842531	0.6422770530825341
0.6397919271418078	0.45925728459791354	0.0	0.0	0.0	0.0	0.2621083166963233	0.0	0.0012093877283643074	3.6950512333767285	1.0001229002816512	0.0	0.0	16.490573984233258	0.0	0.0	0.00738003463318576	0.0	0.00032878354432639995	1.628722902723423	0.002417989079349541	0.6422099162211573
0.6397266129071786	0.45927774119053516	0.0	0.0	0.0	0.0	0.26211822977280064	0.0	0.0012095528357678055	3.6950506761582296	1.0001645761254332	0.0	0.0	16.49124798563794	0.0	0.0	0.007379982338903346	0.0	0.000328828525989408	1.6287231881477142	0.002418072308618784	0.6421446852157974
0.6396632269934521	0.4592918682373873	0.0	0.0	0.0	0.0	0.2621250752052966	0.0	0.0012097014233190585	3.6950494113147165	1.000193486387021	0.0	0.0	16.491711436806895	0.0	0.0	0.007379947201920363	0.0	0.0003288690522611142	1.628745659357795	0.0024181297379338783	0.642081356731386
0.6396017128659855	0.45930394665335056	0.0	0.0	0.0	0.0	0.26213092772806745	0.0	0.0012098423230254458	3.695047919348569	1.00021826352743	0.0	0.0	16.492106737381103	0.0	0.0	0.007379917617936952	0.0	0.0003289074994819787	1.628775316571188	0.002418178819077619	0.6420198916850631
0.6395420153526369	0.45931536148445035	0.0	0.0	0.0	0.0	0.26213645861612156	0.0	0.0012099784610562815	3.695046355535452	1.0002417006732902	0.0	0.0	16.492479960674412	0.0	0.0	0.007379889832461923	0.0	0.00032894465525754187	1.6288073064762034	0.0024182251984913015	0.6419602405511282
0.6394840808120899	0.45932656097289276	0.0	0.0	0.0	0.0	0.2621418850992424	0.0	0.0012101108507159301	3.695044770124261	1.0002647017164312	0.0	0.0	16.49284601650855	0.0	0.0	0.007379862630527446	0.0	0.000328980792481595	1.6288400583742457	0.002418270703283789	0.6419023515153737
0.6394278571560879	0.4593376901979927	0.0	0.0	0.0	0.0	0.2621472774882269	0.0	0.001210239884396017	3.6950431793259524	1.0002875592593758	0.0	0.0	16.493209730790486	0.0	0.0	0.0073798356188954925	0.0	0.00032901601700938463	1.6288730637587574	0.0024183159247630516	0.6418461730808509
