CaI	CaM	g	PMCA	SERCA	STIM	IP3	CaS
0.06777455939161264	0.11767967105355541	0.8704842658480507	0.013000994686580312	0.26601627082275336	0.01999983395080595	0.03642838698098163	1.8147888330660125
0.06277910158466747	0.11379411640680204	0.8549678606227155	0.013001011826074679	0.2660163779901912	0.019999829170993105	0.03269996855264331	1.8232850138160455
0.06033475935839474	0.10990061479915089	0.8397268661108291	0.013001024338117879	0.266016479856026	0.019999825735154738	0.030812814818226467	1.8293549885283518
0.05925356085330124	0.10601726990665504	0.8247575718022028	0.013001034755078033	0.26601657783243704	0.019999822988593364	0.02991534435746307	1.8341039745189216
0.05891417502349869	0.10215369028337556	0.810055741446408	0.01300104435769745	0.26601667268957063	0.019999820495917007	0.02955152789314214	1.8381104442937857
0.05899109576351045	0.09831585406835404	0.7956169661889181	0.013001053826081433	0.26601676487056897	0.01999981799460959	0.02948136391687772	1.8416760198707007
0.059312806808466345	0.0945080705898032	0.7814368009924739	0.01300106354558006	0.26601685465036445	0.019999815332740086	0.029578639200408333	1.8449577400862167
0.05978874075291312	0.09073387612651786	0.7675108256835232	0.0130010737526853	0.26601694221687294	0.01999981242295789	0.029776788408544582	1.8480364544665715
0.0603716137661177	0.08699649647597066	0.7538346759354422	0.013001084607877838	0.26601702771332963	0.01999980921405002	0.03004080827315602	1.8509521020796165
0.06103789868915194	0.08329911590713368	0.7404040609668426	0.013001096233837217	0.26601711126094885	0.019999805674551514	0.03035271721051227	1.8537219442694388
0.061777678971170556	0.07964505496169158	0.7272147751661256	0.013001108736617091	0.2660171929715508	0.01999980178352352	0.03070400900583466	1.856349960636347
0.06258943969383472	0.07603790720240941	0.7142627072827454	0.013001122218294444	0.266017272955088	0.019999797525344514	0.031091748317797003	1.858831578657309
0.06347754596643007	0.07248166351110841	0.701543849430311	0.013001136785446286	0.26601735132467613	0.019999792886681782	0.03151660442931489	1.861155841016812
0.06445129143915111	0.06898084405527036	0.6890543077132315	0.01300115255585136	0.26601742820057833	0.01999978785461646	0.03198196523464	1.8633060420129088
0.0655250117519512	0.06554065650262145	0.676790316449476	0.013001169664909488	0.2660175037140506	0.01999978241534459	0.032493717779075504	1.8652592775032102
0.06671913143177835	0.06216720302160205	0.6647482587170306	0.013001188272926985	0.26601757801175496	0.019999776553114558	0.0330605315343155	1.8669849831538097
0.06806231555606077	0.0588677693550391	0.6529246975981515	0.013001208574437213	0.2660176512614886	0.019999770249175743	0.03369465131650476	1.8684422187905052
0.06959526793963877	0.05565125146126846	0.6413164258097993	0.013001230811080653	0.26601772366025894	0.01999976348055349	0.0344133749451929	1.8695750481985305
0.07137735226021359	0.05252882010843103	0.6299205482323765	0.01300125529036594	0.2660177954463867	0.019999756218450265	0.03524163954839575	1.8703046486639043
0.07349852158605855	0.04951501822170194	0.6187346267351129	0.013001282414163385	0.2660178669186938	0.019999748426000063	0.03621661811426721	1.8705153065062254
0.07610207113367358	0.046629697801030726	0.6077569518759781	0.013001312723644364	0.2660179384688056	0.019999740054949134	0.03739629130685035	1.8700280512815295
0.07943151189912381	0.04390172248959546	0.5969870981673836	0.01300134697268178	0.2660180106395427	0.01999973104054544	0.03887658563774405	1.8685469997014361
0.08393739519047233	0.041376781621627085	0.5864271951286621	0.013001386250968318	0.26601808424036694	0.01999972129339365	0.04082897127752162	1.8655385467773022
0.09055588465510862	0.03913613897943722	0.5760853316721092	0.013001432189395125	0.26601816060441497	0.019999710686200822	0.04359379240338336	1.8599202122136171
0.1015848835954746	0.03735023482243784	0.5659870613973829	0.013001487257063831	0.2660182422646945	0.019999699032907457	0.04795509982984912	1.8490948207357303
0.12430820190007866	0.03647604612076269	0.5562324427860192	0.013001554822818135	0.26601833524704854	0.019999686065798314	0.056178698081346526	1.825013151156995
0.19328842688059653	0.038302911718159714	0.5475999553293166	0.01300163677195873	0.2660184610402488	0.01999967150639562	0.07769591650096336	1.7503734193565355
0.5132192956021501	0.053267265227811875	0.571083582540906	0.013001726832958879	0.2660187912398996	0.01999965597220186	0.16902630151734843	1.407772651968043
0.8777755932892998	0.08908214552404467	0.8684270466698881	0.013001817811982732	0.26602090566448133	0.01999964332160727	0.3698139708970267	1.0016671221624784
0.7710966073457044	0.11357094917719032	0.9665531285961882	0.013001908800887996	0.26602408112789677	0.019999632209368918	0.40568011953190575	1.0813230654428676
0.586009857877716	0.1300036885406881	0.9738635525569815	0.013001999776061738	0.2660259242713588	0.01999961929485227	0.33562099044591737	1.243468498499959
0.42637950839598415	0.1381022993573847	0.9654137795371088	0.013002090696622103	0.26602693842878167	0.019999605037816476	0.25204600699514973	1.3865319166959715
0.30903212035128796	0.14039578002372746	0.9517665297010558	0.01300218141427285	0.2660275688409664	0.019999590166517554	0.18380960574062652	1.4933524649500654
0.22484802174380816	0.14007223690339393	0.9361676145286275	0.01300227141595759	0.2660280098709091	0.019999575227552864	0.13369803966765886	1.5709493288855194
0.16290656452548716	0.1383229338499816	0.9199664754782755	0.013002358925878697	0.26602834373337986	0.01999956075552178	0.09708504116496014	1.6295650055871873
0.11880712289615027	0.13553447150096795	0.9037250796560328	0.013002438458689921	0.26602861050252136	0.019999547510184106	0.07047615600711579	1.6732532836875542
0.09062605715829729	0.13208174950552926	0.8876642034067642	0.013002500060924401	0.2660288351719807	0.019999536502061606	0.0524213733868275	1.7031271048665808
0.07449312553696538	0.12830983165066248	0.8718560755712023	0.01300253942879421	0.26602903456516075	0.019999528495295994	0.04137528249399216	1.7221258844959135
0.0658449025654108	0.12441317948779952	0.8563190048232074	0.013002562890321312	0.26602921889968695	0.01999952344997759	0.035166756061710526	1.7342012262850657
0.06137755602455488	0.120475140939696	0.8410552415662031	0.013002577899348068	0.26602939378793267	0.01999952065599555	0.03185835998643129	1.7423491967885134
0.05916862041349885	0.11653037621808594	0.8260624677130393	0.01300258883766238	0.26602956220471374	0.019999519254652053	0.03016632705999614	1.748346125742139
0.05818040412536952	0.11259489912932316	0.8113369587838651	0.013002597917415662	0.2660297257414288	0.019999518561791805	0.029353301774177495	1.753157723430623
0.057862712494110055	0.1086772847278413	0.796874516034714	0.013002606264860524	0.2660298852782072	0.019999518125663553	0.02901931841129177	1.7572964694655786
0.05792355337756323	0.1047828601513679	0.7826707830075592	0.013002614482345059	0.2660300413278456	0.019999517673800007	0.028951115296384014	1.7610332110540536
0.05820711060987125	0.10091542753813491	0.7687213707183532	0.013002622912243071	0.26603019421159896	0.019999517048208522	0.029035098588760702	1.76451096157687
0.05862995303987912	0.09707806084277558	0.7550219143488581	0.01300263176391608	0.2660303441501207	0.019999516158095983	0.029210566267282977	1.767804640642439
0.05914767644835553	0.09327351824045885	0.7415681019325031	0.013002641177651823	0.2660304913113054	0.019999514950593343	0.02944509201718447	1.7709523326985717
0.059737368204994305	0.08950447906915937	0.7283556903302338	0.013002651258374815	0.26603063583601316	0.01999951339379807	0.029721602319953445	1.7739716808515475
0.060388347921754626	0.08577369561916341	0.7153805151142627	0.013002662094284738	0.2660307778523473	0.019999511467187387	0.030031570388287663	1.7768684906204704
0.06109729282528053	0.08208410365676937	0.7026384976338369	0.013002673767801568	0.26603091748399205	0.019999509156198938	0.030371426725928904	1.7796411980114948
0.061865739535134634	0.07843891576304914	0.6901256511411836	0.013002686362595928	0.26603105485551687	0.01999950644910598	0.030740686923157626	1.7822830848831566
0.06269893162501634	0.07484171283246567	0.6778380872871291	0.013002699968751488	0.2660311900962334	0.019999503335133666	0.031141023854993233	1.7847832011706042
0.06360550168271002	0.0712965457615913	0.6657720241641316	0.013002714687265203	0.2660313233435365	0.019999499803226677	0.03157589178736049	1.7871264599260208
0.06459776975814935	0.06780805946246127	0.6539237972684964	0.01300273063470849	0.26603145474635415	0.019999495841130244	0.032050516611657046	1.7892930878873354
0.06569263276698131	0.06438165458166066	0.6422898753166236	0.01300274794875589	0.26603158446924435	0.01999949143457725	0.03257218913657474	1.791257420788551
0.06691319083745166	0.061023709709391714	0.6308668839836158	0.013002766795366843	0.266031712697742	0.01999948656643447	0.03315089008241574	1.7929858500989329
0.06829147990289286	0.05774190137505957	0.6196516428233207	0.01300278737868939	0.26603183964580746	0.019999481215677233	0.033800373908129566	1.7944334790240322
0.06987306056649825	0.05454568711979548	0.6086412249331155	0.013002809955321727	0.2660319655667469	0.01999947535604265	0.03453998805683788	1.795538614161481
0.0717249746234253	0.05144707354648084	0.597833057908176	0.013002834855624326	0.2660320907700152	0.01999946895415293	0.03539778623751278	1.7962133555923865
0.07395025142112356	0.04846191184374293	0.587225104610802	0.013002862516715325	0.266032215648451	0.019999461966784197	0.03641609087194939	1.7963266625300478
0.07671616917295482	0.0456122412214978	0.5768162109640729	0.013002893535401643	0.26603234072520726	0.019999454336741655	0.03766205130713024	1.79567176226603
0.08031419856816518	0.042930903614816864	0.5666068404321916	0.013002928755989534	0.26603246674096437	0.019999445986411908	0.03924931842786344	1.7938978432934187
0.08530203096753484	0.04047165776545958	0.5566008318560366	0.013002969419212263	0.26603259483256825	0.0199994368073807	0.04138731761552137	1.7903501461545634
0.09289421653328171	0.03833470518177553	0.5468104188340146	0.01300301740857631	0.26603272695041963	0.019999426643542772	0.0445096583992302	1.7836355945157338
0.10628855100181153	0.036745086543070606	0.5372749863529083	0.01300307556695875	0.26603286703714063	0.01999941526571344	0.04967950331246564	1.7701675309512066
0.1368204338648534	0.03637355997633129	0.5281727361256563	0.01300314741329974	0.2660330255126622	0.01999940235610364	0.060289861673804346	1.7375151518143621
0.24709121707082843	0.04027159009043714	0.5216119417979759	0.013003232964725404	0.26603324824108526	0.019999387720284246	0.09275973047930743	1.618647503952977
0.6890146929616281	0.06445983620485021	0.6230390184921707	0.013003323666882295	0.26603404775742645	0.019999373062924663	0.23299903021837884	1.1444715026270913
0.8642397583460081	0.09731706374492052	0.9176973335702389	0.0130034146534167	0.2660379081554389	0.019999362727443553	0.3998374678297574	0.9354694230864933
0.7102619178714408	0.11896470578596482	0.9705945362318589	0.013003505638196706	0.2660415696347427	0.01999935221703126	0.3870963434698057	1.0665872938349792
0.5286986862547286	0.1326016224074055	0.9711039722266356	0.013003596601084117	0.26604351172999696	0.019999339517143614	0.30722465101134366	1.22854039399643
0.38121044373390933	0.1382220409265075	0.9605076343176455	0.013003687477854754	0.2660446002799305	0.01999932551447179	0.22683808302209504	1.3625197464559435
0.2739520120770002	0.1392129438252746	0.9459497623094346	0.013003778028036067	0.26604530144018235	0.019999311000833752	0.16387706139597397	1.461287029538236
0.19617395488853645	0.13814278037292282	0.930000415704706	0.013003867364313368	0.26604580679628737	0.019999296594766326	0.11773421519434166	1.534134563466041
0.13982826870130385	0.13580213234129795	0.9137159954049858	0.013003952266854595	0.26604619889105513	0.019999283017568262	0.08409006154427276	1.588762302765437
0.10224838525792962	0.13257933072863287	0.8975146870064391	0.013004024042549725	0.26604652156709196	0.01999927133035127	0.060572666173998875	1.6272697262463507
0.08009803362028974	0.12888218734998896	0.8815406488175668	0.013004073096595296	0.2660468029020908	0.019999262683337272	0.045686155878455585	1.6519865355777854
0.06813167877232977	0.12499095888651479	0.8658332248138827	0.013004101653205924	0.2660470602736296	0.01999925754245229	0.03716157810803783	1.6673286790933188
0.061933627700170246	0.12103262088066769	0.8503999750764398	0.013004118398159015	0.2660473032826107	0.019999255400432042	0.0325883967526321	1.677266208088411
0.058819492814486535	0.11705734634917131	0.835239939052131	0.013004129408129844	0.26604753693071537	0.019999255286246704	0.0302297264209447	1.6842762555893607
0.05734121057552089	0.11308632990596783	0.8203497631305491	0.013004137759213623	0.266047763820592	0.019999256304582505	0.029062401696128407	1.6897093954009217
0.05674072287251283	0.10912995012154236	0.8057253412069179	0.013004144957526727	0.26604798534518914	0.019999257826770013	0.028532173247141374	1.6942749931604204
0.05662128627094374	0.10519416726254947	0.7913623168819001	0.013004151772544527	0.26604820228480847	0.019999259465168288	0.028346652335682218	1.6983437884019286
0.05677367527542963	0.10128295486893409	0.7772562645288288	0.013004158620293365	0.26604841510525895	0.019999260995031076	0.028351996901783926	1.7021101068882676
0.05708665588547474	0.09739934308040908	0.7634027652279202	0.01300416574022752	0.26604862410879054	0.019999262289243737	0.028466817943408527	1.705675914731915
0.05750082697400511	0.09354592405306147	0.7497974427196741	0.01300417328089413	0.26604882951182235	0.019999263276108434	0.0286477958588516	1.7090942404431213
