p43/p41	L:RF	L:RF:FL	L:RF:FS	FS	FL	p43-FLIP	C8	C3*	NF-kB:IkB:P	L:RF:C8	NF-kB*	p43-FLIP:IKK*	C8*	L:RF:FL:FS	L:RF:C8:FS	C3	NF-kB:IkB	IKK	RF	L:RF:FL:FL	L:RF:FS:FS	L
0.0	0.0	0.0	0.0	5.083923	7.398562	0.0	64.47652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.443404	4.739546	5.772825	91.26592	0.0	0.0	113.22
0.01807834561205339	83.657652422496	1.8180481072934846	0.0006623402772827012	0.353542025924504	-4.027800171387871e-11	0.10666466747340404	63.68654319045283	2.7995820856812045e-11	7.592936560293081e-05	0.4789049134673496	8.524591574162248e-05	0.00025966867583634555	5.251077806217458e-08	4.542620274919068	0.18606699377309027	1.4434039999713975	4.73938469994304	5.772563216309682	5.169096746678842e-09	0.4654835833319987	0.0005156825530266176	21.954080005169082
0.07459659822557944	82.9838375205731	1.5332543491886137	0.0006725890538569116	0.04244083171936694	5.154150630524295e-12	0.16767509219716195	62.92298219869369	1.773282525082319e-09	0.000302338930843366	1.0366560548744388	0.0007425501329266477	0.000822305041199216	1.7313123440068997e-06	4.765829354094749	0.27377052259949985	1.4434039981507545	4.738498774877953	5.771988962146912	1.5472050496822208e-18	0.46548358333061063	0.0006048512662618913	21.954079999999987
0.1737071885614974	82.3235895520714	1.4563228344859147	0.0006517399168665199	0.003457485701601762	2.9048589650944945e-11	0.2222942802646818	62.15772400923651	2.074421425463936e-08	0.000637426571710375	1.6298628826633323	0.0024336094197049177	0.0016076282951976509	1.3907082001673952e-05	4.787329653767319	0.29125536734113266	1.4434039779329653	4.736463090229855	5.771176935206999	4.083337109946517e-28	0.4654835833300168	0.0006143766365378474	21.954079999999987
0.3145976226059203	81.67661465922403	1.4023755350054903	0.0006285102174038442	0.0001768240819879456	-1.857082396283382e-12	0.27374997955168856	61.38774533619586	1.1895798182070467e-07	0.001066855363336016	2.204524297896517	0.005520804131313735	0.002593242783248155	6.0928500446776e-05	4.788789157922359	0.2930984472360673	1.4434038709222583	4.732921776095821	5.77014483913933	-1.9010277695553267e-34	0.46548358333082424	0.0006150302710891939	21.954079999999987
0.49414979980346174	81.04271577147495	1.352354475373581	0.0006061329129449316	5.762690495753315e-06	1.8717448169076366e-13	0.32246747993492686	60.61395784571816	4.5608163733837833e-07	0.0015818550312494653	2.7484088473722856	0.010325070461014024	0.0037627156365203406	0.00018929120223362095	4.788852705480297	0.2932282814112688	1.4434034951334243	4.727552657684067	5.768904827450532	-7.2126633772137605e-37	0.4654835833307687	0.0006150587524950685	21.954079999999987
0.7089568795722585	80.42169854384363	1.3047768223933143	0.0005848095267693023	1.2276693071855937e-07	-4.0122968283074884e-14	0.36860657364661004	59.83764536561392	1.3494699990889853e-06	0.0021743597539090557	3.2617302340986547	0.017134769874215323	0.005100955527782322	0.0004717080240844901	4.78885449896982	0.29325344962378264	1.4434024758181907	4.720063476587722	5.7674680616712575	8.164106009529814e-38	0.465483583330776	0.0006150595563480118	21.954079999999987
0.9557247325327335	79.81336120874802	1.2594565120009862	0.0005644966893123462	1.7749310338634135e-09	-2.479782644316155e-14	0.41230390119407445	59.06001755219397	3.3347022400992368e-06	0.0028364673040562663	3.746133498270758	0.026207137741939168	0.006593788189307235	0.0010090673477230895	4.788854532518552	0.29327384987443217	1.4434001566456822	4.7101911864454475	5.765845112375146	-7.094654193996699e-39	0.46548358333077755	0.0006150595713847744	21.954079999999987
1.2313011324182412	79.21749517601131	1.2162728355329526	0.0005451414818931281	3.292200827176353e-11	3.761703250873847e-15	0.453688471151344	58.28217932902009	7.2208602870350284e-06	0.0035603814027234774	4.2032662454078284	0.037768944558148	0.008227889705302038	0.0019306912427711545	4.7888545329420715	0.2932932063999614	1.4433955073788227	4.69770154691385	5.7640460062879315	8.275195295556395e-39	0.46548358333077755	0.0006150595715745987	21.954079999999987
1.5326699862441973	78.63388637198071	1.1751130197117445	0.0005266933818200954	1.4316566086271113e-12	-5.832897874753243e-16	0.49288253386221215	57.505133711518404	1.4136639143358115e-05	0.00433840140797106	4.634688805281831	0.05201705607546281	0.009990741166816749	0.0033932039989789417	4.788854532947717	0.2933116545258744	1.4433870330605545	4.682388767553388	5.76208025318323	5.0004921408600516e-40	0.46548358333077666	0.000615059571577129	21.954079999999987
1.8569460160052642	78.0623165066786	1.1358703024842622	0.0005091045379379419	-9.246612474931968e-13	-5.662252634230444e-15	0.5300018692255472	56.72978596915953	2.556480916365858e-05	0.005162923566866805	5.041874583855376	0.0691189753953845	0.011870585764955805	0.005578292286017744	4.788854532948733	0.2933292433710979	1.443372688770553	4.664075154682052	5.759956871320091	6.116414187920449e-40	0.4654835833307765	0.0006150595715775835	21.954079999999987
2.2013714311300205	77.50256423803073	1.098443650361796	0.000492329666375271	2.6391281656262484e-12	-2.163580125304746e-13	0.5651560620651628	55.956947614880896	4.336368934552146e-05	0.006026450259589503	5.426213896087471	0.08921340143825436	0.013856387665130197	0.00868960952587	4.7888545329480285	0.29334601823980244	1.4433498031566834	4.6426107303411674	5.757684412036317	-6.195769852765769e-39	0.4654835833307726	0.0006150595715772676	21.954079999999987
2.5633142114346112	76.95440623972526	1.062737506551965	0.00047632593795277615	1.9731332024720566e-12	2.1136652829992326e-13	0.5984487773056872	55.187340253465855	6.977518165251488e-05	0.006921605615975863	5.789017867691	0.11241082997418472	0.015937792652598017	0.012949050411427788	4.7888545329491015	0.2933620219678181	1.443315013186405	4.617872798617898	5.755270983468154	2.420924673932948e-39	0.4654835833305945	0.0006150595715777479	21.954079999999987
2.9402675844545065	76.4176181793503	1.0286615408945314	0.000461052866094747	5.385144243651993e-13	4.635663082676431e-14	0.6299780328627349	54.421599364453854	0.00010741962622509527	0.007841156081289864	6.131522293891812	0.13879421764664818	0.01810509053786448	0.018592598087828854	4.788854532948967	0.2933772950412437	1.4432642118681802	4.5897654399774	5.752724273367602	1.594654703629155e-39	0.4654835833306615	0.0006150595715776881	21.954079999999987
3.329850317178958	75.89197561228796	0.996130402970256	0.0004464721961847431	-1.777051621071474e-12	-4.776178546480178e-13	0.659836468418645	53.66027808714629	0.00015927823777141004	0.008778034653393598	6.454891428961946	0.16841972443720402	0.020349179301892967	0.025865923426383344	4.7888545329495855	0.29339187571285147	1.4431925101107885	4.558218918973517	5.750051570999267	-1.1966672596951218e-38	0.46548358333063006	0.0006150595715779647	21.954079999999987
3.729807478499734	75.37725479607283	0.9650634799018483	0.00043254779700011226	1.6520545231129306e-12	1.4739284874206843e-12	0.6881116085982727	52.90385106383797	0.00022866430395004274	0.009725367614544187	6.760221687291603	0.20131754520180667	0.022661530946344762	0.03501989513067785	4.788854532948804	0.2934058001093881	1.4430942133178932	4.523188995352697	5.74725978811161	3.5601428935136763e-38	0.46548358333060624	0.0006150595715776149	21.954079999999987
4.138011371751354	74.87323342888823	0.9353846599089894	0.0004192455547402029	2.0291368126736387e-13	-3.475412327916292e-12	0.7148861194661241	52.15271838434733	0.0003191845395049597	0.010676502711145515	7.048545240698441	0.23749283716655117	0.025034159014642468	0.046306138536700944	4.788854532949132	0.2934191023527694	1.4429628129176253	4.484656132100856	5.744355478981538	-5.035882050847682e-39	0.46548358333038437	0.0006150595715777618	21.954079999999987
4.552462377493343	74.37969131575835	0.90702210243367	0.00040653327000927014	1.1194984455263341e-11	6.903180068232102e-13	0.7402380575098833	51.40720966149105	0.00043469223657492055	0.011625037812336958	7.3208335011888055	0.276926746001375	0.027459587733237912	0.05997276050492383	4.788854532945728	0.2934318146299153	1.4427909925366456	4.4426245981725305	5.741344859543692	7.383665872963345e-38	0.4654835833268606	0.0006150595715762369	21.954079999999987
4.97128949082056	73.89641096469452	0.8799080156965787	0.00039438055805405604	-6.517225042703913e-11	-6.889348954309267e-13	0.7642411103301735	50.66758825428268	0.000579233866824309	0.012564849213060494	7.5780004804007595	0.3195775304479998	0.029930822730289238	0.07626033881343809	4.78885453293479	0.29344396742918616	1.4425706482967404	4.397121466099385	5.738233825614817	4.598469573421612e-39	0.4654835833269827	0.000615059571571334	21.954079999999987
5.392750384763375	73.42317811645101	0.8539784415336797	0.00038275875241781276	-5.333702470878659e-11	-3.5170924734293065e-12	0.7869648291253993	49.93405564225477	0.0007569909060353144	0.013490118833264581	7.8209060213291135	0.36538178141600364	0.03244132326744077	0.09539825138113625	4.788854532926692	0.29345558923109116	1.442292922261078	4.34819550874186	5.735027970237803	-7.471231346816316e-38	0.46548358332777445	0.0006150595715677048	21.954079999999987
5.8152308684835585	72.95978220891712	0.8291730485798056	0.00037164081220067365	-4.231749014659085e-11	1.0313643032493672e-12	0.8084748519937542	49.20675594544699	0.0009722185027403561	0.014395359666063406	8.05035889673726	0.4142557305196509	0.0349849759427671	0.11760140653830538	4.78885453292903	0.2934667071579487	1.4419482480679606	4.295916000207604	5.731732600159998	-2.889606697584257e-37	0.46548358332818834	0.0006150595715687526	21.954079999999987
6.237243655400455	72.50601677931756	0.8054349334805299	0.0003610012329308776	-6.602243430659668e-12	1.199392562600523e-11	0.8288331184040925	48.485780573383806	0.0012291826341192078	0.015275438933660266	8.267119774576074	0.46609663942320534	0.03755606979864292	0.1430674128011561	4.788854532921852	0.29347734670868625	1.441526407409158	4.240371429608176	5.728352751475772	-3.329858322873067e-37	0.46548358332865075	0.0006150595715655358	21.954079999999987
6.657426390630468	72.0616798062166	0.7827104302227562	0.00035081596116017324	2.0290330177953425e-12	2.3540306917746268e-11	0.8480980746348986	47.771172979952944	0.0015320972211242839	0.016125598501492252	8.471904048160992	0.5207842604870108	0.04014927278169808	0.17197421277398037	4.788854532919414	0.2934875319742659	1.441016596020378	4.181668137100603	5.724893204457307	-3.955216532976644e-37	0.4654835833283473	0.0006150595715644433	21.954079999999987
7.074538922969022	71.62657399350563	0.7609489279465905	0.0003410623127212331	1.4747755284860745e-12	1.4139581754135195e-11	0.8663248700497426	47.06293349458916	0.0018850625558716556	0.01694147219440516	8.665384532542319	0.5781823574580468	0.04275960949665062	0.2044781894442884	4.788854532919075	0.2934972856235989	1.4404074977317314	4.119928883404786	5.721358497602099	-2.0682952049362645e-37	0.46548358333627426	0.0006150595715642894	21.954079999999987
7.487459837850018	71.20050699946042	0.7401026964487346	0.00033171889468841954	4.2405633349181553e-13	2.2359381800852045e-13	0.8835655448802471	46.36102419580906	0.0022920062267505	0.017719099753896374	8.848194027636545	0.6381402738858682	0.045382440195643275	0.24071273917397273	4.788854532920817	0.29350662904093877	1.4396873650962714	4.055291365038362	5.717752940926904	-4.431673211820592e-38	0.46548358333844025	0.00061505957156507	21.954079999999987
