icit	suc	akg	mal	cit	fa	gly	ssa	sca
0.06	2.464	0.96	0.408	3.4	0.08528	0.114	0.03	0.04
0.002133072000998291	6.135256523809158	0.010758267344996866	0.010260099547655211	0.05582978750556394	0.0039843114134236815	5.510487720868227e-06	0.3469197916292994	0.00024316506218334706
0.0021281512766938636	6.318919803537959	0.0100194963635371	0.010262750742869167	0.05582926241291638	0.003986366508707001	5.359620234112047e-06	0.11862683195809322	0.0002528214786358285
0.0021281059407712876	6.274599125843479	0.010016278102886161	0.010262156857816503	0.055829258669823086	0.003985895294140304	5.3914526823267e-06	0.11761711833705556	0.0002510511657561678
0.0021280646320276787	6.230223702728328	0.010013697033386323	0.010261553725548945	0.05582925540469221	0.003985416848861265	5.423733238627963e-06	0.11680165861155743	0.0002492756765764647
0.0021280231496221733	6.185987336142566	0.010011123146261675	0.010260943969154097	0.05582925212594777	0.003984933203477137	5.45631298904712e-06	0.11598887599371946	0.0002475057480440032
0.002127981489599694	6.14189165468738	0.010008556129240842	0.010260327511557811	0.055829248833167346	0.003984444298291547	5.489194544020414e-06	0.11517868045835868	0.0002457414471479997
0.0021279396504749696	6.09793818642741	0.010005996058594315	0.010259704273510303	0.055829245526233265	0.003983950071966635	5.5223806026890245e-06	0.11437110003825406	0.0002439828350136554
0.0021278976307746644	6.054128477100407	0.010003443011786801	0.010259074175313547	0.055829242205029	0.003983450462841458	5.55587385591575e-06	0.11356616314532811	0.00024222997347234492
0.0021278554290395458	6.010464090263322	0.010000897067297562	0.010258437136852521	0.05582923886943905	0.003982945408956976	5.589676984254608e-06	0.1127638985149628	0.00024048292506837312
0.0021278130438267986	5.966946607358268	0.009998358304675322	0.010257793077627699	0.05582923551934939	0.003982434848082145	5.623792655874728e-06	0.11196433522073715	0.00023874175306140018
0.0021277704737115446	5.92357762781136	0.009995826804504329	0.010257141916793357	0.055829232154647225	0.0039819187177446095	5.658223524175916e-06	0.11116750266201775	0.00023700652143062893
0.002127727717287913	5.880358769076561	0.00999330264841641	0.01025648357317934	0.05582922877522144	0.003981396955248163	5.6929722264455455e-06	0.11037343056634806	0.00023527729487654003
0.0021276847731728377	5.837291666714888	0.009990785919138248	0.010255817965367642	0.05582922538096254	0.003980869497734208	5.728041379206191e-06	0.10958214899918026	0.0002335541388239303
0.002127641640004773	5.794377974373151	0.009988276700455077	0.010255145011671093	0.055829221971762835	0.00398033628216447	5.763433579574728e-06	0.10879368835433814	0.00023183711942121658
0.0021275983164489253	5.751619363904431	0.009985775077261195	0.010254464630243135	0.055829218547516685	0.003979797245408832	5.7991513986896e-06	0.10800807936290072	0.00023012630354515888
0.0021275548011986194	5.709017525371637	0.009983281135548234	0.010253776739114512	0.055829215108120715	0.003979252324274491	5.835197379758006e-06	0.10722535308774599	0.00022842175880109474
0.00212751109297458	5.66657416701796	0.009980794962411674	0.010253081256175434	0.05582921165347368	0.003978701455491719	5.871574039081508e-06	0.10644554092652393	0.00022672355352170386
0.0021274671905312527	5.624291015342932	0.009978316646079835	0.010252378099320076	0.05582920818347701	0.003978144575829081	5.908283857805499e-06	0.10566867461243105	0.00022503175677008444
0.0021274230926600075	5.5821698150245185	0.0099758462759201	0.010251667186527983	0.055829204698035026	0.00397758162215781	5.9453292776384924e-06	0.10489478621156587	0.00022334643833665023
0.0021273787981780337	5.540212328967327	0.009973383942397608	0.010250948435598314	0.0558292011970541	0.003977012531240692	5.9827127154684244e-06	0.10412390812514959	0.0002216676687410194
0.0021273343059583054	5.498420338125302	0.009970929737191889	0.010250221764867524	0.055829197680444954	0.003976437240302916	6.02043652401614e-06	0.10335607308567397	0.00021999551922502648
0.002127289614900336	5.456795641700868	0.009968483753083235	0.010249487092507677	0.05582919414812045	0.00397585568647384	6.058503030229095e-06	0.1025913141606499	0.0002183300617605859
0.002127244723959198	5.4153400567516	0.00996604608405486	0.010248744337240342	0.055829190599997844	0.003975267807353263	6.096914497077528e-06	0.10182966474517081	0.0002166713690340613
0.0021271996321311736	5.3740554184442475	0.009963616825245688	0.010247993417978107	0.05582918703599761	0.003974673540727588	6.1356731424800675e-06	0.10107115856675788	0.00021501951445637507
0.00212715433846021	5.332943579794724	0.009961196072963707	0.010247234253994264	0.055829183456044006	0.003974072824704202	6.174781130722703e-06	0.1003158296805536	0.00021337457215263366
0.002127108842048492	5.292006411455534	0.009958783924719368	0.010246466765188063	0.05582917986006586	0.003973465597921559	6.214240558506694e-06	0.09956371246530703	0.00021173661695366155
0.0021270631420639134	5.251245801601546	0.00995638047925065	0.01024569087228544	0.055829176247997124	0.003972851799708344	6.254053445102181e-06	0.09881484162127767	0.00021010572439145365
0.002127017237729697	5.210663656067787	0.009953985836486897	0.010244906496569563	0.05582917261977614	0.003972231369869619	6.294221746016046e-06	0.09806925217280206	0.0002084819707046543
0.0021269711283276593	5.170261897569885	0.009951600097521501	0.010244113560004419	0.05582916897534599	0.003971604248781019	6.334747348310078e-06	0.09732697945396206	0.00020686543280738255
0.0021269248132000746	5.130042466339468	0.009949223364653124	0.01024331198524594	0.05582916531465445	0.003970970377401504	6.375632068499673e-06	0.09658805912022504	0.00020525618831466366
0.002126878291753924	5.090007318996592	0.00994685574134426	0.010242501695804594	0.05582916163765451	0.003970329697397791	6.416877646436363e-06	0.09585252712765384	0.00020365431549735315
