PI3KCA	D_SOS	Raf	Ras_active	Mek_active	ERK	AKT_active	P90RskInactive	IGFR_active	EGFR_active	A_SOS	AKT	P90Rsk_Active	Mek	Ras	Raf_active	ERK_active	PI3KCA_active
120000.0	120000.0	120000.0	0.0	0.0	600000.0	0.0	120000.0	800.0	8000.000000000001	0.0	600000.0	0.0	600000.0	120000.0	0.0	0.0	0.0
0.16903704962398916	29282.476680131018	118082.83285874462	17538.826407813092	17875.160496786426	579381.0433087997	3237.6305337980725	119985.1935082266	784.1589386454048	7841.589386454039	90717.52331986903	596762.3694662013	14.806491773458728	582124.8395032114	102461.17359218685	1917.1671412553944	20618.956691201016	119999.83096295032
0.17593566937472302	109750.32833433151	119899.02050444856	2036.3443808395407	20407.852240685388	516459.15875786234	6451.1311888743985	119829.28282614979	768.6315513218597	7686.315513218584	10249.671665668533	593548.8688111252	170.71717385023942	579592.1477593124	117963.65561916037	100.97949555154882	83540.84124213865	119999.82406433052
0.1831156198984871	116254.38641280624	119969.94879189871	740.6111332032028	11549.865638305797	494171.5280428393	9639.487068320019	119547.71270265353	753.4116268674009	7534.116268673988	3745.613587193767	590360.5129316798	452.28729734615814	588450.1343616924	119259.38886679667	30.051208101314295	105828.47195716106	119999.81688437989
0.1905885646662612	117796.86989428056	119983.39661198082	434.79495240410444	6386.44525895795	497180.2490535219	12802.848565265	119245.49729708879	738.4930771093102	7384.930771093081	2203.1301057195355	587197.1514347354	754.5027029108287	593613.5547410398	119565.20504759587	16.603388019187573	102819.75094647855	119999.80941143507
0.19836647184758127	118415.16085154121	119988.53341217097	312.46832246685847	3540.3902912364606	510109.64898927155	15941.365632987863	118970.84745070375	723.8699344287695	7238.699344287673	1584.8391484589145	584058.6343670125	1029.1525492958963	596459.6097087612	119687.53167753313	11.466587828982743	89890.35101072885	119999.8016335278
0.2064617882153241	118730.20940013869	119991.10738828972	250.20993464867541	1995.5006680803028	525617.9785889671	19055.187784085338	118740.06129715298	709.5363493737277	7095.363493737256	1269.7905998614683	580944.8122159148	1259.938702846668	598004.4993319177	119749.79006535136	8.892611710258368	74382.02141103316	119999.7935382114
0.21488746703437225	118914.47609292617	119992.61087636098	213.823130692633	1160.016967148063	540403.0559065198	22144.464089593184	118554.69421603956	695.4865883190461	6954.86588319044	1085.5239070740372	577855.5359104073	1445.3057839600983	598839.9830328507	119786.17686930738	7.38912363895569	59596.94409348073	119999.78511253255
0.2236569898245963	119032.42162533644	119993.58201754023	190.54484391251358	706.9056023643026	553182.790374575	25209.34317806086	118410.10253275532	681.7150311729707	6817.150311729685	967.5783746637376	574790.6568219397	1589.8974672442714	599293.0943976342	119809.45515608753	6.417982459772547	46817.2096254258	119999.77634300978
0.23278438810823313	119112.9848647285	119994.25669911622	174.65088530118857	459.1113122681706	563658.7460571593	28249.97323458148	118299.63772327648	668.2161691290194	6682.161691290172	887.0151352717093	571750.026765419	1700.3622767230995	599540.8886877301	119825.34911469885	5.743300883788345	36341.253942841584	119999.76721561149
0.24228426591361318	119170.88116058508	119994.75270688454	163.23256610574091	321.6311074692164	571975.722759659	31266.501999778375	118216.60507609158	654.9846024623873	6549.846024623854	829.1188394151538	568733.4980002223	1783.39492390801	599678.368892529	119836.76743389426	5.247293115459533	28024.277240341635	119999.7577157337
0.25217182315608083	119214.29328818966	119995.13456120674	154.6732919617982	243.65533164950747	578445.1674242076	34259.076768748695	118155.0754683245	642.0150383699847	6420.15038369983	785.7067118105472	565740.9232312519	1844.9245316751048	599756.3446683489	119845.32670803822	4.865438793266252	21554.83257579314	119999.74782817643
0.26246287995899376	119248.08318689332	119995.44010731978	148.01291235151098	198.0059682277913	583410.6701616446	37227.84438996621	118110.12840457655	629.3022888532449	6293.022888532433	751.9168131068606	562772.1556100342	1889.8715954230177	599801.9940317709	119851.98708764848	4.559892680224036	16589.32983835622	119999.73753711964
0.2731739019614315	119275.28773874728	119995.69272637268	142.65187416353666	170.10672361696598	587188.6009846801	40172.951264143834	118077.83231497566	616.8412686428554	6168.412686428537	724.7122612528976	559827.0487358567	1922.167685023913	599829.8932763821	119857.34812583645	4.307273627329994	12811.39901532031	119999.72682609766
0.2843220266557978	119297.87749695775	119995.90745658538	138.2012323285613	152.10113446162467	590046.9585472587	43094.543343057434	118055.11964479423	604.6269931645826	6046.269931645809	702.122503042383	556905.456656943	1944.880355205353	599847.8988655369	119861.79876767141	4.092543414622465	9953.041452741265	119999.71567797294
0.2959250907984976	119317.16899084684	119996.09428369653	134.40117794580053	139.72334587841388	592202.4663095574	45992.76612833192	118039.6339468462	592.6545765453765	5926.545765453747	682.8310091532986	554007.2338716685	1960.3660531533983	599860.2766541202	119865.59882205415	3.905716303553244	7797.533690443001	119999.70407490879
