"HP{""Lamina Propia""}"	"iTreg{""Lamina Propia""}"	nT	"Th17{""Lamina Propia""}"	HP{Lumen}	"Th1{""Lamina Propia""}"	"Th17{""Gastric Lymph Node""}"	M0	cmT	E	"iDC{""Lamina Propia""}"	"iTreg{""Gastric Lymph Node""}"	M1	iDC{Epithelium}	emT	"Th1{""Gastric Lymph Node""}"	nTreg_LP	nTh1_LP	"eDCLB{""Gastric Lymph Node""}"	nTh17	"eDC{""Lamina Propia""}"	M2	nTh1	nTreg	nTh17_LP	"tDC{""Lamina Propia""}"	Edead	"eDC{""Gastric Lymph Node""}"	"tDC{""Gastric Lymph Node""}"	LB	"eDCLB{""Lamina Propia""}"	Ep	"TotalDC{""Lamina Propia""}"	TotalM	"TotalT{""Lamina Propia""}"	"TotalDC{""Gastric Lymph Node""}"	"TotalT{""Gastric Lymph Node""}"	TotalT-s	Values[vHP2]	Values[aTh1]	Values[ath1]	Values[toemT]	Values[tcmT]	Values[pt]	Values[pT]	Values[Stim_emT_Th17]	Values[Stim_emT_Th1]	Values[Stim_emT_iTreg]	Values[Stim_cmT_Th1]	Values[Stim_cmT_Th17]	Values[Stim_cmT_iTreg]	Values[Stim_t_Th1]	Values[Stim_t_Th17]	Values[Stim_t_iTreg]	Values[cyto_change]	Values[HP_Ep_Lumen]	Values[iDCtoeDC_Lumen]	Values[iDCtotDC_Lumen]	Values[iDCtoeDC_LP]	Values[iDCtotDC_LP]	Values[M0toM1_LP]	Values[M0toM2_LP]	Values[T_deactivation]	Values[iTreg NS (rel)]	Values[Th1 NS (rel)]	Values[Th17 NS (rel)]	Values[iTreg S (rel)]	Values[Th1 S (rel)]	Values[Th17 S (rel)]	Values[vLB2]	Values[iDCtotDC_LB]	Values[iDCtoeDC_LB]	Values[new_iTreg_GLN]	Values[new_Th1_GLN]	Values[new_Th17_GLN]	Values[new_emT_iTreg]	Values[new_emT_Th1]	Values[new_emT_Th17]	Values[ath1LB]	Values[aTh1LB]	Values[Stim_emT_Th17LB]	Values[Stim_emT_Th1LB]	Values[Stim_cmT_Th1LB]	Values[Stim_cmT_Th17LB]	Values[Stim_t_Th1LB]	Values[Stim_t_Th17LB]
0.0	0.0	10000000.0	0.0	5.34e-08	0.0	0.0	1000000.0	41775201.8460542	10000.0	1000000.0	0.0	0.0	4501139.56260765	1198199.01671451	0.0	150000.0	150000.0	1.0	1.0	1.0	0.0	1.0	1.0	150000.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	5501140.56260765	1000000.0	1198199.01671451	0.0	51775201.8460542	51775.201846054195	0.5	0.7	7e-07	0.00572	0.008579999999999999	512.0	128.0	3e-07	7e-07	1e-06	7e-07	3e-07	1e-06	6.999999999999999e-13	3e-13	1e-12	1e-06	1e-06	0.313385	5e-07	0.313385	5e-07	5e-07	5e-07	0.12869999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.313385	0.0	14972.235925625824	6416.672539553924	0.0	214.7172637952402	92.02168448367436	7e-07	0.7	3e-07	7e-07	7e-07	3e-07	6.999999999999999e-13	3e-13
2.295538848338829e-27	819309.0201643048	66644073.91051282	425212.84561568685	-3.1049595481202034e-39	536928.8855422814	1446148.9505576903	17369.612039463413	34762937.65959754	9999.51578565785	1658340.5285203466	3243077.670017081	554677.5195638478	1218552.0507682995	426390.8573851575	1731793.6856999118	162179.60037329805	145781.92293579358	0.7357588823426852	84966.746121217	306453.22452969645	209131.343181542	103238.46394211447	137053.89980350877	118493.06540476692	488939.892863787	0.4842143421775672	173957.06535586674	277544.534762998	0.9310893818777589	0.36787944117148885	1.3946575184185017e-16	3672285.6966821295	781178.4747848532	2207841.608707431	451501.60011886474	107828031.87638503	165617.21463285718	0.5	0.7	7e-07	0.00572	0.008579999999999999	0.015786985854441438	0.01562101427371814	3e-07	7e-07	1e-06	7e-07	3e-07	1e-06	6.999999999999999e-13	3e-13	1e-12	1e-06	1e-06	0.313385	5e-07	0.313385	5e-07	5e-07	5e-07	0.12869999999999998	0.030076387499448867	0.016060700131161208	0.013411623354264388	19.58176676987586	10.456604342362471	8.731875812327456	0.5	0.5	0.313385	152317.28918707056	66828.00115288836	28640.571922666444	4649.613532150387	4014.989681723138	1720.7098635956304	7e-07	0.7	3e-07	7e-07	7e-07	3e-07	6.999999999999999e-13	3e-13
1.662943517866692e-18	3617364.613848971	87311619.43318652	1995028.8640459236	5.34e-08	2193500.9860043083	4499668.023965902	13350.401615452929	17391004.754479796	9997.769345115912	1068062.1821792987	8413969.200940497	614798.1815626466	783821.7519979303	102388.9221122486	4769061.504075423	187883.51061722657	156535.26538415143	0.4060058497061335	221029.58809705646	278300.5353647029	223564.00376167192	268918.7221260432	356244.0799527561	106575.29386774292	444023.1664397027	2.2306548841480462	341619.63060210465	545047.0914590105	1.866927437045506	0.1353352832378338	5.1291332102930325e-17	2574207.6359816347	851712.5869397715	7908283.3860114515	886666.7220611151	122385322.91664813	281529.6114774846	0.5	0.7	7e-07	0.00572	0.008579999999999999	0.0060850462216637145	0.0035383898299922384	3e-07	7e-07	1e-06	7e-07	3e-07	1e-06	6.999999999999999e-13	3e-13	1e-12	1e-06	1e-06	0.313385	5e-07	0.313385	5e-07	5e-07	5e-07	0.12869999999999998	0.06874982228605078	0.038967593420686925	0.03676640234900103	29.886622429461234	16.939821992603537	15.982929825219342	0.5	0.5	0.313385	57679.934973606236	25306.501519230198	10845.643508241516	241.86143813083774	226.49374899649226	97.06874956992523	7e-07	0.7	3e-07	7e-07	7e-07	3e-07	6.999999999999999e-13	3e-13
-2.727289647944574e-20	7403865.921694943	94852501.42226377	4091808.6257671327	-3.800232856680616e-32	4368719.197965036	5129623.754136701	13252.245567326741	6224640.038310734	9994.538977701462	662643.8223775489	9019815.27333348	665255.1664621404	483505.5064455766	54674.17113468206	5225440.948826132	231719.09779307657	183874.04724198606	0.19914827346518318	355245.88303937216	308128.03095383086	242811.28147995417	432789.83756081434	572111.6868916203	111548.8274858778	491612.52320107864	5.4610222985880625	452491.1038515551	721940.6754715865	1.7382763133693289	0.04978706837094026	8.244248144432795e-16	1945889.8829780351	921318.6935094213	15919067.916561795	1174431.7793231416	120452021.43687081	294825.9412235376	0.5	0.7	7e-07	0.00572	0.008579999999999999	0.005676328263455857	0.0017288032029555557	3e-07	7e-07	1e-06	7e-07	3e-07	1e-06	6.999999999999999e-13	3e-13	1e-12	1e-06	1e-06	0.313385	5e-07	0.313385	5e-07	5e-07	5e-07	0.12869999999999998	0.07488305439573538	0.04338192822745443	0.04258644805579414	30.59369618528459	17.723816727728828	17.398820920739162	0.5	0.5	0.313385	25508.79091287033	11191.714916745143	4796.449250033632	69.41838590993044	64.40353025507375	27.60151296646018	7e-07	0.7	3e-07	7e-07	7e-07	3e-07	6.999999999999999e-13	3e-13
6.324988154409999e-19	10305952.408796204	97603904.84714447	5647084.977698352	5.34e-08	6015645.2443858525	4083541.6743365135	13299.823384320283	1888381.4238809955	9990.947580632414	554108.9909658312	6985453.998066941	713434.5757934302	403949.19099260936	66025.67574447986	4087836.868942008	292466.129694797	225484.29144549379	0.09157819443365017	472294.44223045715	255091.85480431703	262699.04223240225	576132.8507936294	760026.3247853945	128261.33728212355	406994.3304380712	9.052419367637516	494490.17219937337	788949.5958007663	2.618490618147797	0.01831563889831909	3.029589522103736e-16	1620144.3672008289	989433.4414101527	22034708.30662489	1283439.7680001396	114649118.81237093	251060.6116844801	0.5	0.7	7e-07	0.00572	0.008579999999999999	0.007329411527585096	0.0012419886385475018	3e-07	7e-07	1e-06	7e-07	3e-07	1e-06	6.999999999999999e-13	3e-13	1e-12	1e-06	1e-06	0.313385	5e-07	0.313385	5e-07	5e-07	5e-07	0.12869999999999998	0.060928981142009384	0.035655196579678555	0.03561773275396417	27.82377510832283	16.28227080908808	16.26516261128407	0.5	0.5	0.313385	10920.198458473365	4791.120106382907	2053.3371884498174	54.91695881157047	55.59554639694087	23.826662741546087	7e-07	0.7	3e-07	7e-07	7e-07	3e-07	6.999999999999999e-13	3e-13
4.2079957581146466e-17	11765095.884065185	98607796.2962145	6417289.909127263	-2.5253837748479066e-25	6845152.482851513	2794742.471705723	13258.427470578083	626981.0192971457	9988.171245359274	439887.1954098314	4731442.726365858	761431.26304658	319051.31969478243	77902.60491585347	2779481.41875941	367063.6174269823	278220.0190925538	0.040427681994313444	569801.9108483007	264825.3442696118	281380.98195924476	695934.6943119153	916263.1829226755	152010.04174766983	422523.9522179456	11.828754640788944	510589.3076592573	814635.6031161372	2.438048811103939	0.006737947003495186	1.6845192721080875e-15	1446287.8115921712	1056070.672476403	25105440.880959813	1325224.9107753946	109540443.93234265	202291.44348382158	0.5	0.7	7e-07	0.00572	0.008579999999999999	0.01082099496105048	0.0010879546865289645	3e-07	7e-07	1e-06	7e-07	3e-07	1e-06	6.999999999999999e-13	3e-13	1e-12	1e-06	1e-06	0.313385	5e-07	0.313385	5e-07	5e-07	5e-07	0.12869999999999998	0.04319356902815019	0.02537402003296745	0.025513338921940906	23.389238046265948	13.73998509720309	13.815426018892563	0.5	0.5	0.313385	5527.812109456994	2425.2676649079026	1039.4004278176724	59.65911363748591	60.88590929036702	26.09396112444301	7e-07	0.7	3e-07	7e-07	7e-07	3e-07	6.999999999999999e-13	3e-13
4.4650775738743345e-23	12109018.580288107	98974081.53955035	6563166.918850257	-2.8538813041264296e-31	7035600.808335672	1814742.207746524	13285.174472237853	288018.3866206847	9986.603137838843	426063.56956280605	3064653.474322253	807809.932463241	309110.5708349339	83359.22388752532	1802025.5901832485	452108.75926448085	339114.9084286145	0.01735126523965645	649491.7811247718	241468.50667955846	300174.29255618446	794179.5932324373	1043689.7451589096	179214.0367176572	385258.5544949473	13.396862161213951	508090.1264923031	810648.2950294814	2.2700413605185688	0.002478752179803169	6.188145631733793e-16	1361901.2015722455	1121269.3994916633	25791145.53136156	1318738.4215217845	105943521.19842306	166076.3126486913	0.5	0.7	7e-07	0.00572	0.008579999999999999	0.01670607454367027	0.0010570546415192058	3e-07	7e-07	1e-06	7e-07	3e-07	1e-06	6.999999999999999e-13	3e-13	1e-12	1e-06	1e-06	0.313385	5e-07	0.313385	5e-07	5e-07	5e-07	0.12869999999999998	0.028927238208199837	0.017009304295334968	0.017129336340894964	18.45328467043372	10.850587669267167	10.927158598380792	0.5	0.5	0.313385	3901.901630242248	1711.9167966063467	733.6786271170058	60.39708977684722	64.72020586483475	27.737231084929185	7e-07	0.7	3e-07	7e-07	7e-07	3e-07	6.999999999999999e-13	3e-13
-6.216480922442239e-23	11753501.028685404	99107729.4454637	6335670.94667848	6.867140095990856e-37	6830950.681376386	1164519.6837454466	13317.426743256452	200860.54983556477	9986.090835478793	435334.9134772666	1971198.602551151	853148.0819813187	316087.8043954616	82994.79678932783	1158087.1614864569	544412.7430376575	405656.2497636426	0.007295055728175644	714077.3257108129	223682.41819347712	318560.3348021052	874082.7268975481	1146747.109510614	207377.19805981335	356881.1801483672	13.909164521255025	490134.82746206084	782001.0033840612	2.113611407202178	0.0009118819674707149	2.2732476283726328e-16	1331986.3162145726	1185025.8435266805	25003117.4535296	1272135.830846122	103602395.44308232	142246.64447312983	0.5	0.7	7e-07	0.00572	0.008579999999999999	0.025972726777028932	0.0010890279471594104	3e-07	7e-07	1e-06	7e-07	3e-07	1e-06	6.999999999999999e-13	3e-13	1e-12	1e-06	1e-06	0.313385	5e-07	0.313385	5e-07	5e-07	5e-07	0.12869999999999998	0.019026573604990625	0.011178189042189604	0.011240277589770762	13.857610559829462	8.141402321129746	8.186623227976549	0.5	0.5	0.313385	4081.630995421787	1790.7709419506239	767.4732608359815	61.04887162551994	68.12951217497154	29.198362360702088	7e-07	0.7	3e-07	7e-07	7e-07	3e-07	6.999999999999999e-13	3e-13
4.029368041932996e-25	11019610.093785474	99156497.45735195	5914021.248314197	1.2151702953747574e-41	6413966.038660841	753767.3535332549	13342.165854079225	176406.43261183368	9986.31099960825	450279.13235630415	1284878.947309406	897576.9230899508	327224.2129747784	78305.23540659185	752938.3723248942	641190.5428893609	475808.15257123165	0.0030191636550446752	766226.4282821214	211789.34289180333	336455.6853359253	938829.8231416398	1229782.4999912635	234869.75423500797	337905.9983029495	13.689000391800873	467958.25873761217	746618.7321940106	1.9679611386616536	0.00033546262923383265	8.351407059153078e-17	1327198.6865258352	1247374.7742799553	23425902.616167106	1214576.9909316227	102124488.56313135	127248.75062163934	0.5	0.7	7e-07	0.00572	0.008579999999999999	0.03984501077407279	0.0011615550582604267	3e-07	7e-07	1e-06	7e-07	3e-07	1e-06	6.999999999999999e-13	3e-13	1e-12	1e-06	1e-06	0.313385	5e-07	0.313385	5e-07	5e-07	5e-07	0.12869999999999998	0.01258149700808655	0.00737275048246085	0.007380867842165895	10.097379668031927	5.917059056742149	5.923573707804033	0.5	0.5	0.313385	5250.870317699659	2303.761784213757	987.3264789487531	61.337134933226224	70.63234020089294	30.271002943239832	7e-07	0.7	3e-07	7e-07	7e-07	3e-07	6.999999999999999e-13	3e-13
-2.0042242569657116e-22	10114466.966201957	99174295.79319803	5408565.853768023	-1.2754143983502915e-41	5900631.7209383175	497868.28722591745	13362.393614101327	165970.0462333101	9986.96826389976	466752.2395147368	860423.6792604732	941087.6028857759	339482.83347883634	71374.30331309124	501682.27059199894	740104.5727274347	547958.1320169794	0.0012340980454148066	808263.1670062143	202938.73189626783	353902.9085886701	991209.216074839	1296572.3058115183	260700.8282523436	323785.01168348454	13.031736100285663	446597.54719432513	712538.1323661616	1.8323477201559288	0.0001234098052435612	3.068397390150773e-17	1332958.8165733255	1308352.9050885472	21495038.84422139	1159135.6795604867	101200240.07650973	117940.00821021524	0.5	0.7	7e-07	0.00572	0.008579999999999999	0.05949865324333765	0.0012655015328655666	3e-07	7e-07	1e-06	7e-07	3e-07	1e-06	6.999999999999999e-13	3e-13	1e-12	1e-06	1e-06	0.313385	5e-07	0.313385	5e-07	5e-07	5e-07	0.12869999999999998	0.008502190099647719	0.004957322929399333	0.00491963543613649	7.295435131112265	4.253707272071788	4.221368938168305	0.5	0.5	0.313385	7040.514445644769	3088.9484278700234	1323.8350405157241	61.211680409532725	72.33335670929374	31.000010018268743	7e-07	0.7	3e-07	7e-07	7e-07	3e-07	6.999999999999999e-13	3e-13
