P2	MKK-PP	MKKK-P	P1	MKK-P	MK-P	MKK	MK_P2	MKKK_Sig	MKKK_P1	MKK-P_P2	MKK-P_P1	MK-PP	MK_MKK-PP	MKK-P_MKKK-P	MK-P_P2	MKK-PP_P1	MKK_P2	MKKK	MK	MKK_MKKK-P	MK-PP_P2	MKK_P1	MK-P_MKK-PP	MKK-PP_P2	MKKK-P_P1	Sig
200.0	0.0	0.0	100.0	0.0	0.0	1200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	1200.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
1.614595214437437	1.7489152270083706e-05	0.6239804307649521	1.4450601567521477	0.023910269756436026	1.268963499702231e-07	1018.346864079406	100.67113595809944	7.271947537324585	20.34160695178371	9.307574356421394e-05	0.00010893134699113205	3.90382940882056e-15	7.094753602474267e-05	2.5010245841587972e-05	2.590706194367044e-10	2.7093463202022945e-07	97.71417550672979	266.01815562229297	1099.3287929672101	5.722897466412087	2.2223588748804495e-17	78.19183670800682	2.7882647747603208e-15	2.4473040957905427e-07	0.021386981175785098	2.7280524626754183
1.6160932997308164	0.00018249097280379522	0.9694871655634457	1.3323122493723556	0.11282407015387834	5.093904897477442e-06	1011.4678642485247	100.87450243117716	7.220670035385238	20.364097268471948	0.0006388432834282606	0.0005349219453761512	4.420095380994819e-12	0.0013164029507681024	0.00020034298467515416	1.85189325939083e-08	3.5358211921515705e-06	97.5087611531435	258.8081691542798	1099.124176053444	12.620996872499687	4.990200950350104e-14	78.28667286357394	1.4605961974540036e-12	4.2541457798803e-06	0.016379160815290263	2.7793299646147633
1.6213003477220602	0.0007167697607587373	1.3163261629896383	1.345361031839629	0.2635500027108571	3.9947180621182354e-05	1004.6778473719419	101.08516976941519	7.164821082722877	20.331464314690837	0.001833916157721503	0.0015198097080681191	2.2392099104627302e-10	0.006736991599024191	0.0006543524467618642	1.915390837182816e-07	1.79246545640925e-05	97.29167413324149	251.71273597282018	1098.9080530999918	19.453894140516585	3.58231184769766e-12	78.30153294529391	4.8588086712809184e-11	2.1641920622558267e-05	0.020103973813130917	2.835178917277125
1.6265321964143113	0.0019089653533884872	1.6647246382523313	1.3591217818392152	0.4697217317394498	0.00016807037200655697	997.8729094662491	101.30420893243887	7.107391906493198	20.274775343801505	0.003668611169970396	0.003056227599482066	3.494433812813604e-09	0.021043394872738947	0.0014971287404779798	9.509752004690855e-07	5.6144391385176746e-05	97.06552191165218	244.7020932142067	1098.674578647213	26.22353814326204	6.994469069717386e-11	78.3370108771248	5.664182642760246e-10	6.739727925144391e-05	0.02597962524371797	2.892608093506801
1.631797944034718	0.004099540080079482	2.0146116145342807	1.3731346195772345	0.723627875700982	0.0005065335149938393	991.054805392553	101.53091874174183	7.048324614638774	20.196660420324474	0.006084579782736222	0.005102361629230279	2.901801788821484e-08	0.05037493195035479	0.002816826849983121	3.2054894923106536e-06	0.0001350708009589352	96.83103444236627	237.77587402331892	1098.4181965538482	32.929251430647	6.822705744630717e-10	78.3925064579816	3.756302522613965e-09	0.00016108590241133825	0.03246106968661496	2.951675385361225
1.6371060986370527	0.007663058110037525	2.3659267916586626	1.3873414940287312	1.016536700803143	0.0012382326177334318	984.2269049527907	101.76465107865208	6.9875623406573	20.09894379587365	0.009002173545132858	0.007600558834858849	1.62072786256897e-07	0.10196087512238601	0.0046761499043338805	8.501591732964806e-06	0.0002750695148518631	96.58890628747868	230.9341736017406	1098.1321411281817	39.56951326953995	4.311104699569456e-09	78.46663503112238	1.7451177920572598e-08	0.00032585578394980205	0.03920405062565138	3.0124376593427007
1.6424658894666817	0.012989774781355446	2.7186062620942963	1.4017339476690567	1.3390929286405011	0.0026202936857893716	977.3928024768524	102.0047999091667	6.925048417328333	19.98318305950616	0.012329576901305723	0.010481848278171162	6.883441524417249e-07	0.1837424779697356	0.00711050894961358	1.9152033496015002e-05	0.0004991587049220825	96.33979813159988	224.17732160403023	1097.8088173952303	46.14259694779574	2.02101502717905e-08	78.55796878554607	6.336093761702813e-08	0.0005873206215335156	0.04613320029579282	3.0749515826716713
1.6478870998492712	0.020467725334382295	3.0725791466664547	1.4163148771373961	1.6817296113595062	0.004988411458915236	970.5560415695039	102.25079599322677	6.8607261956867	19.850789868267835	0.015968226621783207	0.013669584904215763	2.3905155561472193e-06	0.30398034758404263	0.010127929588336438	3.832525550857456e-05	0.0008320912198590728	96.0843378890422	217.50583125361624	1097.4401942639845	52.646712235431174	7.614732496616213e-08	78.66516020772748	1.9182814718390726e-07	0.0009723898569230539	0.053233370743393314	3.1392738043133033
1.65337961972354	0.03046636745489545	3.427766647725863	1.4310896644742948	2.03506433383766	0.008757011049044984	963.7200609836087	102.50210321621766	6.794539189614677	19.703064721933007	0.019817416985726536	0.017083024580048508	7.112675226987877e-06	0.47087163586442726	0.013710609152012462	7.009217395484034e-05	0.0012994129028169518	95.82312129378806	210.92037995791077	1097.0181901843682	59.08003599803258	2.4272331851393556e-07	78.78696030047873	5.04928783398324e-07	0.0015081183875725072	0.06050287563130746	3.2054608103853224
