X1	S	P	E2
0.0	1.0	0.0	0.0
0.6321205588373261	0.367879441162674	0.0	0.0
0.4363160098487578	0.24659696401362546	0.31708702613761724	0.6
0.29938251331738114	0.16529888811872498	0.5353185985638945	0.6
0.20447501712858887	0.11080315820651844	0.6847218246648936	0.6
0.13914529980578696	0.07427357812761726	0.7865811220665965	0.6
0.09441428839561487	0.049787068316759796	0.8557986432876259	0.6
0.06391475509803218	0.033373269930589096	0.9027119749713792	0.6
0.04318742724429968	0.022370771839217044	0.9344418009164838	0.6
0.02913823645748295	0.014995576847877291	0.9558661866946401	0.6
0.019635580651049526	0.010051835791229728	0.9703125835577211	0.6
0.013219000341279546	0.006737947057706255	0.9800430526010147	0.6
0.00889217564724424	0.004516580953802121	0.9865912433989539	0.6
0.005977734592861043	0.0030275547503652253	0.990994710656774	0.6
0.004016397024239684	0.002029430636479382	0.9939541723392813	0.6
0.0026974312028907143	0.001360368037508573	0.9959422007596012	0.6
0.001810973952329918	0.0009118819691588384	0.9972771440785119	0.6
0.0012154862367282295	0.0006112527651614053	0.998173260998111	0.6
0.0008156176871557839	0.0004097349783355007	0.9987746473345092	0.6
0.0005471929421913797	0.000274653555259075	0.99917815350255	0.6
0.0003670513234058763	0.0001841058035011512	0.9994488428730934	0.6
0.0002461828475170813	0.0001234098120562454	0.9996304073404272	0.6
0.00016509867473830085	8.27240726915014e-05	0.9997521772525707	0.6
0.00011071142043694403	5.545160686698607e-05	0.9998338369726966	0.6
7.423539215398323e-05	3.717032520813766e-05	0.9998885942826385	0.6
4.9774263069451905e-05	2.4916015076500422e-05	0.9999253097218547	0.6
3.337170662472595e-05	1.6701704960656238e-05	0.9999499265884153	0.6
2.2373577030939196e-05	1.1195488038859458e-05	0.9999664309349309	0.6
1.4999575049187896e-05	7.504561961397088e-06	0.9999774958629901	0.6
1.0055669825476138e-05	5.030455117192469e-06	0.9999849138750581	0.6
6.741149682769427e-06	3.372012819465087e-06	0.9999898868374986	0.6
4.519074870021442e-06	2.2603266261383103e-06	0.9999932205985047	0.6
3.029414708849772e-06	1.5151404776257764e-06	0.9999954554448144	0.6
2.0307819083165067e-06	1.0156286633064158e-06	0.9999969535894293	0.6
1.3613307034684561e-06	6.807958152107629e-07	0.9999979578734822	0.6
9.125582595227052e-07	4.5635073193420993e-07	0.9999986310910095	0.6
6.117221471245992e-07	3.0590036898633934e-07	0.9999990823774849	0.6
4.1006130399410923e-07	2.0505222210329475e-07	0.9999993848864749	0.6
2.7488491168965085e-07	1.3745430476103525e-07	0.9999995876607846	0.6
1.8426285461828306e-07	9.21379224077916e-08	0.9999997235992241	0.6
1.2351749871338167e-07	6.176231446731926e-08	0.9999998147201878	0.6
8.279923284561816e-08	4.1401568982989435e-08	0.9999998757991992	0.6
5.550151113611362e-08	2.7751824514537002e-08	0.9999999167466654	0.6
3.720263209344029e-08	1.860190255027306e-08	0.9999999441954666	0.6
2.493740956276515e-08	1.2469024134377385e-08	0.9999999625935676	0.6
1.6715294637245474e-08	8.357822801053511e-09	0.9999999749268838	0.6
1.1205025445113097e-08	5.602609073953745e-09	0.9999999831923667	0.6
7.510031145038615e-09	3.755066429990794e-09	0.9999999887349036	0.6
5.029964383370995e-09	2.51500801208261e-09	0.9999999924550288	0.6
3.3718189566982544e-09	1.685924199702134e-09	0.9999999949422581	0.6
2.2629398068778997e-09	1.1314790469067722e-09	0.9999999966055825	0.6
1.517599384255813e-09	7.588040934708895e-10	0.9999999977235977	0.6
1.0187583999196516e-09	5.093811727085873e-10	0.9999999984718617	0.6
6.855849883883222e-10	3.427946834873388e-10	0.9999999989716216	0.6
4.61214042385795e-10	2.306097311847772e-10	0.9999999993081776	0.6
3.0761499717062916e-10	1.5380953259841213e-10	0.9999999995385768	0.6
2.0306377418576806e-10	1.0153245306286191e-10	0.9999999996954052	0.6
1.351492272209007e-10	6.757431330228087e-11	0.9999999997972778	0.6
8.898242538890024e-11	4.449102653410407e-11	0.9999999998665279	0.6
5.97355412398666e-11	2.9868047160434083e-11	0.9999999999103978	0.6
4.09172980383475e-11	2.045914139726777e-11	0.9999999999386249	0.6
2.8099069971887725e-11	1.4049947786740713e-11	0.9999999999578522	0.6
1.925159730773186e-11	9.625992414254269e-12	0.9999999999711237	0.6
1.311705398326911e-11	6.558531975190654e-12	0.9999999999803256	0.6
8.886614337028267e-12	4.443243913034327e-12	0.9999999999866714	0.6
6.005540400504948e-12	3.002721169810521e-12	0.9999999999909931	0.6
4.08660083914445e-12	2.0433003147346977e-12	0.9999999999938713	0.6
2.5182662731475272e-12	1.2591728317895393e-12	0.9999999999962238	0.6
6.807818698145329e-13	3.404828531101019e-13	0.99999999999898	0.6
-7.895602790792403e-13	-3.946498340870757e-13	1.0000000000011855	0.6
-1.8927601735337907e-12	-9.462252298019937e-13	1.0000000000028402	0.6
-2.628817813549119e-12	-1.3142433340346518e-12	1.0000000000039442	0.6
-2.9977331991252244e-12	-1.4987041467850501e-12	1.0000000000044977	0.6
-2.9995063302621074e-12	-1.4996076680531888e-12	1.0000000000045004	0.6
-2.634137206959768e-12	-1.3169538978390674e-12	1.0000000000039524	0.6
-2.146993461950543e-12	-1.0734158451999476e-12	1.0000000000032216	0.6
-2.347078234024027e-12	-1.1734594466856113e-12	1.0000000000035216	0.6
-2.4538623974221203e-12	-1.226854518113498e-12	1.000000000003682	0.6
-2.4673459521448237e-12	-1.233601059483608e-12	1.0000000000037021	0.6
-2.3875288981921368e-12	-1.1936990707959415e-12	1.0000000000035825	0.6
-2.2144112355640597e-12	-1.1071485520504977e-12	1.0000000000033227	0.6
-1.947992964260592e-12	-9.739495032472774e-13	1.000000000002923	0.6
-1.588274084281734e-12	-7.941019243862805e-13	1.0000000000023836	0.6
-1.2150482087593377e-12	-6.075177404612987e-13	1.0000000000018237	0.6
-1.0982456888533188e-12	-5.491171455458271e-13	1.0000000000016485	0.6
-9.814431689473e-13	-4.907165506303553e-13	1.0000000000014733	0.6
-8.646406490412813e-13	-4.3231595571488367e-13	1.000000000001298	0.6
-7.478381291352626e-13	-3.7391536079941196e-13	1.0000000000011229	0.6
-6.310356092292437e-13	-3.155147658839402e-13	1.0000000000009477	0.6
-5.142330893232249e-13	-2.5711417096846855e-13	1.0000000000007725	0.6
-3.9743056941720616e-13	-1.9871357605299682e-13	1.0000000000005973	0.6
-2.916629020468709e-13	-1.4583034393985506e-13	1.0000000000004388	0.6
-2.881488160051371e-13	-1.4407331439291209e-13	1.0000000000004334	0.6
-2.846347299634033e-13	-1.4231628484596906e-13	1.000000000000428	0.6
-2.8112064392166945e-13	-1.405592552990261e-13	1.0000000000004228	0.6
-2.7760655787993566e-13	-1.388022257520831e-13	1.0000000000004174	0.6
-2.740924718382018e-13	-1.3704519620514007e-13	1.0000000000004123	0.6
-2.70578385796468e-13	-1.352881666581971e-13	1.000000000000407	0.6
