clock gene mRNA	clock gene mRNA_2	Transcriptional repressor	Neuropeptide	clock protein	clock protein_2	Transcriptional repressor_2	Neuropeptide_2	Values[F]
4.25	0.0	2.25	2.5	3.25	0.0	0.0	0.0	1.25
2.642377609588048	1.8376725619086955	2.468641499093747	2.4134484064010717	3.3458103552935716	0.13017915404155778	0.01501346586613958	0.2235779874659075	1.3185131969334896
0.9697930459588407	2.658710942640805	2.6275281352456226	2.0054012853936234	3.240317164398495	0.3667614716724628	0.07702394792149023	0.5675174259900071	1.2864593556918154
0.42007881853149504	3.211396905007961	2.6925290527766794	1.4754563910528113	3.008740161943326	0.650855621100544	0.18748272482767023	0.9214926409448021	1.1984745159988066
0.4044037353408748	3.6066027504562097	2.671559476406686	1.0601702048400126	2.772151605137609	0.9559254068861919	0.3381823462315762	1.252670063038441	1.1564201339392268
0.4573745188549368	3.9292653422146464	2.5899065136611386	0.7753218913387622	2.5550746703893576	1.2694949774266076	0.5199144646657601	1.5546114884134183	1.1649666898760902
0.568005747494812	4.2348116521759245	2.4698394572762177	0.5974187395775933	2.3633488727639205	1.5880714850601996	0.7257114699386452	1.8335289145542089	1.2154738270659011
0.7482945529686487	4.557687293313522	2.3300212570025014	0.5060779269930225	2.2027117445604376	1.9133733769448669	0.9516654937569256	2.1007858653605256	1.303431896176774
1.0144187860331624	4.9105061834146335	2.1864067128461944	0.487661299774664	2.0799168797416656	2.249596825153147	1.1967246291319018	2.3684873746839115	1.4280743372292877
1.3790675112004391	5.2679649049637725	2.052925399804221	0.534910347436563	2.0026494065382128	2.6000835587359274	1.4619136501939871	2.644376862669565	1.589643605053064
1.8451659392756943	5.528656365408103	1.9418450407115275	0.6447625070551048	1.9786918251092993	2.9611879009816713	1.74864410219595	2.9221004839034785	1.7834314954792916
2.400096312476826	5.465906334141581	1.8637993519890241	0.8155208388557573	2.014573150779773	3.311148596278151	2.0551086666043252	3.163395977961721	1.9894584084087392
3.005312596333808	4.751835557296243	1.8274789712048114	1.0432573397725178	2.1135329416371356	3.596739985573049	2.369795963678883	3.278248807845085	2.1607530738088014
3.580250431672641	3.190181114351453	1.838831418935419	1.3162914163584565	2.2721489998834983	3.7343650145389673	2.66396718084406	3.13437374948581	2.225332582922133
3.990883989120606	1.1579161269946456	1.8994690140724835	1.6075089470203618	2.475476178334851	3.64978979025533	2.8909282683468285	2.6390676141441762	2.123288280582269
4.072282907207199	0.33825619818913977	2.004189415948896	1.8678111042244938	2.692546027186574	3.3914747692359946	3.0068861337041124	1.9467616353146677	1.9072863697695808
3.718547612496138	0.2966187974796952	2.1386246519319685	2.032031429168958	2.8786997609435887	3.11829554563858	3.014722638461251	1.3803231269164802	1.7061772780427191
2.90173430572306	0.30092662619635563	2.2791228058559176	2.036184829743456	2.9848499958462953	2.8619391380275054	2.9431267254757802	0.9726288954710932	1.5044068626072746
1.746538733346449	0.32931254198002996	2.3950369821461885	1.8382872766266072	2.9688724529380686	2.6255427575514028	2.817010788581414	0.6938674492076109	1.266077362917109
0.7844719318574466	0.3787443876516326	2.455933117899651	1.4726804468368138	2.826343130079748	2.410891474422295	2.6564717189919116	0.5133370247840586	0.9930087358104362
0.521578482627578	0.4553472826461901	2.4487659760657925	1.096657451335247	2.625968812768474	2.219643970812028	2.477688665315363	0.4055962457711824	0.7511268485532147
0.5085242471696529	0.5674686555866405	2.385313265030739	0.8154874755689896	2.4288325672370292	2.054143312227598	2.2937391526738473	0.3528121453788746	0.5841498104739321
0.5598239768306682	0.7128178930818451	2.284091351088126	0.6283402689420736	2.249257838198252	1.9167296541645198	2.1151942740845846	0.34267929608882797	0.4855097825154508
0.6567087299558533	0.8814160753689383	2.161403701174206	0.5173072559153652	2.0922591815853937	1.808612982509172	1.9502760137053246	0.36553245005969837	0.4414198529875318
0.7924584249304095	1.0618874691466216	2.030686458268837	0.46587009576126387	1.9611653073247637	1.729470182271917	1.804829838956	0.41304511928426507	0.43945760752276447
0.9599485689223733	1.2468501036148956	1.9026688050820604	0.46059933817073684	1.858120260276277	1.677783684558733	1.682415005335189	0.4782405288526601	0.4694199335116985
1.1514370758901085	1.4345676766853885	1.7855349142197736	0.49087326891303107	1.7840850900249805	1.6515698132090892	1.5846508354196078	0.5559980837367807	0.523435676324906
1.3607573244193187	1.6274641512071686	1.685125513503918	0.548477734899738	1.7390113540346661	1.6490283627052276	1.5117611589047322	0.6432895763573132	0.5958836556285256
1.5849519925506277	1.8299710379527425	1.6052578991301367	0.6274421267604947	1.7222486493926485	1.6689037296645226	1.4631612989223994	0.7389727002190766	0.6832074134897856
1.8243489450045478	2.0470297689830677	1.5481710995169196	0.7239414002857627	1.7330178028300323	1.710598790303283	1.4379610684922113	0.8433539027205529	0.7836476515031578
2.0815609897243927	2.2832234092169235	1.5150312473190355	0.8360867368301104	1.7707823957098066	1.7741466672210404	1.4353313565214512	0.9577317540626462	0.8969092454463783
2.3600372113651993	2.541992998265897	1.5064116389851308	0.9635654670502234	1.8354435397135085	1.8600972238571305	1.4547341979935824	1.0839818350713395	1.0237736510607816
2.6622525195190465	2.8243184956413954	1.522679420261374	1.1071333598445674	1.9273342069346753	1.969301826835547	1.4960308739826214	1.2241072870453333	1.1656203234449505
2.987081442045739	3.126195966815957	1.5642413915770406	1.2678907569377598	2.04696919851366	2.1025072552390967	1.5594677009964935	1.3795743141967598	1.3237325355672598
3.3255219193243257	3.4341335412167564	1.6316008421990023	1.4461376431087065	2.1944333022592266	2.2595913443798197	1.6455031917133485	1.5501476527383569	1.4981426479235318
3.6537747514183554	3.7179870069286878	1.7251460396113396	1.6394382014724134	2.3681862826497753	2.438192005977751	1.754386818084451	1.7318348892192579	1.6856365453458357
3.923276820019147	3.9216394509818264	1.8445314421658625	1.8394095566853186	2.562977432662891	2.631461959020648	1.885337492909292	1.9135543213587232	1.8764819390220207
4.050254220856508	3.956098763794922	1.987453343613443	2.0269691499761424	2.766658152192478	2.824939231578808	2.0351421080608767	2.0726439723949075	2.049806561185525
3.9151438631413717	3.7078010199309577	2.1476644811930825	2.1670573371823303	2.956366093860464	2.993476676297832	2.1961285770305223	2.171067595730378	2.1690624664563543
3.393175727991788	3.081953482407665	2.312448438970252	2.2071015611467066	3.0963520174043273	3.101069200693775	2.3539868071146857	2.1575178286071184	2.1823096948769125
