Values[V]	Values[m]	Values[h]	Values[n]	Values[V_neg]	Values[E]	Values[i_Na]	Values[i_K]	Values[i_L]	Values[V_Na]	Values[V_K]	Values[V_L]	Values[alpha_m]	Values[beta_m]	Values[auxiliary alpha_h]	Values[beta_h]	Values[alpha_n]	Values[beta_n]
-0.0036206707659268774	0.052955086828632564	0.5959941262246421	0.31773239985000884	0.0036206707659268774	-75.00362067076593	1.2213227469356047	-4.404136547851211	3.182813798770222	-115.0	12.0	-10.613	0.2236195362235378	3.9991954874123734	0.06998732879931002	0.04744223283923706	0.05820993477554633	0.1249943428299464
-0.0036206691599275924	0.05295508681808079	0.5959941260497331	0.31773239984292834	0.0036206691599275924	-75.00362066915993	1.221322745864156	-4.404136546869394	3.182813799252022	-115.0	12.0	-10.613	0.22361953619877906	3.99919548776919	0.06998732880493	0.04744223283197932	0.05820993477010599	0.12499434283245565
-0.0036206679649494144	0.05295508681031237	0.5959941258951406	0.31773239983780804	0.0036206679649494144	-75.00362066796495	1.2213227450225557	-4.404136546147062	3.182813799610515	-115.0	12.0	-10.613	0.22361953618035688	3.9991954880346876	0.06998732880911167	0.04744223282657903	0.05820993476605798	0.12499434283432272
-0.003620666930208278	0.05295508680327839	0.5959941257635762	0.3177323998296505	0.003620666930208278	-75.0036206669302	1.2213227442772587	-4.404136545315124	3.1828137999209374	-115.0	12.0	-10.613	0.22361953616440486	3.999195488264584	0.0699873288127326	0.04744223282190289	0.05820993476255278	0.12499434283593944
-0.003620666148373235	0.052955086797528174	0.5959941256531252	0.3177323998176884	0.003620666148373235	-75.00362066614838	1.2213227436613656	-4.404136544365034	3.1828138001554875	-115.0	12.0	-10.613	0.22361953615235172	3.99919548843829	0.06998732881546853	0.04744223281836965	0.058209934759904304	0.124994342837161
-0.0036206656093704676	0.05295508679321254	0.5959941255596238	0.317732399804456	0.0036206656093704676	-75.00362066560938	1.2213227431768865	-4.404136543433607	3.182813800317189	-115.0	12.0	-10.613	0.22361953614404229	3.9991954885580445	0.0699873288173547	0.047442232815933835	0.05820993475807842	0.12499434283800315
-0.0036206653067190875	0.05295508679049626	0.5959941254789876	0.317732399792372	0.0036206653067190875	-75.00362066530671	1.2213227428269193	-4.404136542652573	3.182813800407984	-115.0	12.0	-10.613	0.22361953613937652	3.9991954886252867	0.06998732881841378	0.0474422328145661	0.05820993475705319	0.12499434283847602
-0.003620665361138737	0.05295508679003745	0.5959941254099151	0.31773239977976775	0.003620665361138737	-75.00362066536114	1.221322742653052	-4.404136541973701	3.182813800391658	-115.0	12.0	-10.613	0.22361953614021546	3.999195488613196	0.06998732881822335	0.04744223281481203	0.058209934757237534	0.12499434283839099
-0.003620665832801323	0.05295508679225941	0.5959941253497805	0.31773239976692036	0.003620665832801323	-75.0036206658328	1.2213227426785513	-4.404136541434437	3.1828138002501594	-115.0	12.0	-10.613	0.22361953614748675	3.999195488508403	0.06998732881657282	0.04744223281694355	0.0582099347588353	0.12499434283765405
-0.0036206664458410974	0.05295508679587314	0.5959941252847271	0.31773239975968653	0.0036206664458410974	-75.00362066644584	1.2213227427887658	-4.404136541258284	3.182813800066248	-115.0	12.0	-10.613	0.2236195361569376	3.9991954883721994	0.06998732881442758	0.04744223281971396	0.05820993476091197	0.12499434283669622
-0.003620667267770899	0.052955086800522674	0.5959941252448294	0.31773239974928974	0.003620667267770899	-75.00362066726777	1.2213227430199798	-4.404136540983405	3.182813799819668	-115.0	12.0	-10.613	0.2236195361696088	3.999195488189585	0.06998732881155134	0.047442232823428375	0.05820993476369629	0.12499434283541201
-0.0036206683036834144	0.05295508680694741	0.5959941252019046	0.3177323997434482	0.0036206683036834144	-75.00362066830368	1.2213227433655436	-4.4041365410396	3.1828137995088945	-115.0	12.0	-10.613	0.22361953618557892	3.9991954879594287	0.06998732880792631	0.047442232828109825	0.05820993476720545	0.12499434283379347
-0.003620669553578644	0.05295508681514733	0.5959941251559527	0.31773239974216183	0.003620669553578644	-75.00362066955358	1.2213227438254566	-4.404136541426865	3.182813799133926	-115.0	12.0	-10.613	0.2236195362048478	3.99919548768173	0.06998732880355246	0.04744223283375829	0.058209934771439494	0.1249943428318406
-0.0036206701861772822	0.05295508681913073	0.5959941251175629	0.3177323997388907	0.0036206701861772822	-75.00362067018618	1.2213227440156809	-4.404136541477601	3.1828137989441467	-115.0	12.0	-10.613	0.22361953621460018	3.9991954875411806	0.06998732880133877	0.04744223283661709	0.05820993477358242	0.12499434283085221
