casp8	casp3	Baxm	Bax2	M#	tBid	XIAP	R#	Apop	CytoC	casp6	Bcl-2	Bax4:M	Smac released	L:R	proC3	Bax#	CytoC released	PARP:C3	proC8	Apaf#	Smac	C8:Bid	C3:pC6	M#:CytoC_m	Bax:tBid	Bax4	BAR:C8	Ub C3	Bax2:Bcl2	flip:R#	PARP	Apaf	C8:pC3	Bid	Smac_m	Bax	R#:pC8	Baxm:Bcl2	proC9	Smac:XIAP	proC6	CytoC:Apaf	pC3:Apop	Apop:XIAP	XIAP:C3	Bax4:Bcl2	M	BAR	L	Bcl2c:tBid	M#:Smac_m	R	CytoC_m	C6:pC8	cytosolic Bcl-2	flip	cPARP	Values[pC3 fraction]	Values[C3 fraction]	Values[degraded C3 fraction]	Values[cPARP fraction]	Values[total Caspase 3]	Values[free C3 fraction]
0.0	0.0	0.0	0.0	0.0	0.0	100000.00000000001	0.0	0.0	0.0	0.0	20000.000000000004	0.0	0.0	0.0	10000.000000000002	0.0	0.0	0.0	20000.000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000000.0000000001	100000.00000000001	0.0	40000.00000000001	100000.00000000001	100000.00000000001	0.0	0.0	100000.00000000001	0.0	10000.000000000002	0.0	0.0	0.0	0.0	0.0	500000.00000000006	1000.0000000000001	3000.0000000000005	0.0	0.0	200.0	500000.00000000006	0.0	20000.000000000004	100.0	0.0	1.0	0.0	0.0	0.0	10000.0	0.0
1.651460439268911e-09	4.4002543099733045e-14	4.7390234798419156e-20	1.8057861679570587e-44	7.60136099979737e-99	2.0482171759623088e-13	100000.00000000001	1.1927331104672304e-06	1.882890280658396e-114	2.6534470048026464e-104	8.461029508606673e-18	20000.000000000004	1.80830577976739e-95	3.6535386213981405e-101	0.23972541690118185	10000.000000000002	3.8449360855481286e-17	1.8267693107959415e-100	5.998829182386851e-15	19999.999999992044	7.439261419932476e-110	5.283274965344241e-105	1.1630205827873194e-12	6.00556190548591e-17	2.25401701650575e-99	2.761027415901302e-16	4.919807145687923e-93	3.4217900264301234e-13	1.8859305083045673e-17	4.6356538558551496e-46	3.982038481032367e-11	1000000.0000000001	100000.00000000001	2.9075514569682984e-13	40000.00000000001	100000.00000000001	100000.00000000001	6.311163063505694e-09	1.5988410120379244e-21	100000.00000000001	2.5432391750837506e-107	10000.000000000002	9.057048730749344e-108	4.024460648345839e-121	1.6155915465029184e-117	1.3514659691097182e-15	7.237345514639652e-97	500000.00000000006	999.9999999999998	2999.7602733840154	6.291923636491623e-16	4.508034033011471e-100	199.76027338401465	500000.00000000006	5.831860192666016e-22	20000.000000000004	99.9999999999602	8.452872810209188e-16	1.0	5.141289387028447e-18	1.8859305083045672e-21	8.452872810209188e-22	10000.0	4.400254309973304e-18
2.2286451402579927e-08	1.9239057221434578e-12	1.516013678967652e-17	5.948130580462226e-40	4.891359608399883e-88	1.003357866573398e-11	100000.00000000001	4.7512347749625645e-06	8.782957784588698e-107	4.635573599371478e-96	1.3584362101853387e-15	20000.000000000004	6.516626383163451e-86	1.7927753779548774e-91	0.4789025333718305	9999.999999999993	6.73812178718396e-15	8.963876889777155e-91	4.783729027958391e-13	19999.999999936554	2.1202360382595556e-102	9.268856390769156e-97	2.7599243087191137e-11	4.793481769823868e-15	1.047089105906092e-89	2.4449246588087565e-14	1.3979536306718731e-84	9.429132744678374e-12	3.3021062116898657e-15	2.0487489779421803e-41	3.1724567632746744e-10	1000000.0000000001	100000.00000000001	6.899810771797784e-12	39999.99999999997	100000.00000000001	100000.00000000001	4.112820077072766e-08	9.063744079393155e-19	100000.00000000001	2.466029979567679e-100	10000.000000000002	8.733455179273296e-101	6.138608186325648e-113	2.4723958216832125e-109	1.197336761891926e-13	2.6267185583387428e-87	500000.00000000006	999.9999999999907	2999.521092673948	6.240364411794652e-14	2.094178211812187e-90	199.52109267394792	500000.00000000006	1.6359333723879456e-19	20000.000000000004	99.99999999968274	1.356149648704533e-13	0.9999999999999998	2.5268057828983134e-16	3.3021062116898657e-19	1.3561496487045331e-19	10000.0	1.9239057221434578e-16
9.713344982852908e-08	1.573048717051454e-11	4.2037087122117064e-16	4.971060538133541e-37	3.170186456234974e-81	8.951243100012415e-11	100000.00000000001	1.0658069266386457e-05	2.2967812279875454e-97	7.974998675086759e-87	2.3353193125406385e-14	20000.000000000004	1.589057618377247e-79	2.5618073330337044e-83	0.7175326461886424	9999.999999999938	1.2523895241320402e-13	1.2809036665240856e-82	5.341438549596057e-12	19999.99999978644	5.5471904888454e-93	1.5857882198927936e-87	1.608989149030075e-10	5.3565002382079134e-14	6.920813693173507e-82	2.971279501943257e-13	5.448668536874987e-79	6.287782175899771e-11	6.207339269647815e-14	2.66500154465735e-38	1.0675451572170262e-09	1000000.0000000001	100000.00000000001	4.0224728725751875e-11	39999.99999999975	100000.00000000001	100000.00000000001	1.1617460457367006e-07	3.926690631181729e-17	100000.00000000001	9.919833170161842e-90	10000.000000000002	3.5408669325690604e-90	5.931431497190599e-105	2.3735479429081682e-101	1.476215775031224e-12	6.516254926116427e-81	500000.00000000006	999.9999999999372	2999.2824565785004	8.455606105630076e-13	1.384162738634701e-82	199.28245657849988	500000.00000000006	3.942439682720964e-18	20000.000000000004	99.99999999893247	2.329812830373541e-12	0.9999999999999977	2.2601706497523897e-15	6.207339269647815e-18	2.329812830373541e-18	10000.0	1.5730487170514537e-15
2.686154695889056e-07	6.623911535948287e-11	4.253677267564342e-15	7.012016733115173e-35	1.0860671179146821e-76	4.0499084428921756e-10	100000.00000000001	1.8903383694851745e-05	3.291956562621829e-89	1.375240740591466e-80	1.66636102572575e-13	20000.000000000004	6.560411962696331e-75	4.869384002791859e-78	0.9556170487353393	9999.999999999764	9.54478043085561e-13	2.434692006191074e-77	2.758091274068311e-11	19999.999999494885	3.6648216589158646e-85	2.6974803699526866e-81	5.321374206391376e-10	2.76777371289461e-13	1.7247805729975255e-76	1.6495734879371866e-12	1.3503330515075111e-74	2.359324745697909e-10	4.822612483727033e-13	5.2839135258991605e-36	2.52443004141929e-09	1000000.0000000001	100000.00000000001	1.330343551597844e-10	39999.999999999054	100000.00000000001	100000.00000000001	2.3560605045838487e-07	5.495973920533758e-16	100000.00000000001	5.7061155829520465e-83	10000.000000000002	2.025227155391635e-83	1.0228437879243174e-95	4.127418257296627e-92	8.385223036464482e-12	2.750390256605482e-76	500000.00000000006	999.9999999997641	2999.044363809751	5.216741248015626e-12	3.449561145995052e-77	199.04436380975042	500000.00000000006	3.5199701735231605e-17	20000.0	99.99999999747556	1.6614476976159848e-11	0.9999999999999898	1.0248202850791993e-14	4.822612483727033e-17	1.6614476976159848e-17	9999.999999999998	6.623911535948286e-15
5.816260837770307e-07	1.9460125060666831e-10	2.4067477084355016e-14	2.5650798386850008e-33	-2.300811525167854e-72	1.262640883749063e-09	100000.0	2.948005478086348e-05	3.3934503423514267e-84	4.731811603701548e-76	7.250417778982847e-13	20000.000000000004	1.5121903118048725e-71	-9.240455341115569e-74	1.1931570311626514	9999.999999999352	4.384852223521286e-12	-4.6202276145183e-73	9.350386823075892e-11	19999.99999901525	4.286826848614891e-80	9.4359843174929e-77	1.3007397703364576e-09	9.388602447382547e-13	2.6785244050103447e-72	5.936268132849781e-12	1.1773304856132435e-71	6.472390043638278e-10	2.266620419844333e-12	2.3321942708082176e-34	4.920561364009476e-09	1000000.0	100000.00000000001	3.251849425841144e-10	39999.99999999741	100000.00000000001	100000.00000000001	4.008624599403143e-07	3.947717138710791e-15	100000.00000000001	2.9565873295713653e-79	10000.0	9.074522091709567e-80	8.628043410205469e-90	3.552281032403355e-86	3.10068414501406e-11	6.41408843423243e-73	500000.00000000006	999.9999999993529	2998.806813083	2.0692611926688586e-11	5.357048810020693e-73	198.80681308299947	500000.00000000006	1.791601345959393e-16	19999.999999999985	99.99999999507943	7.225422984174054e-11	0.9999999999999678	3.2005082053230614e-14	2.266620419844333e-16	7.225422984174053e-17	9999.999999999998	1.9460125060666836e-14
1.081886134083228e-06	4.585777855391945e-10	9.593464289802388e-14	4.6913586286251855e-32	-5.7158494125610146e-68	3.1271519107975274e-09	99999.99999999994	4.238199582851494e-05	-3.221537911018407e-80	6.680002296177833e-72	2.3333073649023704e-12	20000.000000000004	6.847324684575619e-69	-3.4381043999338457e-69	1.4301538803608969	9999.999999998538	1.4784394811290437e-11	-1.7190521930832361e-68	2.446558463291203e-10	19999.999998301	5.320360404898526e-76	1.3629329149194294e-72	2.6402694532717163e-09	2.457767516660257e-12	4.793552477686469e-68	1.6349651883854937e-11	1.4972803249806168e-69	1.4607635940148906e-09	7.839974665083437e-12	5.0671660567812994e-33	8.48770924399001e-09	999999.9999999998	100000.00000000001	6.600673633179291e-10	39999.99999999415	100000.00000000001	100000.0	6.123609798091711e-07	1.9203791571616505e-14	100000.00000000001	-2.9029819052925393e-74	9999.999999999998	-1.055565370104661e-74	2.494742762705024e-85	1.0071634486220681e-81	8.796278303156332e-11	2.8845479452351947e-70	500000.00000000006	999.9999999985395	2998.5698031167954	6.247506564510429e-11	9.587104955372934e-69	198.56980311679453	500000.00000000006	6.490342031460166e-16	19999.99999999994	99.99999999151227	2.324256840468985e-10	0.99999999999992	7.936541824165385e-14	7.839974665083439e-16	2.324256840468985e-16	9999.999999999996	4.585777855391946e-14
1.8152647886275048e-06	9.313288531042973e-10	3.011720204773965e-13	5.335956976704026e-31	-1.329994099951515e-63	6.628323631938354e-09	99999.9999999998	5.7603453321979676e-05	-1.9042984327009717e-75	1.5087861374211063e-67	6.123971584555946e-12	20000.000000000004	1.387587613472169e-66	-8.166626210898722e-65	1.6666088799695047	9999.99999999711	4.04091135881903e-11	-4.083313091745135e-64	5.383018350609402e-10	19999.999997305746	1.068250633930535e-71	3.091235476637733e-68	4.730380351539513e-09	5.409952474305357e-12	1.1083561402864601e-63	3.7607988224032507e-11	-2.3728114055520646e-67	2.8862457438905163e-09	2.2012401775212755e-11	6.717049850436948e-32	1.3456824072795409e-08	999999.9999999992	100000.00000000001	1.1825950878848782e-09	39999.99999998844	100000.00000000001	99999.99999999994	8.701992802844456e-07	7.149023341068577e-14	100000.00000000001	-7.938260038180614e-70	9999.99999999999	-2.8734035100083392e-70	3.9315527929075737e-81	1.528152814572555e-77	2.086058501423486e-10	5.6833130861252026e-68	500000.00000000006	999.999999997114	2998.333332632922	1.5670395006603223e-10	2.2167122805729137e-64	198.333332632921	500000.00000000006	1.868897422396321e-15	19999.999999999847	99.99999998654317	6.097921233818097e-10	0.9999999999998294	1.6836464907818918e-13	2.2012401775212758e-15	6.097921233818095e-16	9999.999999999996	9.313288531042977e-14
2.8276058197173673e-06	1.7000812828359597e-09	7.95770343024481e-13	4.613417866524023e-30	-1.0749378518204557e-59	1.2560434302746075e-08	99999.99999999958	7.51388231393511e-05	-1.590719319746413e-71	1.2190113184055966e-63	1.3882118629739416e-11	20000.000000000004	5.379245277874958e-64	-6.602606214518084e-61	1.902523310406974	9999.999999994816	9.493659462385e-11	-3.3013030962427246e-60	1.0465395283869988e-09	19999.99999598319	8.59153190552014e-68	2.4977886853799928e-64	7.752947610386723e-09	1.0521536720113058e-11	8.957801289083947e-60	7.602657021837884e-11	-2.13090704777941e-64	5.1788694939032464e-09	5.3157168434076766e-11	7.234704721354737e-31	2.00580617068683e-08	999999.9999999979	100000.00000000001	1.9382369025966808e-09	39999.99999997926	100000.00000000001	99999.99999999985	1.1743392008675399e-06	2.195845078431481e-13	100000.00000000001	-6.440613256251594e-66	9999.99999999998	-2.3310583184337549e-66	3.0557365817853e-77	1.1783345633526834e-73	4.3475337930052675e-10	2.0837866139571095e-65	500000.00000000006	999.9999999948212	2998.0974003563733	3.4375070974625163e-10	1.7915602578167926e-60	198.09740035637256	500000.00000000006	4.563938526499743e-15	19999.999999999654	99.99999997994193	1.3818525432749754e-09	0.9999999999996755	3.191895727243598e-13	5.315716843407676e-15	1.381852543274975e-15	10000.0	1.7000812828359596e-13
4.1646399917569915e-06	2.865340902698815e-09	1.843796584886149e-12	2.6484590935452e-29	-1.8455442166460754e-57	2.188060266581753e-08	99999.99999999919	9.498255900949765e-05	-2.7363624570293616e-69	2.092911404125128e-61	2.818811179662906e-11	20000.000000000004	1.2515370310716686e-62	-1.1336026715376178e-58	2.1378984488746067	9999.999999991353	1.989685733096153e-10	-5.668013338776565e-58	1.8549174301065725e-09	19999.99999428717	1.474943624991857e-65	4.28844982840958e-62	1.1890545189982996e-08	1.8654488745914467e-11	1.5379530551830877e-57	1.3954311572971442e-10	-5.967667569936951e-63	8.639225891094658e-09	1.1447834335882076e-10	4.838902288248292e-30	2.8520793272458565e-08	999999.9999999957	100000.00000000001	2.972636297495749e-09	39999.99999996541	100000.00000000001	99999.99999999968	1.5246982722824157e-06	5.802581721348913e-13	100000.00000000001	-1.1059471029710296e-63	9999.999999999956	-4.002756733682982e-64	5.235962924478952e-75	2.0174991815017217e-71	8.219897664738503e-10	4.785904151260784e-64	500000.00000000006	999.9999999913608	2997.8620050153477	6.813779439886521e-10	3.0759061103661752e-58	197.86200501534725	500000.00000000006	9.846162810096432e-15	19999.99999999932	99.99999997147918	2.805096075470033e-09	0.9999999999994325	5.560902588025151e-13	1.1447834335882075e-14	2.8050960754700322e-15	10000.0	2.8653409026988146e-13
