casp8	casp3	Baxm	Bax2	M#	tBid	XIAP	R#	Apop	CytoC	casp6	Bcl-2	Bax4:M	Smac released	L:R	proC3	Bax#	CytoC released	PARP:C3	proC8	Apaf#	Smac	C8:Bid	C3:pC6	M#:CytoC_m	Bax:tBid	Bax4	BAR:C8	Ub C3	Bax2:Bcl2	flip:R#	PARP	Apaf	C8:pC3	Bid	Smac_m	Bax	R#:pC8	Baxm:Bcl2	proC9	Smac:XIAP	proC6	CytoC:Apaf	pC3:Apop	Apop:XIAP	XIAP:C3	Bax4:Bcl2	M	BAR	L	Bcl2c:tBid	M#:Smac_m	R	CytoC_m	C6:pC8	cytosolic Bcl-2	flip	cPARP	Values[pC3 fraction]	Values[C3 fraction]	Values[degraded C3 fraction]	Values[cPARP fraction]	Values[total Caspase 3]	Values[free C3 fraction]
5.871970892250602e-06	4.540051861305478e-09	3.8574694722615174e-12	1.2865047895738294e-28	-8.778222901242188e-56	3.5704748543052715e-08	99999.99999999857	0.00011712915605618474	-1.301702682834418e-67	9.954814188249892e-60	5.254510696874192e-11	20000.000000000004	3.3980942867949826e-61	-5.391918203401651e-57	2.372735569381497	9999.99999998637	3.8153009324315413e-10	-2.6959590927056625e-56	3.060831507543052e-09	19999.9999921716	7.015448297072325e-64	2.039777266994051e-60	1.7325946980440512e-08	3.0790526519387855e-11	7.31518424391351e-56	2.3769471381642536e-10	-1.8457566156658017e-61	1.3612902237752362e-08	2.2545287366518386e-10	2.657351871285121e-29	3.907361275396732e-08	999999.9999999921	100000.00000000001	4.331486745110128e-09	39999.99999994548	100000.00000000001	99999.99999999939	1.9211660691958827e-06	1.367482415905138e-12	100000.00000000001	-5.2604252088990734e-62	9999.99999999992	-1.9039065345519643e-62	2.4901300477563192e-73	9.594359816236736e-70	1.4404424579763823e-09	1.286872497918381e-62	500000.00000000006	999.9999999863873	2997.6271453412237	1.2478336511688033e-09	1.4630368487827027e-56	197.6271453412227	500000.00000000006	1.9295128683961354e-14	19999.999999998756	99.99999996092637	5.2276413805426395e-09	0.9999999999990701	9.072116353344299e-13	2.2545287366518385e-14	5.227641380542637e-15	10000.0	4.540051861305477e-13
7.995049960544059e-06	6.850036003867132e-09	7.441780450018414e-12	5.140009143292741e-28	-4.813881442660366e-53	5.5314176491233043e-08	99999.99999999764	0.0001415731338958894	-7.139535010590296e-65	5.459121509890593e-57	9.154590607381398e-11	20000.0	1.289629312324568e-59	-2.9568726252432204e-54	2.6070359425682246	9999.99999997948	6.81889979375012e-10	-1.478436307688737e-53	4.772609515706515e-09	19999.999989590542	3.8472224407806434e-61	1.1185938958371487e-57	2.4241468103086456e-08	4.802201570715249e-11	4.011567779387763e-53	3.8169992258881604e-10	-9.539112329274593e-60	2.049291992193814e-08	4.134971623778366e-10	1.1606261902209489e-28	5.1944295891258334e-08	999999.9999999865	100000.00000000001	6.060367025771614e-09	39999.99999991792	100000.00000000001	99999.99999999894	2.3636218558576296e-06	2.9382742838132328e-12	100000.00000000001	-2.884791413924886e-59	9999.999999999864	-1.0440930135149213e-59	1.3654873101230658e-70	5.260752983424454e-67	2.376259006879447e-09	4.72883389487115e-61	500000.00000000006	999.9999999795073	2997.3928200687324	2.14581840433048e-09	8.023135558775519e-54	197.39282006873165	500000.00000000006	3.5054302710842626e-14	19999.999999997857	99.99999994805569	9.105788305642445e-09	0.999999999998554	1.4046926542160247e-12	4.134971623778366e-14	9.105788305642442e-15	9999.999999999998	6.850036003867133e-13
1.057915129691106e-05	9.933255953214945e-09	1.3434232072300054e-11	1.778099782796518e-27	-1.800570854185506e-50	8.213513005015487e-08	99999.9999999963	0.00016830899072712953	-2.670482497252508e-62	2.0419150548411818e-54	1.509437212758059e-10	19999.999999999996	3.6174841557535746e-58	-1.1059805464059801e-51	2.8408008360558683	9999.99999997024	1.1506566350065186e-09	-5.529902713579075e-51	7.105112264771807e-09	19999.99998649814	1.439007236010779e-58	4.1839584843017265e-55	3.2817797319312185e-08	7.150789010447054e-11	1.5004757084706626e-50	5.84274800533174e-10	-3.0436554461565133e-58	2.9714754342671764e-08	7.153060418302217e-10	4.318580039235754e-28	6.735988912056747e-08	999999.9999999781	100000.00000000001	8.204449329828046e-09	39999.99999988096	100000.00000000001	99999.99999999827	2.8519790279346397e-06	5.852417432190468e-12	100000.00000000001	-1.0790207618689546e-56	9999.99999999978	-3.905301600433233e-57	5.107475486250913e-68	1.9677230488531174e-64	3.730790793032596e-09	1.2861366197213656e-59	500000.00000000006	999.9999999702854	2997.159027935615	3.5044869211281165e-09	3.000951416941326e-51	197.15902793561443	500000.00000000006	5.987978272275852e-14	19999.999999996497	99.9999999326401	1.5011026942211852e-08	0.9999999999978445	2.0840666901123823e-12	7.153060418302217e-14	1.5011026942211845e-14	9999.999999999998	9.933255953214948e-13
1.3669383477248061e-05	1.3939538281437082e-08	2.296307026123431e-11	5.714460167390369e-27	-4.762686016630665e-49	1.1774588860696272e-07	99999.99999999441	0.00019733122904146662	-1.698080225985529e-54	-2.3857461097991933e-50	2.3778600217890714e-10	19999.99999999999	-7.940373512413511e-49	-5.905738119351096e-49	3.0740315142225896	9999.999999958169	1.8516193835709976e-09	-2.952941208745592e-48	1.0180070425726042e-08	19999.99998284866	-4.66463975912755e-52	-3.064825216439008e-51	4.323534487215653e-08	1.0247692529611481e-10	-1.6738388610346494e-49	8.596704084733348e-10	-2.4163458727695836e-49	4.175940155593221e-08	1.178895012947136e-09	1.5185069312481448e-27	8.554665286659697e-08	999999.9999999666	100000.00000000001	1.0808836218039132e-08	39999.999999832675	100000.00000000001	99999.99999999728	3.3861603477167298e-06	1.0962386928189066e-11	100000.00000000001	-1.8309724384120988e-51	9999.999999999663	-5.4937810425414036e-52	-3.906051808459131e-59	-2.8936671438993256e-55	5.6212767876497865e-09	-5.882358697523711e-50	500000.00000000006	999.9999999582409	2996.925767682843	5.483470716788615e-09	-3.347677722069964e-50	196.9257676828413	500000.00000000006	9.722683229057711e-14	19999.999999994518	99.99999991445333	2.3643300324659743e-08	0.9999999999968979	2.9843362420109027e-12	1.178895012947136e-13	2.3643300324659738e-14	9999.999999999998	1.3939538281437083e-12
1.7310760107781826e-05	1.8960786200297462e-08	3.751293538731842e-11	1.7390818996293042e-26	-4.7091756889121713e-48	1.6386736129688863e-07	99999.99999999184	0.0002286344255361444	-2.8771092612753918e-53	-4.0460541090966965e-49	3.6025548183043746e-10	19999.99999999998	-1.3453620078397233e-47	-9.799866228647555e-48	3.306729238269513	9999.99999994274	2.863707387556509e-09	-4.900055359065296e-47	1.4185384266467876e-08	19999.999978596476	-7.903470033216445e-51	-5.200636485572087e-50	5.5675426239663477e-08	1.4281571464497793e-10	-5.636362102525734e-48	1.223600675498383e-09	-4.0940893751874215e-48	5.715227306926716e-08	1.8655765664007274e-09	5.2158907467892966e-27	1.067300705464835e-07	999999.9999999503	100000.00000000001	1.3918856559915869e-08	39999.99999977096	100000.00000000001	99999.99999999587	3.966027766231219e-06	1.9546559636684976e-11	100000.00000000001	-3.1020717618390747e-50	9999.999999999502	-9.30755401241469e-51	-6.618144284211115e-58	-4.902829628360616e-54	8.187429470271357e-09	-9.96666199458728e-49	500000.00000000006	999.9999999428479	2996.6930380545487	8.277006899942633e-09	-1.1272724205052509e-48	196.69303805454706	500000.00000000006	1.5148667289454326e-13	19999.999999991724	99.99999989326992	3.581477697545887e-08	0.9999999999956657	4.147641565168166e-12	1.8655765664007268e-13	3.581477697545886e-14	10000.0	1.896078620029746e-12
2.1548109226889816e-05	2.5143060742610598e-08	5.887183053634199e-11	4.5032451387977075e-26	1.4165076023528267e-46	2.2236958998616644e-07	99999.99999998846	0.00026221313637633917	8.562566076540983e-52	1.2370862814086201e-47	5.280213667851673e-10	19999.99999999997	4.251111427791796e-46	3.0253968550417965e-46	3.538895266212694	9999.999999923377	4.279345036128772e-09	1.5127351233415075e-45	1.9277180199083632e-08	19999.999973696064	2.3751058450296864e-49	1.596453358150243e-48	7.031808341281758e-08	1.9409730193888558e-10	1.8080680610155145e-46	1.6932946987921456e-09	1.301173546487442e-46	7.646348022372089e-08	2.848614225597276e-09	1.4627137747268953e-26	1.3113485599058515e-07	999999.9999999286	100000.00000000001	1.7579520853204398e-08	39999.99999969351	100000.00000000001	99999.99999999396	4.59147718152594e-06	3.321492586423266e-11	100000.00000000001	9.416296226466e-49	9999.999999999281	2.8285626936593888e-49	1.9574828778075149e-56	1.4424704140177545e-52	1.1580391259534706e-08	3.133711336816534e-47	500000.00000000006	999.9999999235367	2996.4608377980403	1.2110490230101814e-08	3.6161361220311005e-47	196.46083779803882	500000.00000000006	2.276636149619152e-13	19999.99999998789	99.99999986886513	5.2485423700849396e-08	0.9999999999940956	5.619472950316781e-12	2.848614225597276e-13	5.248542370084937e-14	10000.0	2.5143060742610597e-12
2.642612539389517e-05	3.270900904052934e-08	8.931997905067037e-11	1.0938357582985964e-25	1.1982460226003616e-45	2.952570983136108e-07	99999.99999998407	0.00029806194846045413	7.271320611156814e-51	1.0484402963953666e-46	7.527023010985302e-10	19999.99999999995	3.59431002005379e-45	2.562009402586153e-45	3.7705308529196633	9999.999999899464	6.210005057903102e-09	1.2810358433232517e-44	2.5553046498810687e-08	19999.999968102013	2.0154763965077347e-48	1.3526164508563917e-47	8.734224569429037e-08	2.5731508270096995e-10	1.5301763723821397e-45	2.2873732216606217e-09	1.0996905804947543e-45	1.0030697113202574e-07	4.219922038010174e-09	3.8193180165403916e-26	1.589849569920195e-07	999999.9999999	100000.00000000001	2.1835561423572596e-08	39999.99999959786	100000.00000000001	99999.99999999139	5.262387038845458e-06	5.430210152667386e-11	100000.00000000001	7.984582690991956e-48	9999.999999998994	2.398286056416583e-48	1.663064769179505e-55	1.2260042817185271e-51	1.595991811195728e-08	2.6504833211561204e-46	500000.00000000006	999.9999998996932	2996.2291656637613	1.725237155276242e-08	3.0603527447643465e-46	196.22916566375983	500000.00000000006	3.3155086594593576e-13	19999.99999998275	99.99999984101503	7.480905975537663e-08	0.9999999999921302	7.447928873399829e-12	4.219922038010175e-13	7.48090597553766e-14	9999.999999999998	3.270900904052934e-12
3.1989343004367376e-05	4.182817115298682e-08	1.3152162536204737e-10	2.4666897793867292e-25	4.342705606113242e-45	3.846763924787511e-07	99999.99999997852	0.00033617545454226957	4.2683135665854458e-50	4.8801396900454925e-46	1.0470933866765793e-09	19999.999999999916	1.1384832375084148e-44	1.0672789945185375e-44	4.001637250088615	9999.99999987034	8.782957484755873e-09	5.336565681273019e-44	3.3172258879564714e-08	19999.999961769023	1.0947958436074336e-47	6.05538931595736e-47	1.0692663941324166e-07	3.3407576518941015e-10	5.625543269389757e-45	3.0259009548153843e-09	3.1951695975529827e-45	1.2934101952881107e-07	6.08566353892184e-09	9.164633817690245e-26	1.905035528637523e-07	999999.9999998632	100000.00000000001	2.673165985331042e-08	39999.99999948136	100000.00000000001	99999.999999988	5.978643285504578e-06	8.567940393112603e-11	100000.00000000001	3.9753437118084327e-47	9999.999999998623	1.1815595579951396e-47	1.022703568079407e-54	7.83151990668016e-51	2.1507211755616962e-08	8.987028534922966e-46	500000.00000000006	999.9999998706593	2995.9980204053113	2.4007230935552547e-08	1.1251086538779714e-45	195.99802040530997	500000.00000000006	4.698813624309879e-13	19999.99999997599	99.99999980949644	1.0405584234661514e-07	0.999999999989707	9.684171755335788e-12	6.085663538921839e-13	1.040558423466151e-13	10000.0	4.182817115298681e-12
3.8282135605556925e-05	5.266522989028921e-08	1.887086917085849e-10	5.23434889534036e-25	1.1838240296867024e-44	4.929030262126984e-07	99999.99999997161	0.00037654824943146473	1.6128240246155073e-49	1.6275174679288854e-45	1.425708217155372e-09	19999.999999999873	2.6515014783948236e-44	3.291001676695482e-44	4.23221570628404	9999.999999835298	1.2146577620318356e-08	1.6455632870880371e-43	4.230659892194148e-08	19999.999954651903	3.986774574156291e-47	1.967913166018464e-46	1.2924894467519117e-07	4.2611094540291374e-10	1.5553051110540995e-44	3.930270502936469e-09	6.534495431753702e-45	1.642674334486057e-07	8.57286993515806e-09	2.0480116545004069e-25	2.2591306317563541e-07	999999.9999998164	100000.00000000001	3.231223616879779e-08	39999.99999934119	100000.00000000001	99999.99999998363	6.740143033885742e-06	1.3116605797848398e-10	100000.00000000001	1.3812166176855384e-46	9999.999999998152	4.0802549892243415e-47	3.9433398840751494e-54	3.067061785408767e-50	2.8419320367099464e-08	2.2793710922036382e-45	500000.00000000006	999.9999998357329	2995.7674007794117	3.272722352392976e-08	3.1106102221082446e-45	195.76740077941037	500000.00000000006	6.50428876238988e-13	19999.99999996727	99.99999977408693	1.4166633275852897e-07	0.999999999986761	1.2381726012473308e-11	8.57286993515806e-13	1.416663327585289e-13	10000.0	5.266522989028921e-12
4.53487301193551e-05	6.539518298483643e-08	2.6465659674010834e-10	1.0731660359934984e-24	2.6065131524547634e-44	6.223429057537452e-07	99999.99999996313	0.0004191749456191929	5.8062817696838485e-49	4.674478271227011e-45	1.9047450730681934e-09	19999.999999999807	4.929514504888091e-44	8.423485907335882e-44	4.462267466932681	9999.999999793585	1.6469422531642822e-08	4.211953484803226e-43	5.312825229140562e-08	19999.99994670556	1.3318576336919364e-46	5.406720232905348e-46	1.5448649106299078e-07	5.351571840282129e-10	3.469308790321515e-44	5.0232051974450465e-09	1.0918556878948713e-44	2.058316317065197e-07	1.1828588722071803e-08	4.430860692188072e-25	2.6543514528070867e-07	999999.999999758	100000.00000000001	3.862162276574769e-08	39999.99999917434	100000.00000000001	99999.99999997807	7.546778952769815e-06	1.955885530102151e-10	100000.00000000001	4.231630016291012e-46	9999.999999997564	1.2364373983980473e-46	1.4819146048435526e-53	1.1983887881507265e-49	3.690692137873593e-08	4.676348313089976e-45	500000.00000000006	999.9999997941685	2995.537305545909	4.381029929312175e-08	6.938617580643091e-45	195.53730554590757	500000.00000000006	8.819153167993777e-13	19999.999999956188	99.99999973456485	1.8924824519678573e-07	0.9999999999832205	1.559655138390062e-11	1.1828588722071804e-12	1.8924824519678566e-13	9999.999999999998	6.539518298483643e-12
