RS	E	D	X	R	E2F	RP	Values[unpho_RB]
1.0	0.6	0.10000000000000002	0.7000000000000001	0.5	0.5	1.0	1.5
1.0688578588020896	0.7555452685385231	0.1598022011783055	0.3962793029545048	0.471940351977805	0.4311421411979104	0.9592017892201055	1.5407982107798945
1.0965184235085814	0.9222628320101257	0.1952362856191011	0.2601221058815523	0.43007965910836	0.40348157649141886	0.9734019173830588	1.5265980826169412
1.0988743018056053	1.0937281623282262	0.20886941853007202	0.20969932165667024	0.38614853497432994	0.40112569819439475	1.0149771632200648	1.4850228367799352
1.0873232013150445	1.2644388736727115	0.20627422130685064	0.20007336387182656	0.3465530254489768	0.4126767986849558	1.066123773235979	1.433876226764021
1.0692738878916754	1.4301421382418091	0.19396909288407196	0.20979285986297352	0.3141943935342541	0.43072611210832484	1.1165317185740709	1.3834682814259294
1.0492837804105895	1.5874443973145034	0.17759828688257362	0.22928889161561605	0.29000106073510706	0.45071621958941055	1.1607151588543034	1.3392848411456966
1.030079813378516	1.73344405324283	0.1610327949686211	0.2544388311001684	0.2738566925095123	0.4699201866214842	1.196063494111972	1.3039365058880281
1.0132982803678834	1.8655189924104583	0.1463566471746676	0.2835656453959916	0.2651279594398409	0.4867017196321166	1.2215737601922758	1.2784262398077242
0.9999545167024119	1.9812242684217285	0.13433899814888206	0.31613427972954394	0.2629853927752111	0.5000454832975881	1.2370600905223772	1.262939909477623
0.9907031974269227	2.078248953434169	0.12499726151832743	0.35220640260276787	0.2666054069699417	0.5092968025730775	1.2426913956031356	1.2573086043968642
0.9859620451535015	2.1544017812329948	0.11803250797263042	0.3922338244872634	0.27529085550265586	0.5140379548464987	1.238747099343843	1.2612529006561572
0.9859633960258315	2.207607208160919	0.11308691751753518	0.43701991501700327	0.2885333018263222	0.5140366039741687	1.2255033021478465	1.2744966978521535
0.9907777022658593	2.2358967200854605	0.10986247320541485	0.4877925523743396	0.30603681122840115	0.509222297734141	1.2031854865057399	1.2968145134942604
1.0003315054543827	2.237378184581062	0.10816035300816258	0.5463974167120594	0.3277207692434337	0.49966849454561735	1.171947725302184	1.3280522746978163
1.0144273723785713	2.210158143504887	0.10788772243493777	0.6156888472870453	0.35371669269965234	0.485572627621429	1.1318559349217767	1.3681440650782233
1.0327664298275088	2.1521713306338213	0.10906058343305756	0.7003274646128153	0.3843726656288896	0.4672335701724915	1.082860904543602	1.417139095456398
1.0549735449423339	2.0608194991637125	0.11182066331730017	0.8085377851106479	0.4202814828914557	0.44502645505766614	1.0247449721662107	1.4752550278337895
1.0806287587949555	1.9321846058590193	0.11648589019298462	0.9564416713645707	0.46235880555888786	0.4193712412050446	0.9570124356461568	1.5429875643538433
1.1093163752913604	1.7591911390206958	0.12367692395791303	1.180477878382628	0.5120200854944581	0.3906836247086399	0.8786635392141818	1.6213364607858183
1.1407206343690115	1.5268457510533058	0.1346464420082424	1.5813129483306263	0.5715221632648865	0.3592793656309888	0.7877572023661022	1.7122427976338979
1.174850879499307	1.1982906760368999	0.15227030115223855	2.5364684396650614	0.6442884732812028	0.32514912050069317	0.6808606472194905	1.8191393527805095
1.2127204097444249	0.6799308449700879	0.1846324781045582	6.276861838170919	0.7322742556946764	0.2872795902555752	0.5550053345608988	1.944994665439101
1.2554563189919876	0.13153833935797454	0.2502809334835202	16.059972204025488	0.8174952674889836	0.2445436810080124	0.42704841351902895	2.072951586480971
1.2834415074573156	0.07832573609370133	0.3360842794636505	10.911479324739265	0.870414681937867	0.21655849254268447	0.34614381060481764	2.1538561893951824
1.2875649571673558	0.11744540268111664	0.4174292922532195	5.790634838216184	0.8953015102135091	0.2124350428326445	0.3171335326191355	2.1828664673808644
1.2761884793639091	0.1870087517783011	0.48596123641281586	2.861911564363456	0.8980139597397692	0.22381152063609092	0.32579756089632184	2.174202439103678
1.2562972040508784	0.28864977002153275	0.533488660224024	1.334837638864578	0.8771258135898939	0.24370279594912161	0.3665769823592278	2.133423017640772
1.2319077353935501	0.4217680545961886	0.5522442112575033	0.6116010156116866	0.8281241425931386	0.2680922646064501	0.43996812201331165	2.060031877986688
1.204958932461136	0.5796536239982496	0.5387173980456519	0.3053054343756956	0.7527822263483024	0.295041067538864	0.5422588411905616	1.9577411588094384
1.1767498449635374	0.7527378999737647	0.4964844903200697	0.1921782090229744	0.6631488482848138	0.32325015503646287	0.6601013067516492	1.839898693248351
1.1487405551961394	0.9323644345207445	0.43533299164522693	0.1609137642778395	0.5733499209059792	0.3512594448038609	0.7779095238978816	1.7220904761021183
1.1223029755384133	1.1121058169205416	0.36737956354666856	0.16287924705842544	0.49275506477899395	0.377697024461587	0.884941959682593	1.615058040317407
1.0982901778727263	1.2874072514239492	0.30295591802876043	0.17848301359366817	0.4256643314233511	0.40170982212727374	0.9760454907039228	1.5239545092960773
1.07696032440239	1.4549070817230882	0.2483394861029094	0.20017605904395191	0.37308544241621816	0.4230396755976103	1.049954233181392	1.450045766818608
1.0582079731887821	1.611940735089041	0.205666646951635	0.22518179126388496	0.33424306287385946	0.4417920268112179	1.1075489639373586	1.3924510360626416
1.0418832118217818	1.756240718670181	0.1741838210722907	0.2526166521043624	0.3075546239542389	0.4581167881782185	1.1505621642239796	1.3494378357760204
1.028012792659623	1.885755420657302	0.15177614222344993	0.2823737065065935	0.2912142832239309	0.47198720734037725	1.1807729241164466	1.3192270758835536
1.0168537258619044	1.9985409425871492	0.13611090664520947	0.3146933597624184	0.2835146287939483	0.48314627413809563	1.1996316453441473	1.3003683546558527
1.0088188910232108	2.0927067957774503	0.12522823250578166	0.35001242068162575	0.2830014425925737	0.49118110897678924	1.2081796663842157	1.2918203336157843
1.004355661834084	2.1664016788187523	0.117708441445243	0.38893796883222237	0.2885304809624563	0.4956443381659162	1.20711385720346	1.2928861427965401
1.003840405062024	2.217822816502799	0.11261822445829438	0.43228954154862764	0.29927176691732743	0.49615959493797607	1.1968878280206487	1.3031121719793513
1.0075148238237261	2.2452306402088977	0.10938796847950549	0.4811966741488964	0.3146887077107934	0.49248517617627385	1.1777964684654805	1.3222035315345195
1.0154627458375376	2.246950726088242	0.10769847963052542	0.5372690814880628	0.3345079277076948	0.48453725416246246	1.1500293264547679	1.3499706735452324
1.027614492961985	2.221343431830029	0.1074028755455855	0.6028952132370812	0.35868956857019135	0.47238550703801524	1.113695938467824	1.3863040615321762
1.0437655885873458	2.166713329943678	0.10848491844521195	0.6818001569051021	0.38740501062271315	0.4562344114126542	1.0688294007899413	1.431170599210059
1.0636011131692527	2.0811064272545754	0.11104968770839022	0.7801762856575435	0.4210287198789773	0.43639888683074757	1.0153701669517703	1.4846298330482297
1.0867228169398286	1.9618828359376965	0.11534806783936578	0.9092044191596725	0.4601536108590327	0.41327718306017164	0.9531235722011389	1.5468764277988611
1.1126821174785326	1.8048020806437874	0.12185219355414724	1.0913668694841883	0.5056447228581132	0.3873178825214676	0.8816731596633545	1.6183268403366458
1.1410294598613109	1.6019705671064348	0.13143793226925077	1.3787522920088535	0.5587429602744635	0.35897054013868934	0.800227579864226	1.699772420135774
1.1714031568245524	1.337040523952969	0.14584567788400177	1.9172958173273749	0.621134696572394	0.32859684317544785	0.7074621466030541	1.792537853396946
1.2037083150456072	0.9754416578238937	0.16896518315282555	3.2288798062651494	0.6942135334562195	0.2962916849543929	0.6020781514981736	1.8979218485018265
1.2382997933555402	0.4873810374646222	0.2100445684133472	7.204676352214056	0.7737322983158351	0.26170020664446003	0.487967908328625	2.012032091671375
1.2713016615696855	0.15579437704716778	0.2787527474651873	10.311266665343759	0.8397498112708403	0.22869833843031454	0.38894852715947437	2.1110514728405256
