Acetate	Glucose	Pyruvate	Acetaldehyde	EtOH	BM	Values[X_a]	Values[X_AcDH]	BM(active)	BM(AcDH)	Values[qO2]	Values[qCO2]
0.0	15.000000000000002	0.0	0.0	0.0	0.002	0.1	0.0075	0.00020000000000000004	1.5000000000000002e-05	1.3098098788188388	0.34691705676187584
5.343043685792253e-14	14.999271075477326	0.0003994848931349798	7.308717999312106e-12	2.624321469345985e-14	0.0020145207049631466	0.14576392129118332	0.007063225036787954	0.00029364443747770724	1.4229013080423418e-05	2.6938886838410387	1.4475630193784181
9.250940402886932e-12	14.99827022026712	0.0009402876583640759	5.457348740413394e-10	4.836699095034833e-12	0.002123572946269047	0.2030235248185636	0.006582496573513755	0.000431135264760884	1.3978411642422508e-05	3.782966547105291	2.0532632915227245
3.1451510957720545e-10	14.996863510798818	0.0016991099787801009	1.0658990076027285e-08	1.7657246439152665e-10	0.0023630695929006285	0.2678729037456154	0.006090462249986777	0.0006330023136032605	1.43921861496529e-05	5.0053099180755805	2.7261910974159678
5.7484018155397e-09	14.994854946031491	0.0027817651785448897	1.2514497370792802e-07	3.479015145332466e-09	0.0027865331773754285	0.33352838556108055	0.005631735240782134	0.0009293879119624147	1.569301709463381e-05	6.240733782899844	3.407004084690224
7.744073024311714e-08	14.991957305696193	0.004341401800268273	1.1405799370760618e-06	5.045061675242429e-08	0.0034732654687911644	0.3928716677660418	0.005245163518180386	0.001364547597318188	1.8217845325859114e-05	7.3571694138231605	4.0356194941999535
8.713502842109096e-07	14.987749187270536	0.006591576531058386	8.958665518798075e-06	6.135006194254458e-07	0.004540349170519768	0.4412562578067603	0.004949011626593628	0.002003457484119582	2.2470240833697074e-05	8.268536836015821	4.626698805283634
8.073500587761722e-06	14.98161009662086	0.009771535121797922	6.282847296824268e-05	6.6024242409659466e-06	0.006160272318624317	0.477495948332196	0.004739629154666423	0.002941505072766094	2.9197406282036336e-05	8.952994513106363	5.456641988034122
4.851405240261996e-05	14.972609588944065	0.01383873833580967	0.00037790718477540084	6.218230956925713e-05	0.008586764984512685	0.5029343482078392	0.004600468957770745	0.004318579050699784	3.9503145758923395e-05	9.376558867724027	7.4255404540501235
0.00015661556704270297	14.959263313780964	0.01774434250157592	0.0016169510084130976	0.0004497025110037056	0.012192244395797865	0.5198810563139233	0.004512016751496943	0.006338516895324906	5.5011610952184675e-05	9.323223138983106	11.01368876910026
0.00033707018273425245	14.939081273792333	0.020240027962929032	0.0042825677968987425	0.002119483081190432	0.017520355019238855	0.5305132333107435	0.004457494167969108	0.009294780190008518	7.80968803190055e-05	8.754104684681321	14.250983432820176
0.0006005789431038968	14.908179305852288	0.02163685843947094	0.007903366666806029	0.006729869533851632	0.02536185009902425	0.5368454131209907	0.004424554462771664	0.013615392893923313	0.00011221488703978371	8.02535063382347	16.324534115577684
0.0009765522293905856	14.860873361961621	0.02261661173316091	0.011952410266318879	0.01640873554701912	0.03687221290137864	0.5405865336310173	0.004404930122001086	0.019932621759661158	0.00016241952127411983	7.396393094748106	17.83495683506738
0.00151155340711396	14.788756856158432	0.023430698137606745	0.01633215319619277	0.03399424813922543	0.053744319064565255	0.5428174402683165	0.004393407581836841	0.029173353703590994	0.0002361206988589193	6.938963566816141	19.094157187904543
0.0022722619526035414	14.679115243406082	0.024174292044408185	0.02129101740084295	0.06357803599374644	0.07845719177351845	0.544157096950508	0.004386818914675046	0.04269303771036708	0.00034417749286435814	6.658574885993984	20.236427172179535
0.0033517576964122147	14.512271435867273	0.02493987448196711	0.027527610718329248	0.1113598442601281	0.11463924753352385	0.5449640676323997	0.0043833015858482155	0.0624742706461867	0.0005024983955141412	6.541231395726823	21.397601197954277
0.0048789207796811245	14.256878224164875	0.025844579185957853	0.03651297443858973	0.1872374067610866	0.16759996251236103	0.5454499775075967	0.004381823628283577	0.0914173957826414	0.0007343934758361054	6.57054840855776	22.742541635784377
0.007032265538368832	13.861597773867611	0.02702573487701056	0.05112685817244642	0.30769978533717285	0.24510761902560774	0.5457409179314237	0.004381914353323906	0.13376525699902087	0.0010740405939173585	6.7396198119374695	24.44275465925451
0.010060882184689899	13.241695971893499	0.028593324335968465	0.07681738262407037	0.5004315736088242	0.35852629427441957	0.5459119421398848	0.004383560262088693	0.19572378561556422	0.0015716216164952624	7.0490427721314495	26.5849577854286
0.014316886429223234	12.262233582666418	0.030506307601341112	0.1229485428687639	0.8098988018227254	0.5244763643127484	0.5460066910913213	0.004387274510893681	0.28636760423401014	0.0023010217847155095	7.4844979924448	29.01370343255912
0.02030635778051561	10.724971994502777	0.03245093999225237	0.20266297439985462	1.3015106313132057	0.7672543210955378	0.5460478145126086	0.0043944703351305155	0.4189575452095737	0.0033716763535550443	8.019363834188258	31.33283862822966
0.02876993647585262	8.360241207564576	0.03390650306510849	0.32982607964311195	2.0639888942645688	1.122337359762767	0.5460389944017362	0.004408843693678908	0.612839963304361	0.004948209990770312	8.696503890466719	33.2330806255402
0.04081393091563937	4.81986935660889	0.03410410690392683	0.5095865554269036	3.212130519537524	1.641314773757307	0.5459415900957006	0.004444022229851646	0.8960619974326294	0.007294039340761398	9.737031376346172	34.61842509945957
0.056837421186324406	0.012258704460618039	0.020821621387850504	0.5928263358606958	4.848868182120727	2.3866139227687646	0.5436441353429163	0.005006958990063268	1.2974686624409908	0.011949678036417227	4.753764682887654	21.184514444731683
0.04242299846462831	0.011759410532185037	0.005887208468791508	0.05313885905971565	4.896291176567336	2.6794478705653737	0.47872936330435395	0.016372775139121123	1.2827303730829682	0.04386999748176378	10.354521268758496	9.932024241128303
0.08412656577270806	0.011704817561915461	0.00027746358444525633	0.041774912425255065	4.314273304824077	3.0430989933246813	0.4387682616263838	0.023042839499103938	1.335215255258069	0.07012164168306538	9.716119611660753	8.912100873031559
