V_membrane	n	jm	ca_er_ca_equations	Ca_i	Values[i_K]	Values[n_infinity]	Values[tau_n]	Values[i_K_ATP]	Values[i_Ca_f]	Values[m_f_infinity]	Values[i_Ca_s]	Values[m_s_infinity]	Values[j]	Values[jm_infinity]	Values[tau_j]	Values[i_Ca]	Values[i_K_Ca]	Values[i_CRAC]	Values[r_infinity]	Values[i_leak]	Values[J_er_p]	Values[a_infinity]	Values[b_infinity]	Values[h_infinity]	Values[O]	Values[J_er_tot]	Values[J_er_IP3]	Values[J_er_leak]	Values[J_mem_tot]
-61.21324540417551	0.0004626924137039114	0.24970808291609373	8.999635417541763	0.11148459924600666	15.855702301007296	0.0004516245820387563	9.085894732549267	1318.0131893736745	-534.0900279762434	0.004090051057875822	-663.617113741075	0.010757625281962852	0.7502919170839063	0.0161966324196835	7811.5571608647315	-1197.7071417173183	3.6068003015794745	-11.355925787431195	0.0024735225657891314	-0.0	0.1329947967822683	0.527152329973322	0.0	0.7820372315992521	0.0	0.044768219583646796	0.0	0.1777630163659151	-3.4837922870461e-05
-61.23405246030404	0.00046050446757172535	0.2496781202541612	8.999599665627574	0.11162842252584378	15.743356217664527	0.00045006183515067645	9.08590893791848	1314.8921309543948	-532.6851468008101	0.0040787660774488955	-662.3644896515323	0.010735505149037268	0.7503218797458389	0.01603169114695957	7779.863857188336	-1195.0496364523424	3.621521428861753	-11.36019092835712	0.0024736107817833436	-0.0	0.1331476701233581	0.5274736785991582	0.0	0.7818173940088227	0.0	0.04461175473867654	0.0	0.17775942486203464	-3.5034455381254654e-05
-61.254767725039656	0.00045843286870226045	0.24964801861707883	8.99956403843342	0.11177142628358032	15.63549748518291	0.00044851135182622453	9.085923031811898	1311.7848412440526	-531.2901090643488	0.00406756168606857	-661.1199371066806	0.010713527294508385	0.7503519813829211	0.015869119240256913	7748.4578687055555	-1192.4100461710295	3.636156837974899	-11.364437915340462	0.0024736986931592855	-0.0	0.13329943448526013	0.5277927633821036	0.0	0.781598931586997	0.0	0.04445641775773665	0.0	0.17775585224299678	-3.52297680331172e-05
-61.275391193078086	0.0004564584337655768	0.24961777831145615	8.999528535061183	0.11191361622590326	15.531442957777244	0.0004469730429309001	9.085937015039757	1308.691321038287	-529.9048574808998	0.004056437395157132	-659.8834201213905	0.010691691043443	0.7503822216885438	0.015708879271118414	7717.336725472551	-1189.7882776022902	3.650706705649559	-11.368666754196845	0.002473786302100583	-0.0	0.1334501001693209	0.5281096053148447	0.0	0.7813818334214485	0.0	0.04430219820738468	0.0	0.1777522983767056	-3.542386818501767e-05
-61.29592277416241	0.0004545654977619072	0.24958739964883797	8.999493154621057	0.11205499801087838	15.430635467211687	0.0004454468264932731	9.085950888347176	1305.611583875639	-528.5293409289966	0.004045392765973399	-658.6549081625918	0.010669995815662284	0.7504126003511621	0.015550935111792175	7686.498106550449	-1187.1842490915883	3.665171257867015	-11.37287743491333	0.0024738736107707856	-0.0	0.13359967736003137	0.5284242251396026	0.0	0.7811660887088971	0.0	0.04414908577217222	0.0	0.17774876313220359	-3.561676274288128e-05
-61.31636231174305	0.00045274126700732494	0.2495568829462282	8.999457896231437	0.11219557724882429	15.332620403934637	0.0004439326262096034	9.085964652427755	1302.5456532385426	-527.163513129657	0.004034427398965379	-657.4343749623055	0.010648441105154558	0.7504431170537719	0.015395251750045857	7655.939809159643	-1184.5978880919624	3.679550762921988	-11.377069935108821	0.002473960621313621	-0.0	0.13374817612694254	0.5287366433526641	0.0	0.7809516867532034	0.0	0.043997070252709714	0.0	0.17774524637965225	-3.580845825069992e-05
-61.336709598153384	0.00045097529113271684	0.2495262285265018	8.999422759018833	0.11233535950309666	15.237026653446206	0.00044243037023592374	9.085978307934557	1299.4935602769935	-525.8073315769932	0.004023540925159583	-656.2217975561421	0.01062702646340408	0.7504737714734981	0.015241795140017889	7625.659723843564	-1182.0291291331353	3.6938455256614966	-11.381244222848505	0.0024740473358532103	-0.0	0.1338956064264682	0.5290468802086559	0.0	0.7807386169636069	0.0	0.043846141563846475	0.0	0.17774174799031467	-3.599896096433547e-05
-61.35696438695158	0.0004492590320795641	0.24949543671872562	8.999387742117774	0.11247435029079897	15.143551073614615	0.00044093999021289866	9.085991855488965	1296.455341957264	-524.4607566735988	0.004012732999200982	-655.0171555047298	0.01060575148589632	0.7505045632812744	0.01509053208201594	7595.655814491492	-1179.4779121783286	3.7080558826879284	-11.385400258933037	0.002474133756494273	-0.0	0.1340419781035928	0.5293549557245996	0.0	0.7805268688530921	0.0	0.04369628973294665	0.0	0.17773826783653945	-3.618827691128698e-05
-61.3771264029504	0.00044758551237978857	0.2494645078584041	8.999352844670728	0.11261255508343257	15.05194585877423	0.00043946142047975435	9.086005295687839	1293.4310395574407	-523.1237510324532	0.00400200329373496	-653.8204302640594	0.010584615801208539	0.7505354921415959	0.01494143012563054	7565.926102301178	-1176.9441812965126	3.722182198356002	-11.389537998759248	0.00247421988532235	-0.0	0.1341873008934995	0.52966088968378	0.0	0.7803164320368552	0.0	0.04354750489824641	0.0	0.17773480579174591	-3.637641193903759e-05
-61.39719535036544	0.0004459490280864288	0.24943344228766387	8.999318065828009	0.11274997930749672	14.962008252055568	0.00043799459744136025	9.086018629109258	1290.4206974451836	-521.7962789138693	0.003991351494877412	-652.6316046767022	0.01056361906219833	0.7505665577123362	0.014794457491580926	7536.468652927536	-1174.4278835905716	3.73622486142125	-11.393657393832099	0.0024743057244040233	-0.0	0.13433158442312992	0.5299647016394502	0.0	0.7801072962308587	0.0	0.04339977730728031	0.0	0.17773136173041024	-3.6563371754135805e-05
-61.417170919429694	0.00044434491449800917	0.24940224035538777	8.999283404747679	0.11288662834504744	14.873572170432464	0.00043653945905957356	9.086031856317147	1287.424362085547	-520.4783057721315	0.003980777298568544	-651.4506625613233	0.010542760938897878	0.7505977596446123	0.01464958300862329	7507.281566211301	-1171.9289683334548	3.7501842822245837	-11.397758392992282	0.0024743912757871286	-0.0	0.13447483821268616	0.5302664109183991	0.0	0.7798994512504579	0.0	0.043253097315366446	0.0	0.1777279355280526	-3.674916195374551e-05
-61.43705279175919	0.0004427693549476767	0.24937090241730744	8.999248860595488	0.11302250753422179	14.786501386190784	0.0004350959444452559	9.086044977864992	1284.442081236121	-519.1697978911214	0.003970280407643412	-650.2775883820146	0.010522041112792967	0.7506290975826926	0.014506776062561455	7478.362967993841	-1169.447386273136	3.7640608903171855	-11.401840943412093	0.002474476541500912	-0.0	0.13461707167708165	0.5305660366243922	0.0	0.7796928870090901	0.0	0.04310745538414365	0.0	0.1777245270612253	-3.693378805108324e-05
-61.456840644701714	0.0004412192247243257	0.24933942883606205	8.999214432544765	0.11315762216973375	14.700683975020224	0.0004336639935318764	9.086057994298796	1281.4739032947439	-517.8707220921443	0.003959860529483917	-649.1123669824693	0.010501459272226624	0.750660571163938	0.014366006554970778	7449.711003618831	-1166.9830890746136	3.777855132447601	-11.405904991403219	0.0024745615235562965	-0.0	0.1347582941273489	0.5308635976415061	0.0	0.7794875935170162	0.0	0.04296284208015172	0.0	0.17772113620750063	-3.7117255495892317e-05
-61.47653415485321	0.0004396919637814038	0.24930781998122892	8.99918011977635	0.11329197750334595	14.616027799137635	0.0004322435468154626	9.086070906159447	1278.5198767720192	-516.5810455005634	0.003949517374144246	-647.954983373038	0.010481015108719708	0.7506921800187711	0.014227244869748468	7421.323832802224	-1164.5360288736015	3.7915674708482197	-11.409950483069863	0.0024746462239460553	-0.0	0.134898514772008	0.5311591126373645	0.0	0.7792835608801086	0.0	0.042819248073452026	0.0	0.17771776284546004	-3.729956969087135e-05
-61.49613300090178	0.0004381854727504535	0.24927607622933098	8.999145921478496	0.11342557874432126	14.532456826706653	0.000430834545147919	9.086083713984605	1275.5800498647332	-515.3007353597939	0.003939250652857539	-646.8054225604121	0.01046070831403042	0.7507239237706691	0.014090461845900126	7393.19962560014	-1162.106157920206	3.8051983817660444	-11.413977364837248	0.0024747306446450054	-0.0	0.13503774271840124	0.5314526000662854	0.0	0.7790807792986769	0.0	0.04267666413628224	0.0	0.17771440685468348	-3.748073600484305e-05
-61.51563686591855	0.0004366980281401769	0.2492441979638254	8.999111836846813	0.11355843105985729	14.44990813764647	0.00042943692957391106	9.086096418310172	1272.6544701122184	-514.0297588840308	0.003929060076854249	-645.6636694122344	0.010440538577819118	0.7507558020361746	0.013955628755361604	7365.336559270071	-1159.6934282962652	3.818748354196829	-11.417985583877588	0.002474814787610202	-0.0	0.13517598697399671	0.5317440781723505	0.0	0.7788792390663302	0.0	0.04253508114174237	0.0	0.17771106811573908	-3.766075978325382e-05
-61.53504543920018	0.00043522821311476316	0.24921218557507635	8.999077865084159	0.11369053957550634	14.36832948561883	0.0004280506412028518	9.086109019671465	1269.7431841199736	-512.7680831422338	0.003918945356431965	-644.5297085499283	0.010420505585801949	0.7507878144249237	0.013822717284835195	7337.732815849528	-1157.297791692162	3.832217888785958	-11.421975088452966	0.0024748986547811404	-0.0	0.13531325644766445	0.5320335649924008	0.0	0.7786789305688679	0.0	0.04239449006250859	0.0	0.17770774651017304	-3.783964635651816e-05
-61.55435841774541	0.00043377486099299126	0.24918003946031467	8.999044005400584	0.11382190937558276	14.287677313022542	0.0004266756211093294	9.086121518604116	1266.8462373381892	-511.5156749674852	0.0039089062002293	-643.4035242644713	0.01040060901830187	0.7508199605396854	0.013691699520844591	7310.386580313614	-1154.9191992319566	3.8456074968672294	-11.425945828190262	0.002474982248079944	-0.0	0.13544955995092667	0.5323210783589634	0.0	0.7784798442831997	0.0	0.04225488196957333	0.0	0.1777044419205	-3.8017401046611256e-05
-61.57357550743242	0.00043233700916209706	0.24914776002358685	8.999010257013234	0.11395254550355943	14.20791513588294	0.00042531181025657954	9.086133915644767	1263.9636738851366	-510.2725008869536	0.003898942314665444	-642.2851004508424	0.010380848549122875	0.7508522399764131	0.013562547937362113	7283.296039199619	-1152.5576013377959	3.858917699616046	-11.429897754300606	0.0024750655694115464	-0.0	0.1355849061991851	0.5326066359031174	0.0	0.7782819707762879	0.0	0.042116248031008385	0.0	0.17770115423019348	-3.819402917223731e-05
-61.59269642395329	0.0004309138614492991	0.24911534767569513	8.998976619146289	0.11408245296245494	14.129012228490085	0.0004239591494385132	9.086146211331602	1261.0955364070073	-509.0385270684861	0.0038890534035133603	-641.1744205575602	0.01036122384468541	0.7508846523243049	0.013435235385483302	7256.45937960565	-1150.2129476260463	3.872149027296867	-11.433830819753807	0.0024751486206638857	-0.0	0.13571930381292585	0.5328902550572995	0.0	0.7780853007041135	0.0	0.04197857951075082	0.0	0.17769788332367667	-3.836953605284697e-05
-61.61172089354928	0.00042950475742745776	0.24908280283412956	8.998943091030878	0.11421163671521212	14.050942553114716	0.0004226175792367828	9.086158406204737	1258.2418659676075	-507.81371928071513	0.003879239167581541	-640.0714675485203	0.010341734563374443	0.7509171971658705	0.013309735084737762	7229.87478849055	-1147.8851868292354	3.885302018589384	-11.437744979415768	0.002475231403708077	-0.0	0.1358527613189046	0.5331719530580545	0.0	0.7778898248106618	0.0	0.04184186776740867	0.0	0.17769462908631328	-3.854392701171795e-05
-61.63064865358424	0.0004281091473664182	0.2490501259229946	8.998909671905	0.11434010168506953	13.973683888803752	0.00042128703998995244	9.086170500806492	1255.4027019623654	-506.5980428640672	0.0038694993044833146	-638.9762238747828	0.010322380355059578	0.7509498740770054	0.013186020615696292	7203.540452214475	-1145.57426673885	3.898377219980004	-11.441640190155912	0.0024753139203985983	-0.0	0.135985287151312	0.5334517469487335	0.0	0.7776955339269269	0.0	0.04170610425308663	0.0	0.17769139140439863	-3.871720737827836e-05
-61.64947945298544	0.0004267265717907639	0.2490173173729298	8.998876361013467	0.11446785275592591	13.897217122213858	0.000419967471772412	9.086182495681589	1252.5780820521852	-505.3914627105959	0.003859833508476946	-637.8886714544295	0.010303160860754522	0.7509826826270702	0.01306406591360687	7177.454556271636	-1143.2801341650254	3.9113751852078416	-11.44551641093003	0.0024753961725734724	-0.0	0.13611688965292068	0.5337296535821408	0.0	0.7775024189699336	0.0	0.04157128051223016	0.0	0.17768817016515084	-3.8889382489815685e-05
-61.66821305257634	0.0004253566448055032	0.24898437762102643	8.998843157607809	0.11459489477269888	13.821525670642622	0.0004186588143811455	9.086194391377276	1249.7680421135499	-504.1939432509367	0.003850241470362873	-636.8087916589667	0.010284075712389568	0.7510156223789736	0.01294384526284309	7151.615285176145	-1141.0027349099034	3.9242964747565683	-11.449373602843039	0.002475478162054449	-0.0	0.13624757707621532	0.5340056896231337	0.0	0.7773104709417755	0.0	0.04143738818048684	0.0	0.17768496525670216	-3.906045769268901e-05
-61.68684922532102	0.00042399904048754836	0.24895130711074034	8.99881006094621	0.11472123254167788	13.746595012379618	0.0004173610073287741	9.08620618844338	1246.9726162018483	-503.0054484469956	0.003840722877426874	-635.7365653050057	0.0102651245326751	0.7510486928892597	0.012825333291991314	7126.020822468729	-1138.7420137520012	3.93714165538457	-11.453211729195257	0.0024755598906471585	-0.0	0.13637735758450534	0.5342798715511761	0.0	0.7771196809286691	0.0	0.04130441898358528	0.0	0.17768177656809062	-3.923043834313983e-05
-61.70538775649626	0.00042265348178555144	0.24891810629180144	8.998777070293448	0.11484687083087217	13.672412304633903	0.0004160739898416374	9.086217887432339	1244.1918365255624	-501.8259417892555	0.003831277413420214	-634.6719726502372	0.010246306935039064	0.7510818937081986	0.012708504969439316	7100.669350818944	-1136.4979144394927	3.9499112996877455	-11.457030755515394	0.002475641360141298	-0.0	0.1365062392530216	0.5345522156628467	0.0	0.7769300401000213	0.0	0.04117236473622987	0.0	0.17767860398925148	-3.939932980777802e-05
-61.7238284438046	0.00042131973146553844	0.24888477562012098	8.998744184920804	0.11497181437035413	13.598966072713996	0.00041479770086188194	9.086229488899166	1241.4257334293102	-500.6553862977892	0.0038219047585694335	-633.6149933928449	0.010227622523623643	0.7511152243798791	0.012593335599353606	7075.559052201774	-1134.2703796906342	3.962605985689859	-11.460830649582508	0.002475722572310805	-0.0	0.13663423006999778	0.5348227380743054	0.0	0.7767415397075121	0.0	0.04104121734101121	0.0	0.177675447411009	-3.9567137463806725e-05
-61.74217109743909	0.0004199975847201031	0.2488513155576959	8.998711404106011	0.11509606785259793	13.526245957019034	0.0004135320790527256	9.086240993401411	1238.6743353841375	-499.4937445262287	0.003812604589609749	-632.5656066737043	0.010209070893329777	0.7511486844423041	0.012479800817958409	7050.688108131831	-1132.059351199933	3.975226296456532	-11.464611381438976	0.002475803528914022	-0.0	0.13676133793773562	0.5350914547237169	0.0	0.7765541710841903	0.0	0.04091096878733261	0.0	0.17767230672506823	-3.973386669903697e-05
-61.76041554010834	0.0004186868631438282	0.24881772657251208	8.998678727133168	0.11521963593281417	13.454242507370623	0.0004122770628062293	9.086252401499092	1235.937668983749	-498.34097856809467	0.0038033765798372735	-631.5237910808111	0.010190651629899943	0.751182273427488	0.01236787659004468	7026.054699941461	-1129.8647696489056	3.987772819729523	-11.468372923396045	0.002475884231693848	-0.0	0.13688757067365645	0.5353583813736338	0.0	0.7763679256435811	0.0	0.040781611150350644	0.0	0.1776691818240071	-3.98995229117339e-05
-61.77856160702889	0.0004173874098270791	0.2487840091384452	8.998646153292682	0.11534252322928047	13.382947015990949	0.0004110325902530577	9.086263713754601	1233.2157589456663	-497.19705006502204	0.0037942203991763236	-630.4895246555235	0.010172364310031975	0.7512159908615548	0.01225753920565642	7001.6570090924	-1127.6865747205457	4.0002461475788635	-11.472115250033491	0.0024759646823779386	-0.0	0.1370129360113375	0.5356235336133424	0.0	0.7761827948788081	0.0	0.040653136589930555	0.0	0.17766607260126804	-4.006411151032624e-05
-61.79660914589107	0.00041609908534932176	0.2487501637351606	8.998613681881205	0.11546473432366819	13.312351381515098	0.0004097985992737414	9.0862749307326	1230.5086281163399	-496.06192021643886	0.003785135714258271	-629.4627849002145	0.010154208501516963	0.7512498362648394	0.012148765276905449	6977.493217511106	-1125.5247051166534	4.012646876070242	-11.475838338194015	0.0024760448826788217	-0.0	0.1371374416015343	0.5358869268611662	0.0	0.7759987703617255	0.0	0.04052553734961645	0.0	0.17766297895115074	-4.0227637913010046e-05
-61.81455801680333	0.00041482176450206685	0.24871619084801175	8.998581312201551	0.11558627376136575	13.242447998125874	0.0004085750275110862	9.086286052999926	1227.8162974795014	-494.9355497903832	0.0037761221885093863	-628.4435487870442	0.01013618376339621	0.7512838091519882	0.012041531734879207	6953.56150794074	-1123.3790985774274	4.024975604945939	-11.479542166973983	0.0024761248342940936	-0.0	0.13726109501318925	0.5361485763667364	0.0	0.7758158437420626	0.0	0.04039880575561447	0.0	0.17765990076880372	-4.039010754726822e-05
-61.832408092218	0.00041355533363522206	0.24868209096793784	8.99854904356265	0.11570714605179808	13.173229666034592	0.0004073618123834954	9.086297081125434	1225.1387861673006	-493.8178991352403	0.0037671794822459505	-627.4317927676566	0.010118289646133862	0.7513179090320622	0.011935815826621066	6929.860064305097	-1121.2496919028968	4.0372329373180715	-11.483226717710474	0.0024762045389065614	-0.0	0.13738390373442688	0.5364084972132223	0.0	0.7756340067465803	0.0	0.04027293421579012	0.0	0.177656837950217	-4.055152584932117e-05
-61.850159256842495	0.0004122996884869861	0.24864786459136035	8.998516875279464	0.11582735566874289	13.104689518527318	0.00040615889109891584	9.08630801567991	1222.4761114736268	-492.70892819214504	0.0037583072527745676	-626.4274927835654	0.01010052569180115	0.7513521354086397	0.01183159511215437	6906.387072078817	-1119.1364209757105	4.049419479372689	-11.486891973965703	0.0024762839981844038	-0.0	0.13750587517353505	0.5366667043195281	0.0	0.775453251178238	0.0	0.04014791521867936	0.0	0.1776537903922144	-4.071189826352614e-05
-61.86781140753836	0.00041105473241457414	0.2486135122200789	8.998484806672938	0.11594690705064362	13.03682096269478	0.00040496620066922775	9.086318857235918	1219.8282888692468	-491.60859650788035	0.003749505154496333	-625.4306242770734	0.010082891434269556	0.7513864877799211	0.011728847461535907	6883.140718660403	-1117.0392207849538	4.061535840083707	-11.490537921509146	0.002476363213781325	-0.0	0.137627016659934	0.5369232124424541	0.0	0.7752735689153717	0.0	0.04002374133251191	0.0	0.1776507579924459	-4.087123024173724e-05
-61.885364453210016	0.0004098203749613567	0.2485790343611666	8.99845283706993	0.11606580460091909	12.969617631594888	0.000403783677924954	9.086329606367663	1217.1953320184987	-490.5168632481584	0.0037407728390139506	-624.4411622026221	0.010065386399411128	0.7514209656388334	0.01162755105192903	6860.119193745552	-1114.9580254507805	4.073582630936034	-11.494164548297753	0.0024764421873367075	-0.0	0.13774733544513199	0.5371780361788233	0.0	0.775094951910882	0.0	0.039900405204248174	0.0	0.17764774064938016	-4.102952724263372e-05
-61.90281831468545	0.0004085965306812838	0.2485444315268646	8.998420965803149	0.11618405268827002	12.903073345170684	0.0004026112595301201	9.086340263650872	1214.577252797184	-489.4336872111284	0.003732109955240545	-623.4590810384257	0.010048010105303436	0.7514555684731354	0.011527684364681656	6837.320689697683	-1112.8927682495541	4.0855604656569335	-11.497771844454581	0.0024765209204757476	-0.0	0.1378668387036682	0.5374311899675756	0.0	0.7749173921914341	0.0	0.03977789955862937	0.0	0.17764473826229757	-4.1186794731027605e-05
-61.920172924590055	0.00040738311818498967	0.24850970423447644	8.998389192211093	0.11630165564698246	12.837182078666434	0.000401448881997189	9.086350829662646	1211.9740613114918	-488.3590268410468	0.0037235161495096556	-622.4843547983277	0.010030762062438072	0.7514902957655236	0.011429226182404717	6814.743401914177	-1110.8433816393745	4.097469959955211	-11.50135980224636	0.0024765994148096405	-0.0	0.13798553353404353	0.5376826880918281	0.0	0.7747408818566662	0.0	0.03965621719723869	0.0	0.17764175073128222	-4.1343038177155495e-05
-61.93742822721452	0.00040618005937006384	0.24847485300626196	8.99835751563799	0.1164186177772284	12.771937937247088	0.00040029648170201103	9.086361304981327	1209.3857659178223	-487.2928402420421	0.0037149910656858742	-621.5169570438264	0.010013641773931804	0.7515251469937381	0.011332155586046944	6792.38552918732	-1108.8097972858686	4.109311731267898	-11.50492841605961	0.0024766776719356886	-0.0	0.13810342695963915	0.5379325446809039	0.0	0.7745654130784092	0.0	0.0395353509975761	0.0	0.17763877795721525	-4.149826305595859e-05
-61.95458417837824	0.0004049872787905152	0.24843987836933076	8.998325935433735	0.11653494334536302	12.707335135313347	0.0003991539948986771	9.08637169018637	1206.812373243265	-486.2350851918848	0.0037065343452754107	-620.5568608961668	0.009996648735738621	0.7515601216306693	0.011236451951960547	6770.245274057871	-1106.7919460880516	4.121086398513712	-11.50847768237619	0.0024767556934374687	-0.0	0.13822052592962245	0.53818077371233	0.0	0.7743909780999153	0.0	0.03941529391214499	0.0	0.17763581984176743	-4.1652474846358096e-05
-61.97164074528887	0.00040380470314397546	0.2484047808555358	8.998294450953829	0.11665063658421948	12.643367979769087	0.0003980213577342574	9.086381985858194	1204.2538882066701	-485.1857191557284	0.00369814562753631	-619.6040390484902	0.009979782436862506	0.7515952191444643	0.011142094948954684	6748.32084316098	-1104.7897582042187	4.132794581853197	-11.512007599748014	0.0024768334808849732	-0.0	0.13833683731984173	0.5384273890138024	0.0	0.7742175692350972	0.0	0.039296038967550406	0.0	0.17763287628739213	-4.180567903052747e-05
-61.98859790639857	0.00040263226086101784	0.24836956100136642	8.998263061559323	0.11676570169340056	12.580030856692412	0.0003968985062633785	9.086392192578066	1201.710314040216	-484.14469929979026	0.0036898245495880885	-618.6584637779869	0.009963042359569992	0.7516304389986336	0.011049064535339048	6726.610447563728	-1102.803163077777	4.14443690245524	-11.515518168771084	0.002476911035834744	-0.0	0.1384523679337087	0.5386724042651232	0.0	0.774045178867776	0.0	0.039177579263609735	0.0	0.17762994719731842	-4.195788109316499e-05
-62.005455651257584	0.0004014698817702417	0.24833421934784167	8.998231766616763	0.11688014283956762	12.51731822053664	0.0003957853764626005	9.086402310927955	1199.1816523113635	-483.111982504924	0.0036815707465203836	-617.7201069580283	0.009946427979602124	0.7516657806521584	0.010957340955951689	6705.112303093626	-1100.8320894629524	4.156013982269696	-11.519009392059155	0.0024769883598300285	-0.0	0.13856712450306988	0.5389158330001063	0.0	0.7738737994509385	0.0	0.039059907972473995	0.0	0.17762703247554387	-4.210908652076866e-05
