FreeRum1	Cdc13_Cdc2	Cig2_Cdc2	Cdc13_P-Cdc2	Cdc13_Cdc2_Rum1	Cdc13_P-Cdc2_Rum1	Cig2_Cdc2_Rum1	IntermediaryEnzyme	Cdc25	Wee1	ubiquitinProtease2	ubiquitinProtease1	Values[Mass]	S-phasePromotingFactor	M-phasePromotingFactor	BoundIntermediaryEnzyme	BoundUbiquitinProtease1	BoundUbiquitinProtease2	BoundWee1	BoundCdc25	TotalRum1	TotalCdc13	TotalCig2	Values[k2]	Values[k6]	Values[kwee]	Values[k25]
0.4000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11000000000000001	0.49	0.0	0.0	1.0	0.8900000000000001	1.0	1.0	1.0	0.4000000000000001	0.0	0.0	0.034175	0.0375	0.035	0.025
0.4010831387238511	0.00047049953214808036	0.00048720361238123265	1.401856567336272e-06	0.014007531407143543	2.769253229211675e-05	0.0012495582340320908	1.8269488399335983e-05	0.00014601140287870897	0.22436396122660573	7.196051202129533e-05	0.024871159273769736	0.24621575651500452	0.0005923705280717554	0.0004705696249764472	0.9999817305116008	0.9751288407262304	0.9999280394879788	0.7756360387733943	0.9998539885971213	0.41636792089731883	0.014507125328151075	0.0017367618464133236	0.013531256123889161	0.03803700532095892	0.1056746477863808	0.02506935541636739
0.39914249144928377	0.0005696246385093354	0.0006087214802519384	3.1199453083667136e-06	0.027608239399453765	9.59440222566285e-05	0.00285712046859254	2.2223905198145563e-05	0.0001922368666163661	0.4411280159804311	8.798194226821868e-05	1.4002385364380227e-05	0.24743754594384984	0.0007219610058377383	0.0005697806357747537	0.999977776094802	0.9999859976146357	0.9999120180577319	0.558871984019569	0.9998077631333837	0.42970379533958664	0.02827692800552809	0.003465841948844479	0.007503395578450862	0.038156565244176585	0.17395532503383576	0.025091312511642774
0.39547389393387516	0.0006665610893299712	0.0007289049328910508	5.490586012070378e-06	0.040418964682466446	0.00021300553700518186	0.004461389038908165	2.60936776917369e-05	0.0002287758375648049	0.6450843504385974	0.0001034979690290982	5.09742965528871e-07	0.24866539822354441	0.0008490618518533375	0.0006668356186305747	0.9999739063223083	0.9999994902570346	0.999896502030971	0.3549156495614028	0.9997712241624354	0.4405672531922549	0.041304021894813664	0.005190293971799216	0.00750012361266914	0.03827235359387964	0.2382015703881581	0.025108668522843283
0.39048655478614974	0.0007620074665623008	0.0008532596341330842	8.487118397352657e-06	0.052453211758533846	0.00038428770881169134	0.00605672600946587	2.990522929842165e-05	0.0002639671075291703	0.8240405865786868	0.00011876994867834516	5.847000130391492e-07	0.24989934343908976	0.0009757467310154395	0.0007624318224821684	0.9999700947707016	0.9999994152999869	0.9998812300513218	0.17595941342131316	0.9997360328924709	0.44938078026296113	0.0536079940523052	0.006909985643598954	0.007500141789753161	0.03838632074201215	0.2945727847722863	0.025125384376076358
0.384490080100972	0.0008567658287758369	0.0009824715753348292	1.1890476111461337e-05	0.06375205563761557	0.0006085039078870879	0.007642243861410591	3.368972003754849e-05	0.0002987602583982712	0.948898422312891	0.00013392267595186566	6.596764615630408e-07	0.25113941182631105	0.0011029782464151172	0.0008573603525814101	0.9999663102799625	0.9999993403235385	0.9998660773240482	0.05110157768710911	0.9997012397416019	0.4564928835078852	0.06522921585038993	0.008624715436745423	0.007500159971541929	0.0384993979692908	0.3339030030285606	0.02514191112273918
0.3777349323092739	0.0009516611190885674	0.0011170366526940746	1.5298406853276138e-05	0.07436669034937524	0.0008721847903279044	0.00921722114669941	3.747983885297918e-05	0.0003335107714648597	0.9930809632919876	0.00014908762436974395	7.34708156565655e-07	0.2523856337695327	0.0012316852026047498	0.0009524260394312311	0.9999625201611472	0.9999992652918436	0.9998509123756304	0.006919036708012527	0.9996664892285353	0.4621910285956765	0.07620583466564497	0.010334257799393485	0.007500178166727967	0.03861256639685921	0.34782050343697607	0.02515841761644581
0.3704233115144822	0.0010469503697564918	0.0012573554911607771	1.8763973686605813e-05	0.08434944670195788	0.0011587230586951732	0.010781011963257606	4.128849060066981e-05	0.00036840087995370426	0.9990479675193226	0.000164323191496501	8.101016459097491e-07	0.25363803980437266	0.001362227441231016	0.001047888568440822	0.9999587115093993	0.9999991898983541	0.9998356768085036	0.0009520324806775449	0.9996315991200464	0.4667124932383928	0.08657388410409614	0.012038367454418383	0.007500196449649134	0.03872626181654264	0.3497001097685865	0.02517499041797801
0.3627184017115546	0.0011426653590995838	0.0014037568832688955	2.2482975150034458e-05	0.0937402270747139	0.0014620220017447492	0.012333025887193868	4.5117192215645204e-05	0.00040346467250552194	0.9995472002155246	0.00017963590561792577	8.858872555306555e-07	0.2548966606179726	0.0014947287286743095	0.0011437895078570857	0.9999548828077844	0.9999991141127446	0.9998203640943821	0.0004527997844755438	0.9995965353274946	0.4702536766752071	0.09636739741070827	0.013736782770462762	0.007500214827659466	0.03884053294567377	0.3498573680678902	0.025191645719440124
0.3547512979740061	0.001238922573544007	0.001556514346092731	2.6506823832719494e-05	0.10257244798642674	0.0017806382687032274	0.013872713706639478	4.897061461168783e-05	0.00043873971680953003	0.9995568676223235	0.00019504383335809436	9.62153838231587e-07	0.2561615270497521	0.0016293765012588258	0.001240247914735643	0.9999510293853883	0.9999990378461618	0.999804956166642	0.0004431323776765695	0.9995612602831906	0.47297709793577564	0.1056185156525067	0.015429228052732207	0.00750023332230577	0.038955514606434774	0.34986041330103185	0.025208401365484526
