taRNA	mT7cr	mGFPcr	pT7	pGFP	pT3	mT3cr	ara	Values[pulse2_start]	Values[pulse3_start]
0.006796941377000001	0.35694050990000004	0.176991329	0.05230744612	6.338921181000001	6.416740000000001e-05	0.00566438	0.0	31.009999999999998	62.01
0.12319273206884203	0.35694050990102344	0.1769928855615185	0.05391748638650416	6.349272296455199	6.800234132418048e-05	0.005666970522931051	0.009703000000000007	31.009999999999998	62.01
0.22472037929232402	0.3569405099019771	0.1770032423588187	0.058501993131196015	6.378783673299818	7.893470673572422e-05	0.005685172711150981	0.009403000000000007	31.009999999999998	62.01
0.31188053258908965	0.3569405099028658	0.17702936972696287	0.06562924953802024	6.424733546154917	9.602131884799183e-05	0.0057357165115463115	0.009103000000000003	31.009999999999998	62.01
0.38624041231705636	0.3569405099036938	0.17707646324552925	0.07491512817487521	6.484704336485949	0.00011856821780967327	0.005839031230063932	0.008803	31.009999999999998	62.01
0.44919283417694633	0.35694050990446546	0.17714843231444555	0.086017950910865	6.556550391009411	0.00014617889481568282	0.0060212378576998	0.008503000000000002	31.009999999999998	62.01
0.5019755675806832	0.35694050990518456	0.17724842356461173	0.09863376600904844	6.638367675281745	0.000178808214880272	0.006315340006392363	0.008202999999999998	31.009999999999998	62.01
0.5456885443560197	0.3569405099058545	0.17737933194939895	0.11249214949639524	6.728466606493751	0.00021681950768816794	0.00676170695517097	0.007902999999999999	31.009999999999998	62.01
0.5813091564759394	0.35694050990647896	0.1775442868602939	0.12735247259287824	6.825347959549998	0.0002610378290369553	0.007407905928204244	0.007602999999999999	31.009999999999998	62.01
0.6097058549981139	0.3569405099070607	0.17774710627538093	0.14300058344585354	6.927681681768843	0.0003127910166527096	0.008307956505970887	0.007303	31.009999999999998	62.01
0.6316502388383393	0.35694050990760284	0.1779927067390147	0.15924585716255457	7.0342883834197005	0.000373930673168325	0.009521104334107588	0.007003	31.009999999999998	62.01
0.647827801057964	0.35694050990810805	0.17828745126914758	0.1759185732417984	7.144123223261551	0.00044682695840469496	0.011110227702472678	0.006702999999999999	31.009999999999998	62.01
0.6561662525513935	0.3569405099085788	0.17863938389192044	0.19284286199746506	7.256101569622068	0.0005342022164654089	0.013139763706204592	0.00594891307501381	31.009999999999998	62.01
0.6553845850469422	0.3569405099090175	0.1790580306913048	0.20977118500104616	7.368672367645966	0.0006385809566514338	0.01567094813923984	0.005275684987603571	31.009999999999998	62.01
0.6472645875964939	0.35694050990942633	0.17955401407792596	0.22647978157362958	7.480432970087691	0.0007624169562914448	0.018756440227960722	0.004678644945294104	31.009999999999998	62.01
0.6333332680716506	0.3569405099098072	0.18013879945673877	0.24279117902572625	7.590275289808233	0.0009080077196633597	0.022437559592301867	0.004149170880295298	31.009999999999998	62.01
0.6148920355274939	0.35694050991016213	0.18082432683240376	0.2585673875337397	7.697342180766172	0.0010772996906477505	0.02674253418173595	0.003679616469120627	31.009999999999998	62.01
0.5930436286969708	0.35694050991049286	0.1816225452006296	0.2737039018046701	7.800988593379192	0.0012717272950777	0.03168556811327336	0.0032632007093578155	31.009999999999998	62.01
0.5687165839263565	0.3569405099108011	0.18254490264432185	0.288124436639303	7.900747109137153	0.0014920969581987441	0.03726668225864737	0.0028939099927681963	31.009999999999998	62.01
0.5426873526212965	0.3569405099110883	0.1836018406683907	0.3017763266782736	7.996297528025593	0.0017385209967467753	0.04347222594097398	0.00256641126064734	31.009999999999998	62.01
0.5156001927987516	0.3569405099113559	0.18480233277831784	0.3146265242035337	8.087440226910973	0.0020104007278237282	0.05027592826184335	0.0022759749872100126	31.009999999999998	62.01
0.48798497063452	0.3569405099116053	0.18615349678913604	0.32665813279988015	8.174073028593046	0.0023064538063973738	0.057640347299152385	0.0020184068788328116	31.009999999999998	62.01
0.4602730155410574	0.3569405099118376	0.18766029957275737	0.3378674188443806	8.256171324982596	0.002624777927077159	0.06551857950234052	0.0017899873027672532	31.009999999999998	62.01
0.4328111763628666	0.35694050991205417	0.1893253630509196	0.3482612470932451	8.333771191121183	0.0029629415444460674	0.07385610509198993	0.0015874175705945634	31.009999999999998	62.01
0.4058742270311089	0.3569405099122559	0.19114887187779087	0.3578548909766869	8.406955216321686	0.0033180919700654984	0.0825926640858544	0.00140777230069512	31.009999999999998	62.01
0.37967576791080565	0.35694050991244397	0.19312857673093584	0.36667017251003714	8.475840769939218	0.0036870718119629085	0.09166407859191605	0.001248457171771209	31.009999999999998	62.01
0.3543777646436943	0.3569405099126192	0.19525988246536222	0.37473389091240616	8.54057041575724	0.004066535924295084	0.1010039579160612	0.001107171457328271	31.009999999999998	62.01
0.33009886005101924	0.3569405099127825	0.1975360074495524	0.3820765030373086	8.601304192386674	0.004453062563143476	0.11054524236704126	0.0009818748000651224	31.009999999999998	62.01
0.3069215871079124	0.3569405099129346	0.19994819896080407	0.38873102252137315	8.658213487661323	0.004843254077291746	0.12022155854319304	0.0008707577463470762	31.009999999999998	62.01
0.2848986025825281	0.35694050991307635	0.20248598928436853	0.3947321081188509	8.711476251973464	0.005233824033652112	0.12996837295206837	0.0007722156152424527	31.009999999999998	62.01
