"Complex_br_(Costal2/Fused/_br_Smoothened){""Receiving cell""}"	Complex_br_(Su(fu)/Cubitus)	Complex_br_(Costal2/Fused/../microtubule)	Hedgehog target gene	Cubitus_space_interruptus	Complex_br_(Sap18/Su(fu)/_br_Cubitus_space_interruptus_space_repressor)	Patched	"Complex_br_(Costal2/Fused/_br_Smoothened){""lipid raft""}"	Complex_br_(Su(fu)/Fused/../_br_Smoothened)	Complex_br_(CBP/Cubitus)	Microtubule	Sap18	ADP	smoothened	Complex_br_(Costal2/Smoothened/_br_Fused)	ATP	CBP	Complex_br_(Patched/Hedgehog)	Complex_br_(Cubitus_space_interruptus_space_repressor/Su(fu))	Hedgehog	complex
0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	2.5	0.0	3.0	0.0	2.0	2.0	0.0	2.5	5.0	3.0
0.02905098970972277	0.30700009446385174	0.7755673840166882	0.3552756869759973	0.08768765375993419	1.3173627597077215	1.7971826983903447	0.3269869953393135	0.5716576546603311	0.042653884877113156	1.0244326159704449	0.8427948815254965	0.09673697626107827	1.200000000012868	0.09673697626107827	1.9032630237389228	1.941912786913671	3.2028173016096573	0.8427948815254965	1.7971826983903447	1.200000000012868
0.0636385774306507	0.42046083354008534	0.791074628695514	0.5572816024017968	0.21712912450984306	1.3917927179518381	1.786379915648087	0.5821441442863019	0.47340661402842343	0.1648228326919746	1.4589253713353558	0.7340316462113968	0.33973603558998205	0.7499999999691301	0.33973603558998205	1.6602639644100186	1.652071200742993	3.213620084351914	0.7340316462113968	1.786379915648087	0.7499999999691301
0.09523240990801322	0.3794680011651978	0.7347692589552486	0.6862740627472788	0.2697035176941055	1.549797264055597	1.7863179794921347	0.765857259159884	0.38895812443139627	0.20142596266972226	1.7197761957001474	0.7441492629368521	0.4697284022008546	0.5454545453446042	0.4697284022008546	1.5302715977991457	1.3183534475905498	3.2136820205078673	0.7441492629368521	1.7863179794921347	0.5454545453446042
0.11909600835297196	0.3222911365838665	0.6726443091509643	0.7603781348797911	0.28453769254574574	1.7377072658405492	1.7863176235498819	0.9174814842767978	0.32936036286812703	0.18058855587390324	1.898784262429585	0.783921113837604	0.532846406931688	0.4285714284194511	0.532846406931688	1.467153593068312	1.0374049295681531	3.2136823764501212	0.783921113837604	1.7863176235498819	0.4285714284194511
0.13709823854836503	0.2762108581611427	0.6159063784778727	0.8027482155749596	0.2857279812968629	1.9086495730031645	1.7863176215042667	1.0375807334875304	0.28553774665456055	0.1464215345582938	2.031152445127251	0.8258565358782687	0.5709357264367951	0.35294117639487776	0.5709357264367951	1.4290642735632053	0.8163241409853145	3.2136823784957382	0.8258565358782687	1.7863176215042667	0.35294117639487776
0.1511463945668494	0.24211095023328755	0.5663905966623841	0.8302056829267429	0.28338028541706245	2.0494713414448493	1.7863176214925098	1.1330204056251774	0.2522113724337977	0.1152838457695384	2.133609403369005	0.8609459251437274	0.5972312307431807	0.2999999999686129	0.5972312307431807	1.4027687692568196	0.6440932047151424	3.2136823785074964	0.8609459251437274	1.7863176214925098	0.2999999999686129
0.162354839271105	0.21705193131914485	0.5240626740386118	0.8504025352080862	0.2810619352489047	2.161570346277922	1.7863176214924419	1.209746573862081	0.226344233130739	0.0903762972582171	2.2150677609272726	0.8882604824842608	0.616622114663348	0.2608695650341172	0.616622114663348	1.3833778853366523	0.5093903387715153	3.2136823785075626	0.8882604824842608	1.7863176214924419	0.2608695650341172
0.1714177656982416	0.19848208320804817	0.48833960736269216	0.8662935194431427	0.27978649294628494	2.2500436482919914	1.7863176214924417	1.2720110894047967	0.20601147540634276	0.0710861942771968	2.280891161890917	0.9091877483179123	0.6314508313815369	0.2307692307463916	0.6314508313815369	1.3685491686184639	0.40338888966975756	3.2136823785075626	0.9091877483179123	1.7863176214924417	0.2307692307463916
0.178806559660272	0.1845951309878171	0.45847727013411466	0.8790926845506439	0.27966580491871995	2.319920397360066	1.7863176214924417	1.322866030806961	0.18990516044103375	0.05616823552625035	2.3346261781698705	0.925278764385341	0.6430484272616044	0.2068965516960161	0.6430484272616044	1.3569515727383963	0.3195399181776997	3.2136823785075626	0.925278764385341	1.7863176214924417	0.2068965516960161
0.18486119992259847	0.17414264540094881	0.4337192419623844	0.8894428967931303	0.2805271371900126	2.375279314337055	1.7863176214924417	1.36457313711666	0.17709255697828288	0.04454190477676323	2.378780758119387	0.9377543026431954	0.6522538641018455	0.1874999999182296	0.6522538641018455	1.3477461358981546	0.2529815814498568	3.2136823785075626	0.9377543026431954	1.7863176214924417	0.1874999999182296
0.18983750216214487	0.1662499693568231	0.41335517052071463	0.8977895640414132	0.28213308818591154	2.4192584304632736	1.7863176214924417	1.3988608473849176	0.16688411323485236	0.035399000366798467	2.415216258067518	0.9475020924184469	0.6596337952856024	0.17142857141176845	0.6596337952856024	1.3403662047143976	0.20005091271006836	3.2136823785075626	0.9475020924184469	1.7863176214924417	0.17142857141176845
0.19393401827082854	0.16029061931230013	0.39674132576903426	0.9044886844214944	0.2842565340554693	2.454254875276169	1.7863176214924417	1.4270838169632907	0.15875551623709638	0.02815512052910649	2.4453639374219165	0.9551625875902829	0.6655905859507008	0.15789473680905006	0.6655905859507008	1.3344094140492988	0.15793873218294813	3.2136823785075626	0.9551625875902829	1.7863176214924417	0.15789473680905006
0.19730845878027567	0.15580568903661066	0.383305082503067	0.9098381892100895	0.2867036396202357	2.4821159564555986	1.7863176214924417	1.4503249240588028	0.1522990880478153	0.022385988117147825	2.470353454097354	0.9612049036098564	0.6704209832104602	0.14634146339957976	0.6704209832104602	1.3295790167895385	0.1244549626073066	3.2136823785075626	0.9612049036098564	1.7863176214924417	0.14634146339957976
0.2000882595248158	0.15245230963551862	0.3725427461826002	0.9140891024571853	0.2893184442233766	2.5042837780067218	1.7863176214924417	1.4694627949386085	0.1471922142019629	0.017777817954744042	2.491093617427813	0.9659799509483057	0.674350348762426	0.1363636363895868	0.674350348762426	1.3256496512375733	0.09786935063304321	3.2136823785075626	0.9659799509483057	1.7863176214924417	0.1363636363895868
0.20237766683921832	0.14997019341143383	0.36401486207635086	0.9174517700644872	0.2919809528926341	2.521897825904514	1.7863176214924417	1.4852179882443979	0.1431761551928491	0.014093126599727631	2.5083255634271815	0.9697555393615378	0.6775537531507162	0.1276595744964681	0.6775537531507162	1.322446246849283	0.07680173806973403	3.2136823785075626	0.9697555393615378	1.7863176214924417	0.1276595744964681
0.20426266486532216	0.14815939760079458	0.35734077295665895	0.9201009222208555	0.29460296256766483	2.535866958509588	1.7863176214924412	1.4981855975995295	0.14004140741493806	0.011148106857069327	2.5226592270353425	0.9727394718644367	0.6801695571555534	0.12000000000799925	0.6801695571555534	1.3198304428444454	0.06014454054805342	3.2136823785075626	0.9727394718644367	1.7863176214924412	0.12000000000799925
0.2058145218695098	0.14686511504232225	0.35219311448350366	0.922180368308452	0.2971231693051983	2.546920604517793	1.7863176214924412	1.5088590292672046	0.1376172926745152	0.008797785754784895	2.5345993383395937	0.9750950027365344	0.6823084945283662	0.1132075471769025	0.6823084945283662	1.3176915054716336	0.04700623868243978	3.2136823785075626	0.9750950027365344	1.7863176214924412	0.1132075471769025
0.2070924346254565	0.14596694091136272	0.3482924734224897	0.9238074159795295	0.2995021981030614	2.5556461127268144	1.7863176214924412	1.5176479455745486	0.13576432606529676	0.00692620091086589	2.544564669430142	0.9769514747332159	0.6840599631648416	0.10714285714736889	0.6840599631648416	1.3159400368351584	0.03666879564957744	3.2136823785075626	0.9769514747332159	1.7863176214924412	0.10714285714736889
0.20814557042298182	0.14537105996789706	0.3454022608887812	0.9250769629139499	0.30171789060376547	2.562516841532487	1.7863176214924412	1.5248922787268506	0.134368440462546	0.0054397465810175375	2.5529028238647657	0.9784118818031075	0.6854965342523898	0.10169491524645338	0.6854965342523898	1.3145034657476102	0.028554567169441394	3.2136823785075626	0.9784118818031075	1.7863176214924412	0.10169491524645338
