G6P_F6P	FBP	F6P	Values[Vgk]	Values[Vpfk]	Values[Vfba]
3.71728	0.00063612	0.8578338461538461	0.055549999999999995	0.5555	0.138875
3.7346407910084096	0.0006387124483912839	0.8618401825404022	0.055549999999999995	0.5555	0.138875
3.751751513865209	0.0006504397739819832	0.8657888108919713	0.055549999999999995	0.5555	0.138875
3.7686057344078443	0.0006622896429142316	0.8696782464018101	0.055549999999999995	0.5555	0.138875
3.7852018597180255	0.0006742629064877233	0.8735081214733904	0.055549999999999995	0.5555	0.138875
3.801538305485934	0.0006863604774791827	0.877278070496754	0.055549999999999995	0.5555	0.138875
3.817613494282275	0.0006985833270903029	0.8809877294497557	0.055549999999999995	0.5555	0.138875
3.833425854371801	0.0007109324879685215	0.8846367356242617	0.055549999999999995	0.5555	0.138875
3.8489738188223237	0.0007234090580725392	0.8882247274205362	0.055549999999999995	0.5555	0.138875
3.864255824401176	0.0007360142046278104	0.8917513440925792	0.055549999999999995	0.5555	0.138875
3.8792703104786765	0.0007487491685301348	0.8952162254950792	0.055549999999999995	0.5555	0.138875
3.894015717814758	0.000761615269050597	0.8986190118034055	0.055549999999999995	0.5555	0.138875
3.9084904873461137	0.0007746139087283246	0.9019593432337185	0.055549999999999995	0.5555	0.138875
3.922693058824855	0.0007877465794237521	0.9052368597288126	0.055549999999999995	0.5555	0.138875
3.936621869337135	0.0008010148679343145	0.908451200616262	0.055549999999999995	0.5555	0.138875
3.9502753518780582	0.000814420462744636	0.911602004279552	0.055549999999999995	0.5555	0.138875
3.96365193378767	0.0008279651620468983	0.9146889077971546	0.055549999999999995	0.5555	0.138875
3.9767500349702063	0.0008416508813979996	0.9177115465315859	0.055549999999999995	0.5555	0.138875
3.989568066048404	0.0008554796625572107	0.9206695537034777	0.055549999999999995	0.5555	0.138875
4.002104426405178	0.0008694536857715461	0.9235625599396563	0.055549999999999995	0.5555	0.138875
4.014357502048508	0.0008835752775081506	0.9263901927804249	0.055549999999999995	0.5555	0.138875
4.026325663281187	0.0008978469273963995	0.9291520761418124	0.055549999999999995	0.5555	0.138875
4.0380072622469605	0.0009122713004324211	0.9318478297492985	0.055549999999999995	0.5555	0.138875
4.049400630107748	0.0009268512547105134	0.9344770684864032	0.055549999999999995	0.5555	0.138875
4.060504074057664	0.0009415898599614545	0.9370394017056147	0.055549999999999995	0.5555	0.138875
4.07131587402954	0.0009564904198055147	0.9395344324683552	0.055549999999999995	0.5555	0.138875
4.081834279014775	0.0009715564968540509	0.9419617566957172	0.055549999999999995	0.5555	0.138875
4.092057503014933	0.0009867919422885045	0.9443209622342154	0.055549999999999995	0.5555	0.138875
4.101983720457993	0.0010022009300316	0.9466116277979985	0.055549999999999995	0.5555	0.138875
4.111611061096386	0.0010177879971506561	0.9488333217914735	0.055549999999999995	0.5555	0.138875
4.1209376041914085	0.0010335580916084827	0.9509856009672479	0.055549999999999995	0.5555	0.138875
4.129961371859222	0.0010495166283976823	0.9530680088905897	0.055549999999999995	0.5555	0.138875
4.138680321666795	0.0010656695591199305	0.9550800742307989	0.055549999999999995	0.5555	0.138875
4.147092337787445	0.0010820234524288738	0.9570213087201795	0.055549999999999995	0.5555	0.138875
4.155195220897632	0.0010985855971496715	0.9588912048225303	0.055549999999999995	0.5555	0.138875
4.162986676295406	0.0011153641228303045	0.9606892329912475	0.055549999999999995	0.5555	0.138875
4.170464299793055	0.0011323681567478793	0.962414838413782	0.055549999999999995	0.5555	0.138875
4.177625560973765	0.0011496080154785961	0.9640674371477919	0.055549999999999995	0.5555	0.138875
4.184467782905593	0.0011670954521347655	0.9656464114397524	0.055549999999999995	0.5555	0.138875
4.190988117411338	0.0011848439732016212	0.9671511040180011	0.055549999999999995	0.5555	0.138875
4.197183514572077	0.0012028692545388358	0.9685808110550947	0.055549999999999995	0.5555	0.138875
4.203050684527699	0.0012211896930571502	0.9699347733525457	0.055549999999999995	0.5555	0.138875
4.208586048908629	0.001239827154852015	0.9712121651327604	0.055549999999999995	0.5555	0.138875
4.213785678071747	0.0012588080090043692	0.9724120795550184	0.055549999999999995	0.5555	0.138875
4.21864520843083	0.0012781645882284397	0.9735335096378839	0.055549999999999995	0.5555	0.138875
4.223159731082434	0.0012979373115543506	0.9745753225574846	0.055549999999999995	0.5555	0.138875
4.2273236380414465	0.0013181778655194066	0.9755362241634107	0.055549999999999995	0.5555	0.138875
4.231130403462099	0.001338954139318393	0.9764147084912534	0.055549999999999995	0.5555	0.138875
4.234572261286487	0.0013603582242622317	0.9772089833738046	0.055549999999999995	0.5555	0.138875
4.23763971006387	0.001382520048357462	0.9779168561685853	0.055549999999999995	0.5555	0.138875
4.240320711764409	0.0014056321172913099	0.9785355488687094	0.055549999999999995	0.5555	0.138875
4.242599309481435	0.0014299980245076325	0.9790613791111005	0.055549999999999995	0.5555	0.138875
4.244453036522993	0.0014561375253594312	0.9794891622745368	0.055549999999999995	0.5555	0.138875
4.245847494410172	0.0014850462202527569	0.9798109602485011	0.055549999999999995	0.5555	0.138875
4.2467231165816	0.0015189676729002617	0.980013026903446	0.055549999999999995	0.5555	0.138875
4.24695435687073	0.0015644405971681939	0.9800663900470915	0.055549999999999995	0.5555	0.138875
4.2461587738732876	0.0016525948383516141	0.9798827939707586	0.055549999999999995	0.5555	0.138875
4.239833097233594	0.0029924458928132424	0.9784230224385215	0.055549999999999995	0.5555	0.138875
3.9952573549119013	0.16020595775333005	0.9219824665181309	0.055549999999999995	0.5555	0.138875
3.7350045267347722	0.3175052415364144	0.8619241215541782	0.055549999999999995	0.5555	0.138875
3.4845780220043663	0.46380905997641997	0.8041333896933153	0.055549999999999995	0.5555	0.138875
3.2440951474731277	0.599696331253607	0.7486373417245679	0.055549999999999995	0.5555	0.138875
3.0137777871164952	0.725161640120403	0.6954871816422681	0.055549999999999995	0.5555	0.138875
2.793854312152986	0.8400731668112473	0.6447356104968429	0.055549999999999995	0.5555	0.138875
2.5845312269433895	0.9442761672114219	0.5964302831407822	0.055549999999999995	0.5555	0.138875
2.385978842523892	1.0376314840764682	0.5506105021208982	0.055549999999999995	0.5555	0.138875
2.198321301139434	1.1200353206526101	0.5073049156475616	0.055549999999999995	0.5555	0.138875
2.021628661603352	1.1914317584652308	0.4665296911392349	0.055549999999999995	0.5555	0.138875
1.8559105441400465	1.2518215147825758	0.42828704864770306	0.055549999999999995	0.5555	0.138875
1.701111377777452	1.3012680531932928	0.3925641641024889	0.055549999999999995	0.5555	0.138875
1.557107459953337	1.3399013422846122	0.35933249075846235	0.055549999999999995	0.5555	0.138875
1.4237060497336256	1.3679192829863345	0.3285475499385289	0.055549999999999995	0.5555	0.138875
1.3006466455056989	1.3855867788810055	0.3001492258859305	0.055549999999999995	0.5555	0.138875
1.1876044784541488	1.3932324869404622	0.2740625719509574	0.055549999999999995	0.5555	0.138875
1.084196108643766	1.3912434020408038	0.2501991019947152	0.055549999999999995	0.5555	0.138875
0.9899868638660592	1.3800575599320835	0.22845850704601364	0.055549999999999995	0.5555	0.138875
0.9044997344125614	1.3601552619864243	0.20873070794136034	0.055549999999999995	0.5555	0.138875
0.8272252455867349	1.3320493117988255	0.19089813359693883	0.055549999999999995	0.5555	0.138875
0.7576317873629386	1.2962747940365305	0.17483810477606274	0.055549999999999995	0.5555	0.138875
0.6951758886007077	1.2533789174625707	0.16042520506170177	0.055549999999999995	0.5555	0.138875
0.639311977601003	1.2039113907272494	0.14753353329253915	0.055549999999999995	0.5555	0.138875
0.5895012606486882	1.1484157124851104	0.13603875245738958	0.055549999999999995	0.5555	0.138875
0.545219461673251	1.0874216511678831	0.1258198757707502	0.055549999999999995	0.5555	0.138875
0.5059632864508287	1.0214390787015224	0.11676075841172968	0.055549999999999995	0.5555	0.138875
0.4712555925831419	0.9509532207722656	0.10875129059610966	0.055549999999999995	0.5555	0.138875
0.4406493579294399	0.8764213036559674	0.10168831336833227	0.055549999999999995	0.5555	0.138875
0.41373065144587867	0.7982705201013164	0.09547630417981814	0.055549999999999995	0.5555	0.138875
0.3901209415280636	0.7168972108195746	0.09002790958339928	0.055549999999999995	0.5555	0.138875
0.3694792840313647	0.6326671704206167	0.08526445016108417	0.055549999999999995	0.5555	0.138875
0.3515053593515448	0.5459170575920075	0.08111662138881802	0.055549999999999995	0.5555	0.138875
0.3359453760542136	0.45695707634213995	0.07752585601251083	0.055549999999999995	0.5555	0.138875
0.32260588343061797	0.36607559614898355	0.07444751156091182	0.055549999999999995	0.5555	0.138875
0.31139093897404607	0.27354797808308445	0.07185944745554909	0.055549999999999995	0.5555	0.138875
0.302424813150298	0.17965886201482312	0.06979034149622261	0.055549999999999995	0.5555	0.138875
0.2966621493186595	0.08480247059331378	0.06846049599661372	0.055549999999999995	0.5555	0.138875
0.30670678962155673	0.0002869759452153978	0.07077848991266693	0.055549999999999995	0.5555	0.138875
0.3396608893465259	1.0672350571170273e-06	0.07838328215689058	0.055549999999999995	0.5555	0.138875
0.3726080470818414	1.3466559781480727e-06	0.08598647240350188	0.055549999999999995	0.5555	0.138875
0.40554685844096233	1.6659851362589345e-06	0.093587736563299	0.055549999999999995	0.5555	0.138875
0.43847619035450985	2.026987736988241e-06	0.10118681315873304	0.055549999999999995	0.5555	0.138875
