Acetyl-CoA	Acetate	lac repressor	Acetyl-CoA synthase	Phosphate acetyl transferase	protonated acetate	Acetyl phosphate
0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.00019335750363124685	0.1384384776179968	4.591171278843512e-05	0.0009182342557687024	1.9405251484324817	5.118306810242236e-07	0.3528693982635051
0.00010145572861536125	0.3717325508778889	0.00028045517849627493	0.005609103569925499	3.721436393255884	2.9472231510192295e-06	0.618299511444186
7.61813826541523e-05	0.6164995013785832	0.0008076235981889244	0.016152471963778486	5.0309232606088585	7.581873385806417e-06	0.8726903770809072
7.108802510845296e-05	0.8605139472664808	0.001729172813809905	0.0345834562761981	5.535703132711298	1.4322054011830964e-05	1.1279480080082895
7.421816182543613e-05	1.1013510530457098	0.0031458136856859506	0.062916273713719	5.5182276838818725	2.30235833346851e-05	1.3863767173794177
8.143464725731379e-05	1.3379706175856003	0.005155339406273254	0.10310678812546507	5.3113852267642425	3.353595086304208e-05	1.6489636417577405
9.181041334489401e-05	1.5695552231272116	0.007852430862754197	0.15704861725508393	5.04948756017317	4.570868690422376e-05	1.9164924672303034
0.00010546981277409846	1.7953420805620635	0.011328718090673361	0.22657436181346718	4.777230176621179	5.9392464259890267e-05	2.18969425089613
0.00012292172439381906	2.014596775427182	0.015672710545678377	0.31345421091356757	4.509987445638126	7.443939433812775e-05	2.469267861952483
0.00014487617524157716	2.2266097476589772	0.020969502275059594	0.4193900455011919	4.253273845069433	9.070319445911292e-05	2.755880944351803
0.0001721929467385218	2.4306981062160187	0.02730023621352382	0.5460047242704765	4.008985487922146	0.00010803934201746681	3.0501664554707095
0.00020587054608078764	2.6262099672081427	0.0347413294905713	0.6948265898114261	3.777573702355303	0.00012630525026041076	3.3527169123506573
0.0002470481353119398	2.812530784932081	0.04336346765093521	0.8672693530187041	3.5588775045279126	0.0001453604864556861	3.664076666462324
0.00029701194237767055	2.9890913587831762	0.053230400544865	1.0646080108972997	3.3524678609394525	0.00016506704639749936	3.984732458326513
0.0003572038539149691	3.155377386953657	0.06439755464045352	1.287951092809071	3.1578035043471284	0.00018528970261319388	4.315102323694659
0.0004292301149839551	3.3109397367804596	0.07691058229724587	1.538211645944922	2.9743006140127566	0.0002058964172900766	4.655523748892084
0.000514869147354765	3.455405485579417	0.0908038385921419	1.8160767718428465	2.801369345788735	0.00022675884228009298	5.006240934639855
0.0006160807561047203	3.588488879913996	0.10609890503838498	2.1219781007677105	2.6384318139696403	0.0002477528988639573	5.367392051136459
0.0007350125881581241	3.7100015569159126	0.12280324771385477	2.456064954277103	2.4849302402843536	0.00026875944035112723	5.738997123080236
0.0008740101751461346	3.8198609186448467	0.14090915017593136	2.8181830035186306	2.340331337290686	0.0002896649587999074	6.120947703012208
0.0010356260189003305	3.9180950764201685	0.16039313029740654	3.2078626059481348	2.204126975577805	0.0003103622725110667	6.513000007237697
0.0012226276916298964	4.004846035725989	0.18121559653886227	3.6243119307772496	2.0758353696768794	0.00033075128045830025	6.914769519902334
0.001438022350705303	4.080368384218554	0.20332108946635133	4.066421789327032	1.9550007765247865	0.0003507396426806235	7.325730037054904
0.0016850586728460136	4.145023964034474	0.22663904928464523	4.53278098569291	1.8411924973384275	0.0003702433814592116	7.745216664282971
0.001967270672428491	4.199272128979527	0.2510850803907837	5.021701607815678	1.7340038848914128	0.00038918742702018444	8.172432731383259
0.0022884978905747836	4.243656453585761	0.27656265345483577	5.531253069096718	1.6330512829280839	0.00040750596819983704	8.606460171185507
0.0026529279879694157	4.278788300917427	0.3029651307790215	6.0593026155804335	1.537972896364209	0.000425142640313106	9.046272671893703
0.003065156232415657	4.305328374701656	0.3301779768473837	6.6035595369476825	1.4484276918786336	0.000442050547975883	9.490750421192368
0.003530248150685528	4.323964874152094	0.3580813008567354	7.161626017134718	1.3640942134158518	0.00045819210492645154	9.938697316792066
0.004053816938417332	4.335392915400499	0.386552121805644	7.731042436112891	1.28466941406619	0.00047353863710482725	10.3888562070807
0.004642130710133107	4.340291812658287	0.41546690661003866	8.309338132200786	1.2098681561186373	0.00048806986987974066	10.839926415989314
0.005302234848047508	4.339305410171206	0.4447034524279513	8.894069048559034	1.1394215897401767	0.0005017731257229064	11.290574430262192
0.006042104190523594	4.333024147088317	0.4741426519250971	9.482853038501949	1.0730762317264395	0.000514642393378996	11.739445095258985
0.006870818195773417	4.321966882344284	0.5036700988877036	10.073401977754079	1.0105933561878693	0.0005266774077932404	12.185169221456018
0.007798826143315456	4.306564631282671	0.5331772778242638	10.66354555648528	0.9517481392317386	0.0005378825719024565	12.626366483912195
0.008838101831820258	4.287144486377588	0.5625624882372731	11.251249764745461	0.8963289617345626	0.0005482658272924602	13.061644260701792
0.010002677176979953	4.263919684053832	0.5917314399242559	11.834628798485117	0.8441366123861583	0.0005578371422830365	13.489596027591963
0.01130890444974091	4.236975864208257	0.620597325446887	12.411946508937747	0.794983231226479	0.0005666074007996628	13.908786957086987
0.012776060496490051	4.206258920071873	0.6490809564508117	12.981619129016238	0.7486918281851905	0.0005745870112689145	14.317741082471379
0.014427013657258658	4.171561797521238	0.6771106700510171	13.542213401020348	0.7050958202790343	0.0005817845124950946	14.714922433349814
