Vm	n	G6P	FBP	NADHm	delta_psi	Cam	ADPm	adp	c	Caer	Values[Ik]	Values[n_infinity]	Values[Ica]	Values[m_infinity]	Values[Ikca]	Values[Ikatp]	Values[katpo]	Values[topo]	Values[bottomo]	Values[mgadp]	Values[adp3m]	Values[atp4m]	Values[JGPDH]	Values[F6P]	Values[JPFK]	Values[JPFK_ms]	Values[weight2]	Values[topa2]	Values[bottom2]	Values[topa3]	Values[weight3]	Values[bottom3]	Values[weight4]	Values[topa4]	Values[bottom4]	Values[weight5]	Values[topa5]	Values[bottom5]	Values[weight6]	Values[topa6]	Values[bottom6]	Values[weight7]	Values[topa7]	Values[bottom7]	Values[weight8]	Values[topa8]	Values[bottom8]	Values[weight9]	Values[topa9]	Values[bottom9]	Values[weight10]	Values[topa10]	Values[bottom10]	Values[weight11]	Values[topa11]	Values[bottom11]	Values[weight12]	Values[topa12]	Values[bottom12]	Values[weight13]	Values[topa13]	Values[bottom13]	Values[weight14]	Values[topa14]	Values[bottom14]	Values[weight15]	Values[topa15]	Values[bottom15]	Values[weight16]	Values[topa16]	Values[bottom16]	Values[topb]	Values[JPDH]	Values[JO]	Values[NADm]	Values[JHres]	Values[JF1F0]	Values[JHatp]	Values[JGK_ms]	Values[JHleak]	Values[JANT]	Values[RATm]	Values[Juni]	Values[JNaCa]	Values[Jmito]	Values[ATPm]	Values[Jhyd]	Values[atp]	Values[Jmem]	Values[Jleak]	Values[JSERCA]	Values[Jer]	Values[delta]
-60.00000000000001	0.0	301.0	2.16	0.4000000000000001	164.0	0.20000000000000004	11.100000000000001	1137.0000000000002	0.17000000000000004	345.00000000000006	0.0	0.0001507103580597574	-2927.8416316279495	0.03444519566621117	466.29616349946224	2433.430257937914	0.010139292741407976	110.2336389697232	10871.925861213056	187.60500000000002	153.495	68.15	0.0007348469228349535	90.3	0.3743640852798465	0.0003743640852798465	8444.404545454545	0.0	8445.404545454545	0.16308179999999997	0.16308179999999997	8445.567627254544	68.85643466004545	69.01951646004545	8514.42406191459	2.16	69.01951646004545	8516.58406191459	911.995690909091	69.01951646004545	9428.57975282368	1.76128344	70.78079990004545	9430.34103626368	37.182474716424544	107.96327461646999	9467.523510980105	16.666666666666668	107.96327461646999	9484.190177646771	7037.003787878788	107.96327461646999	16521.19396552556	135.9015	243.86477461647	16657.09546552556	2869.0181108352267	3112.882885451697	19526.113576360785	36.0	3112.882885451697	19562.113576360785	759.9964090909091	3112.882885451697	20322.109985451694	1467.7361999999998	3112.882885451697	21789.846185451694	1549.2697798510226	4662.1526653027195	23339.115965302717	1467.7361999999998	0.4516011603510686	0.44681355823519353	9.6	5.212824846077259	1.129015937076227	3.3870478112286806	0.0004	0.29800000000000004	1.1239508472472974	0.35135135135135137	0.15779400000000005	0.1622444295513875	0.0044504295513874415	3.9000000000000004	0.07973550000000001	1363.0	0.0011752873423257707	0.068966	0.068	0.0009659999999999946	0.07330827067669173
-59.99473064819706	7.35414554617724e-06	301.0000256360367	2.1600069402067255	0.400004668619292	163.96390527216684	0.19995629103661083	11.099996927503744	1136.9973705182624	0.1700245791542973	344.99970207589035	0.297947523886429	0.00015086924698617108	-2928.9016723623736	0.03445980297867445	466.5808815308744	2434.2804393981805	0.010139273337609615	110.23313356036132	10871.896820403636	187.6045661355133	153.49464501996545	68.15013147408688	0.0007348481033871431	90.300007690811	0.3743638453334321	0.0003743638453334321	8444.437127155139	0.0	8445.437127155139	0.16308182777921051	0.16308182777921051	8445.600208982918	68.85671206315429	69.0197938909335	8514.456921046072	2.1600069402067255	69.0197938909335	8516.616927986279	912.0021400397222	69.0197938909335	9428.619068026	1.7612893991234633	70.78108329005697	9430.380357425123	37.182743984057346	107.96382727411432	9467.563101409181	16.666666666666668	107.96382727411432	9484.229768075847	7037.03093929595	107.96382727411432	16521.260707371795	135.9015231493421	243.86535042345642	16657.16223052114	2869.029669298095	3112.8950197215513	19526.191899819234	36.000115670112095	3112.8950197215513	19562.192015489345	760.0017833664352	3112.8950197215513	20322.19379885578	1467.7411659362194	3112.8950197215513	21789.934964792	1549.2809993357232	4662.176019057275	23339.21596412772	1467.7411659362194	0.45159667172852186	0.44703691684682845	9.599995331380708	5.215430696546332	1.1244451994694096	3.3733355984082287	0.0004	0.2979278105443337	1.1231932802220996	0.351351725407488	0.157797894468747	0.16209188492503868	0.004293990456291669	3.900003072496256	0.07973732889727853	1363.0026294817376	0.0011775996102009537	0.06896593549934721	0.06800983166171891	0.0009561038376282999	0.07330827067669173
-59.98953025317669	1.435732702073411e-05	301.00005127230224	2.1600138795944224	0.400009137129095	163.936230062978	0.19991407375597392	11.099997196253616	1136.9947916440617	0.17004897328084181	344.9994072079096	0.5818776018029412	0.00015102622084235632	-2929.9481878132383	0.0344742249908332	466.8626393477721	2435.119520562666	0.01013925430730613	110.23263787933624	10871.868338473862	187.60414062127015	153.4942968719483	68.15026041779693	0.0007348492837981172	90.30001538169066	0.37436362679116403	0.00037436362679116406	8444.469081842797	0.0	8445.469081842797	0.16308185555867138	0.16308185555867138	8445.632163698356	68.85698435373767	69.02006620929635	8514.489148052093	2.1600138795944224	69.02006620929635	8516.649161931688	912.0085211293205	69.02006620929635	9428.657683061008	1.761295357583715	70.78136156688007	9430.418978418593	37.183010477772335	107.96437204465241	9467.601988896366	16.666666666666668	107.96437204465241	9484.268655563032	7037.05756820233	107.96437204465241	16521.32622376536	135.9015462988928	243.86591834354522	16657.227770064255	2869.041014739069	3112.906933082614	19526.268784803324	36.000231326573704	3112.906933082614	19562.269016129896	760.0071009411002	3112.906933082614	20322.276117070996	1467.7461313197623	3112.906933082614	21790.02224839076	1549.2921032405136	4662.199036323128	23339.314351631274	1467.7461313197623	0.45159235102965795	0.44720743871658775	9.599990862870905	5.217420118360192	1.1209528045695687	3.362858413708706	0.0004	0.29787246012595603	1.1226119020949765	0.3513516926889571	0.15781116656729327	0.16196268081024348	0.0041515142429502105	3.9000028037463856	0.07973914223066529	1363.0052083559385	0.0011798695170753912	0.06896587164692575	0.06801958931233673	0.0009462823345890159	0.07330827067669173
-59.9843961346148	2.1026569451105975e-05	301.00007690877766	2.160020818182051	0.40001345179276165	163.91499004524104	0.1998732243986163	11.100000018034416	1136.9922520444497	0.17007319176270885	344.9991153735194	0.852461921319707	0.0001511813543360557	-2930.981704012932	0.03448846891104896	467.1415637136523	2435.9479163181204	0.010139235566865882	110.23214974830304	10871.840290261318	187.6037215873342	153.49395402600072	68.15038739777752	0.0007348504640711011	90.3000230726333	0.3743634248399377	0.0003743634248399377	8444.500549940276	0.0	8445.500549940276	0.16308188333836213	0.16308188333836213	8445.663631823614	68.85725267680473	69.0203345601431	8514.520884500418	2.160020818182051	69.0203345601431	8516.6809053186	912.0148493510386	69.0203345601431	9428.69575466964	1.7613013153959935	70.7816358755391	9430.457055985036	37.183274816179996	107.9649106917191	9467.640330801216	16.666666666666668	107.9649106917191	9484.306997467882	7037.083791616897	107.9649106917191	16521.390789084777	135.9015694486351	243.86648014035418	16657.29235853341	2869.0521948668643	3112.9186750072186	19526.344553400275	36.00034696970085	3112.9186750072186	19562.344900369975	760.0123744591989	3112.9186750072186	20322.357274829174	1467.7510961633277	3112.9186750072186	21790.1083709925	1549.303117340833	4662.221792348051	23339.411488333335	1467.7510961633277	0.45158818294870723	0.4473379600804296	9.599986548207239	5.218942867605013	1.118279707508302	3.354839122524906	0.0004	0.297829980090482	1.1221650482802732	0.35135134915578103	0.15783154629219484	0.16185151439317513	0.004019968100980292	3.8999999819655855	0.07974094130238263	1363.0077479555503	0.0011820984917873117	0.06896580843635133	0.06802927670508353	0.0009365317312678006	0.07330827067669173
-59.979325738338815	2.7378071262169242e-05	301.0001025454483	2.1600277559843484	0.4000176477259187	163.8986756101026	0.19983364569630668	11.100004793601796	1136.9897430561764	0.17009724202222334	344.9988265512194	1.1103401439222962	0.00015133471875885022	-2932.0027224537444	0.03450254161208245	467.4177679966132	2436.766025788101	0.010139217052358422	110.23166750207196	10871.812580087892	187.60330760426908	153.49361531258378	68.1505128471912	0.0007348516442086029	90.3000307636345	0.374363235800508	0.00037436323580050803	8444.53163879122	0.0	8445.53163879122	0.16308191111826673	0.16308191111826673	8445.694720702339	68.85751790763706	69.02059981875533	8514.552238609976	2.1600277559843484	69.02059981875533	8516.712266365961	912.0211363038517	69.02059981875533	9428.733402669814	1.761307272572143	70.78190709132747	9430.494709942386	37.18353747217134	107.9654445634988	9467.678247414558	16.666666666666668	107.9654445634988	9484.344914081224	7037.109698992685	107.9654445634988	16521.45461307391	135.90159259855562	243.86703716205443	16657.356205672466	2869.0632461515443	3112.930283313599	19526.41945182401	36.000462599739144	3112.930283313599	19562.41991442375	760.0176135865431	3112.930283313599	20322.437528010294	1467.7560604767862	3112.930283313599	21790.19358848708	1549.3140613404728	4662.244344654072	23339.507649827552	1467.7560604767862	0.4515841555304195	0.44743808870650154	9.59998235227408	5.220111034909185	1.1162308423223664	3.348692526967099	0.0004	0.2977973512202051	1.1218210787894816	0.35135076776239055	0.1578573066861838	0.16175435645218844	0.0038970497660046344	3.8999952063982057	0.07974272712489852	1363.0102569438238	0.0011842880488195182	0.06896574586183944	0.06803889680888933	0.00092684905295011	0.07330827067669173
-59.97431662970278	3.342724424963313e-05	301.0001281823027	2.160034693012824	0.40002175166990855	163.88613552733355	0.1997952605353566	11.10001106621793	1136.9872580472988	0.17012112999297396	344.99854072033514	1.3561214076987558	0.00015148638215843133	-2933.011721360792	0.034516449648452456	467.69135467283866	2437.574232284199	0.010139198714843459	110.23118986589989	10871.785134709413	187.60289757780433	153.49327983638534	68.15063709763506	0.0007348528242125807	90.30003845469079	0.3743630568563533	0.0003743630568563533	8444.562430570095	0.0	8445.562430570095	0.16308193889837272	0.16308193889837272	8445.725512508994	68.8577807162863	69.02086265518467	8514.58329322528	2.160034693012824	69.02086265518467	8516.743327918293	912.0273908672051	69.02086265518467	9428.770718785498	1.7613132291214133	70.78217588430608	9430.532032014618	37.18379880776196	107.96597469206804	9467.71583082238	16.666666666666668	107.96597469206804	9484.382497489047	7037.135358808412	107.96597469206804	16521.517856297458	135.90161574864393	243.86759044071198	16657.419472046102	2869.074196511929	3112.941786952641	19526.493668558032	36.0005782168804	3112.941786952641	19562.494246774913	760.0228257226709	3112.941786952641	20322.517072497583	1467.7610242678443	3112.941786952641	21790.27809676543	1549.3249503234147	4662.266737276055	23339.603047088844	1467.7610242678443	0.4515802593637997	0.44751505949596215	9.59997824833009	5.221009027452893	1.1146586254436865	3.3439758763310596	0.0004	0.2977722710546671	1.1215558984201592	0.35135000411408635	0.1578871308567643	0.16166813644300249	0.003781005586238173	3.8999889337820726	0.07974450049042583	1363.0127419527012	0.0011864397468261713	0.06896568391806843	0.06804845199718958	0.0009172319208788499	0.07330827067669173
-59.96936648740017	3.9188751815314795e-05	301.00015381933196	2.1600416292765106	0.4000257840468186	163.87649004757168	0.19975800717122097	11.10001848700569	1136.9847919340955	0.17014486047612556	344.99825786085563	1.5903857691510157	0.00015163640949976786	-2934.0091568814296	0.03453019927265792	467.9624172530101	2438.372903459214	0.01013918051680582	110.23071586263286	10871.75789798042	187.60249066912573	153.49294691110288	68.15076040329524	0.0007348540040845717	90.30004614579957	0.37436288584849636	0.0003743628858484964	8444.592988267917	0.0	8445.592988267917	0.16308196667867064	0.16308196667867064	8445.756070234596	68.85804161638221	69.02112358306088	8514.614111850979	2.1600416292765106	69.02112358306088	8516.774153480255	912.0336198477614	69.02112358306088	9428.807773328017	1.7613191850510665	70.78244276811195	9430.569092513068	37.18405910046	107.96650186857195	9467.753151613528	16.666666666666668	107.96650186857195	9484.419818280194	7037.160823556597	107.96650186857195	16521.58064183679	135.9016388988922	243.86814076746415	16657.482280735683	2869.085067349258	3112.953208116722	19526.56734808494	36.00069382127518	3112.953208116722	19562.568041906216	760.0280165398012	3112.953208116722	20322.596058446015	1467.7659875425556	3112.953208116722	21790.36204598857	1549.3357958525	4662.289003969222	23339.697841841073	1467.7659875425556	0.4515764869747826	0.44757434732042706	9.599974215953182	5.221700718738316	1.113450965417413	3.340352896252239	0.0004	0.2977529800951433	1.1213511137940928	0.3513491006848189	0.1579200126276214	0.16159050835130764	0.0036704957236862457	3.8999815129943123	0.07974626202345578	1363.0152080659047	0.0011885551583538795	0.0689656226000759	0.06805794419045022	0.0009076784096256757	0.07330827067669173
-59.96447309769504	4.4676545311341225e-05	301.00017945652894	2.160048564782547	0.4000297604860895	163.86906592785877	0.1997218356194706	11.100026789079987	1136.9823408160682	0.17016843740898033	344.99797795331114	1.8136855771129377	0.0001517848628155845	-2934.9954641947943	0.03454379645031209	468.231041768175	2439.162391600241	0.010139162429461957	110.23024474254841	10871.730826823125	187.60208623465127	153.49261601016923	68.1508829591966	0.0007348551838257908	90.30005383695867	0.37436272112048435	0.00037436272112048434	8444.62336021475	0.0	8445.62336021475	0.1630819944591527	0.1630819944591527	8445.786442209208	68.85830100200866	69.0213829964678	8514.644743211216	2.160048564782547	69.0213829964678	8516.804791776	912.039828468052	69.0213829964678	9428.844620244052	1.7613251403668404	70.78270813683464	9430.60594538442	37.184318563188356	107.967026700023	9467.790263947607	16.666666666666668	107.967026700023	9484.456930614273	7037.18613351229	107.967026700023	16521.64306412656	135.90166204929392	243.8686887493169	16657.544726175856	2869.0958750836935	3112.9645638330103	19526.64060125955	36.000809413042454	3112.9645638330103	19562.641410672593	760.0331903900433	3112.9645638330103	20322.674601062638	1467.7709503057004	3112.9645638330103	21790.44555136834	1549.3466067995146	4662.311170632525	23339.792158167853	1467.7709503057004	0.45157283236910445	0.4476201102743423	9.59997023951391	5.222234619867326	1.112522487533846	3.337567462601538	0.0004	0.2977381318557175	1.121192660709138	0.3513480899664802	0.15795518223951974	0.16151967624612257	0.0035644940066028308	3.899973210920015	0.07974801222040538	1363.0176591839318	0.0011906358479785422	0.06896556190318044	0.06806737496359214	0.0008981869395883052	0.07330827067669173
-59.95963434901345	4.990389863248308e-05	301.00020509388804	2.1600554995366132	0.4000336929729026	163.86334731015853	0.1996867049099075	11.100035768011914	1136.9799016978143	0.17019186406914644	344.9977009786788	2.0265467836742466	0.00015193180134772047	-2935.9710585526404	0.03455724687434149	468.49730793066993	2439.9430340160648	0.010139144430707453	110.22977592989483	10871.703888155738	187.60168378013935	153.49228672920495	68.15100491510928	0.0007348563634372049	90.30006152816641	0.3743625614002635	0.00037436256140026356	8444.65358352591	0.0	8445.65358352591	0.16308202223981277	0.16308202223981277	8445.81666554815	68.85855917580436	69.02164119804416	8514.675224723953	2.1600554995366132	69.02164119804416	8516.83528022349	912.0460207388355	69.02164119804416	9428.881300962325	1.7613310950732994	70.78297229311747	9430.642632057397	37.184577359465884	107.96754965258336	9467.827209416862	16.666666666666668	107.96754965258336	9484.493876083528	7037.211319604925	107.96754965258336	16521.705195688453	135.901685199844	243.86923485242735	16657.6068808883	2869.106632325181	3112.9758671776085	19526.71351321348	36.000924992276886	3112.9758671776085	19562.714438205756	760.0383506156963	3112.9758671776085	20322.752788821454	1467.7759125610828	3112.9758671776085	21790.528701382536	1549.357389977745	4662.333257155354	23339.88609136028	1467.7759125610828	0.45156929068497126	0.44765551579069895	9.599966307027097	5.222647684224821	1.111808013918048	3.335424041754144	0.0004	0.297726694620317	1.1210697696454517	0.3513469968472538	0.1579920501649527	0.16145426279263156	0.0034622126276788456	3.8999642319880863	0.07974975147979729	1363.0200983021857	0.0011926833565722387	0.06896550182292192	0.06807674562765857	0.0008887561952633516	0.07330827067669173
-59.9548482268618	5.488344112109416e-05	301.00023073140477	2.160062433543273	0.40003759071251604	163.8589385997123	0.19965258100111577	11.100045267078347	1136.9774722774887	0.17021514322943762	344.9974269183106	2.2294701940471806	0.00015207728168024039	-2936.9363362579597	0.034570555978338295	468.76129004473563	2440.7151534887653	0.010139126503555983	110.22930898223088	10871.67705655624	187.6012829257856	153.49195875746096	68.15112638612558	0.0007348575429195908	90.30006921942143	0.37436240571033746	0.0003743624057103375	8444.683686723021	0.0	8445.683686723021	0.16308205002064605	0.16308205002064605	8445.846768773043	68.85881637033486	69.02189842035551	8514.705585143378	2.1600624335432728	69.02189842035551	8516.86564757692	912.0521997423053	69.02189842035551	9428.917847319226	1.761337049174112	70.78323546952963	9430.6791843684	37.18483561495372	107.96807108448334	9467.864019983354	16.666666666666668	107.96807108448334	9484.53068665002	7037.236405602517	107.96807108448334	16521.767092252536	135.90170835053837	243.8697794350217	16657.668800603074	2869.117348763953	3112.987128198975	19526.786149367028	36.001040559054545	3112.987128198975	19562.787189926083	760.0434997852544	3112.987128198975	20322.830689711336	1467.78087431176	3112.987128198975	21790.611564023096	1549.3681506230716	4662.355278822047	23339.979714646168	1467.78087431176	0.45156585792954596	0.44768298190687333	9.599962409287484	5.222968122246856	1.1112577024745836	3.3337731074237507	0.0004	0.29771787719942466	1.1209741858704914	0.3513458404073846	0.15803016463780045	0.1613932101224357	0.0033630454846352575	3.8999547329216533	0.07975148012518744	1363.0225277225115	0.0011946991902170596	0.06896544235501624	0.06808605729177504	0.0008793850632412004	0.07330827067669173
