Gly	Cn	_3DG	DFG	Glu	_1DG	E1	FA	AA	Mel	Man	Fru	MG	E2
0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.15760573947573314	0.13590631289991825	0.0017755175915591499	8.674820008659463	0.0026278223214996	0.007845869888124331	0.044248680294376834	0.0011066612896556017	0.006927389114901788	2.3772862025418236e-05	0.0016431842740979423	0.000862858037745176	0.0010898759417686638	0.12330179870839697
0.34453449212987625	0.2648961071687604	0.006205456923777399	8.361389131403241	0.009552435716632883	0.018839964484079173	0.07665893832149541	0.004406611023111378	0.03577056396579078	0.0002007569930998827	0.0059750855447319555	0.0031734566759112656	0.004285189372918924	0.21721668115228418
0.5521370650545594	0.38727219648992406	0.012226568672419476	8.059282859697301	0.01959380375472028	0.027900687881848647	0.10002808981412502	0.009849823495053136	0.08593195830668927	0.0007042761269813029	0.01226011595158805	0.00658044736457481	0.009478536862258304	0.28784770930702563
0.7736309941084154	0.503237566826815	0.019075533320459713	7.768092022971092	0.03185169088172285	0.0347746644554056	0.11650403147216974	0.017365410367997155	0.15314995476365006	0.0017148741752568244	0.019937010157010236	0.010805642701324046	0.01656647936596909	0.34005807727305787
1.003711295046928	0.6129319943451522	0.026213409958297712	7.487422234412377	0.04564066817100567	0.03982287745927444	0.12773560412163834	0.02686747628067935	0.23347564883345362	0.003408832858704009	0.028578335744344412	0.015629146088250605	0.02544826183353002	0.3777220335603446
1.2382429587554498	0.7164583362967839	0.033268266321157626	7.216893356888746	0.06044017587841179	0.043416304971290016	0.13498813978523835	0.03825965985841155	0.32368836812401863	0.005950517579245055	0.037859383464404615	0.0208774928505806	0.03602502900960883	0.40392502699131316
1.474017786685523	0.813901143734726	0.039991682587094034	6.956138987972465	0.07585613770226601	0.0458627229416186	0.13923229696677672	0.05143865670189285	0.42121839560964563	0.009487498496474081	0.04753425378315008	0.026414188681556785	0.0481993950564272	0.4211234298787535
1.7085622149064212	0.9053395423944985	0.04622589196206121	6.7048059640963125	0.09159149104780118	0.04740893049806799	0.14121227814476056	0.06629694836531705	0.5240250038322409	0.014147697068358916	0.05741749778780047	0.03213217043327062	0.061875261414636874	0.43127184578413874
1.9399847834802215	0.9908558912160731	0.051878943729768257	6.462553881284131	0.10742348549473267	0.04825158242534069	0.141498395819156	0.08272492168136432	0.6304900108448225	0.020037999479114315	0.06736997444871153	0.037947777762674904	0.07695780412326643	0.43592493993736925
2.166855881135172	1.0705412608441247	0.05690613961469705	6.229054635114951	0.12318633028227559	0.04854703825126168	0.14052726797686338	0.10061249919625864	0.739332175408739	0.02724394389005327	0.07728804014037022	0.04379596984581571	0.09335357244837067	0.4363182718829517
2.388111972191345	1.1444986484561066	0.06129607573494358	6.0039919789930725	0.13875780322902062	0.04841955796485969	0.13863285135459208	0.11985040300953684	0.8495384380437692	0.03583015474395411	0.08709520600844174	0.049626495790589434	0.1109706560459232	0.4334330427170298
